strategy,exit_method,regime_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,bear,371,0.2668463611859838,-1.933312668463612,-717.259
adx_initiation,atr_trail_1x,bull,482,0.27800829875518673,-2.6544919087136933,-1279.4651000000001
adx_initiation,atr_trail_1x,neutral,102,0.22549019607843138,-3.0294333333333334,-309.0022
adx_initiation,atr_trail_2x,bear,371,0.40161725067385445,1.1921805929919136,442.299
adx_initiation,atr_trail_2x,bull,482,0.34439834024896265,-2.0218377593360994,-974.5258
adx_initiation,atr_trail_2x,neutral,102,0.18627450980392157,-6.396436274509804,-652.4365
adx_initiation,atr_trail_mae_conditional,bear,371,0.2668463611859838,-1.933312668463612,-717.259
adx_initiation,atr_trail_mae_conditional,bull,482,0.27800829875518673,-2.6544919087136933,-1279.4651000000001
adx_initiation,atr_trail_mae_conditional,neutral,102,0.22549019607843138,-3.0294333333333334,-309.0022
adx_initiation,atr_trail_vix_conditional,bear,371,0.30997304582210244,-0.9447733153638814,-350.5109
adx_initiation,atr_trail_vix_conditional,bull,482,0.24273858921161826,-2.5843778008298757,-1245.6701
adx_initiation,atr_trail_vix_conditional,neutral,102,0.2549019607843137,-2.7734107843137257,-282.8879
adx_initiation,break_even_at_1r,bear,371,0.2183288409703504,-1.5680504043126686,-581.7467
adx_initiation,break_even_at_1r,bull,482,0.2095435684647303,2.088223858921162,1006.5239000000001
adx_initiation,break_even_at_1r,neutral,102,0.16666666666666666,-2.6541862745098035,-270.727
adx_initiation,breakeven_plus_trail,bear,371,0.5471698113207547,8.0527525606469,2987.5712
adx_initiation,breakeven_plus_trail,bull,482,0.45850622406639,19.51440124481328,9405.9414
adx_initiation,breakeven_plus_trail,neutral,102,0.3431372549019608,-4.285444117647058,-437.1153
adx_initiation,chandelier_3x,bear,371,0.10242587601078167,0.24498598382749326,90.8898
adx_initiation,chandelier_3x,bull,482,0.09336099585062241,0.041627178423236495,20.064299999999992
adx_initiation,chandelier_3x,neutral,102,0.10784313725490197,-1.216220588235294,-124.0545
adx_initiation,class_time_stop,bear,371,0.5714285714285714,10.256708355795148,3805.2388
adx_initiation,class_time_stop,bull,482,0.470954356846473,145.71090954356848,70232.6584
adx_initiation,class_time_stop,neutral,102,0.3333333333333333,-8.654539215686276,-882.763
adx_initiation,earnings_blackout,bear,371,0.5902964959568733,17.38766037735849,6450.822
adx_initiation,earnings_blackout,bull,482,0.45228215767634855,94.20958174273859,45409.0184
adx_initiation,earnings_blackout,neutral,102,0.4117647058823529,-3.6263892156862743,-369.89169999999996
adx_initiation,fixed_4r_2r,bear,371,0.4366576819407008,5.50275795148248,2041.5232
adx_initiation,fixed_4r_2r,bull,482,0.34024896265560167,22.095983402489626,10650.264
adx_initiation,fixed_4r_2r,neutral,102,0.21568627450980393,-6.958997058823529,-709.8177
adx_initiation,hybrid_50pct_target,bear,371,0.48247978436657685,3.608077628032345,1338.5968
adx_initiation,hybrid_50pct_target,bull,482,0.4730290456431535,-2.154101867219917,-1038.2771
adx_initiation,hybrid_50pct_target,neutral,102,0.2647058823529412,-6.002066666666667,-612.2108000000001
adx_initiation,ma_exit_ema9,bear,371,0.38274932614555257,0.20470107816711589,75.94409999999999
adx_initiation,ma_exit_ema9,bull,482,0.34024896265560167,0.1416280082987552,68.2647
adx_initiation,ma_exit_ema9,neutral,102,0.3137254901960784,-0.8312843137254902,-84.791
adx_initiation,mfe_lockin_trail,bear,371,0.2695417789757412,-2.064479784366577,-765.922
adx_initiation,mfe_lockin_trail,bull,482,0.2863070539419087,-2.2007217842323654,-1060.7479
