strategy,exit_method,win_loss_outcome,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,loss,713,0.1697054698457223,-4.5185105189340815,-3221.698
adx_initiation,atr_trail_1x,win,242,0.5578512396694215,3.785007024793388,915.9716999999999
adx_initiation,atr_trail_2x,loss,713,0.18373071528751753,-6.197552734922861,-4418.8551
adx_initiation,atr_trail_2x,win,242,0.8388429752066116,13.364428925619835,3234.1918
adx_initiation,atr_trail_mae_conditional,loss,713,0.1697054698457223,-4.5185105189340815,-3221.698
adx_initiation,atr_trail_mae_conditional,win,242,0.5578512396694215,3.785007024793388,915.9716999999999
adx_initiation,atr_trail_vix_conditional,loss,713,0.16129032258064516,-4.822687096774193,-3438.5759
adx_initiation,atr_trail_vix_conditional,win,242,0.5909090909090909,6.444243801652893,1559.507
adx_initiation,break_even_at_1r,loss,713,0.11640953716690042,-3.0916726507713883,-2204.3626
adx_initiation,break_even_at_1r,win,242,0.4793388429752066,9.74550743801653,2358.4128
adx_initiation,breakeven_plus_trail,loss,713,0.33660589060308554,7.085652173913043,5052.07
adx_initiation,breakeven_plus_trail,win,242,0.9049586776859504,28.530278099173554,6904.3273
adx_initiation,chandelier_3x,loss,713,0.033660589060308554,-1.6633635343618514,-1185.9782
adx_initiation,chandelier_3x,win,242,0.2892561983471074,4.846602479338843,1172.8778
adx_initiation,class_time_stop,loss,713,0.3856942496493689,94.95827685834502,67705.2514
adx_initiation,class_time_stop,win,242,0.8181818181818182,22.520176859504133,5449.8828
adx_initiation,earnings_blackout,loss,713,0.37868162692847124,61.6283966339411,43941.046800000004
adx_initiation,earnings_blackout,win,242,0.8636363636363636,31.19380950413223,7548.9019
adx_initiation,fixed_4r_2r,loss,713,0.20196353436185133,9.109694530154277,6495.2122
adx_initiation,fixed_4r_2r,win,242,0.8429752066115702,22.672550826446283,5486.7573
adx_initiation,hybrid_50pct_target,loss,713,0.28751753155680226,-6.6811976157082755,-4763.6939
adx_initiation,hybrid_50pct_target,win,242,0.9462809917355371,18.395879338842978,4451.8028
adx_initiation,ma_exit_ema9,loss,713,0.2762973352033661,-2.261867741935484,-1612.7117
adx_initiation,ma_exit_ema9,win,242,0.5826446280991735,6.909626033057851,1672.1295
adx_initiation,mfe_lockin_trail,loss,713,0.17812061711079943,-4.136920056100982,-2949.624
adx_initiation,mfe_lockin_trail,win,242,0.5578512396694215,3.4933966942148764,845.402
adx_initiation,multi_tier_partial,loss,713,0.3071528751753156,-3.233581346423562,-2305.5434999999998
adx_initiation,multi_tier_partial,win,242,0.7644628099173554,3.8986264462809914,943.4676
adx_initiation,next_pivot_target,loss,713,0.6002805049088359,2.12072033660589,1512.0735999999997
adx_initiation,next_pivot_target,win,242,0.9917355371900827,6.921810330578512,1675.0781
adx_initiation,r_multiple_2r,loss,713,0.1879382889200561,2.415393688639551,1722.1757
adx_initiation,r_multiple_2r,win,242,0.7975206611570248,24.127713636363634,5838.9067
adx_initiation,r_multiple_3r,loss,713,0.11640953716690042,5.210718092566619,3715.2419999999997
adx_initiation,r_multiple_3r,win,242,0.7603305785123967,17.288097520661157,4183.7196
adx_initiation,regime_flip,loss,713,0.3450210378681627,44.74484852734923,31903.076999999997
adx_initiation,regime_flip,win,242,0.9008264462809917,18.514603305785123,4480.534
adx_initiation,reverse_signal,loss,713,0.1697054698457223,-4.5185105189340815,-3221.698
adx_initiation,reverse_signal,win,242,0.5578512396694215,3.785007024793388,915.9716999999999
adx_initiation,smc_mitigation_zone,loss,713,0.1697054698457223,-4.5185105189340815,-3221.698
adx_initiation,smc_mitigation_zone,win,242,0.5578512396694215,3.785007024793388,915.9716999999999
adx_initiation,time_stop_10d,loss,713,0.3492286115007013,-1.2638803646563814,-901.1467
adx_initiation,time_stop_10d,win,242,0.871900826446281,13.919696694214876,3368.5666
adx_initiation,time_stop_20d,loss,713,0.3450210378681627,44.74484852734923,31903.076999999997
adx_initiation,time_stop_20d,win,242,0.9008264462809917,18.514603305785123,4480.534
adx_initiation,trailing_10pct,loss,713,0.1332398316970547,-5.906193688639552,-4211.1161
adx_initiation,trailing_10pct,win,242,0.756198347107438,11.619172727272728,2811.8398
adx_initiation,trailing_15pct,loss,713,0.0967741935483871,-7.29104221598878,-5198.5131
