exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct,sharpe_proxy
atr_trail_1x,bear,Broad Market,unknown,high_25_40,long_ge_11d,8,0.5,-0.734575,-5.8766,-0.9838978396822452
atr_trail_1x,bear,Broad Market,unknown,mid_15_25,long_ge_11d,8,0.125,-0.265325,-2.1226,-0.432939723028517
atr_trail_1x,bear,Commodities,unknown,high_25_40,long_ge_11d,12,0.3333333333333333,0.026958333333333268,0.32349999999999923,0.025757270127148776
atr_trail_1x,bear,Commodities,unknown,mid_15_25,long_ge_11d,15,0.4666666666666667,0.5617666666666666,8.426499999999999,0.7811368993521317
atr_trail_1x,bear,Communication Services,unknown,crisis_ge_40,long_ge_11d,7,0.42857142857142855,-0.9473571428571427,-6.631499999999999,-1.4590752529373046
atr_trail_1x,bear,Communication Services,unknown,crisis_ge_40,short_le_3d,8,0.0,-6.75,-54.0,-6.966354760630919
atr_trail_1x,bear,Communication Services,unknown,high_25_40,long_ge_11d,117,0.38461538461538464,0.0365119658119658,4.271899999999999,0.08210387234333116
atr_trail_1x,bear,Communication Services,unknown,high_25_40,medium_4_10d,43,0.11627906976744186,-3.894948837209302,-167.4828,-5.449463454500685
atr_trail_1x,bear,Communication Services,unknown,high_25_40,short_le_3d,32,0.0625,-6.248871875,-199.9639,-8.958201882268137
atr_trail_1x,bear,Communication Services,unknown,mid_15_25,long_ge_11d,107,0.3644859813084112,-0.33819158878504674,-36.1865,-0.8222289110632989
atr_trail_1x,bear,Communication Services,unknown,mid_15_25,medium_4_10d,42,0.07142857142857142,-3.5653333333333332,-149.744,-7.016635795606126
atr_trail_1x,bear,Communication Services,unknown,mid_15_25,short_le_3d,11,0.2727272727272727,-3.6843636363636363,-40.528,-2.5898570577255975
atr_trail_1x,bear,Communication Services,unknown,mid_atr_1_2.5pct,long_ge_11d,16,0.125,-1.3154,-21.0464,-3.7010764703246726
atr_trail_1x,bear,Communication Services,unknown,mid_atr_1_2.5pct,medium_4_10d,6,0.0,-2.0,-12.0,0.0
atr_trail_1x,bear,Communication Services,unknown,mid_atr_1_2.5pct,short_le_3d,5,0.0,-2.0,-10.0,0.0
atr_trail_1x,bear,Consumer Discretionary,unknown,crisis_ge_40,long_ge_11d,15,0.4666666666666667,0.1639266666666667,2.4589000000000003,0.10856786455714233
atr_trail_1x,bear,Consumer Discretionary,unknown,crisis_ge_40,short_le_3d,21,0.0,-6.464314285714285,-135.7506,-8.090316778067232
atr_trail_1x,bear,Consumer Discretionary,unknown,high_25_40,long_ge_11d,400,0.34,-0.15658975000000003,-62.63590000000001,-0.5032911819080061
atr_trail_1x,bear,Consumer Discretionary,unknown,high_25_40,medium_4_10d,168,0.16666666666666666,-3.1876636904761906,-535.5275,-8.170375643500556
atr_trail_1x,bear,Consumer Discretionary,unknown,high_25_40,short_le_3d,154,0.11688311688311688,-5.32971038961039,-820.7754,-10.95864623097784
atr_trail_1x,bear,Consumer Discretionary,unknown,low_lt_15,long_ge_11d,9,0.1111111111111111,-1.6997444444444443,-15.297699999999999,-1.961238880632235
atr_trail_1x,bear,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,312,0.33653846153846156,-0.10592435897435898,-33.0484,-0.3646551464347122
atr_trail_1x,bear,Consumer Discretionary,unknown,mid_15_25,medium_4_10d,99,0.1414141414141414,-3.3472474747474745,-331.3775,-7.9902384538331965
atr_trail_1x,bear,Consumer Discretionary,unknown,mid_15_25,short_le_3d,80,0.0875,-5.02250625,-401.8005,-11.484282089987076
atr_trail_1x,bear,Consumer Discretionary,unknown,mid_atr_1_2.5pct,long_ge_11d,13,0.07692307692307693,-1.652930769230769,-21.4881,-4.762539063365765
atr_trail_1x,bear,Consumer Discretionary,unknown,mid_atr_1_2.5pct,short_le_3d,5,0.0,-1.68958,-8.4479,-5.4428838348044595
atr_trail_1x,bear,Consumer Staples,unknown,crisis_ge_40,long_ge_11d,7,0.42857142857142855,-0.05344285714285725,-0.37410000000000077,-0.06582455137065081
atr_trail_1x,bear,Consumer Staples,unknown,high_25_40,long_ge_11d,134,0.3358208955223881,-0.166410447761194,-22.299,-0.43998898079971455
atr_trail_1x,bear,Consumer Staples,unknown,high_25_40,medium_4_10d,23,0.043478260869565216,-3.6940304347826087,-84.9627,-7.20039084023048
atr_trail_1x,bear,Consumer Staples,unknown,high_25_40,short_le_3d,14,0.14285714285714285,-4.128014285714285,-57.7922,-4.515072801134436
atr_trail_1x,bear,Consumer Staples,unknown,low_lt_15,long_ge_11d,10,0.5,0.11702000000000008,1.1702000000000008,0.1346186256566068
atr_trail_1x,bear,Consumer Staples,unknown,mid_15_25,long_ge_11d,84,0.23809523809523808,-0.883202380952381,-74.18900000000001,-3.127599737138803
atr_trail_1x,bear,Consumer Staples,unknown,mid_15_25,medium_4_10d,23,0.17391304347826086,-2.2015391304347824,-50.6354,-4.480167908856671
atr_trail_1x,bear,Consumer Staples,unknown,mid_15_25,short_le_3d,14,0.14285714285714285,-2.537864285714286,-35.530100000000004,-2.618730777254097
atr_trail_1x,bear,Energy,unknown,crisis_ge_40,long_ge_11d,10,0.2,-4.60429,-46.042899999999996,-3.5270488456897255
atr_trail_1x,bear,Energy,unknown,crisis_ge_40,short_le_3d,13,0.0,-5.483515384615384,-71.28569999999999,-5.827233889972644
atr_trail_1x,bear,Energy,unknown,high_25_40,long_ge_11d,208,0.3557692307692308,0.23417403846153848,48.708200000000005,0.46906259672801615
atr_trail_1x,bear,Energy,unknown,high_25_40,medium_4_10d,84,0.09523809523809523,-3.5202464285714283,-295.7007,-6.870141067594078
atr_trail_1x,bear,Energy,unknown,high_25_40,short_le_3d,74,0.04054054054054054,-6.3911837837837835,-472.94759999999997,-16.930701742835605
atr_trail_1x,bear,Energy,unknown,mid_15_25,long_ge_11d,181,0.3701657458563536,-0.16255524861878454,-29.4225,-0.4042201930466319
atr_trail_1x,bear,Energy,unknown,mid_15_25,medium_4_10d,52,0.15384615384615385,-2.663903846153846,-138.523,-4.092700734552816
atr_trail_1x,bear,Energy,unknown,mid_15_25,short_le_3d,29,0.034482758620689655,-5.157755172413793,-149.5749,-9.529501255539035
