strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,criterion_evaluable,regimes_profitable,regime_verdicts,best_regimes,regime_details,passes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
orb_stocks_in_play_long,Materials,medium_volatility,205L/0S,205,0.2537,0.199,0.3174,True,0.8639,-0.8394,2.5419,21.0114,-8.2659,-98.8654,-172.0839,-0.111,-1.17,-0.473,-0.1085,0.0926,low_confidence,100,True,54.63,15.61,21.46,17.56,0.2589,0.2473,0.0116,ok,-4.3698,0.0003,True,ok,77.3361,0.0,True,structural_break_detected,-0.111,-0.118,-0.124,-0.138,0.6338,52,True,ok,-0.047,"{'full_kelly_pct': -4.0, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",45.6,130.9055,-15.4774,-0.0822,-0.0215,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 161, 'n_without_signal': 44, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 104, 'n_unfavorable': 42, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_19.9pct_may_be_random'],orb,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
adx_initiation,Industrials,medium_volatility,812L/143S,955,0.2534,0.2268,0.2819,True,0.9079,-0.5607,2.675,21.8197,-8.1568,-100.0,-535.4447,-0.071,-1.107,-0.357,-0.0639,0.0535,low_confidence,300,True,50.68,11.73,19.37,19.58,0.2603,0.2463,0.014,ok,-14.1106,0.0,True,ok,52.1775,0.0,True,structural_break_detected,-0.071,-0.077,-0.084,-0.096,0.6144,242,True,ok,-0.045,"{'full_kelly_pct': -2.57, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",31.2,433.8029,-35.8822,0.0877,-0.0424,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 815, 'n_without_signal': 140, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 377, 'n_unfavorable': 278, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_22.7pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
force_index_breakout,Information Technology,high_volatility,327L/294S,621,0.2528,0.2202,0.2885,True,0.6615,-2.1602,1.9552,16.7015,-8.5423,-100.0,-1341.4878,-0.366,-5.039,-0.836,-0.2678,0.0,low_confidence,300,True,50.89,9.98,21.42,19.48,0.2437,0.2623,-0.0186,ok,-6.9888,0.0,True,ok,69.5482,0.0,True,structural_break_detected,-0.366,-0.375,-0.383,-0.4,0.5723,157,True,ok,-0.138,"{'full_kelly_pct': -12.93, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",39.6,126.1495,-116.1458,-0.0152,-0.0139,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 485, 'n_without_signal': 136, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 295, 'n_unfavorable': 151, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_22.0pct_may_be_random'],breakout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bullish_engulfing_support,Industrials,medium_volatility,16L/12S,28,0.25,0.1268,0.4336,True,1.2616,1.7181,3.7849,33.1407,-8.7561,-60.4083,48.1064,0.134,1.189,0.92,,,insufficient_sample,300,False,46.43,17.86,14.29,14.29,0.2308,0.2667,-0.0359,ok,-2.7137,0.0717,False,non_stationary_edge_may_erode,18.5543,0.0,True,structural_break_detected,0.134,0.13,0.126,0.118,0.5892,7,True,ok,0.146,"{'full_kelly_pct': 5.18, 'quarter_kelly_pct': 1.3, 'note': 'reasonable'}",49.0,133.984,-16.5844,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 21, 'n_without_signal': 7, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=21<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 13, 'n_unfavorable': 4, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=13<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': True}",False,['ci_lower_12.7pct_may_be_random'],candle,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
three_white_soldiers,Health Care,high_volatility,344L/0S,344,0.25,0.2072,0.2984,True,1.0361,0.2294,3.1084,26.3063,-8.4629,-99.9873,78.907,0.023,0.333,0.096,0.023,0.6714,low_confidence,300,True,47.09,11.92,15.99,19.19,0.2593,0.2418,0.0175,ok,-6.4665,0.0,True,ok,49.1093,0.0,True,structural_break_detected,0.023,0.018,0.013,0.003,0.6072,86,True,ok,0.011,"{'full_kelly_pct': 0.87, 'quarter_kelly_pct': 0.22, 'note': 'tiny_edge'}",53.0,170.1529,-37.3316,0.0153,-0.0796,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 285, 'n_without_signal': 59, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 153, 'n_unfavorable': 82, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': True}",False,['ci_lower_20.7pct_may_be_random'],candle,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
news_sentiment_shift_long,Financials,medium_volatility,4L/0S,4,0.25,0.0456,0.6994,True,0.9434,-0.1716,2.8302,11.4406,-4.0423,-11.6847,-0.6862,-0.043,-0.169,-0.07,,,insufficient_sample,100,False,50.0,0.0,25.0,25.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.043,-0.055,-0.068,-0.093,0.674,1,True,ok,-0.073,"{'full_kelly_pct': -1.5, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",50.5,11.4406,-10.3487,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 0, 'n_without_signal': 4, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=0<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 2, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=2<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': True, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_4.6pct_may_be_random'],news_sentiment,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
squeeze_breakout,Unknown,medium_volatility,252L/0S,252,0.25,0.2006,0.3069,True,0.6535,-2.1573,1.9606,16.2777,-8.3023,-99.9976,-543.6378,-0.264,-3.374,-0.853,-0.1163,0.0103,low_confidence,300,False,48.41,6.75,21.83,19.84,0.2541,0.2462,0.0079,ok,-8.812,0.0,True,ok,55.7654,0.0,True,structural_break_detected,-0.264,-0.27,-0.276,-0.288,0.6672,63,True,ok,-0.094,"{'full_kelly_pct': -13.25, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",58.0,174.1569,-49.2965,0.0396,-0.1423,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 215, 'n_without_signal': 37, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 89, 'n_unfavorable': 75, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_20.1pct_may_be_random'],breakout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_upper_short,Health Care,high_volatility,0L/4S,4,0.25,0.0456,0.6994,True,0.2292,-6.2332,0.6876,7.4137,-10.7822,-28.9851,-24.9329,-1.421,-7.61,-43.507,,,insufficient_sample,300,False,75.0,25.0,25.0,25.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-1.421,-1.433,-1.444,-1.467,0.6865,1,True,ok,-0.926,"{'full_kelly_pct': -84.08, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",58.5,7.4137,-11.0459,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 4, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=4<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 2, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=2<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': False, 'max_drawdown': True, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_4.6pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
orb_stocks_in_play_short,Consumer Discretionary,medium_volatility,0L/202S,202,0.2475,0.1931,0.3114,True,0.5471,-2.8613,1.663,13.9616,-8.3952,-99.9561,-577.992,-0.691,-4.264,-2.238,-0.5476,0.0,low_confidence,100,True,61.39,16.34,19.31,25.74,0.2984,0.1667,0.1317,ok,-6.0999,0.0,True,ok,377.2472,0.0,True,structural_break_detected,-0.691,-0.703,-0.715,-0.739,0.5772,50,True,ok,-0.263,"{'full_kelly_pct': -20.49, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",27.5,55.6407,-32.7184,-0.0029,0.1449,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 170, 'n_without_signal': 32, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 75, 'n_unfavorable': 68, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_19.3pct_may_be_random'],orb,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
risk_off_bond_equity_short,Information Technology,high_volatility,0L/166S,166,0.247,0.1876,0.3178,True,0.4659,-3.3955,1.4204,11.9923,-8.4427,-99.9329,-563.6469,-0.714,-3.901,-2.155,-0.643,0.0,low_confidence,100,True,62.65,15.66,20.48,26.51,0.2404,0.2581,-0.0177,ok,-2.7151,0.0715,False,non_stationary_edge_may_erode,101.1516,0.0,True,structural_break_detected,-0.714,-0.724,-0.735,-0.756,0.6244,41,True,ok,-0.181,"{'full_kelly_pct': -28.31, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",47.3,42.2161,-17.438,0.0233,0.05,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 131, 'n_without_signal': 35, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 28, 'n_unfavorable': 50, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_18.8pct_may_be_random'],cross_asset,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
