strategy,exit_method,universe_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,T1a,55,0.2545454545454545,-3.1834181818181824,-175.08800000000002
adx_initiation,atr_trail_1x,T1c,7,0.0,-3.9521571428571427,-27.6651
adx_initiation,atr_trail_1x,T2,147,0.24489795918367346,-1.588369387755102,-233.4903
adx_initiation,atr_trail_1x,T3,75,0.3333333333333333,-0.3335893333333334,-25.019200000000005
adx_initiation,atr_trail_1x,unknown,671,0.2697466467958271,-2.748828166915052,-1844.4637
adx_initiation,atr_trail_2x,T1a,55,0.4,-3.1941036363636366,-175.6757
adx_initiation,atr_trail_2x,T1c,7,0.0,-6.5099,-45.5693
adx_initiation,atr_trail_2x,T2,147,0.3469387755102041,0.06333673469387757,9.310500000000003
adx_initiation,atr_trail_2x,T3,75,0.41333333333333333,1.0592013333333334,79.4401
adx_initiation,atr_trail_2x,unknown,671,0.34277198211624443,-1.5680609538002983,-1052.1689000000001
adx_initiation,atr_trail_mae_conditional,T1a,55,0.2545454545454545,-3.1834181818181824,-175.08800000000002
adx_initiation,atr_trail_mae_conditional,T1c,7,0.0,-3.9521571428571427,-27.6651
adx_initiation,atr_trail_mae_conditional,T2,147,0.24489795918367346,-1.588369387755102,-233.4903
adx_initiation,atr_trail_mae_conditional,T3,75,0.3333333333333333,-0.3335893333333334,-25.019200000000005
adx_initiation,atr_trail_mae_conditional,unknown,671,0.2697466467958271,-2.748828166915052,-1844.4637
adx_initiation,atr_trail_vix_conditional,T1a,55,0.2545454545454545,-2.004541818181818,-110.2498
adx_initiation,atr_trail_vix_conditional,T1c,7,0.14285714285714285,-4.146,-29.022
adx_initiation,atr_trail_vix_conditional,T2,147,0.2857142857142857,-1.048091156462585,-154.0694
adx_initiation,atr_trail_vix_conditional,T3,75,0.29333333333333333,-1.5824040000000001,-118.6803
adx_initiation,atr_trail_vix_conditional,unknown,671,0.2667660208643815,-2.1863597615499253,-1467.0474
adx_initiation,break_even_at_1r,T1a,55,0.14545454545454545,-2.31576,-127.3668
adx_initiation,break_even_at_1r,T1c,7,0.0,-5.081585714285715,-35.5711
adx_initiation,break_even_at_1r,T2,147,0.1292517006802721,-1.8569503401360543,-272.9717
adx_initiation,break_even_at_1r,T3,75,0.30666666666666664,-1.1508653333333334,-86.31490000000001
adx_initiation,break_even_at_1r,unknown,671,0.22205663189269748,1.0078609538002983,676.2747000000002
adx_initiation,breakeven_plus_trail,T1a,55,0.2909090909090909,0.2195763636363636,12.076699999999997
adx_initiation,breakeven_plus_trail,T1c,7,0.14285714285714285,-2.890457142857143,-20.2332
adx_initiation,breakeven_plus_trail,T2,147,0.4489795918367347,6.200094557823129,911.4139
adx_initiation,breakeven_plus_trail,T3,75,0.6266666666666667,8.516174666666666,638.7130999999999
adx_initiation,breakeven_plus_trail,unknown,671,0.4903129657228018,15.520755290611028,10414.4268
adx_initiation,chandelier_3x,T1a,55,0.14545454545454545,-0.7165927272727273,-39.4126
adx_initiation,chandelier_3x,T1c,7,0.0,-1.592257142857143,-11.145800000000001
adx_initiation,chandelier_3x,T2,147,0.05442176870748299,-0.783908843537415,-115.2346
adx_initiation,chandelier_3x,T3,75,0.06666666666666667,-0.7222639999999999,-54.169799999999995
