signal_contribution,timing_contribution,exit_contribution,sizing_contribution,agent_contribution,actual_total_check,ticker,entry_date
-1007.22,0.0,0.0,0.0,0.0,-1007.22,TOST,2022-01-03
-1007.19,0.0,0.0,0.0,0.0,-1007.19,TWST,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,FATE,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,AMD,2022-01-03
-1007.15,0.0,0.0,0.0,0.0,-1007.15,TDUP,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,OLO,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,HNST,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,LCID,2022-01-03
-1007.21,0.0,0.0,0.0,0.0,-1007.21,MGNI,2022-01-03
-1007.18,0.0,0.0,0.0,0.0,-1007.18,REAL,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,FUBO,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,ACCD,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,BSY,2022-01-03
-1007.17,0.0,0.0,0.0,0.0,-1007.17,ROIV,2022-01-03
-1007.24,0.0,0.0,0.0,0.0,-1007.24,VVNT,2022-01-03
-1007.24,0.0,0.0,0.0,0.0,-1007.24,GSAT,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,HZNP,2022-01-03
-1121.6,0.0,0.0,0.0,0.0,-1121.6,HUM,2022-01-03
-1007.16,0.0,0.0,0.0,0.0,-1007.16,ALT,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,DOCU,2022-01-03
-1097.33,0.0,0.0,0.0,0.0,-1097.33,MSTR,2022-01-03
-1007.17,0.0,0.0,0.0,0.0,-1007.17,RIOT,2022-01-03
-1007.18,0.0,0.0,0.0,0.0,-1007.18,QURE,2022-01-03
-1007.16,0.0,0.0,0.0,0.0,-1007.16,STKL,2022-01-03
-1007.26,0.0,0.0,0.0,0.0,-1007.26,GATO,2022-01-03
-1007.19,0.0,0.0,0.0,0.0,-1007.19,GFS,2022-01-03
-1007.12,0.0,0.0,0.0,0.0,-1007.12,JOBY,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,ZTS,2022-01-03
-1007.19,0.0,0.0,0.0,0.0,-1007.19,UUUU,2022-01-03
-1007.19,0.0,0.0,0.0,0.0,-1007.19,HASI,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,EL,2022-01-03
-1726.62,0.0,0.0,0.0,0.0,-1726.62,TTWO,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,SGEN,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,EVRI,2022-01-03
-1007.18,0.0,0.0,0.0,0.0,-1007.18,GTHX,2022-01-03
-1007.24,0.0,0.0,0.0,0.0,-1007.24,COCO,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,IRM,2022-01-03
-620.31,0.0,0.0,0.0,0.0,-620.31,PTON,2022-01-03
-1008.82,0.0,0.0,0.0,0.0,-1008.82,HCC,2022-01-03
-1008.8,0.0,0.0,0.0,0.0,-1008.8,ZIM,2022-01-03
-24.71,0.0,0.0,0.0,0.0,-24.71,SHY,2022-01-03
-1007.19,0.0,0.0,0.0,0.0,-1007.19,GPRE,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,PYPL,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,COST,2022-01-03
-1238.42,0.0,0.0,0.0,0.0,-1238.42,CRNC,2022-01-03
-1042.14,0.0,0.0,0.0,0.0,-1042.14,WWW,2022-01-03
-1007.22,0.0,0.0,0.0,0.0,-1007.22,RKT,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,VRSK,2022-01-03
-1007.22,0.0,0.0,0.0,0.0,-1007.22,BEPC,2022-01-03
-598.72,0.0,0.0,0.0,0.0,-598.72,SWCH,2022-01-04
-1007.2,0.0,0.0,0.0,0.0,-1007.2,DG,2022-01-03
-8.01,0.0,0.0,0.0,0.0,-8.01,CRK,2022-01-03
-1007.2,0.0,0.0,0.0,0.0,-1007.2,LBRDK,2022-01-03
-1007.32,0.0,0.0,0.0,0.0,-1007.32,AVPT,2022-01-03
