strategy,point_sharpe,ci_low,ci_high,n_trades,method
adx_initiation,1.3365375196634421,-1.068097593386565,2.7092818830790297,196,bootstrap
avwap_252_breakout,2.3241774736923184,-2.9628042825099925,6.404894930641282,42,bootstrap
avwap_50_reclaim,-2.272279215368141,-4.34746964226992,-0.4503910487641448,277,bootstrap
awesome_oscillator,-4.096963248996573,-11.85857049264484,0.2978443259338619,56,bootstrap
bollinger_lower,-2.7468565068050794,-11.4764274945891,2.7519950631942307,32,bootstrap
bollinger_tight,-0.36121582930293544,-4.934309002464801,3.149342208743808,67,bootstrap
break_retest_confluence,-7.361960276843839,,,18,insufficient_sample
break_retest_volume,-2.878411565635577,-11.790183137043597,0.49762918452250565,78,bootstrap
bullish_engulfing_support,-5.817168786136214,,,7,insufficient_sample
buyback_8k_recent_long,-1.3457872435328964,-7.897396297882061,2.928456399175277,48,bootstrap
camarilla_r3_breakout,-1.879555377765601,-12.280392422641592,2.0883751582090184,46,bootstrap
camarilla_s3_bounce,-25.160718936659762,,,3,insufficient_sample
cmf_flip,0.9318698352820383,-3.7827662936253996,2.90858063590787,118,bootstrap
cpr_narrow_bullish,-1.0059349704405145,-2.824663510183313,0.46912462422539547,437,bootstrap
cpr_narrow_momentum,-1.3421333360961207,-6.595094981064233,2.2887799184032853,66,bootstrap
cpr_narrow_momentum_short,-1.783374545124423,,,28,insufficient_sample
dc20_break_retest,-21.99769289783071,,,3,insufficient_sample
donchian_10_breakout,-2440.0694815812194,,,2,insufficient_sample
donchian_10_breakout_retest,0.0,,,1,insufficient_sample
double_bottom_long,-2.986990951346128,,,11,insufficient_sample
evening_star_short,8.372487919128668,,,2,insufficient_sample
force_index_breakout,-2.978195224207787,-6.872660139158818,-0.1374207486375572,135,bootstrap
golden_cross_20_50,-11769.613197526794,,,2,insufficient_sample
golden_cross_50_200,-5.955822614018258,,,2,insufficient_sample
golden_cross_9_21,-3.5941232461252146,-15.04438826931632,1.9690509747097424,33,bootstrap
halloween_seasonal_long,-0.8199774983790573,,,4,insufficient_sample
htf_aligned_breakout_long,-0.03268626191849178,-7.325718851520863,4.800272030939697,37,bootstrap
htf_aligned_breakout_short,0.1475881726460317,-4.477659234837776,3.4710996341906073,66,bootstrap
hull_rsi,-0.6609853971457871,-6.307761767084429,2.349692884861892,79,bootstrap
hull_rsi_short,-1.388942008214172,-7.2843393426386855,2.5166998892462895,58,bootstrap
ichimoku_cloud_breakout,-3.8006084366070447,-10.449232201870736,-0.048736947439968696,74,bootstrap
ichimoku_tk_cross,-4.535696190558199,,,12,insufficient_sample
inside_bar_breakout,6.875078935624127,,,8,insufficient_sample
insider_cluster_long,-7.777891913901493,,,9,insufficient_sample
institutional_buy_momentum_long,3.5217123142801903,,,25,insufficient_sample
institutional_cluster_long,-0.2858739756891482,-8.596099362763976,3.9994874352369747,36,bootstrap
institutional_persistent_holders_long,0.0,,,1,insufficient_sample
lead_lag_sector_rotation,-0.04830377819062641,-6.206884663763408,2.8056054157424755,72,bootstrap
macd_crossover,-3.653662150517936,,,29,insufficient_sample
macd_fast_crossover,2.349608886507361,-2.886137988766132,4.365895572888085,52,bootstrap
monthly_bias_momentum_long,0.29597995573631475,-1.6969372250178922,1.996507433581812,279,bootstrap
morning_star,-1.550813938975882,-11.268077877116507,2.451450357395122,47,bootstrap
news_sentiment_long,-119.993747164741,,,3,insufficient_sample
orb_stocks_in_play_long,-0.7727668335498045,-9.1162955783939,3.2123459489121786,41,bootstrap
orb_stocks_in_play_short,-16.482720476596022,-29.149080538546695,-10.363784816260024,34,bootstrap
pairs_mean_reversion_long,-0.019562260840134824,-2.3983738168170463,1.7812570953428917,237,bootstrap
pairs_mean_reversion_short,-11.758677661568152,-22.14482409631859,-5.753197030081692,37,bootstrap
parabolic_sar_flip,0.36393738371580187,-3.5733853797065076,3.308364855180914,81,bootstrap
pead_long,2.0075146696303383,-1.3288140321391484,4.163594028965813,111,bootstrap
pead_short,-5.718274553827073,-12.552212941263521,-1.9749516088638062,86,bootstrap
pead_with_insider_confirmation_long,-15.850289782877791,,,3,insufficient_sample
pivot_r1_breakout,-2.450780654878815,,,20,insufficient_sample
pivot_s1_bounce,-11.999215501422004,,,20,insufficient_sample
pivot_s2_bounce,5.599951828321282,,,6,insufficient_sample
pivot_s3_capitulation,0.0,,,1,insufficient_sample
po3_bearish,-3.008178380939677,-5.354553211890229,-1.2507680996654755,378,bootstrap
po3_bullish,0.4138332169741967,-1.5795895069220853,2.147548408987999,293,bootstrap
po3_htf_aligned_long,-1.4014484514962031,-9.281332778491572,2.7287385528916897,46,bootstrap
po3_htf_aligned_short,-2.495462366124906,-9.379265100416712,1.8602574944318742,49,bootstrap
post_inclusion_reversal_short,0.0,,,1,insufficient_sample
ppo_crossover,1.1709539887606522,-5.0384327708544845,4.344330526565287,60,bootstrap
pre_fomc_long_sleeve,-0.3834041855893714,-7.931855379539709,3.890323678969193,39,bootstrap
pre_rebalance_long,0.0,,,1,insufficient_sample
prev_day_high_break,-0.1103860940330302,,,15,insufficient_sample
prev_day_low_bounce,2.541220619874196,,,5,insufficient_sample
r1_break_retest,2.7415782095053993,,,16,insufficient_sample
risk_off_bond_equity_short,-3.3526383105750566,-15.32897195211887,1.9930333115986172,30,bootstrap
roc_burst,-21.083114726346817,,,13,insufficient_sample
rsi21_slow,0.0,,,1,insufficient_sample
rsi_oversold,-43.355928719184725,,,9,insufficient_sample
rsi_volume_200ema,0.0,,,1,insufficient_sample
squeeze_breakout,-0.0032115249424443915,-7.2300273209815025,2.7712174510232077,63,bootstrap
stoch_oversold,8.726827272110581,,,3,insufficient_sample
stochrsi_overbought_short,-2.60413245263392,-7.291879410820012,0.8724736402353385,74,bootstrap
stochrsi_oversold,0.5083536362906581,-3.5097855183711513,1.7182357329821,223,bootstrap
supertrend_macd,0.6493205007241122,-2.757180408310699,3.112143672945967,121,bootstrap
tema_dema,0.4523423375312881,-4.365670417131077,3.2501035303362045,85,bootstrap
three_white_soldiers,0.8451104153226027,-3.569697907230954,3.8419470292362186,74,bootstrap
totm_long,0.7828670676543361,,,5,insufficient_sample
ultimate_oscillator,0.24958195260972224,-3.430215705157445,3.0210806678295063,98,bootstrap
vix_backwardation_long,4.646965629071917,,,7,insufficient_sample
williams_r_oversold,-1.8854359331886368,-5.377634456524636,0.5624403648536106,164,bootstrap
williams_stoch_dual,0.08802998460736955,,,21,insufficient_sample
xs_low_beta_long,-0.511066684143642,-3.1040999679931596,1.5638011579999793,216,bootstrap
xs_momentum_bottom_decile_short,-2.815408459903129,-4.695990492674538,-1.2754198147490061,426,bootstrap
xs_momentum_top_decile,0.4964153071612835,-4.26371347870423,3.484528897990084,78,bootstrap
xs_quality_top_quintile_long,-0.11803309299200018,-4.278587983914806,2.5674214136311115,101,bootstrap
