strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
bollinger_tight,reverse_signal,67,0.6567,2.3917,5.8937,394.8784,-99.1296,57.5,0.9851,56.27,True
po3_bullish,breakeven_plus_trail,293,0.3481,2.1261,3.9741,1164.4135,-265.1649,27.3,0.9454,43.92,True
supertrend_macd,earnings_blackout,121,0.5537,2.9997,10.7073,1295.5862,-82.7381,117.1,0.8926,52.15,True
parabolic_sar_flip,breakeven_plus_trail,81,0.4568,2.0434,4.1848,338.968,-60.7473,35.2,0.9753,48.27,True
three_white_soldiers,next_pivot_target,74,0.7568,1.2388,0.6269,46.3932,-59.8308,8.6,0.9865,37.44,True
force_index_breakout,hybrid_50pct_target,135,0.5926,0.4188,-9.2836,-1253.2883,-1280.9807,128.6,0.8444,23.7,True
institutional_cluster_long,earnings_blackout,36,0.4167,1.5115,5.0695,182.5024,-171.0238,112.8,0.8889,32.01,True
rsi_oversold,ma_exit_ema9,9,0.3333,0.5157,-1.2181,-10.9625,-15.8632,1.2,1.0,19.54,True
adx_initiation,breakeven_plus_trail,196,0.5,1.9968,4.7694,934.7967,-187.4345,34.1,0.9745,49.9,True
break_retest_volume,earnings_blackout,78,0.4615,1.2702,4.1998,327.5817,-595.1805,142.5,0.8077,26.57,True
awesome_oscillator,hybrid_50pct_target,56,0.5714,1.7904,3.3368,186.8631,-49.1065,45.2,0.9464,46.57,True
pead_short,next_pivot_target,86,0.6279,0.6489,-1.2503,-107.5274,-171.4241,10.8,1.0,25.12,True
stochrsi_overbought_short,next_pivot_target,74,0.8243,0.8393,-0.2654,-19.6381,-57.8127,6.7,1.0,32.97,True
bollinger_lower,reverse_signal,32,0.6562,2.8085,6.6787,213.719,-63.0401,72.8,0.9375,56.25,True
lead_lag_sector_rotation,breakeven_plus_trail,72,0.2361,1.9472,1.9572,140.9205,-65.2207,14.4,1.0,37.86,True
ppo_crossover,time_stop_20d,60,0.6167,1.8509,3.9237,235.4208,-74.3746,29.1,1.0,50.2,True
r1_break_retest,time_stop_10d,16,0.6875,4.7107,7.0701,113.1224,-12.2049,14.9,1.0,69.19,True
cmf_flip,earnings_blackout,118,0.5508,1.585,3.9986,471.8294,-270.9438,98.3,0.9153,39.58,True
pairs_mean_reversion_long,breakeven_plus_trail,237,0.3038,2.4457,3.5061,830.9388,-69.5651,45.2,0.9747,42.15,True
ichimoku_cloud_breakout,class_time_stop,74,0.5405,1.2941,2.3732,175.617,-167.1468,66.4,1.0,30.44,True
squeeze_breakout,breakeven_plus_trail,63,0.3492,2.0098,3.2725,206.1649,-99.1014,52.7,0.9524,43.97,True
golden_cross_9_21,time_stop_20d,33,0.5152,1.5833,2.9603,97.689,-57.2325,27.2,1.0,38.11,True
pead_long,breakeven_plus_trail,111,0.4324,2.0951,3.7827,419.8814,-72.9607,37.7,0.991,47.3,True
pivot_r1_breakout,reverse_signal,20,0.5,1.3796,0.6274,12.547,-12.4243,1.6,1.0,42.75,True
tema_dema,breakeven_plus_trail,85,0.4235,2.3916,5.7488,488.6514,-122.5856,36.9,0.9647,46.94,True
morning_star,next_pivot_target,47,0.7872,1.3733,0.7793,36.6273,-32.8723,10.0,1.0,42.69,True
avwap_252_breakout,breakeven_plus_trail,42,0.5238,2.3866,4.3881,184.3004,-38.1645,29.2,0.9762,50.95,True
cpr_narrow_bullish,next_pivot_target,437,0.6751,0.7702,-0.8272,-361.4875,-463.3554,11.3,0.9863,27.0,True
po3_htf_aligned_short,breakeven_plus_trail,49,0.5306,1.6486,2.659,130.2929,-65.9979,26.7,1.0,40.68,True
stochrsi_oversold,next_pivot_target,223,0.7354,1.3866,0.9915,221.1084,-84.205,9.8,0.9955,41.01,True
cpr_narrow_momentum,next_pivot_target,66,0.7576,0.4732,-1.5677,-103.4677,-114.0553,8.0,0.9848,30.3,True
totm_long,next_pivot_target,5,1.0,999.0,3.9751,19.8756,0.0,10.6,1.0,100.0,True
williams_stoch_dual,time_stop_10d,21,0.4762,1.3835,0.9664,20.2941,-29.3703,14.5,1.0,30.55,True
pre_fomc_long_sleeve,breakeven_plus_trail,39,0.3846,2.2216,3.976,155.0657,-48.6559,40.5,0.9487,45.38,True
double_bottom_long,next_pivot_target,11,0.9091,3.6257,2.387,26.2571,-10.0,10.9,1.0,81.36,True
pivot_s1_bounce,next_pivot_target,20,0.7,0.5282,-1.5426,-30.8523,-40.9302,11.0,1.0,28.0,True
orb_stocks_in_play_long,time_stop_10d,41,0.4878,1.6751,3.3247,136.3117,-93.9384,14.2,1.0,39.76,True
buyback_8k_recent_long,time_stop_10d,48,0.5,1.3831,1.9595,94.0543,-91.6602,14.3,1.0,31.49,True
