strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,earnings_blackout,76,0.8026,30.4156,100.4733,7635.972,-53.297,913.0,62.1,True
bollinger_lower,earnings_blackout,93,0.8065,18.6235,87.3333,8121.9977,-61.2347,876.1,62.26,True
supertrend_macd,next_pivot_target,5,1.0,999.0,3.4788,17.3941,0.0,22.0,100.0,True
cpr_narrow_bullish,trailing_15pct,54,0.4815,2.1593,6.0027,324.1465,-79.5538,202.2,49.26,True
cmf_flip,next_pivot_target,11,1.0,999.0,4.9393,54.332,0.0,19.8,100.0,True
williams_r_oversold,next_pivot_target,26,0.8846,4.47,2.977,77.4025,-10.0,28.3,80.38,True
stochrsi_oversold,earnings_blackout,23,0.9565,350.8514,89.5148,2058.8404,-5.8849,739.7,89.43,True
ichimoku_cloud_breakout,earnings_blackout,9,0.5556,6.6472,81.4894,733.4042,-69.5568,801.4,52.22,True
pivot_r1_breakout,earnings_blackout,34,0.8529,15.1513,47.268,1607.1104,-76.1066,639.2,64.12,True
pivot_r2_continuation,trailing_10pct,16,0.375,2.0909,4.8232,77.1705,-43.0846,74.6,45.0,True
hull_rsi,trailing_15pct,6,0.5,1.9391,4.7424,28.4542,-25.3993,77.3,48.17,True
