strategy,exit_method,sector,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,Broad Market,3,0.0,-2.1094,-6.3282
bollinger_lower,atr_trail_1x,Commodities,2,0.5,-1.0536,-2.1072
bollinger_lower,atr_trail_1x,Communication Services,3,0.3333333333333333,-1.3424666666666667,-4.0274
bollinger_lower,atr_trail_1x,Consumer Discretionary,9,0.0,-3.614888888888889,-32.534
bollinger_lower,atr_trail_1x,Consumer Staples,7,0.14285714285714285,-0.23264285714285715,-1.6285
bollinger_lower,atr_trail_1x,Energy,8,0.25,-0.846975,-6.7758
bollinger_lower,atr_trail_1x,Financials,13,0.3076923076923077,-0.003676923076923082,-0.047800000000000065
bollinger_lower,atr_trail_1x,Fixed Income,3,0.3333333333333333,-0.20726666666666663,-0.6217999999999999
bollinger_lower,atr_trail_1x,Health Care,10,0.4,0.72977,7.2977
bollinger_lower,atr_trail_1x,Industrials,15,0.2,-1.0122333333333333,-15.1835
bollinger_lower,atr_trail_1x,Information Technology,16,0.125,-2.5856624999999998,-41.370599999999996
bollinger_lower,atr_trail_1x,Small Cap,3,0.0,-1.6355333333333333,-4.9066
bollinger_lower,atr_trail_1x,Utilities,1,0.0,-2.3193,-2.3193
bollinger_lower,atr_trail_2x,Broad Market,3,0.0,-2.1565333333333334,-6.4696
bollinger_lower,atr_trail_2x,Commodities,2,1.0,5.04245,10.0849
bollinger_lower,atr_trail_2x,Communication Services,3,0.3333333333333333,3.7526666666666664,11.258
bollinger_lower,atr_trail_2x,Consumer Discretionary,9,0.3333333333333333,-1.4965111111111113,-13.468600000000002
bollinger_lower,atr_trail_2x,Consumer Staples,7,0.42857142857142855,1.2001571428571427,8.4011
bollinger_lower,atr_trail_2x,Energy,8,0.5,1.792325,14.3386
bollinger_lower,atr_trail_2x,Financials,13,0.5384615384615384,2.471807692307692,32.1335
bollinger_lower,atr_trail_2x,Fixed Income,3,0.3333333333333333,-0.8768666666666666,-2.6306
bollinger_lower,atr_trail_2x,Health Care,10,0.3,1.56815,15.6815
bollinger_lower,atr_trail_2x,Industrials,15,0.3333333333333333,2.3281,34.9215
bollinger_lower,atr_trail_2x,Information Technology,16,0.1875,-3.89955,-62.3928
bollinger_lower,atr_trail_2x,Small Cap,3,0.6666666666666666,2.1563666666666665,6.469099999999999
bollinger_lower,atr_trail_2x,Utilities,1,0.0,-6.9305,-6.9305
bollinger_lower,break_even_at_1r,Broad Market,3,0.0,-2.1094,-6.3282
bollinger_lower,break_even_at_1r,Commodities,2,0.5,0.061900000000000066,0.12380000000000013
bollinger_lower,break_even_at_1r,Communication Services,3,0.0,-1.4292999999999998,-4.2879
bollinger_lower,break_even_at_1r,Consumer Discretionary,9,0.0,-3.490577777777778,-31.4152
bollinger_lower,break_even_at_1r,Consumer Staples,7,0.0,-1.0906428571428572,-7.6345
bollinger_lower,break_even_at_1r,Energy,8,0.0,-1.695125,-13.561
bollinger_lower,break_even_at_1r,Financials,13,0.07692307692307693,1.1766384615384615,15.2963
bollinger_lower,break_even_at_1r,Fixed Income,3,0.3333333333333333,-0.12823333333333334,-0.3847
