strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,regime_details,passes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
rsi21_slow,Information Technology,high_volatility,0L/1S,1,1.0,0.2065,1.0,True,inf,16.848,999.0,16.848,0.0,0.0,16.848,,0.0,999.0,,,insufficient_sample,300,False,100.0,0.0,100.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.4324,1,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",142.0,16.848,16.848,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': True, 'profit_factor': True, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': True, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': True, 'calmar': True}",False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stoch_oversold,Information Technology,high_volatility,0L/1S,1,1.0,0.2065,1.0,True,inf,0.9148,999.0,0.9148,0.0,0.0,0.9148,,0.0,999.0,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.9395,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",27.0,0.9148,0.9148,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': True, 'profit_factor': True, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': True, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': True, 'calmar': True}",False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
smc_breaker_block_long,Materials,medium_volatility,3L/0S,3,0.6667,0.2077,0.9385,True,0.8674,-0.3992,0.4337,3.9185,-9.0345,-9.0345,-1.1975,-0.118,-0.607,-0.108,,,insufficient_sample,100,False,66.67,33.33,33.33,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.118,-0.133,-0.148,-0.177,0.5114,2,True,ok,-0.263,"{'full_kelly_pct': -10.19, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",42.3,7.3817,-9.0345,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': True, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': False, 'max_drawdown': True, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,"['win_rate_66.7pct_exceeds_audit_threshold', 'ci_lower_20.8pct_may_be_random']",smc,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
supertrend_macd,Information Technology,high_volatility,2L/0S,2,0.5,0.0945,0.9055,True,3.4828,12.4201,3.4828,34.845,-10.0048,0.0,24.8402,0.447,9.685,1.417,,,insufficient_sample,300,False,50.0,50.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.447,0.445,0.443,0.44,0.4747,1,False,ok,0.0,"{'full_kelly_pct': 35.64, 'quarter_kelly_pct': 8.91, 'note': 'tier_may_be_undersizing'}",193.5,34.845,-10.0048,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': True, 'profit_factor': np.True_, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': True, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': True, 'calmar': True}",False,"['profit_factor_3.48_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s2_bounce,Materials,medium_volatility,6L/0S,6,0.5,0.1876,0.8124,True,1.8405,3.4408,1.8405,15.0691,-8.1874,-13.8562,20.6451,0.371,3.26,1.435,,,insufficient_sample,150,False,83.33,33.33,50.0,0.0,0.4,1.0,-0.6,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.371,0.366,0.36,0.35,0.6645,3,True,ok,0.636,"{'full_kelly_pct': 22.83, 'quarter_kelly_pct': 5.71, 'note': 'reasonable'}",98.3,24.8535,-10.4942,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.True_, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': True, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': True, 'calmar': True}",False,"['profit_factor_1.84_exceeds_audit_threshold', 'ci_lower_18.8pct_may_be_random']",pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
smc_ote_long,Information Technology,high_volatility,2L/0S,2,0.5,0.0945,0.9055,True,0.0832,-4.8144,0.0832,0.8734,-10.5022,-10.5022,-9.6288,-1.882,-14.853,-1.441,,,insufficient_sample,100,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-1.882,-1.901,-1.921,-1.96,0.9594,1,True,ok,-4.53,"{'full_kelly_pct': -551.22, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",25.5,0.8734,-10.5022,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': True, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': False, 'max_drawdown': True, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_9.4pct_may_be_random'],smc,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_momentum_top_decile,Consumer Discretionary,medium_volatility,125L/0S,125,0.464,0.379,0.5512,True,0.91,-0.317,1.0512,6.9108,-6.5739,-68.2144,-39.6249,-0.122,-0.678,-0.268,-0.122,0.097,low_confidence,100,True,47.2,12.8,24.8,9.6,0.3898,0.5303,-0.1405,ok,-2.1809,0.2132,False,non_stationary_edge_may_erode,104.2008,0.0,True,structural_break_detected,-0.122,-0.141,-0.161,-0.199,0.443,58,False,ok,-0.049,"{'full_kelly_pct': -4.59, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",24.0,28.2671,-14.2562,,0.1828,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_37.9pct_may_be_random'],factor,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
avwap_50_reclaim,Financials,medium_volatility,7L/391S,398,0.4523,0.4041,0.5014,True,0.6869,-1.8886,0.8319,9.1621,-11.0131,-100.7159,-751.6819,-0.28,-4.631,-0.247,,0.0,low_confidence,100,True,44.97,14.82,17.59,12.56,0.419,0.4795,-0.0605,ok,-1.4958,0.5356,False,non_stationary_edge_may_erode,38.097,0.0,True,structural_break_detected,-0.28,-0.287,-0.294,-0.309,0.1499,180,False,ok,-0.156,"{'full_kelly_pct': -20.61, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",30.3,38.1419,-325.7883,,-0.1352,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': False, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_40.4pct_may_be_random'],vwap,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s1_bounce,Consumer Discretionary,medium_volatility,15L/5S,20,0.45,0.2582,0.6579,True,2.701,6.093,3.3012,21.5001,-6.5128,-45.1427,121.8595,0.358,7.613,1.906,,,insufficient_sample,150,False,55.0,10.0,30.0,15.0,0.6364,0.2222,0.4141,ok,-1.1807,0.6819,False,non_stationary_edge_may_erode,7.4425,0.0052,True,structural_break_detected,0.358,0.355,0.352,0.346,0.5921,9,True,ok,0.287,"{'full_kelly_pct': 28.34, 'quarter_kelly_pct': 7.08, 'note': 'reasonable'}",118.7,95.3903,-11.3158,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.True_, 'expected_value': True, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': True, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': True, 'calmar': True}",False,"['profit_factor_2.70_exceeds_audit_threshold', 'ci_lower_25.8pct_may_be_random']",pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
smc_ote_short,Health Care,high_volatility,0L/7S,7,0.4286,0.1582,0.7495,True,0.8054,-0.4349,1.0739,4.201,-3.9118,-8.716,-3.0443,-0.166,-1.145,-0.242,,,insufficient_sample,100,False,85.71,42.86,42.86,0.0,0.5,0.0,0.5,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.166,-0.185,-0.204,-0.242,0.7797,3,True,ok,-0.181,"{'full_kelly_pct': -10.35, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",69.6,5.3169,-7.1396,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': True, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': True, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_15.8pct_may_be_random'],smc,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
