strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
cpr_narrow_momentum,Communication Services,high_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,1.3378,999.0,1.3378,0.0,0.0,1.3378,,0.0,999.0,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.7014,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",21.0,1.3378,1.3378,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",confluence,75.15,-73.8122,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
macd_fast_crossover,Information Technology,high_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,3.3736,999.0,3.3736,0.0,0.0,3.3736,,0.0,999.0,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.7982,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",66.0,3.3736,3.3736,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",momentum,75.15,-71.7764,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r1_breakout,Health Care,high_volatility,2L/0S,2,1.0,0.3424,1.0,True,inf,18.2009,999.0,18.2009,0.0,0.0,36.4019,13.722,110.255,999.0,,,insufficient_sample,150,False,100.0,0.0,100.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,13.722,13.684,13.646,13.571,0.2953,2,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",73.5,19.9377,16.4642,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_34.2pct_may_be_random']",pivot,75.15,-38.7481,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
insider_cluster_long,Industrials,medium_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,3.0885,999.0,3.0885,0.0,0.0,3.0885,,0.0,999.0,,,insufficient_sample,60,False,100.0,0.0,100.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.5846,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",56.0,3.0885,3.0885,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",event_driven,75.15,-72.0615,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
avwap_50_reclaim,Health Care,high_volatility,1L/2S,3,0.6667,0.2077,0.9385,True,7.7527,7.0009,3.8763,12.0564,-3.1103,0.0,21.0026,2.475,12.538,7.008,,,insufficient_sample,100,False,33.33,0.0,33.33,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,2.475,2.457,2.439,2.404,0.2788,2,False,ok,0.0,"{'full_kelly_pct': 58.07, 'quarter_kelly_pct': 14.52, 'note': 'tier_may_be_undersizing'}",26.0,12.9986,-3.1103,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_66.7pct_exceeds_audit_threshold', 'profit_factor_7.75_exceeds_audit_threshold', 'ci_lower_20.8pct_may_be_random']",vwap,75.15,-54.1474,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
orb_stocks_in_play_long,Consumer Discretionary,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,166.2144,6.9871,166.2144,14.0588,-0.0846,0.0,13.9743,2.338,999.0,276.457,,,insufficient_sample,100,False,50.0,0.0,0.0,50.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,2.338,2.321,2.305,2.271,0.1094,1,False,ok,0.0,"{'full_kelly_pct': 49.7, 'quarter_kelly_pct': 12.42, 'note': 'tier_may_be_undersizing'}",22.5,14.0588,-0.0846,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_166.21_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",orb,75.15,-61.1757,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_htf_aligned_long,Financials,medium_volatility,4L/0S,4,0.5,0.15,0.85,True,0.3672,-2.0706,0.3672,2.4032,-6.5444,-5.5164,-8.2824,-0.724,-3.236,-2.679,,,insufficient_sample,100,False,75.0,0.0,75.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.724,-0.742,-0.759,-0.794,0.7039,2,True,ok,-1.328,"{'full_kelly_pct': -86.16, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",71.2,3.909,-7.5725,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_15.0pct_may_be_random'],po3,75.15,-83.4324,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
buyback_8k_recent_long,Information Technology,high_volatility,26L/0S,26,0.4231,0.2554,0.6105,True,1.7071,1.6559,2.3278,9.4496,-4.0594,-24.4793,43.0542,0.386,3.176,0.991,,,insufficient_sample,60,False,65.38,23.08,15.38,26.92,0.1765,0.8889,-0.7124,ok,-1.5397,0.5138,False,non_stationary_edge_may_erode,12.0291,0.0003,True,structural_break_detected,0.386,0.374,0.363,0.339,0.4072,11,False,ok,0.309,"{'full_kelly_pct': 17.52, 'quarter_kelly_pct': 4.38, 'note': 'reasonable'}",55.1,27.0301,-9.9614,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.71_exceeds_audit_threshold', 'ci_lower_25.5pct_may_be_random']",event_driven,75.15,-32.0958,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_momentum_top_decile,Energy,high_volatility,14L/0S,14,0.3571,0.1634,0.6124,True,0.7128,-1.0413,1.2831,7.2365,-5.64,-29.3677,-14.5776,-0.317,-1.487,-0.841,,,insufficient_sample,100,False,35.71,7.14,28.57,0.0,0.4,0.3333,0.0667,ok,,,,insufficient_sample,,,,insufficient_sample,-0.317,-0.332,-0.347,-0.377,0.4793,5,False,ok,-0.17,"{'full_kelly_pct': -14.39, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",52.6,14.3096,-9.9407,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_16.3pct_may_be_random'],factor,75.15,-89.7276,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_low_beta_long,Consumer Staples,low_volatility,20L/0S,20,0.35,0.1812,0.5671,True,0.4137,-2.2925,0.7683,4.6217,-6.0154,-35.9895,-45.8491,-0.77,-5.035,-1.592,,,insufficient_sample,100,False,65.0,0.0,65.0,0.0,0.3846,0.2857,0.0989,ok,-0.1299,0.9464,False,non_stationary_edge_may_erode,2.1805,0.1454,False,no_structural_break,-0.77,-0.787,-0.804,-0.837,0.534,7,True,ok,-0.277,"{'full_kelly_pct': -49.6, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",57.9,11.3878,-10.2837,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_18.1pct_may_be_random'],factor,75.15,-120.9991,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
