strategy,exit_method,adv_bucket,n,win_rate,avg_pnl_pct,total_pnl_pct
buyback_8k_recent_long,atr_trail_1x,100_500M,20,0.15,-0.77172,-15.4344
buyback_8k_recent_long,atr_trail_1x,25_100M,2,0.5,-0.39649999999999996,-0.7929999999999999
buyback_8k_recent_long,atr_trail_1x,ge_500M,4,0.0,-1.2615500000000002,-5.046200000000001
buyback_8k_recent_long,atr_trail_2x,100_500M,20,0.5,1.24861,24.9722
buyback_8k_recent_long,atr_trail_2x,25_100M,2,0.5,6.722250000000001,13.444500000000001
buyback_8k_recent_long,atr_trail_2x,ge_500M,4,0.75,1.113625,4.4545
buyback_8k_recent_long,atr_trail_mae_conditional,100_500M,20,0.15,-0.77172,-15.4344
buyback_8k_recent_long,atr_trail_mae_conditional,25_100M,2,0.5,-0.39649999999999996,-0.7929999999999999
buyback_8k_recent_long,atr_trail_mae_conditional,ge_500M,4,0.0,-1.2615500000000002,-5.046200000000001
buyback_8k_recent_long,atr_trail_vix_conditional,100_500M,20,0.2,-1.01707,-20.3414
buyback_8k_recent_long,atr_trail_vix_conditional,25_100M,2,0.5,1.2746,2.5492
buyback_8k_recent_long,atr_trail_vix_conditional,ge_500M,4,0.0,-1.210775,-4.8431
buyback_8k_recent_long,break_even_at_1r,100_500M,20,0.05,-0.22544500000000003,-4.508900000000001
buyback_8k_recent_long,break_even_at_1r,25_100M,2,0.0,-0.7035,-1.407
buyback_8k_recent_long,break_even_at_1r,ge_500M,4,0.0,-1.2112,-4.8448
buyback_8k_recent_long,breakeven_plus_trail,100_500M,20,0.2,1.912165,38.2433
buyback_8k_recent_long,breakeven_plus_trail,25_100M,2,0.5,3.8439,7.6878
buyback_8k_recent_long,breakeven_plus_trail,ge_500M,4,0.5,8.381375,33.5255
buyback_8k_recent_long,chandelier_3x,100_500M,20,0.3,1.04371,20.8742
buyback_8k_recent_long,chandelier_3x,25_100M,2,0.5,5.4428,10.8856
buyback_8k_recent_long,chandelier_3x,ge_500M,4,0.75,1.9705749999999997,7.882299999999999
buyback_8k_recent_long,class_time_stop,100_500M,20,0.45,0.7870500000000001,15.741000000000003
buyback_8k_recent_long,class_time_stop,25_100M,2,0.5,5.175599999999999,10.351199999999999
buyback_8k_recent_long,class_time_stop,ge_500M,4,0.75,1.443325,5.7733
buyback_8k_recent_long,earnings_blackout,100_500M,20,0.75,60.91754999999999,1218.3509999999999
buyback_8k_recent_long,earnings_blackout,25_100M,2,1.0,122.2679,244.5358
buyback_8k_recent_long,earnings_blackout,ge_500M,4,1.0,43.3556,173.4224
buyback_8k_recent_long,fixed_4r_2r,100_500M,20,0.35,0.06074500000000001,1.2149
buyback_8k_recent_long,fixed_4r_2r,25_100M,2,0.5,0.6307499999999999,1.2614999999999998
buyback_8k_recent_long,fixed_4r_2r,ge_500M,4,0.75,2.877825,11.5113
buyback_8k_recent_long,hybrid_50pct_target,100_500M,20,0.65,1.3922599999999998,27.8452
buyback_8k_recent_long,hybrid_50pct_target,25_100M,2,0.5,-1.8201,-3.6402
buyback_8k_recent_long,hybrid_50pct_target,ge_500M,4,1.0,13.977549999999999,55.910199999999996
buyback_8k_recent_long,ma_exit_ema9,100_500M,20,0.5,1.3498999999999999,26.997999999999998
buyback_8k_recent_long,ma_exit_ema9,25_100M,2,1.0,6.6103,13.2206
buyback_8k_recent_long,ma_exit_ema9,ge_500M,4,0.75,1.277975,5.1119
buyback_8k_recent_long,mfe_lockin_trail,100_500M,20,0.15,-0.743275,-14.8655
buyback_8k_recent_long,mfe_lockin_trail,25_100M,2,0.5,-0.39649999999999996,-0.7929999999999999
buyback_8k_recent_long,mfe_lockin_trail,ge_500M,4,0.0,-1.2615500000000002,-5.046200000000001
buyback_8k_recent_long,multi_tier_partial,100_500M,20,0.4,-0.6691499999999999,-13.383
buyback_8k_recent_long,multi_tier_partial,25_100M,2,0.5,-0.40774999999999995,-0.8154999999999999
buyback_8k_recent_long,multi_tier_partial,ge_500M,4,0.5,-0.8113750000000001,-3.2455000000000003
buyback_8k_recent_long,next_pivot_target,100_500M,20,0.7,0.3690700000000001,7.381400000000002
buyback_8k_recent_long,next_pivot_target,25_100M,2,0.5,-2.6299,-5.2598
buyback_8k_recent_long,next_pivot_target,ge_500M,4,1.0,3.7394999999999996,14.957999999999998
buyback_8k_recent_long,r_multiple_2r,100_500M,20,0.45,0.8301700000000001,16.6034
buyback_8k_recent_long,r_multiple_2r,25_100M,2,0.5,0.08824999999999994,0.17649999999999988
buyback_8k_recent_long,r_multiple_2r,ge_500M,4,0.0,-2.0121,-8.0484
buyback_8k_recent_long,r_multiple_3r,100_500M,20,0.4,1.48203,29.6406
buyback_8k_recent_long,r_multiple_3r,25_100M,2,0.5,0.9268999999999998,1.8537999999999997
buyback_8k_recent_long,r_multiple_3r,ge_500M,4,0.0,-2.0121,-8.0484
buyback_8k_recent_long,regime_flip,100_500M,20,0.55,1.51262,30.2524
buyback_8k_recent_long,regime_flip,25_100M,2,0.5,5.62005,11.2401
buyback_8k_recent_long,regime_flip,ge_500M,4,0.75,0.512375,2.0495
buyback_8k_recent_long,reverse_signal,100_500M,20,0.15,-0.77172,-15.4344
buyback_8k_recent_long,reverse_signal,25_100M,2,0.5,-0.39649999999999996,-0.7929999999999999
buyback_8k_recent_long,reverse_signal,ge_500M,4,0.0,-1.2615500000000002,-5.046200000000001
buyback_8k_recent_long,smc_mitigation_zone,100_500M,20,0.2,-0.763225,-15.2645
buyback_8k_recent_long,smc_mitigation_zone,25_100M,2,0.5,-0.39649999999999996,-0.7929999999999999
buyback_8k_recent_long,smc_mitigation_zone,ge_500M,4,0.0,-1.2615500000000002,-5.046200000000001
buyback_8k_recent_long,time_stop_10d,100_500M,20,0.7,0.788655,15.7731
buyback_8k_recent_long,time_stop_10d,25_100M,2,1.0,3.6632499999999997,7.326499999999999
buyback_8k_recent_long,time_stop_10d,ge_500M,4,1.0,0.8841749999999999,3.5366999999999997
buyback_8k_recent_long,time_stop_20d,100_500M,20,0.55,1.51262,30.2524
buyback_8k_recent_long,time_stop_20d,25_100M,2,0.5,5.62005,11.2401
buyback_8k_recent_long,time_stop_20d,ge_500M,4,0.75,0.512375,2.0495
buyback_8k_recent_long,trailing_10pct,100_500M,20,0.4,2.2706399999999998,45.4128
buyback_8k_recent_long,trailing_10pct,25_100M,2,0.5,0.7698499999999999,1.5396999999999998
buyback_8k_recent_long,trailing_10pct,ge_500M,4,0.75,23.179824999999997,92.71929999999999
buyback_8k_recent_long,trailing_15pct,100_500M,20,0.45,7.844980000000001,156.89960000000002
buyback_8k_recent_long,trailing_15pct,25_100M,2,0.5,22.8773,45.7546
buyback_8k_recent_long,trailing_15pct,ge_500M,4,0.75,17.7503,71.0012
