tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,6,0.1667,-3.696,0.4261,-22.176,HIGH
HIGH,260,0.3,-1.9477,0.5115,-506.4025,MEDIUM
