strategy,exit_method,hy_oas_band_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
buyback_8k_recent_long,atr_trail_1x,compressed_lt_3,7,0.0,-1.4901000000000002,-10.430700000000002
buyback_8k_recent_long,atr_trail_1x,no_data,4,0.0,-2.04525,-8.181
buyback_8k_recent_long,atr_trail_1x,normal_3_5,15,0.26666666666666666,-0.17746,-2.6619
buyback_8k_recent_long,atr_trail_2x,compressed_lt_3,7,0.2857142857142857,0.04535714285714291,0.31750000000000034
buyback_8k_recent_long,atr_trail_2x,no_data,4,0.5,-0.7154749999999999,-2.8618999999999994
buyback_8k_recent_long,atr_trail_2x,normal_3_5,15,0.6666666666666666,3.027706666666667,45.415600000000005
buyback_8k_recent_long,atr_trail_mae_conditional,compressed_lt_3,7,0.0,-1.4901000000000002,-10.430700000000002
buyback_8k_recent_long,atr_trail_mae_conditional,no_data,4,0.0,-2.04525,-8.181
buyback_8k_recent_long,atr_trail_mae_conditional,normal_3_5,15,0.26666666666666666,-0.17746,-2.6619
buyback_8k_recent_long,atr_trail_vix_conditional,compressed_lt_3,7,0.14285714285714285,-1.3477142857142859,-9.434000000000001
buyback_8k_recent_long,atr_trail_vix_conditional,no_data,4,0.0,-3.2200499999999996,-12.880199999999999
buyback_8k_recent_long,atr_trail_vix_conditional,normal_3_5,15,0.26666666666666666,-0.021406666666666678,-0.32110000000000016
buyback_8k_recent_long,break_even_at_1r,compressed_lt_3,7,0.0,-1.8476142857142859,-12.933300000000001
buyback_8k_recent_long,break_even_at_1r,no_data,4,0.0,-2.03225,-8.129
buyback_8k_recent_long,break_even_at_1r,normal_3_5,15,0.06666666666666667,0.6867733333333333,10.3016
buyback_8k_recent_long,breakeven_plus_trail,compressed_lt_3,7,0.2857142857142857,2.722285714285714,19.055999999999997
buyback_8k_recent_long,breakeven_plus_trail,no_data,4,0.0,-2.1792,-8.7168
buyback_8k_recent_long,breakeven_plus_trail,normal_3_5,15,0.3333333333333333,4.607826666666667,69.1174
buyback_8k_recent_long,chandelier_3x,compressed_lt_3,7,0.2857142857142857,-0.5128428571428572,-3.5899
buyback_8k_recent_long,chandelier_3x,no_data,4,0.25,-0.281825,-1.1273
buyback_8k_recent_long,chandelier_3x,normal_3_5,15,0.4666666666666667,2.9572866666666666,44.3593
buyback_8k_recent_long,class_time_stop,compressed_lt_3,7,0.42857142857142855,-0.8003142857142856,-5.6022
buyback_8k_recent_long,class_time_stop,no_data,4,0.25,-6.02195,-24.0878
buyback_8k_recent_long,class_time_stop,normal_3_5,15,0.6,4.1037,61.5555
buyback_8k_recent_long,earnings_blackout,compressed_lt_3,7,0.7142857142857143,8.727928571428572,61.0955
buyback_8k_recent_long,earnings_blackout,no_data,4,0.75,226.257475,905.0299
buyback_8k_recent_long,earnings_blackout,normal_3_5,15,0.8666666666666667,44.67892,670.1838
buyback_8k_recent_long,fixed_4r_2r,compressed_lt_3,7,0.2857142857142857,-2.0816714285714286,-14.5717
buyback_8k_recent_long,fixed_4r_2r,no_data,4,0.25,-3.245275,-12.9811
buyback_8k_recent_long,fixed_4r_2r,normal_3_5,15,0.5333333333333333,2.769366666666666,41.540499999999994
buyback_8k_recent_long,hybrid_50pct_target,compressed_lt_3,7,0.5714285714285714,-2.3530285714285712,-16.4712
buyback_8k_recent_long,hybrid_50pct_target,no_data,4,0.25,-6.83215,-27.3286
buyback_8k_recent_long,hybrid_50pct_target,normal_3_5,15,0.8666666666666667,8.261000000000001,123.915
buyback_8k_recent_long,ma_exit_ema9,compressed_lt_3,7,0.2857142857142857,0.12309999999999995,0.8616999999999996
buyback_8k_recent_long,ma_exit_ema9,no_data,4,0.5,1.2583499999999999,5.033399999999999
buyback_8k_recent_long,ma_exit_ema9,normal_3_5,15,0.7333333333333333,2.629026666666667,39.4354
buyback_8k_recent_long,mfe_lockin_trail,compressed_lt_3,7,0.0,-1.4901000000000002,-10.430700000000002
buyback_8k_recent_long,mfe_lockin_trail,no_data,4,0.0,-2.04525,-8.181
buyback_8k_recent_long,mfe_lockin_trail,normal_3_5,15,0.26666666666666666,-0.13953333333333337,-2.0930000000000004
buyback_8k_recent_long,multi_tier_partial,compressed_lt_3,7,0.2857142857142857,-1.2132714285714286,-8.4929
buyback_8k_recent_long,multi_tier_partial,no_data,4,0.25,-1.886075,-7.5443
buyback_8k_recent_long,multi_tier_partial,normal_3_5,15,0.5333333333333333,-0.09378666666666663,-1.4067999999999994
buyback_8k_recent_long,next_pivot_target,compressed_lt_3,7,0.5714285714285714,-1.7112142857142858,-11.9785
buyback_8k_recent_long,next_pivot_target,no_data,4,0.5,-2.4366,-9.7464
buyback_8k_recent_long,next_pivot_target,normal_3_5,15,0.8666666666666667,2.5869666666666666,38.8045
buyback_8k_recent_long,r_multiple_2r,compressed_lt_3,7,0.14285714285714285,-1.5687,-10.9809
buyback_8k_recent_long,r_multiple_2r,no_data,4,0.25,-1.6154499999999998,-6.461799999999999
buyback_8k_recent_long,r_multiple_2r,normal_3_5,15,0.5333333333333333,1.7449466666666666,26.1742
buyback_8k_recent_long,r_multiple_3r,compressed_lt_3,7,0.14285714285714285,-1.3034857142857146,-9.124400000000001
buyback_8k_recent_long,r_multiple_3r,no_data,4,0.25,-1.1702249999999998,-4.680899999999999
buyback_8k_recent_long,r_multiple_3r,normal_3_5,15,0.4666666666666667,2.48342,37.2513
buyback_8k_recent_long,regime_flip,compressed_lt_3,7,0.2857142857142857,-1.0405142857142857,-7.283600000000001
buyback_8k_recent_long,regime_flip,no_data,4,0.25,-3.589875,-14.3595
buyback_8k_recent_long,regime_flip,normal_3_5,15,0.8,4.345673333333334,65.1851
buyback_8k_recent_long,reverse_signal,compressed_lt_3,7,0.0,-1.4901000000000002,-10.430700000000002
buyback_8k_recent_long,reverse_signal,no_data,4,0.0,-2.04525,-8.181
buyback_8k_recent_long,reverse_signal,normal_3_5,15,0.26666666666666666,-0.17746,-2.6619
buyback_8k_recent_long,smc_mitigation_zone,compressed_lt_3,7,0.0,-1.4901000000000002,-10.430700000000002
buyback_8k_recent_long,smc_mitigation_zone,no_data,4,0.0,-1.35595,-5.4238
buyback_8k_recent_long,smc_mitigation_zone,normal_3_5,15,0.3333333333333333,-0.3499466666666667,-5.2492
buyback_8k_recent_long,time_stop_10d,compressed_lt_3,7,0.7142857142857143,0.6624857142857145,4.637400000000001
buyback_8k_recent_long,time_stop_10d,no_data,4,0.75,-1.929775,-7.7191
buyback_8k_recent_long,time_stop_10d,normal_3_5,15,0.8,1.9812,29.718
buyback_8k_recent_long,time_stop_20d,compressed_lt_3,7,0.2857142857142857,-1.0405142857142857,-7.283600000000001
buyback_8k_recent_long,time_stop_20d,no_data,4,0.25,-3.589875,-14.3595
buyback_8k_recent_long,time_stop_20d,normal_3_5,15,0.8,4.345673333333334,65.1851
buyback_8k_recent_long,trailing_10pct,compressed_lt_3,7,0.42857142857142855,-3.4304857142857146,-24.0134
buyback_8k_recent_long,trailing_10pct,no_data,4,0.0,-5.6770499999999995,-22.708199999999998
buyback_8k_recent_long,trailing_10pct,normal_3_5,15,0.6,12.426226666666668,186.3934
buyback_8k_recent_long,trailing_15pct,compressed_lt_3,7,0.42857142857142855,-2.744271428571428,-19.209899999999998
buyback_8k_recent_long,trailing_15pct,no_data,4,0.0,-10.917225,-43.6689
buyback_8k_recent_long,trailing_15pct,normal_3_5,15,0.6666666666666666,22.435613333333333,336.5342
buyback_8k_recent_long,trailing_5pct,compressed_lt_3,7,0.14285714285714285,-2.1122285714285716,-14.7856
buyback_8k_recent_long,trailing_5pct,no_data,4,0.5,-0.565625,-2.2625
buyback_8k_recent_long,trailing_5pct,normal_3_5,15,0.4666666666666667,1.2771333333333337,19.157000000000004
cmf_flip,atr_trail_1x,compressed_lt_3,1,0.0,-1.1051,-1.1051
cmf_flip,atr_trail_1x,no_data,7,0.2857142857142857,-2.9329857142857145,-20.530900000000003
cmf_flip,atr_trail_1x,normal_3_5,3,0.0,-1.8785333333333334,-5.6356
cmf_flip,atr_trail_2x,compressed_lt_3,1,1.0,1.3632,1.3632
cmf_flip,atr_trail_2x,no_data,7,0.14285714285714285,-3.9652285714285718,-27.756600000000002
cmf_flip,atr_trail_2x,normal_3_5,3,0.0,-6.03,-18.09
cmf_flip,atr_trail_mae_conditional,compressed_lt_3,1,0.0,-1.1051,-1.1051
cmf_flip,atr_trail_mae_conditional,no_data,7,0.2857142857142857,-2.9329857142857145,-20.530900000000003
cmf_flip,atr_trail_mae_conditional,normal_3_5,3,0.0,-1.8785333333333334,-5.6356
cmf_flip,atr_trail_vix_conditional,compressed_lt_3,1,0.0,-0.4577,-0.4577
cmf_flip,atr_trail_vix_conditional,no_data,7,0.2857142857142857,-4.388542857142857,-30.719800000000003
cmf_flip,atr_trail_vix_conditional,normal_3_5,3,0.0,-5.0914,-15.2742
cmf_flip,break_even_at_1r,compressed_lt_3,1,0.0,-0.5733,-0.5733
cmf_flip,break_even_at_1r,no_data,7,0.0,-3.1928000000000005,-22.349600000000002
cmf_flip,break_even_at_1r,normal_3_5,3,0.0,-1.6660333333333333,-4.9981
cmf_flip,breakeven_plus_trail,compressed_lt_3,1,0.0,0.0,0.0
cmf_flip,breakeven_plus_trail,no_data,7,0.0,-6.075014285714286,-42.5251
cmf_flip,breakeven_plus_trail,normal_3_5,3,0.0,-6.009366666666668,-18.028100000000002
cmf_flip,chandelier_3x,compressed_lt_3,1,0.0,-0.4018,-0.4018
cmf_flip,chandelier_3x,no_data,7,0.0,-0.22469999999999998,-1.5729
cmf_flip,chandelier_3x,normal_3_5,3,0.0,-0.19056666666666666,-0.5717
cmf_flip,class_time_stop,compressed_lt_3,1,0.0,-2.288,-2.288
cmf_flip,class_time_stop,no_data,7,0.2857142857142857,-4.78782857142857,-33.514799999999994
cmf_flip,class_time_stop,normal_3_5,3,0.0,-3.8745333333333334,-11.6236
cmf_flip,earnings_blackout,compressed_lt_3,1,0.0,-10.6532,-10.6532
cmf_flip,earnings_blackout,no_data,7,0.7142857142857143,166.34757142857146,1164.4330000000002
cmf_flip,earnings_blackout,normal_3_5,3,0.3333333333333333,57.93256666666667,173.79770000000002
cmf_flip,fixed_4r_2r,compressed_lt_3,1,0.0,-7.3769,-7.3769
cmf_flip,fixed_4r_2r,no_data,7,0.14285714285714285,-5.544328571428572,-38.810300000000005
