strategy,exit_method,vix_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
buyback_8k_recent_long,atr_trail_1x,12.44,1,0.0,-1.1159,-1.1159
buyback_8k_recent_long,atr_trail_1x,12.77,2,0.0,-2.48695,-4.9739
buyback_8k_recent_long,atr_trail_1x,13.54,2,0.0,-0.76535,-1.5307
buyback_8k_recent_long,atr_trail_1x,13.75,1,0.0,-0.9155,-0.9155
buyback_8k_recent_long,atr_trail_1x,14.91,2,0.0,-0.4804,-0.9608
buyback_8k_recent_long,atr_trail_1x,15.03,4,0.0,-0.81565,-3.2626
buyback_8k_recent_long,atr_trail_1x,16.52,1,1.0,5.7033,5.7033
buyback_8k_recent_long,atr_trail_1x,16.54,2,0.0,-0.5490999999999999,-1.0981999999999998
buyback_8k_recent_long,atr_trail_1x,17.3,1,0.0,-1.099,-1.099
buyback_8k_recent_long,atr_trail_1x,18.71,1,0.0,-3.3978,-3.3978
buyback_8k_recent_long,atr_trail_1x,20.78,2,1.0,1.5351000000000001,3.0702000000000003
buyback_8k_recent_long,atr_trail_1x,22.52,1,0.0,-2.4873,-2.4873
buyback_8k_recent_long,atr_trail_1x,23.24,2,0.0,-0.66765,-1.3353
buyback_8k_recent_long,atr_trail_1x,23.39,3,0.3333333333333333,-1.1705666666666665,-3.5117
buyback_8k_recent_long,atr_trail_1x,23.96,1,0.0,-4.3584,-4.3584
buyback_8k_recent_long,atr_trail_2x,12.44,1,1.0,2.3622,2.3622
buyback_8k_recent_long,atr_trail_2x,12.77,2,0.0,-2.7868500000000003,-5.5737000000000005
buyback_8k_recent_long,atr_trail_2x,13.54,2,0.5,-0.81575,-1.6315
buyback_8k_recent_long,atr_trail_2x,13.75,1,1.0,1.2503,1.2503
buyback_8k_recent_long,atr_trail_2x,14.91,2,0.0,-2.07085,-4.1417
buyback_8k_recent_long,atr_trail_2x,15.03,4,0.5,5.334675,21.3387
buyback_8k_recent_long,atr_trail_2x,16.52,1,1.0,3.729,3.729
buyback_8k_recent_long,atr_trail_2x,16.54,2,0.5,4.12025,8.2405
buyback_8k_recent_long,atr_trail_2x,17.3,1,1.0,1.8047,1.8047
buyback_8k_recent_long,atr_trail_2x,18.71,1,1.0,1.7924,1.7924
buyback_8k_recent_long,atr_trail_2x,20.78,2,1.0,5.266,10.532
buyback_8k_recent_long,atr_trail_2x,22.52,1,1.0,1.2908,1.2908
buyback_8k_recent_long,atr_trail_2x,23.24,2,0.5,2.76335,5.5267
buyback_8k_recent_long,atr_trail_2x,23.39,3,0.3333333333333333,2.010066666666667,6.030200000000001
buyback_8k_recent_long,atr_trail_2x,23.96,1,0.0,-9.6794,-9.6794
buyback_8k_recent_long,atr_trail_mae_conditional,12.44,1,0.0,-1.1159,-1.1159
buyback_8k_recent_long,atr_trail_mae_conditional,12.77,2,0.0,-2.48695,-4.9739
buyback_8k_recent_long,atr_trail_mae_conditional,13.54,2,0.0,-0.76535,-1.5307
buyback_8k_recent_long,atr_trail_mae_conditional,13.75,1,0.0,-0.9155,-0.9155
buyback_8k_recent_long,atr_trail_mae_conditional,14.91,2,0.0,-0.4804,-0.9608
buyback_8k_recent_long,atr_trail_mae_conditional,15.03,4,0.0,-0.81565,-3.2626
buyback_8k_recent_long,atr_trail_mae_conditional,16.52,1,1.0,5.7033,5.7033
buyback_8k_recent_long,atr_trail_mae_conditional,16.54,2,0.0,-0.5490999999999999,-1.0981999999999998
buyback_8k_recent_long,atr_trail_mae_conditional,17.3,1,0.0,-1.099,-1.099
buyback_8k_recent_long,atr_trail_mae_conditional,18.71,1,0.0,-3.3978,-3.3978
buyback_8k_recent_long,atr_trail_mae_conditional,20.78,2,1.0,1.5351000000000001,3.0702000000000003
buyback_8k_recent_long,atr_trail_mae_conditional,22.52,1,0.0,-2.4873,-2.4873
buyback_8k_recent_long,atr_trail_mae_conditional,23.24,2,0.0,-0.66765,-1.3353
buyback_8k_recent_long,atr_trail_mae_conditional,23.39,3,0.3333333333333333,-1.1705666666666665,-3.5117
buyback_8k_recent_long,atr_trail_mae_conditional,23.96,1,0.0,-4.3584,-4.3584
buyback_8k_recent_long,atr_trail_vix_conditional,12.44,1,0.0,-0.6325,-0.6325
buyback_8k_recent_long,atr_trail_vix_conditional,12.77,2,0.0,-1.86525,-3.7305
buyback_8k_recent_long,atr_trail_vix_conditional,13.54,2,0.0,-0.3709,-0.7418
buyback_8k_recent_long,atr_trail_vix_conditional,13.75,1,0.0,-0.5296,-0.5296
buyback_8k_recent_long,atr_trail_vix_conditional,14.91,2,0.5,-0.08279999999999998,-0.16559999999999997
buyback_8k_recent_long,atr_trail_vix_conditional,15.03,4,0.0,-0.81565,-3.2626
buyback_8k_recent_long,atr_trail_vix_conditional,16.52,1,1.0,4.8887,4.8887
buyback_8k_recent_long,atr_trail_vix_conditional,16.54,2,0.0,-0.97865,-1.9573
buyback_8k_recent_long,atr_trail_vix_conditional,17.3,1,0.0,-1.1386,-1.1386
buyback_8k_recent_long,atr_trail_vix_conditional,18.71,1,0.0,-3.5806,-3.5806
buyback_8k_recent_long,atr_trail_vix_conditional,20.78,2,1.0,1.6135000000000002,3.2270000000000003
buyback_8k_recent_long,atr_trail_vix_conditional,22.52,1,0.0,-1.8655,-1.8655
buyback_8k_recent_long,atr_trail_vix_conditional,23.24,2,0.0,-0.66765,-1.3353
buyback_8k_recent_long,atr_trail_vix_conditional,23.39,3,0.3333333333333333,-0.7105666666666667,-2.1317
buyback_8k_recent_long,atr_trail_vix_conditional,23.96,1,0.0,-9.6794,-9.6794
buyback_8k_recent_long,break_even_at_1r,12.44,1,0.0,0.0,0.0
buyback_8k_recent_long,break_even_at_1r,12.77,2,0.0,-2.48695,-4.9739
buyback_8k_recent_long,break_even_at_1r,13.54,2,0.0,-0.06995,-0.1399
buyback_8k_recent_long,break_even_at_1r,13.75,1,0.0,-1.447,-1.447
buyback_8k_recent_long,break_even_at_1r,14.91,2,0.0,-1.7317,-3.4634
buyback_8k_recent_long,break_even_at_1r,15.03,4,0.0,-0.03765,-0.1506
buyback_8k_recent_long,break_even_at_1r,16.52,1,1.0,17.9914,17.9914
buyback_8k_recent_long,break_even_at_1r,16.54,2,0.0,-0.5490999999999999,-1.0981999999999998
buyback_8k_recent_long,break_even_at_1r,17.3,1,0.0,-1.6105,-1.6105
buyback_8k_recent_long,break_even_at_1r,18.71,1,0.0,-3.3978,-3.3978
buyback_8k_recent_long,break_even_at_1r,20.78,2,0.0,-0.08205,-0.1641
buyback_8k_recent_long,break_even_at_1r,22.52,1,0.0,-2.4873,-2.4873
buyback_8k_recent_long,break_even_at_1r,23.24,2,0.0,-0.6416499999999999,-1.2832999999999999
buyback_8k_recent_long,break_even_at_1r,23.39,3,0.0,-1.3925666666666665,-4.1777
buyback_8k_recent_long,break_even_at_1r,23.96,1,0.0,-4.3584,-4.3584
buyback_8k_recent_long,breakeven_plus_trail,12.44,1,0.0,0.0,0.0
buyback_8k_recent_long,breakeven_plus_trail,12.77,2,0.0,-1.50755,-3.0151
buyback_8k_recent_long,breakeven_plus_trail,13.54,2,0.0,-1.9327,-3.8654
