strategy,point_sharpe,ci_low,ci_high,n_trades,method
avwap_252_breakout,-24.248649398784167,,,3,insufficient_sample
avwap_50_reclaim,12.618921876352664,,,3,insufficient_sample
bollinger_lower,-15.630372695231639,,,2,insufficient_sample
bollinger_tight,-14.547172247200123,,,2,insufficient_sample
buyback_8k_recent_long,2.8641787972676647,,,26,insufficient_sample
cmf_flip,-20.91949241882093,,,11,insufficient_sample
cpr_narrow_bullish,-5.697358393990123,,,10,insufficient_sample
cpr_narrow_momentum,0.0,,,1,insufficient_sample
htf_aligned_breakout_long,-12.833901227154934,,,11,insufficient_sample
htf_aligned_breakout_short,-16.802671893742335,,,2,insufficient_sample
hull_rsi,-8.08368704476572,,,4,insufficient_sample
inside_bar_breakout,-62.48047076899276,,,2,insufficient_sample
insider_cluster_long,0.0,,,1,insufficient_sample
macd_fast_crossover,0.0,,,1,insufficient_sample
monthly_bias_momentum_long,-8.302940658011693,,,23,insufficient_sample
orb_stocks_in_play_long,11.090713695222563,,,2,insufficient_sample
orb_stocks_in_play_short,-23.525012281825326,,,3,insufficient_sample
pivot_r1_breakout,117.63873806401507,,,2,insufficient_sample
po3_bearish,-13.868856687567623,,,4,insufficient_sample
po3_bullish,-3.607135173531653,,,16,insufficient_sample
po3_htf_aligned_long,-6.1140336515024565,,,4,insufficient_sample
prev_day_low_bounce,0.0,,,1,insufficient_sample
roc_burst,0.0,,,1,insufficient_sample
smc_inverse_fvg,-5.40524302015329,-10.190902150103204,-1.5831039166063952,84,bootstrap
stochrsi_oversold,0.0,,,1,insufficient_sample
supertrend_macd,0.1763462448887801,,,4,insufficient_sample
ultimate_oscillator,0.0,,,1,insufficient_sample
williams_r_oversold,0.0,,,1,insufficient_sample
xs_combined_momentum_low_ivol,-37.04336183941963,,,3,insufficient_sample
xs_low_beta_long,-5.856227946518189,,,20,insufficient_sample
xs_momentum_bottom_decile_short,-14.246675666690727,,,3,insufficient_sample
xs_momentum_top_decile,-2.2951489305821795,,,14,insufficient_sample
