strategy,exit_method,volume_rank_within_sector,n,win_rate,avg_pnl_pct,total_pnl_pct
buyback_8k_recent_long,atr_trail_1x,unknown,26,0.15384615384615385,-0.8182153846153846,-21.2736
buyback_8k_recent_long,atr_trail_2x,unknown,26,0.5384615384615384,1.6488923076923077,42.8712
buyback_8k_recent_long,atr_trail_mae_conditional,unknown,26,0.15384615384615385,-0.8182153846153846,-21.2736
buyback_8k_recent_long,atr_trail_vix_conditional,unknown,26,0.19230769230769232,-0.8705884615384616,-22.6353
buyback_8k_recent_long,break_even_at_1r,unknown,26,0.038461538461538464,-0.413873076923077,-10.760700000000002
buyback_8k_recent_long,breakeven_plus_trail,unknown,26,0.2692307692307692,3.0560230769230765,79.4566
buyback_8k_recent_long,chandelier_3x,unknown,26,0.38461538461538464,1.5246961538461539,39.6421
buyback_8k_recent_long,class_time_stop,unknown,26,0.5,1.225596153846154,31.865500000000004
buyback_8k_recent_long,earnings_blackout,unknown,26,0.8076923076923077,62.93496923076923,1636.3092
buyback_8k_recent_long,fixed_4r_2r,unknown,26,0.4230769230769231,0.5379884615384616,13.9877
buyback_8k_recent_long,hybrid_50pct_target,unknown,26,0.6923076923076923,3.081353846153846,80.1152
buyback_8k_recent_long,ma_exit_ema9,unknown,26,0.5769230769230769,1.743480769230769,45.330499999999994
buyback_8k_recent_long,mfe_lockin_trail,unknown,26,0.15384615384615385,-0.7963346153846154,-20.7047
buyback_8k_recent_long,multi_tier_partial,unknown,26,0.4230769230769231,-0.6709230769230768,-17.444
buyback_8k_recent_long,next_pivot_target,unknown,26,0.7307692307692307,0.6569076923076923,17.0796
buyback_8k_recent_long,r_multiple_2r,unknown,26,0.38461538461538464,0.335826923076923,8.731499999999999
buyback_8k_recent_long,r_multiple_3r,unknown,26,0.34615384615384615,0.9017692307692307,23.445999999999998
buyback_8k_recent_long,regime_flip,unknown,26,0.5769230769230769,1.6746923076923077,43.542
buyback_8k_recent_long,reverse_signal,unknown,26,0.15384615384615385,-0.8182153846153846,-21.2736
buyback_8k_recent_long,smc_mitigation_zone,unknown,26,0.19230769230769232,-0.8116807692307693,-21.1037
buyback_8k_recent_long,time_stop_10d,unknown,26,0.7692307692307693,1.024473076923077,26.636300000000002
buyback_8k_recent_long,time_stop_20d,unknown,26,0.5769230769230769,1.6746923076923077,43.542
buyback_8k_recent_long,trailing_10pct,unknown,26,0.46153846153846156,5.371992307692308,139.6718
buyback_8k_recent_long,trailing_15pct,unknown,26,0.5,10.525207692307692,273.6554
buyback_8k_recent_long,trailing_5pct,unknown,26,0.38461538461538464,0.08111153846153846,2.1088999999999998
cmf_flip,atr_trail_1x,unknown,11,0.18181818181818182,-2.479236363636364,-27.271600000000003
cmf_flip,atr_trail_2x,unknown,11,0.18181818181818182,-4.0439454545454545,-44.4834
cmf_flip,atr_trail_mae_conditional,unknown,11,0.18181818181818182,-2.479236363636364,-27.271600000000003
cmf_flip,atr_trail_vix_conditional,unknown,11,0.18181818181818182,-4.222881818181818,-46.4517
cmf_flip,break_even_at_1r,unknown,11,0.0,-2.538272727272727,-27.921
cmf_flip,breakeven_plus_trail,unknown,11,0.0,-5.504836363636364,-60.553200000000004
cmf_flip,chandelier_3x,unknown,11,0.0,-0.23149090909090908,-2.5463999999999998
cmf_flip,class_time_stop,unknown,11,0.18181818181818182,-4.311490909090908,-47.426399999999994
cmf_flip,earnings_blackout,unknown,11,0.5454545454545454,120.68886363636366,1327.5775000000003
cmf_flip,fixed_4r_2r,unknown,11,0.09090909090909091,-6.352345454545454,-69.8758
cmf_flip,hybrid_50pct_target,unknown,11,0.2727272727272727,-5.901772727272728,-64.9195
cmf_flip,ma_exit_ema9,unknown,11,0.2727272727272727,-1.246690909090909,-13.7136
cmf_flip,mfe_lockin_trail,unknown,11,0.18181818181818182,-2.479236363636364,-27.271600000000003
cmf_flip,multi_tier_partial,unknown,11,0.36363636363636365,-2.179890909090909,-23.9788
cmf_flip,next_pivot_target,unknown,11,0.5454545454545454,-3.3785454545454545,-37.164
cmf_flip,r_multiple_2r,unknown,11,0.18181818181818182,-2.6921000000000004,-29.613100000000003
cmf_flip,r_multiple_3r,unknown,11,0.09090909090909091,-3.3276363636363637,-36.604
cmf_flip,regime_flip,unknown,11,0.2727272727272727,-3.3372727272727274,-36.71
cmf_flip,reverse_signal,unknown,11,0.18181818181818182,-2.479236363636364,-27.271600000000003
cmf_flip,smc_mitigation_zone,unknown,11,0.18181818181818182,-1.5013272727272728,-16.5146
cmf_flip,time_stop_10d,unknown,11,0.2727272727272727,-2.215490909090909,-24.3704
cmf_flip,time_stop_20d,unknown,11,0.2727272727272727,-3.3372727272727274,-36.71
cmf_flip,trailing_10pct,unknown,11,0.09090909090909091,-6.250045454545455,-68.7505
cmf_flip,trailing_15pct,unknown,11,0.09090909090909091,-8.145154545454545,-89.5967
cmf_flip,trailing_5pct,unknown,11,0.0,-4.1356090909090915,-45.4917
cpr_narrow_bullish,atr_trail_1x,unknown,10,0.4,-2.85299,-28.5299
cpr_narrow_bullish,atr_trail_2x,unknown,10,0.3,-1.7936600000000003,-17.936600000000002
cpr_narrow_bullish,atr_trail_mae_conditional,unknown,10,0.4,-2.85299,-28.5299
cpr_narrow_bullish,atr_trail_vix_conditional,unknown,10,0.3,-3.09255,-30.9255
cpr_narrow_bullish,break_even_at_1r,unknown,10,0.2,-2.27439,-22.7439
cpr_narrow_bullish,breakeven_plus_trail,unknown,10,0.2,-1.33637,-13.3637
cpr_narrow_bullish,chandelier_3x,unknown,10,0.3,-2.21828,-22.1828
cpr_narrow_bullish,class_time_stop,unknown,10,0.6,-1.25881,-12.5881
cpr_narrow_bullish,earnings_blackout,unknown,10,0.4,97.85252,978.5252
cpr_narrow_bullish,fixed_4r_2r,unknown,10,0.4,-0.0782700000000002,-0.782700000000002
cpr_narrow_bullish,hybrid_50pct_target,unknown,10,0.7,1.94876,19.4876
cpr_narrow_bullish,ma_exit_ema9,unknown,10,0.4,-0.35579000000000005,-3.5579000000000005
