exit_a,exit_b,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,a_total_pnl_pct,b_total_pnl_pct,edge,dominates,n_a,n_b
atr_trail_1x,atr_trail_2x,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,39.8624,-25.4794,False,10,10
atr_trail_1x,break_even_at_1r,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,72.5686,-58.1856,False,10,10
atr_trail_1x,breakeven_plus_trail,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,115.7485,-101.3655,False,10,10
atr_trail_1x,class_time_stop,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,19.436700000000002,-5.053699999999999,False,10,10
atr_trail_1x,earnings_blackout,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,584.2525,-569.8695,False,10,10
atr_trail_1x,fixed_4r_2r,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,24.0131,-9.630099999999999,False,10,10
atr_trail_1x,hybrid_50pct_target,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,77.6937,-63.310700000000004,False,10,10
atr_trail_1x,ma_exit_ema9,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,30.721700000000002,-16.3387,False,10,10
atr_trail_1x,next_pivot_target,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,27.0867,-12.703699999999998,False,10,10
atr_trail_1x,r_multiple_2r,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,27.079300000000003,-12.6963,False,10,10
atr_trail_1x,r_multiple_3r,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,43.2218,-28.8388,False,10,10
atr_trail_1x,regime_flip,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,57.1863,-42.8033,False,10,10
atr_trail_1x,time_stop_10d,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,25.255699999999997,-10.872699999999995,False,10,10
atr_trail_1x,time_stop_20d,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,57.1863,-42.8033,False,10,10
atr_trail_1x,trailing_10pct,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,74.9021,-60.5191,False,10,10
atr_trail_1x,trailing_15pct,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,45.1012,-30.718199999999996,False,10,10
atr_trail_1x,trailing_5pct,bear,Financials,unknown,high_atr_2.5_5pct,long_ge_11d,14.383000000000003,36.9867,-22.603699999999996,False,10,10
