strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
smc_premium_short,0.0,0.9,inf,0.2
po3_bearish,0.0,0.9,inf,0.2
htf_aligned_breakout_long,0.0,0.8,inf,0.4
avwap_50_reclaim,0.0,0.7200000000000001,1.74403,0.2
monthly_bias_momentum_long,0.0,0.53336,2.8252800000000002,0.4
williams_r_oversold,0.0,0.45,5811.43483,0.2
smc_inverse_fvg,0.0,0.45,3.3523300000000003,0.2
xs_low_beta_long,0.0,0.45,2.65825,0.2
stochrsi_oversold,0.0,0.4,0.9689,0.4
xs_momentum_bottom_decile_short,0.0,0.4,0.721,0.4
prev_day_low_bounce,0.0,0.45,0.4087,0.2
smc_choch_reversal,0.0,0.38573999999999997,0.2767,0.2
cpr_narrow_bullish,0.0,0.28422000000000003,0.5835,0.2
cmf_flip,0.0,0.225,0.6604,0.2
avwap_252_breakout,0.0,0.2,0.0309,0.4
po3_bullish,0.0,0.20772000000000002,0.2439,0.2
stochrsi_overbought_short,0.0,0.13336,0.0021,0.4
bollinger_tight,0.0,0.08181,0.0473,0.2
bollinger_lower,0.0,0.04734,0.2182,0.2
smc_ote_long,0.0,0.0,0.0,0.2
rsi_oversold,0.0,0.0,0.0,0.4
buyback_8k_recent_long,0.0,0.0,0.0,0.2
smc_bos_continuation,0.0,0.0,0.0,0.2
pivot_r1_breakout,0.0,0.0,0.0,0.4
hull_rsi,0.0,0.0,0.0,0.4
po3_htf_aligned_short,0.0,0.0,0.0,0.2
macd_ichimoku,0.0,0.0,0.0,0.4
htf_aligned_breakout_short,0.0,0.0,0.0,0.4
smc_bos_retest_entry,0.0,0.0,0.0,0.2
bollinger_upper_short,0.0,0.0,0.0,0.2
xs_momentum_top_decile,0.0,0.0,0.0,0.4
macd_fast_crossover,0.0,0.0,0.0,0.4
smc_discount_long,0.0,0.0,0.0,0.2
ichimoku_cloud_breakout,0.0,0.0,0.0,0.4
