strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_lower,earnings_blackout,57,0.6667,7.5268,70.6584,4027.5296,-167.7676,1048.9,56.67,True
bollinger_lower,breakeven_plus_trail,57,0.3158,1.6407,2.4209,137.9887,-85.8555,43.4,31.85,False
bollinger_lower,next_pivot_target,57,0.5614,1.1137,0.5057,28.8224,-54.9705,19.9,25.87,False
bollinger_lower,hybrid_50pct_target,57,0.4561,1.1902,1.0344,58.96,-74.2795,58.1,23.95,False
bollinger_lower,r_multiple_3r,57,0.2982,1.3163,1.1877,67.6964,-63.5619,16.8,21.42,False
bollinger_lower,trailing_15pct,57,0.2982,1.2757,1.9886,113.3511,-141.2636,120.9,20.2,False
bollinger_lower,class_time_stop,57,0.4912,0.8491,-0.8425,-48.0241,-111.9785,36.5,19.65,False
bollinger_lower,regime_flip,57,0.4737,0.886,-0.5884,-33.5382,-116.9986,29.4,18.95,False
bollinger_lower,time_stop_20d,57,0.4737,0.886,-0.5884,-33.5382,-116.9986,29.4,18.95,False
bollinger_lower,time_stop_10d,57,0.4737,0.7986,-0.8796,-50.136,-75.9034,14.5,18.95,False
bollinger_lower,r_multiple_2r,57,0.3509,1.0921,0.3211,18.3033,-54.0805,10.9,16.8,False
bollinger_lower,ma_exit_ema9,57,0.4035,0.7595,-0.308,-17.5582,-27.9338,1.3,16.14,False
bollinger_lower,fixed_4r_2r,57,0.3333,1.0926,0.6584,37.5271,-123.2105,34.4,16.11,False
bollinger_lower,atr_trail_2x,57,0.386,0.6429,-1.7165,-97.8383,-121.8632,21.6,15.44,False
bollinger_lower,atr_trail_1x,57,0.3509,0.7117,-0.8066,-45.9758,-75.1419,7.2,14.04,False
bollinger_lower,trailing_10pct,57,0.3158,0.9103,-0.4175,-23.7955,-127.7695,58.3,12.63,False
bollinger_lower,trailing_5pct,57,0.2456,0.4812,-1.4365,-81.8784,-77.9143,12.5,9.82,False
bollinger_lower,break_even_at_1r,57,0.1579,0.5117,-1.2584,-71.727,-68.9881,12.4,6.32,False
bollinger_tight,earnings_blackout,39,0.6923,7.9559,76.4816,2982.7817,-95.0944,1052.4,57.69,True
bollinger_tight,breakeven_plus_trail,39,0.4872,1.8841,3.4479,134.4663,-58.51,49.0,46.01,False
bollinger_tight,ma_exit_ema9,39,0.4872,1.4208,0.4243,16.5459,-11.1282,1.2,45.42,False
bollinger_tight,time_stop_10d,39,0.5385,1.0577,0.212,8.2668,-46.6695,14.6,23.27,False
bollinger_tight,next_pivot_target,39,0.5641,0.6934,-1.3598,-53.0319,-53.7997,16.7,22.56,False
bollinger_tight,regime_flip,39,0.5128,0.8501,-0.6322,-24.6566,-67.9249,29.7,20.51,False
bollinger_tight,time_stop_20d,39,0.5128,0.8501,-0.6322,-24.6566,-67.9249,29.7,20.51,False
bollinger_tight,class_time_stop,39,0.4359,0.7554,-1.3089,-51.0473,-100.5246,36.8,17.44,False
bollinger_tight,r_multiple_2r,39,0.3846,1.0256,0.1031,4.0203,-61.3164,13.2,16.15,False
bollinger_tight,trailing_10pct,39,0.359,0.6382,-1.5687,-61.1779,-59.8479,31.6,14.36,False
bollinger_tight,atr_trail_1x,39,0.359,0.398,-1.7145,-66.8666,-57.5957,6.1,14.36,False
bollinger_tight,hybrid_50pct_target,39,0.359,0.7411,-1.6596,-64.725,-70.7074,47.2,14.36,False
bollinger_tight,atr_trail_2x,39,0.359,0.483,-2.6193,-102.1538,-105.2283,22.5,14.36,False
bollinger_tight,trailing_5pct,39,0.2821,0.5717,-1.0584,-41.2791,-48.4424,11.4,11.28,False
bollinger_tight,fixed_4r_2r,39,0.2821,0.7117,-2.7764,-108.2812,-126.9264,42.2,11.28,False
bollinger_tight,r_multiple_3r,39,0.2308,0.5808,-2.1235,-82.8164,-92.8342,22.4,9.23,False
bollinger_tight,trailing_15pct,39,0.2051,0.5794,-3.0285,-118.1098,-171.1402,75.0,8.2,False
bollinger_tight,break_even_at_1r,39,0.1795,0.3513,-1.6882,-65.8404,-56.5695,12.7,7.18,False
pivot_r1_breakout,earnings_blackout,44,0.6364,6.5037,59.9919,2639.6416,-115.3011,831.2,55.46,True
pivot_r1_breakout,time_stop_10d,44,0.5455,1.3813,1.294,56.9353,-48.4071,14.7,33.26,False
pivot_r1_breakout,regime_flip,44,0.5,1.1033,0.5624,24.7454,-96.8435,28.0,23.1,False
pivot_r1_breakout,time_stop_20d,44,0.5,1.1033,0.5624,24.7454,-96.8435,28.0,23.1,False
pivot_r1_breakout,hybrid_50pct_target,44,0.4773,0.704,-1.8113,-79.6984,-122.4513,76.0,19.09,False
pivot_r1_breakout,trailing_15pct,44,0.4318,0.7275,-1.7254,-75.9176,-126.6687,90.7,17.27,False
pivot_r1_breakout,ma_exit_ema9,44,0.3409,1.1124,0.3431,15.0969,-46.3422,13.1,17.01,False
pivot_r1_breakout,class_time_stop,44,0.4091,0.8504,-0.9117,-40.1135,-110.3623,34.5,16.36,False
pivot_r1_breakout,r_multiple_2r,44,0.3864,0.962,-0.0984,-4.3294,-48.2611,7.6,15.46,False
pivot_r1_breakout,next_pivot_target,44,0.3636,0.4335,-2.8735,-126.4359,-121.1285,15.8,14.54,False
pivot_r1_breakout,breakeven_plus_trail,44,0.1818,1.1252,0.4437,19.524,-55.1689,27.8,11.03,False
pivot_r1_breakout,trailing_5pct,44,0.2727,0.3236,-1.7209,-75.7197,-78.6,11.5,10.91,False
pivot_r1_breakout,fixed_4r_2r,44,0.2727,0.5879,-2.3614,-103.9025,-130.6412,22.4,10.91,False
pivot_r1_breakout,atr_trail_2x,44,0.2727,0.2981,-2.7763,-122.1571,-122.5473,13.5,10.91,False
pivot_r1_breakout,trailing_10pct,44,0.25,0.5295,-2.3148,-101.8516,-130.313,30.8,10.0,False
pivot_r1_breakout,r_multiple_3r,44,0.25,0.7657,-0.7121,-31.3327,-50.2517,11.7,10.0,False
pivot_r1_breakout,atr_trail_1x,44,0.1818,0.2674,-1.4004,-61.6161,-65.7149,4.4,7.27,False
pivot_r1_breakout,break_even_at_1r,44,0.0227,0.1166,-1.6904,-74.3757,-70.7455,7.3,0.91,False
pivot_r2_continuation,earnings_blackout,14,0.6429,7.0377,64.9626,909.4762,-58.7604,848.8,55.72,True
pivot_r2_continuation,trailing_15pct,14,0.4286,1.4643,2.2864,32.0103,-33.5659,135.9,31.07,False
pivot_r2_continuation,regime_flip,14,0.5714,1.2406,1.0174,14.243,-27.8503,29.3,30.07,False
pivot_r2_continuation,time_stop_20d,14,0.5714,1.2406,1.0174,14.243,-27.8503,29.3,30.07,False
pivot_r2_continuation,hybrid_50pct_target,14,0.6429,0.8654,-0.4806,-6.7284,-20.0,58.9,25.72,False
pivot_r2_continuation,class_time_stop,14,0.5,1.0644,0.3074,4.3035,-32.7979,36.5,21.93,False
pivot_r2_continuation,time_stop_10d,14,0.4286,0.7074,-1.048,-14.6725,-17.4005,14.5,21.04,False
pivot_r2_continuation,ma_exit_ema9,14,0.3571,0.9386,-0.1568,-2.1958,-20.993,11.5,14.28,False
pivot_r2_continuation,next_pivot_target,14,0.3571,0.5386,-1.5028,-21.0398,-31.1925,10.4,14.28,False
