strategy,point_sharpe,ci_low,ci_high,n_trades,method
bollinger_lower,-0.5813863513560157,-6.19284305836216,2.912852132721378,57,bootstrap
bollinger_tight,-3.9251386223977116,-12.248633999435796,1.1522228787841329,39,bootstrap
cmf_flip,-10.887836962410786,,,2,insufficient_sample
cpr_narrow_bullish,-4.6742514848088605,,,25,insufficient_sample
hull_rsi,-7.850996245651325,,,2,insufficient_sample
ichimoku_cloud_breakout,-20.69585078695163,,,5,insufficient_sample
macd_crossover,9.22418126849173,,,3,insufficient_sample
pivot_r1_breakout,-1.0654304563388615,-9.74746418158895,2.7958372720761786,44,bootstrap
pivot_r2_continuation,-9.894253729429758,,,14,insufficient_sample
pivot_s2_bounce,-104.7752507768267,,,2,insufficient_sample
pivot_s3_capitulation,0.0,,,1,insufficient_sample
prev_day_high_break,0.0,,,1,insufficient_sample
stochrsi_oversold,0.07871409390139077,,,22,insufficient_sample
supertrend_macd,-33.124193407625775,,,3,insufficient_sample
ultimate_oscillator,0.0,,,1,insufficient_sample
williams_r_oversold,-3.1592557039809623,,,11,insufficient_sample
