ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
TLT,bollinger_tight,2022-05-05,long,114.2959,trailing_15pct,-10.7282,False,145,102.034,2022-09-27,neutral,Fixed Income,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1ETF,no,0.0,0.019207163161583225,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,thu,56,unknown,no_data,ge_500M,unknown,no_data
EAT,bollinger_tight,2022-08-30,long,25.4701,trailing_15pct,-0.9172,False,24,25.2365,2022-09-23,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.06353331946085804,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,31,unknown,no_data,25_100M,unknown,no_data
MMM,bollinger_tight,2022-08-30,long,104.474,trailing_15pct,-9.5381,False,148,94.5092,2023-01-25,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02994524953576966,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,tue,31,unknown,no_data,ge_500M,unknown,no_data
VZ,bollinger_tight,2022-08-30,long,42.51,trailing_15pct,-14.5001,False,42,36.346,2022-10-11,neutral,Communication Services,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.016986591390261114,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,tue,31,unknown,no_data,ge_500M,unknown,no_data
VRSN,bollinger_tight,2022-09-15,long,173.9665,trailing_15pct,11.6646,True,407,194.259,2023-10-27,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1c,no,0.0,0.028392822756105343,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,15,unknown,no_data,100_500M,unknown,no_data
GTHX,bollinger_tight,2022-11-21,long,6.2523,trailing_15pct,-10.6809,False,31,5.5845,2022-12-22,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.14127601042816243,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,mon,40,unknown,no_data,5_25M,unknown,no_data
CPRX,bollinger_tight,2023-01-23,long,14.8152,trailing_15pct,-4.0141,False,51,14.2205,2023-03-15,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,T3,no,0.0,0.10309006965818888,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,67,unknown,no_data,25_100M,unknown,no_data
QURE,bollinger_tight,2023-04-10,long,19.0656,trailing_15pct,-1.0259,False,66,18.87,2023-06-15,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.04726313360187983,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,81,unknown,no_data,5_25M,unknown,no_data
KHC,bollinger_tight,2023-06-12,long,36.6423,trailing_15pct,-14.1934,False,116,31.4415,2023-10-06,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1c,no,0.0,0.0170731640753992,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,18,unknown,normal_3_5,100_500M,unknown,no_data
IRWD,bollinger_tight,2023-08-17,long,9.6454,trailing_15pct,-12.2276,False,22,8.466,2023-09-08,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03272026043502602,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,44,unknown,normal_3_5,5_25M,unknown,no_data
ROK,bollinger_tight,2023-08-01,long,310.3477,trailing_15pct,-13.1096,False,80,269.6625,2023-10-20,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02688404006216254,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,tue,60,unknown,normal_3_5,100_500M,unknown,no_data
MMM,bollinger_tight,2023-09-28,long,78.7205,trailing_15pct,-0.6901,False,118,78.1772,2024-01-24,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.022296606347774722,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,2,unknown,normal_3_5,100_500M,unknown,no_data
VOYA,bollinger_tight,2024-03-04,long,66.585,trailing_15pct,-2.7131,False,154,64.7785,2024-08-05,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T2,no,0.0,0.02239543440714876,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,mon,27,unknown,normal_3_5,25_100M,unknown,no_data
TALO,bollinger_tight,2024-05-23,long,11.5554,trailing_15pct,-11.656,False,21,10.2085,2024-06-13,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03719473146753899,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,yes,thu,38,unknown,normal_3_5,5_25M,unknown,no_data
KHC,bollinger_tight,2024-05-06,long,35.8677,trailing_15pct,-13.5253,False,193,31.0165,2024-11-15,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1c,no,0.0,0.020896238119533735,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,55,unknown,normal_3_5,100_500M,unknown,no_data
LULU,bollinger_tight,2024-05-23,long,302.1629,trailing_15pct,-9.13,False,62,274.5755,2024-07-24,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1c,no,0.0,0.0314055762636644,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,38,unknown,normal_3_5,ge_500M,unknown,no_data
EVRI,bollinger_tight,2024-05-23,long,6.691,trailing_15pct,112.8232,True,403,14.24,2025-06-30,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.04648034673441937,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,thu,38,unknown,normal_3_5,5_25M,unknown,no_data
LULU,bollinger_tight,2024-07-23,long,280.8742,trailing_15pct,-15.0,False,10,238.7431,2024-08-02,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,short_le_3d,loss,T1c,no,0.0,0.026990375050467436,q4_ge_10pct,q2_2_5pct,no,no,no_data,low_1_5,no,tue,69,unknown,normal_3_5,ge_500M,unknown,no_data
JBHT,bollinger_tight,2024-05-23,long,158.689,trailing_15pct,5.6226,True,211,167.6115,2024-12-20,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.023791189055322046,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,38,unknown,normal_3_5,100_500M,unknown,no_data
MRK,bollinger_tight,2025-02-17,long,81.3786,trailing_15pct,-0.5322,False,49,80.9455,2025-04-07,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.027936091306559708,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,no,mon,42,unknown,compressed_lt_3,ge_500M,unknown,no_data
GDDY,bollinger_tight,2025-08-08,long,133.0449,trailing_15pct,-4.8832,False,82,126.548,2025-10-29,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.035299361343426164,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,none,no,fri,53,unknown,compressed_lt_3,100_500M,unknown,no_data
CPNG,bollinger_tight,2025-12-12,long,25.4248,trailing_15pct,-15.0,False,33,21.6111,2026-01-14,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,medium_4_10d,loss,T2,no,0.0,0.030175261948963215,q4_ge_10pct,q1_lt_2pct,no,no,no_data,low_1_5,yes,fri,19,unknown,compressed_lt_3,100_500M,unknown,no_data
FLUT,bollinger_tight,2026-02-13,long,126.4159,trailing_15pct,-15.0,False,14,107.4535,2026-02-27,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.05927102524286898,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,fri,46,unknown,compressed_lt_3,ge_500M,unknown,no_data
CPNG,bollinger_tight,2022-05-05,long,12.1844,atr_trail_1x,-9.2709,False,4,11.0548,2022-05-09,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.0927087094973901,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,56,unknown,no_data,100_500M,unknown,no_data
RIOT,bollinger_tight,2022-05-09,long,8.2871,atr_trail_1x,-15.6484,False,2,6.9903,2022-05-11,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,unknown,no,0.0,0.156484174198453,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,no,mon,52,unknown,no_data,100_500M,unknown,no_data
OKTA,bollinger_tight,2022-05-09,long,92.6149,atr_trail_1x,-11.375,False,3,82.08,2022-05-12,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T1c,no,0.0,0.10424456539930399,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,52,unknown,no_data,100_500M,unknown,no_data
OSCR,bollinger_tight,2022-05-12,long,5.9466,atr_trail_1x,-4.0206,False,4,5.7075,2022-05-16,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.1110550566710389,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,none,no,thu,49,unknown,no_data,5_25M,unknown,no_data
GTHX,bollinger_tight,2022-05-16,long,4.4198,atr_trail_1x,5.2084,True,3,4.65,2022-05-19,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.12855785329652925,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,mon,45,unknown,no_data,lt_5M,unknown,no_data
AEO,bollinger_tight,2022-05-18,long,13.2744,atr_trail_1x,-8.3951,False,6,12.16,2022-05-24,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.06640601458446332,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,wed,43,unknown,no_data,25_100M,unknown,no_data
HBM,bollinger_tight,2022-05-12,long,5.0676,atr_trail_1x,6.624,True,6,5.4033,2022-05-18,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.07540058410292841,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,thu,49,unknown,no_data,5_25M,unknown,no_data
OSCR,bollinger_tight,2022-05-24,long,4.702,atr_trail_1x,0.5385,True,17,4.7273,2022-06-10,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.14198213526159081,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,37,unknown,no_data,5_25M,unknown,no_data
EXC,bollinger_tight,2022-05-12,long,46.2281,atr_trail_1x,3.0372,True,12,47.6322,2022-05-24,neutral,Utilities,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1c,no,0.0,0.027145826888840336,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,49,unknown,no_data,100_500M,unknown,no_data
AEO,bollinger_tight,2022-05-31,long,12.1392,atr_trail_1x,-1.1605,False,10,11.9983,2022-06-10,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.08269902464742322,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,30,unknown,no_data,100_500M,unknown,no_data
MELI,bollinger_tight,2022-06-13,long,632.311,atr_trail_1x,-3.6032,False,3,609.5278,2022-06-16,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1c,no,0.0,0.10287943749199364,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,17,unknown,no_data,ge_500M,unknown,no_data
BKNG,bollinger_tight,2022-06-13,long,79.4692,atr_trail_1x,-5.0544,False,3,75.4525,2022-06-16,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T1c,no,0.0,0.05054411017098449,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,17,unknown,no_data,ge_500M,unknown,no_data
CCL,bollinger_tight,2022-06-16,long,8.9397,atr_trail_1x,8.7285,True,8,9.72,2022-06-24,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1a,no,0.0,0.1018602413951251,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,14,unknown,no_data,ge_500M,unknown,no_data
DISH,bollinger_tight,2022-06-16,long,16.8653,atr_trail_1x,1.273,True,8,17.08,2022-06-24,neutral,Communication Services,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1a,no,0.0,0.07311461995932476,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,thu,14,unknown,no_data,25_100M,unknown,no_data
TRU,bollinger_tight,2022-06-16,long,76.6928,atr_trail_1x,3.4011,True,12,79.3012,2022-06-28,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.03377761667327311,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,14,unknown,no_data,100_500M,unknown,no_data
ANET,bollinger_tight,2022-06-13,long,22.9759,atr_trail_1x,4.4599,True,15,24.0006,2022-06-28,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.04602648862503755,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,17,unknown,no_data,100_500M,unknown,no_data
TLT,bollinger_tight,2022-05-05,long,114.2959,atr_trail_1x,0.3886,True,6,114.74,2022-05-11,neutral,Fixed Income,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1ETF,no,0.0,0.019207163161583225,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,thu,56,unknown,no_data,ge_500M,unknown,no_data
EAT,bollinger_tight,2022-08-30,long,25.4701,atr_trail_1x,-6.2244,False,2,23.8848,2022-09-01,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.06353331946085804,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,31,unknown,no_data,25_100M,unknown,no_data
MMM,bollinger_tight,2022-08-30,long,104.474,atr_trail_1x,-2.3453,False,3,102.0238,2022-09-02,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02994524953576966,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,tue,31,unknown,no_data,ge_500M,unknown,no_data
VZ,bollinger_tight,2022-08-30,long,42.51,atr_trail_1x,-1.6987,False,1,41.7879,2022-08-31,neutral,Communication Services,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.016986591390261114,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,tue,31,unknown,no_data,ge_500M,unknown,no_data
VRSN,bollinger_tight,2022-09-15,long,173.9665,atr_trail_1x,-1.1838,False,8,171.9071,2022-09-23,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1c,no,0.0,0.028392822756105343,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,15,unknown,no_data,100_500M,unknown,no_data
GTHX,bollinger_tight,2022-11-21,long,6.2523,atr_trail_1x,-11.4756,False,9,5.5348,2022-11-30,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.14127601042816243,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,mon,40,unknown,no_data,5_25M,unknown,no_data
CPRX,bollinger_tight,2023-01-23,long,14.8152,atr_trail_1x,2.6955,True,9,15.2145,2023-02-01,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,T3,no,0.0,0.10309006965818888,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,67,unknown,no_data,25_100M,unknown,no_data
QURE,bollinger_tight,2023-04-10,long,19.0656,atr_trail_1x,-2.5994,False,3,18.57,2023-04-13,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.04726313360187983,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,81,unknown,no_data,5_25M,unknown,no_data
KHC,bollinger_tight,2023-06-12,long,36.6423,atr_trail_1x,-0.6783,False,9,36.3938,2023-06-21,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1c,no,0.0,0.0170731640753992,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,18,unknown,normal_3_5,100_500M,unknown,no_data
IRWD,bollinger_tight,2023-08-17,long,9.6454,atr_trail_1x,-0.1597,False,1,9.63,2023-08-18,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03272026043502602,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,thu,44,unknown,normal_3_5,5_25M,unknown,no_data
ROK,bollinger_tight,2023-08-01,long,310.3477,atr_trail_1x,-2.6884,False,2,302.0043,2023-08-03,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02688404006216254,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,tue,60,unknown,normal_3_5,100_500M,unknown,no_data
MMM,bollinger_tight,2023-09-28,long,78.7205,atr_trail_1x,-2.2297,False,4,76.9653,2023-10-02,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.022296606347774722,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,2,unknown,normal_3_5,100_500M,unknown,no_data
VOYA,bollinger_tight,2024-03-04,long,66.585,atr_trail_1x,4.2185,True,10,69.3939,2024-03-14,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T2,no,0.0,0.02239543440714876,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,mon,27,unknown,normal_3_5,25_100M,unknown,no_data
TALO,bollinger_tight,2024-05-23,long,11.5554,atr_trail_1x,0.1263,True,8,11.57,2024-05-31,neutral,Energy,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,unknown,no,0.0,0.03719473146753899,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,yes,thu,38,unknown,normal_3_5,5_25M,unknown,no_data
KHC,bollinger_tight,2024-05-06,long,35.8677,atr_trail_1x,-0.0997,False,9,35.8319,2024-05-15,neutral,Consumer Staples,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1c,no,0.0,0.020896238119533735,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,mon,55,unknown,normal_3_5,100_500M,unknown,no_data
LULU,bollinger_tight,2024-05-23,long,302.1629,atr_trail_1x,-2.8074,False,5,293.68,2024-05-28,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1c,no,0.0,0.0314055762636644,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,38,unknown,normal_3_5,ge_500M,unknown,no_data
EVRI,bollinger_tight,2024-05-23,long,6.691,atr_trail_1x,-4.3337,False,6,6.401,2024-05-29,neutral,Unknown,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.04648034673441937,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,thu,38,unknown,normal_3_5,5_25M,unknown,no_data
LULU,bollinger_tight,2024-07-23,long,280.8742,atr_trail_1x,-2.699,False,1,273.2933,2024-07-24,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,short_le_3d,loss,T1c,no,0.0,0.026990375050467436,q4_ge_10pct,q2_2_5pct,no,no,no_data,low_1_5,no,tue,69,unknown,normal_3_5,ge_500M,unknown,no_data
JBHT,bollinger_tight,2024-05-23,long,158.689,atr_trail_1x,-2.3791,False,6,154.9136,2024-05-29,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.023791189055322046,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,38,unknown,normal_3_5,100_500M,unknown,no_data
MRK,bollinger_tight,2025-02-17,long,81.3786,atr_trail_1x,2.2873,True,2,83.24,2025-02-19,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.027936091306559708,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,no,mon,42,unknown,compressed_lt_3,ge_500M,unknown,no_data
GDDY,bollinger_tight,2025-08-08,long,133.0449,atr_trail_1x,1.2215,True,4,134.67,2025-08-12,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.035299361343426164,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,none,no,fri,53,unknown,compressed_lt_3,100_500M,unknown,no_data
CPNG,bollinger_tight,2025-12-12,long,25.4248,atr_trail_1x,-3.0175,False,3,24.6576,2025-12-15,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,medium_4_10d,loss,T2,no,0.0,0.030175261948963215,q4_ge_10pct,q1_lt_2pct,no,no,no_data,low_1_5,yes,fri,19,unknown,compressed_lt_3,100_500M,unknown,no_data
FLUT,bollinger_tight,2026-02-13,long,126.4159,atr_trail_1x,-5.9271,False,10,118.9231,2026-02-23,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.05927102524286898,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,fri,46,unknown,compressed_lt_3,ge_500M,unknown,no_data
CPNG,bollinger_tight,2022-05-05,long,12.1844,atr_trail_2x,-18.5417,False,4,9.9252,2022-05-09,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.0927087094973901,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,56,unknown,no_data,100_500M,unknown,no_data
RIOT,bollinger_tight,2022-05-09,long,8.2871,atr_trail_2x,-31.2968,False,31,5.6935,2022-06-09,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,unknown,no,0.0,0.156484174198453,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,no,mon,52,unknown,no_data,100_500M,unknown,no_data
OKTA,bollinger_tight,2022-05-09,long,92.6149,atr_trail_2x,-15.6571,False,9,78.1141,2022-05-18,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T1c,no,0.0,0.10424456539930399,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,52,unknown,no_data,100_500M,unknown,no_data
OSCR,bollinger_tight,2022-05-12,long,5.9466,atr_trail_2x,-15.4976,False,12,5.025,2022-05-24,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.1110550566710389,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,none,no,thu,49,unknown,no_data,5_25M,unknown,no_data
GTHX,bollinger_tight,2022-05-16,long,4.4198,atr_trail_2x,-3.2909,False,28,4.2743,2022-06-13,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,win,unknown,no,0.0,0.12855785329652925,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,mon,45,unknown,no_data,lt_5M,unknown,no_data
AEO,bollinger_tight,2022-05-18,long,13.2744,atr_trail_2x,-12.0535,False,6,11.6744,2022-05-24,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.06640601458446332,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,wed,43,unknown,no_data,25_100M,unknown,no_data
HBM,bollinger_tight,2022-05-12,long,5.0676,atr_trail_2x,8.9273,True,29,5.52,2022-06-10,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.07540058410292841,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,thu,49,unknown,no_data,5_25M,unknown,no_data
OSCR,bollinger_tight,2022-05-24,long,4.702,atr_trail_2x,-9.9396,False,20,4.2346,2022-06-13,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.14198213526159081,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,37,unknown,no_data,5_25M,unknown,no_data
EXC,bollinger_tight,2022-05-12,long,46.2281,atr_trail_2x,3.1209,True,28,47.6708,2022-06-09,neutral,Utilities,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1c,no,0.0,0.027145826888840336,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,49,unknown,no_data,100_500M,unknown,no_data
AEO,bollinger_tight,2022-05-31,long,12.1392,atr_trail_2x,-5.6878,False,30,11.4487,2022-06-30,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.08269902464742322,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,30,unknown,no_data,100_500M,unknown,no_data
MELI,bollinger_tight,2022-06-13,long,632.311,atr_trail_2x,-1.0798,False,17,625.4831,2022-06-30,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T1c,no,0.0,0.10287943749199364,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,17,unknown,no_data,ge_500M,unknown,no_data
BKNG,bollinger_tight,2022-06-13,long,79.4692,atr_trail_2x,-10.1088,False,16,71.4358,2022-06-29,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T1c,no,0.0,0.05054411017098449,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,17,unknown,no_data,ge_500M,unknown,no_data
