strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,criterion_evaluable,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
squeeze_breakout,Consumer Staples,low_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,5.0078,999.0,5.0078,0.0,0.0,5.0078,,0.0,999.0,,,insufficient_sample,300,False,100.0,0.0,0.0,100.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.3437,1,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",44.0,5.0078,5.0078,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 1, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=1<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",breakout,6.21,-1.2022,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
lead_lag_sector_rotation,Financials,medium_volatility,5L/0S,5,1.0,0.5655,1.0,False,inf,7.7285,999.0,7.7285,0.0,0.0,38.6424,4.599,61.077,999.0,,,insufficient_sample,100,False,100.0,20.0,40.0,40.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,4.599,4.57,4.54,4.48,0.1651,5,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",34.6,12.987,1.7058,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 3, 'n_without_signal': 2, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=3<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 3, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold']",rotation,6.21,32.4324,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cpr_narrow_bullish,Broad Market,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,0.8768,-0.14,0.8768,1.9937,-2.2737,-2.2737,-0.28,-0.217,-1.516,-0.288,,,insufficient_sample,150,False,50.0,50.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.217,-0.295,-0.372,-0.527,0.2309,1,False,ok,-1.349,"{'full_kelly_pct': -7.02, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",11.5,1.9937,-2.2737,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 2, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=2<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.4pct_may_be_random'],pivot,6.21,-6.49,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_r_oversold,Consumer Discretionary,medium_volatility,6L/1S,7,0.4286,0.1582,0.7495,True,2.6841,3.1108,3.5788,11.5687,-3.2326,-1.0752,21.7758,0.856,21.447,1.643,,,insufficient_sample,300,False,100.0,0.0,0.0,100.0,0.4286,,,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.856,0.843,0.829,0.801,0.2745,3,False,ok,19.406,"{'full_kelly_pct': 26.89, 'quarter_kelly_pct': 6.72, 'note': 'reasonable'}",37.6,17.2256,-10.5821,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 1, 'n_without_signal': 6, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=1<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 2, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.68_exceeds_audit_threshold', 'ci_lower_15.8pct_may_be_random']",momentum,6.21,15.5658,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
macd_fast_crossover,Communication Services,high_volatility,1L/6S,7,0.4286,0.1582,0.7495,True,0.0517,-4.1364,0.0689,0.5259,-7.6331,-17.5676,-28.9549,-2.527,-26.364,-3.411,,,insufficient_sample,300,False,42.86,0.0,0.0,42.86,0.3333,0.5,-0.1667,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-2.527,-2.557,-2.588,-2.649,0.8088,3,True,ok,-2.307,"{'full_kelly_pct': -786.55, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",25.7,0.8608,-10.5233,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 3, 'n_without_signal': 4, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=3<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_15.8pct_may_be_random'],momentum,6.21,-35.1649,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_bullish,Financials,medium_volatility,6L/0S,6,0.3333,0.0968,0.7,True,0.7802,-0.2812,1.5604,2.9941,-1.9188,-3.8532,-1.687,-0.383,-4.39,-0.683,,,insufficient_sample,100,False,83.33,33.33,0.0,50.0,0.4,0.0,0.4,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.383,-0.451,-0.519,-0.656,0.1819,2,False,ok,-1.103,"{'full_kelly_pct': -9.39, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",16.7,3.6492,-3.8532,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 3, 'n_without_signal': 3, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=3<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 2, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.7pct_may_be_random'],po3,6.21,-7.897,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pairs_mean_reversion_short,Health Care,high_volatility,0L/3S,3,0.3333,0.0615,0.7923,True,0.7297,-0.1987,1.4595,1.6093,-1.1026,-2.1963,-0.596,-0.367,-8.47,-0.77,,,insufficient_sample,100,False,66.67,0.0,66.67,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.367,-0.46,-0.552,-0.737,0.6194,1,True,ok,-0.855,"{'full_kelly_pct': -12.34, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",26.7,1.6093,-1.6631,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 2, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=2<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 2, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_6.2pct_may_be_random'],pairs,6.21,-6.806,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_low_beta_long,Health Care,high_volatility,4L/0S,4,0.25,0.0456,0.6994,True,0.3403,-2.4807,1.0208,5.118,-5.0136,-4.1991,-9.9229,-0.97,-15.42,-1.258,,,insufficient_sample,100,False,100.0,0.0,0.0,100.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.97,-0.99,-1.009,-1.049,0.2641,1,False,ok,-3.842,"{'full_kelly_pct': -48.47, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",38.8,5.118,-10.7985,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 3, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=3<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_4.6pct_may_be_random'],factor,6.21,-16.1329,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
macd_crossover,Information Technology,high_volatility,0L/1S,1,0.0,0.0,0.7935,True,0.0,-10.3119,0.0,0.0,-10.3119,0.0,-10.3119,,0.0,-6.481,,,insufficient_sample,300,False,100.0,0.0,0.0,100.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,,0,False,no_winning_trades_with_mfe,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",6.0,-10.3119,-10.3119,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 0, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=0<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],momentum,6.21,-16.5219,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
golden_cross_9_21,Health Care,high_volatility,1L/0S,1,0.0,0.0,0.7935,True,0.0,-10.494,0.0,0.0,-10.494,0.0,-10.494,,0.0,-3.0,,,insufficient_sample,300,False,100.0,0.0,0.0,100.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,,0,False,no_winning_trades_with_mfe,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",28.0,-10.494,-10.494,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 1, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=1<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_0.0pct_may_be_random'],trend,6.21,-16.704,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
