exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct,sharpe_proxy
atr_trail_1x,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,-0.14691666666666667,-0.8815,-0.383568938303056
atr_trail_2x,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,1.8347833333333334,11.008700000000001,0.7821459498823701
atr_trail_mae_conditional,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,-0.14691666666666667,-0.8815,-0.383568938303056
atr_trail_vix_conditional,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,-0.19274999999999998,-1.1564999999999999,-0.7494842274014867
break_even_at_1r,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,3.1520333333333332,18.9122,1.390324654926268
breakeven_plus_trail,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,3.6591666666666662,21.955,1.6172516440437794
chandelier_3x,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,2.1576166666666663,12.945699999999999,0.7554500746175289
class_time_stop,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.8333333333333334,3.7574666666666663,22.5448,2.067706166014105
earnings_blackout,bull,Financials,unknown,low_lt_15,long_ge_11d,6,1.0,4.019416666666667,24.116500000000002,3.2096279995851984
fixed_4r_2r,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,0.19361666666666646,1.1616999999999988,0.1011599965800037
hybrid_50pct_target,bull,Financials,unknown,low_lt_15,long_ge_11d,6,1.0,3.499133333333333,20.994799999999998,2.915544781243097
ma_exit_ema9,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.16666666666666666,-0.48146666666666665,-2.8888,-1.5747108120484297
mfe_lockin_trail,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,-0.08779999999999999,-0.5267999999999999,-0.20302847235938956
multi_tier_partial,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.6666666666666666,0.16845000000000002,1.0107000000000002,0.3848958117838996
next_pivot_target,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.6666666666666666,-0.7074166666666667,-4.2445,-0.6788434642428556
r_multiple_2r,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,0.47065000000000007,2.8239000000000005,0.4936181917584652
r_multiple_3r,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,1.1438,6.8628,0.9110845727170034
regime_flip,bull,Financials,unknown,low_lt_15,long_ge_11d,6,1.0,3.1229999999999998,18.738,2.918410336473394
reverse_signal,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,-0.14691666666666667,-0.8815,-0.383568938303056
smart_money_reversal,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.3333333333333333,-0.14691666666666667,-0.8815,-0.383568938303056
smc_mitigation_zone,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.16666666666666666,-0.3524833333333333,-2.1149,-1.931863932639769
time_stop_10d,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.5,-0.5774166666666667,-3.4645,-0.4354157777821507
time_stop_20d,bull,Financials,unknown,low_lt_15,long_ge_11d,6,1.0,3.1229999999999998,18.738,2.918410336473394
trailing_10pct,bull,Financials,unknown,low_lt_15,long_ge_11d,6,1.0,5.055366666666667,30.3322,2.8112190220554223
trailing_15pct,bull,Financials,unknown,low_lt_15,long_ge_11d,6,1.0,5.055366666666667,30.3322,2.8112190220554223
trailing_5pct,bull,Financials,unknown,low_lt_15,long_ge_11d,6,0.6666666666666666,3.6549333333333336,21.9296,1.4351682367511809
