strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,trailing_15pct,244,0.3525,1.9959,6.1225,1493.8923,-282.3511,168.8,43.98,True
bollinger_tight,breakeven_plus_trail,244,0.2705,2.5759,3.1682,773.0349,-65.1294,47.2,40.82,False
bollinger_tight,next_pivot_target,244,0.791,1.2304,0.4817,117.5235,-92.9976,16.1,38.55,False
bollinger_tight,time_stop_10d,244,0.5451,1.2763,0.6045,147.4973,-65.5242,14.6,30.09,False
bollinger_tight,time_stop_20d,244,0.5123,1.2668,0.92,224.4724,-152.865,29.2,28.5,False
bollinger_tight,trailing_10pct,244,0.3689,1.3437,1.4183,346.054,-164.2909,80.8,25.07,False
bollinger_tight,hybrid_50pct_target,244,0.6107,0.3549,-11.3424,-2767.5375,-2936.3163,159.5,24.43,False
bollinger_tight,atr_trail_2x,244,0.3689,1.2975,0.7524,183.5775,-103.4187,19.2,23.68,False
bollinger_tight,fixed_3r_2r,244,0.3975,1.0861,0.3141,76.6498,-113.4916,21.8,18.48,False
bollinger_tight,ma_exit_ema9,244,0.4467,0.9591,-0.0291,-7.1049,-29.1385,1.8,17.87,False
bollinger_tight,atr_trail_1x,244,0.3484,0.7366,-0.3816,-93.1189,-87.418,6.3,13.94,False
bollinger_tight,trailing_5pct,244,0.3484,0.9273,-0.1573,-38.3756,-109.4374,25.1,13.94,False
bollinger_lower,trailing_15pct,170,0.4471,2.9265,10.429,1772.9237,-154.4038,205.8,47.88,True
bollinger_lower,breakeven_plus_trail,170,0.3118,3.6379,5.4476,926.1002,-143.5513,64.8,42.47,False
bollinger_lower,trailing_10pct,170,0.4059,1.8181,3.2737,556.5225,-214.7633,98.3,40.78,False
bollinger_lower,next_pivot_target,170,0.7118,1.075,0.2162,36.7492,-102.3361,20.3,30.72,False
bollinger_lower,time_stop_10d,170,0.5471,1.2852,0.5786,98.3542,-101.785,14.6,30.44,False
bollinger_lower,time_stop_20d,170,0.5588,1.225,0.7407,125.9188,-168.7589,29.1,29.1,False
bollinger_lower,ma_exit_ema9,170,0.4647,1.3323,0.2363,40.1644,-31.128,2.1,28.56,False
bollinger_lower,hybrid_50pct_target,170,0.6294,0.6236,-3.9201,-666.4159,-1048.8246,133.9,25.18,False
bollinger_lower,atr_trail_2x,170,0.3765,1.2705,0.6819,115.9169,-135.2929,20.3,23.17,False
bollinger_lower,fixed_3r_2r,170,0.4294,1.0687,0.2363,40.1781,-143.563,20.8,19.24,False
bollinger_lower,trailing_5pct,170,0.3118,0.826,-0.3953,-67.1988,-134.2,28.6,12.47,False
bollinger_lower,atr_trail_1x,170,0.2294,0.339,-1.1016,-187.2696,-181.8163,5.1,9.18,False
hull_rsi,trailing_15pct,219,0.3881,1.9932,6.0513,1325.2254,-252.4661,171.1,45.32,True
hull_rsi,breakeven_plus_trail,219,0.2877,2.4617,3.7033,811.0147,-76.6407,53.4,41.51,False
hull_rsi,trailing_10pct,219,0.3973,1.653,2.71,593.4886,-207.4659,88.1,35.48,False
hull_rsi,next_pivot_target,219,0.758,0.9109,-0.1736,-38.0107,-80.2791,9.2,30.32,False
