tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,3,0.0,-9.3716,0.0,-28.1148,HIGH
HIGH,231,0.2554,-2.1344,0.5029,-493.0421,MEDIUM
