strategy,point_sharpe,ci_low,ci_high,n_trades,method
avwap_252_breakout,-24.190331214179288,,,3,insufficient_sample
avwap_50_reclaim,-42.6485862416802,,,2,insufficient_sample
bollinger_tight,0.0,,,1,insufficient_sample
buyback_8k_recent_long,-17.311579459962505,,,14,insufficient_sample
cmf_flip,-2.291356204261716,,,4,insufficient_sample
cpr_narrow_bullish,-2.422009311372526,,,17,insufficient_sample
htf_aligned_breakout_long,4.396272321915862,,,3,insufficient_sample
htf_aligned_breakout_short,0.0,,,1,insufficient_sample
hull_rsi,3.772504870922627,,,3,insufficient_sample
inside_bar_breakout,11.2386547378782,,,2,insufficient_sample
monthly_bias_momentum_long,1.9031085721077157,,,24,insufficient_sample
orb_stocks_in_play_long,8.483562505308917,,,2,insufficient_sample
pivot_r1_breakout,-103.820013016954,,,2,insufficient_sample
po3_bullish,-5.125305430201217,,,12,insufficient_sample
po3_htf_aligned_long,-6.211402026055,,,4,insufficient_sample
prev_day_high_break,0.0,,,1,insufficient_sample
prev_day_low_bounce,0.0,,,1,insufficient_sample
smc_fvg_retest_long,-21.38650179679624,,,3,insufficient_sample
smc_inverse_fvg,-12.650869809841625,-18.174395516638075,-8.427435880880845,102,bootstrap
stochrsi_oversold,0.0,,,1,insufficient_sample
supertrend_macd,-17.11966054289922,,,4,insufficient_sample
ultimate_oscillator,6.155544771329588,,,2,insufficient_sample
williams_r_oversold,5.088030807775866,,,7,insufficient_sample
xs_momentum_bottom_decile_short,0.0,,,1,insufficient_sample
xs_momentum_top_decile,-0.27306623573912625,,,18,insufficient_sample
