strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
buyback_8k_recent_long,atr_trail_1x,17,1,0.0,-2.0039,-2.0039
buyback_8k_recent_long,atr_trail_1x,25,2,0.0,-2.8594,-5.7188
buyback_8k_recent_long,atr_trail_1x,29,1,0.0,-4.0927,-4.0927
buyback_8k_recent_long,atr_trail_1x,46,1,1.0,0.0889,0.0889
buyback_8k_recent_long,atr_trail_1x,52,1,0.0,-3.0696,-3.0696
buyback_8k_recent_long,atr_trail_1x,55,1,0.0,-2.536,-2.536
buyback_8k_recent_long,atr_trail_1x,56,1,1.0,1.7737,1.7737
buyback_8k_recent_long,atr_trail_1x,59,1,0.0,-1.9862,-1.9862
buyback_8k_recent_long,atr_trail_1x,65,1,0.0,-0.1201,-0.1201
buyback_8k_recent_long,atr_trail_1x,66,1,1.0,0.9719,0.9719
buyback_8k_recent_long,atr_trail_1x,67,2,0.0,-0.57725,-1.1545
buyback_8k_recent_long,atr_trail_1x,75,1,1.0,2.3642,2.3642
buyback_8k_recent_long,atr_trail_2x,17,1,0.0,-4.0078,-4.0078
buyback_8k_recent_long,atr_trail_2x,25,2,0.0,-6.3972999999999995,-12.794599999999999
buyback_8k_recent_long,atr_trail_2x,29,1,0.0,-8.1855,-8.1855
buyback_8k_recent_long,atr_trail_2x,46,1,0.0,-4.8835,-4.8835
buyback_8k_recent_long,atr_trail_2x,52,1,0.0,-6.1392,-6.1392
buyback_8k_recent_long,atr_trail_2x,55,1,0.0,-5.2507,-5.2507
buyback_8k_recent_long,atr_trail_2x,56,1,1.0,0.0873,0.0873
buyback_8k_recent_long,atr_trail_2x,59,1,0.0,-3.9725,-3.9725
buyback_8k_recent_long,atr_trail_2x,65,1,1.0,2.7439,2.7439
buyback_8k_recent_long,atr_trail_2x,66,1,1.0,1.0177,1.0177
buyback_8k_recent_long,atr_trail_2x,67,2,0.5,-1.8142,-3.6284
buyback_8k_recent_long,atr_trail_2x,75,1,0.0,-1.2859,-1.2859
buyback_8k_recent_long,atr_trail_mae_conditional,17,1,0.0,-2.0039,-2.0039
buyback_8k_recent_long,atr_trail_mae_conditional,25,2,0.0,-2.8594,-5.7188
buyback_8k_recent_long,atr_trail_mae_conditional,29,1,0.0,-4.0927,-4.0927
buyback_8k_recent_long,atr_trail_mae_conditional,46,1,1.0,0.0889,0.0889
buyback_8k_recent_long,atr_trail_mae_conditional,52,1,0.0,-3.0696,-3.0696
buyback_8k_recent_long,atr_trail_mae_conditional,55,1,0.0,-2.536,-2.536
buyback_8k_recent_long,atr_trail_mae_conditional,56,1,1.0,1.7737,1.7737
buyback_8k_recent_long,atr_trail_mae_conditional,59,1,0.0,-1.9862,-1.9862
buyback_8k_recent_long,atr_trail_mae_conditional,65,1,0.0,-0.1201,-0.1201
buyback_8k_recent_long,atr_trail_mae_conditional,66,1,1.0,0.9719,0.9719
buyback_8k_recent_long,atr_trail_mae_conditional,67,2,0.0,-0.57725,-1.1545
buyback_8k_recent_long,atr_trail_mae_conditional,75,1,1.0,2.3642,2.3642
buyback_8k_recent_long,atr_trail_vix_conditional,17,1,0.0,-3.0059,-3.0059
buyback_8k_recent_long,atr_trail_vix_conditional,25,2,0.0,-1.9748999999999999,-3.9497999999999998
buyback_8k_recent_long,atr_trail_vix_conditional,29,1,0.0,-6.1391,-6.1391
buyback_8k_recent_long,atr_trail_vix_conditional,46,1,0.0,-3.1802,-3.1802
buyback_8k_recent_long,atr_trail_vix_conditional,52,1,0.0,-4.9503,-4.9503
buyback_8k_recent_long,atr_trail_vix_conditional,55,1,0.0,-3.8934,-3.8934
buyback_8k_recent_long,atr_trail_vix_conditional,56,1,1.0,1.3189,1.3189
buyback_8k_recent_long,atr_trail_vix_conditional,59,1,0.0,-2.9793,-2.9793
buyback_8k_recent_long,atr_trail_vix_conditional,65,1,0.0,-0.1201,-0.1201
buyback_8k_recent_long,atr_trail_vix_conditional,66,1,1.0,0.9719,0.9719
buyback_8k_recent_long,atr_trail_vix_conditional,67,2,0.5,-1.02175,-2.0435
buyback_8k_recent_long,atr_trail_vix_conditional,75,1,1.0,0.5392,0.5392
buyback_8k_recent_long,break_even_at_1r,17,1,0.0,-2.0039,-2.0039
buyback_8k_recent_long,break_even_at_1r,25,2,0.0,-1.77935,-3.5587
buyback_8k_recent_long,break_even_at_1r,29,1,0.0,-4.0927,-4.0927
buyback_8k_recent_long,break_even_at_1r,46,1,0.0,0.0,0.0
buyback_8k_recent_long,break_even_at_1r,52,1,0.0,-3.0696,-3.0696
buyback_8k_recent_long,break_even_at_1r,55,1,0.0,-2.7352,-2.7352
buyback_8k_recent_long,break_even_at_1r,56,1,0.0,0.0,0.0
buyback_8k_recent_long,break_even_at_1r,59,1,0.0,-1.9862,-1.9862
buyback_8k_recent_long,break_even_at_1r,65,1,0.0,-0.1201,-0.1201
buyback_8k_recent_long,break_even_at_1r,66,1,0.0,0.0,0.0
buyback_8k_recent_long,break_even_at_1r,67,2,0.0,-1.5681500000000002,-3.1363000000000003
buyback_8k_recent_long,break_even_at_1r,75,1,0.0,0.0,0.0
