strategy,regime,sector,verdict,gates_passed,n_trades,gate_1_sample_size_value,gate_1_sample_size_passed
avwap_252_breakout,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_252_breakout,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False
avwap_50_reclaim,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
avwap_50_reclaim,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False
bollinger_tight,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,neutral,Consumer Staples,INSUFFICIENT_SAMPLE,0,3,3,False
buyback_8k_recent_long,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False
buyback_8k_recent_long,neutral,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False
buyback_8k_recent_long,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False
cmf_flip,crisis_CRISIS_FLAG,Financials,INSUFFICIENT_SAMPLE,0,1,1,False
cmf_flip,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False
cmf_flip,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False
cmf_flip,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False
cpr_narrow_bullish,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False
cpr_narrow_bullish,neutral,Consumer Staples,INSUFFICIENT_SAMPLE,0,2,2,False
cpr_narrow_bullish,neutral,Energy,INSUFFICIENT_SAMPLE,0,2,2,False
cpr_narrow_bullish,neutral,Financials,INSUFFICIENT_SAMPLE,0,2,2,False
cpr_narrow_bullish,neutral,Fixed Income,INSUFFICIENT_SAMPLE,0,2,2,False
cpr_narrow_bullish,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False
