strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
buyback_8k_recent_long,earnings_blackout,14,0.5714,2.677,30.3308,424.6317,-163.3991,717.6,52.86,True
buyback_8k_recent_long,multi_tier_partial,14,0.5,0.7216,-0.36,-5.0395,-14.023,5.2,28.97,False
buyback_8k_recent_long,r_multiple_2r,14,0.3571,0.9115,-0.1824,-2.554,-13.9619,8.6,23.34,False
buyback_8k_recent_long,next_pivot_target,14,0.5,0.3814,-1.8654,-26.115,-33.2748,8.4,20.0,False
buyback_8k_recent_long,ma_exit_ema9,14,0.4286,0.2369,-1.8582,-26.0151,-29.9934,7.4,17.14,False
buyback_8k_recent_long,hybrid_50pct_target,14,0.4286,0.7412,-1.3859,-19.4027,-43.5801,69.4,17.14,False
buyback_8k_recent_long,smc_mitigation_zone,14,0.2857,0.1634,-1.0954,-15.3353,-17.1415,3.5,15.72,False
buyback_8k_recent_long,trailing_15pct,14,0.3571,1.0454,0.3081,4.3132,-54.4673,136.0,15.65,False
buyback_8k_recent_long,time_stop_20d,14,0.3571,0.229,-3.1185,-43.6593,-37.403,27.2,14.28,False
buyback_8k_recent_long,regime_flip,14,0.3571,0.229,-3.1185,-43.6593,-37.403,27.2,14.28,False
buyback_8k_recent_long,time_stop_10d,14,0.3571,0.2332,-2.9487,-41.2824,-36.3801,14.0,14.28,False
buyback_8k_recent_long,reverse_signal,14,0.2857,0.2514,-1.1059,-15.4831,-18.5554,5.4,13.59,False
buyback_8k_recent_long,atr_trail_1x,14,0.2857,0.2514,-1.1059,-15.4831,-18.5554,5.4,13.59,False
buyback_8k_recent_long,mfe_lockin_trail,14,0.2857,0.4758,-0.7744,-10.8414,-18.5554,5.4,13.59,False
buyback_8k_recent_long,atr_trail_mae_conditional,14,0.2857,0.2514,-1.1059,-15.4831,-18.5554,5.4,13.59,False
buyback_8k_recent_long,chandelier_3x,14,0.2857,0.1527,-2.4274,-33.9843,-34.1262,12.5,11.43,False
buyback_8k_recent_long,atr_trail_vix_conditional,14,0.2857,0.1059,-1.9594,-27.4316,-29.168,7.4,11.43,False
buyback_8k_recent_long,class_time_stop,14,0.2857,0.3459,-3.4281,-47.9938,-46.1694,33.6,11.43,False
buyback_8k_recent_long,trailing_5pct,14,0.2857,0.4975,-1.2017,-16.8241,-27.8823,21.9,11.43,False
buyback_8k_recent_long,atr_trail_2x,14,0.2857,0.0816,-3.3071,-46.2992,-46.6539,13.6,11.43,False
buyback_8k_recent_long,fixed_4r_2r,14,0.2143,0.6488,-1.6239,-22.735,-35.4124,21.6,8.57,False
buyback_8k_recent_long,trailing_10pct,14,0.1429,0.094,-5.4728,-76.6186,-71.4641,42.5,5.72,False
buyback_8k_recent_long,r_multiple_3r,14,0.1429,0.2034,-2.1345,-29.8832,-28.0988,12.9,5.72,False
buyback_8k_recent_long,breakeven_plus_trail,14,0.0714,0.1814,-2.487,-34.818,-37.5718,30.0,2.86,False
buyback_8k_recent_long,break_even_at_1r,14,0.0,0.0,-1.4788,-20.7027,-20.7027,6.9,0.0,False
xs_momentum_top_decile,earnings_blackout,18,0.8333,25.6615,69.748,1255.4633,-36.1331,819.8,63.33,True
xs_momentum_top_decile,trailing_15pct,18,0.4444,2.8894,11.6642,209.9563,-27.1569,136.8,47.78,False
xs_momentum_top_decile,hybrid_50pct_target,18,0.5556,1.466,2.0713,37.284,-20.0,84.1,36.2,False
xs_momentum_top_decile,break_even_at_1r,18,0.0556,2.0372,1.0886,19.5949,-18.8602,17.5,33.93,False
xs_momentum_top_decile,multi_tier_partial,18,0.3889,0.5784,-0.4685,-8.4327,-10.4917,5.8,29.82,False
xs_momentum_top_decile,next_pivot_target,18,0.6667,0.5357,-1.244,-22.3922,-22.2238,14.6,26.67,False
xs_momentum_top_decile,ma_exit_ema9,18,0.4444,0.8336,-0.177,-3.1869,-15.3513,4.1,24.75,False
xs_momentum_top_decile,smc_mitigation_zone,18,0.3889,0.556,-0.4941,-8.8934,-15.9409,3.5,21.64,False
xs_momentum_top_decile,trailing_10pct,18,0.3889,1.1733,0.8167,14.7009,-45.823,56.2,20.76,False
xs_momentum_top_decile,time_stop_10d,18,0.5,0.7078,-0.7696,-13.8526,-21.4065,14.4,20.0,False
xs_momentum_top_decile,time_stop_20d,18,0.4444,0.9194,-0.2289,-4.121,-19.7341,28.6,18.17,False
xs_momentum_top_decile,regime_flip,18,0.4444,0.9194,-0.2289,-4.121,-19.7341,28.6,18.17,False
xs_momentum_top_decile,class_time_stop,18,0.3889,0.9315,-0.289,-5.2011,-40.1309,35.4,15.56,False
xs_momentum_top_decile,breakeven_plus_trail,18,0.1667,1.2677,0.5994,10.7891,-25.4569,26.7,14.7,False
xs_momentum_top_decile,trailing_5pct,18,0.2778,0.6364,-0.9576,-17.2367,-35.1708,25.8,11.11,False
xs_momentum_top_decile,fixed_4r_2r,18,0.2778,0.7832,-0.9963,-17.9338,-46.7725,18.6,11.11,False
xs_momentum_top_decile,reverse_signal,18,0.2222,0.376,-1.2272,-22.0902,-29.1377,5.9,8.89,False
xs_momentum_top_decile,atr_trail_1x,18,0.2222,0.376,-1.2272,-22.0902,-29.1377,5.9,8.89,False
xs_momentum_top_decile,mfe_lockin_trail,18,0.2222,0.4055,-1.1692,-21.0459,-28.0934,5.9,8.89,False
xs_momentum_top_decile,atr_trail_vix_conditional,18,0.2222,0.191,-1.828,-32.9043,-37.9276,6.1,8.89,False
xs_momentum_top_decile,atr_trail_mae_conditional,18,0.2222,0.376,-1.2272,-22.0902,-29.1377,5.9,8.89,False
xs_momentum_top_decile,r_multiple_2r,18,0.2222,0.5591,-1.1851,-21.3312,-29.0364,8.6,8.89,False
xs_momentum_top_decile,atr_trail_2x,18,0.2222,0.3459,-2.1903,-39.4247,-48.2258,13.6,8.89,False
xs_momentum_top_decile,r_multiple_3r,18,0.1667,0.5403,-1.315,-23.6695,-38.3542,10.1,6.67,False
xs_momentum_top_decile,chandelier_3x,18,0.1111,0.6572,-0.5159,-9.2854,-21.0775,9.6,4.44,False
smc_inverse_fvg,next_pivot_target,102,0.7157,0.8529,-0.2984,-30.4379,-67.7529,17.7,28.63,True
smc_inverse_fvg,hybrid_50pct_target,102,0.6373,0.3343,-11.512,-1174.2266,-1231.2224,331.3,25.49,False
smc_inverse_fvg,class_time_stop,102,0.4902,0.7974,-0.6402,-65.2977,-127.7336,36.0,19.61,False
smc_inverse_fvg,time_stop_10d,102,0.4902,0.9542,-0.0949,-9.6834,-43.5277,14.5,19.61,False
smc_inverse_fvg,time_stop_20d,102,0.451,0.5062,-1.8094,-184.5563,-191.6921,29.0,18.04,False
smc_inverse_fvg,regime_flip,102,0.451,0.5062,-1.8094,-184.5563,-191.6921,29.0,18.04,False
smc_inverse_fvg,multi_tier_partial,102,0.3922,0.5555,-0.6219,-63.4344,-66.3294,5.8,15.69,False
smc_inverse_fvg,earnings_blackout,102,0.3725,0.3578,-28.1763,-2873.9791,-3081.0218,1054.0,14.9,False
smc_inverse_fvg,ma_exit_ema9,102,0.3431,0.3775,-1.4528,-148.1905,-142.077,10.8,13.72,False
smc_inverse_fvg,trailing_15pct,102,0.3039,0.5488,-2.9906,-305.0463,-410.6674,128.1,12.16,False
smc_inverse_fvg,r_multiple_2r,102,0.2941,0.7419,-0.6256,-63.8084,-66.2481,12.1,11.76,False
smc_inverse_fvg,trailing_5pct,102,0.2941,0.5186,-1.0616,-108.2802,-104.1195,22.0,11.76,False
smc_inverse_fvg,atr_trail_1x,102,0.2745,0.319,-1.0345,-105.5176,-103.6324,6.2,10.98,False
smc_inverse_fvg,smc_mitigation_zone,102,0.2745,0.3005,-1.0184,-103.8791,-101.9939,5.6,10.98,False
smc_inverse_fvg,mfe_lockin_trail,102,0.2745,0.3543,-0.9809,-100.0514,-98.1662,5.8,10.98,False
smc_inverse_fvg,reverse_signal,102,0.2745,0.319,-1.0345,-105.5176,-103.6324,6.2,10.98,False
smc_inverse_fvg,atr_trail_mae_conditional,102,0.2745,0.319,-1.0345,-105.5176,-103.6324,6.2,10.98,False
smc_inverse_fvg,atr_trail_2x,102,0.2647,0.3911,-1.9764,-201.5915,-199.9415,21.2,10.59,False
smc_inverse_fvg,chandelier_3x,102,0.2353,0.3308,-2.3416,-238.842,-236.9641,25.5,9.41,False
smc_inverse_fvg,trailing_10pct,102,0.2255,0.5181,-2.3076,-235.3706,-235.6645,66.8,9.02,False
smc_inverse_fvg,fixed_4r_2r,102,0.2157,0.5496,-2.3614,-240.8677,-240.2604,38.3,8.63,False
smc_inverse_fvg,atr_trail_vix_conditional,102,0.1961,0.2187,-1.6286,-166.1216,-163.0893,9.4,7.84,False
smc_inverse_fvg,r_multiple_3r,102,0.1667,0.6283,-1.02,-104.0371,-122.1547,17.2,6.67,False
smc_inverse_fvg,breakeven_plus_trail,102,0.1471,0.6307,-1.0243,-104.4758,-171.0493,30.1,5.88,False
smc_inverse_fvg,break_even_at_1r,102,0.0588,0.2124,-1.1947,-121.8578,-123.4652,10.1,2.35,False
po3_bullish,next_pivot_target,12,0.9167,2.5487,0.5706,6.8471,-4.4211,6.2,90.04,True
po3_bullish,hybrid_50pct_target,12,0.8333,1.7288,1.2146,14.5757,-10.0,102.2,70.2,False
po3_bullish,r_multiple_2r,12,0.5,1.8403,0.8108,9.7296,-4.3397,10.3,68.7,False
po3_bullish,fixed_4r_2r,12,0.5,2.1324,2.1612,25.9345,-8.6796,30.9,66.98,False
po3_bullish,r_multiple_3r,12,0.4167,1.7594,0.869,10.4277,-4.885,13.4,62.12,False
