strategy,exit_method,volume_rank_within_sector,n,win_rate,avg_pnl_pct,total_pnl_pct
buyback_8k_recent_long,atr_trail_1x,unknown,14,0.2857142857142857,-1.1059357142857142,-15.483099999999999
buyback_8k_recent_long,atr_trail_2x,unknown,14,0.2857142857142857,-3.3070857142857144,-46.2992
buyback_8k_recent_long,atr_trail_mae_conditional,unknown,14,0.2857142857142857,-1.1059357142857142,-15.483099999999999
buyback_8k_recent_long,atr_trail_vix_conditional,unknown,14,0.2857142857142857,-1.9594,-27.4316
buyback_8k_recent_long,break_even_at_1r,unknown,14,0.0,-1.4787642857142858,-20.7027
buyback_8k_recent_long,breakeven_plus_trail,unknown,14,0.07142857142857142,-2.4869999999999997,-34.818
buyback_8k_recent_long,chandelier_3x,unknown,14,0.2857142857142857,-2.42745,-33.9843
buyback_8k_recent_long,class_time_stop,unknown,14,0.2857142857142857,-3.4281285714285716,-47.9938
buyback_8k_recent_long,earnings_blackout,unknown,14,0.5714285714285714,30.330835714285712,424.63169999999997
buyback_8k_recent_long,fixed_4r_2r,unknown,14,0.21428571428571427,-1.6239285714285712,-22.734999999999996
buyback_8k_recent_long,hybrid_50pct_target,unknown,14,0.42857142857142855,-1.385907142857143,-19.402700000000003
buyback_8k_recent_long,ma_exit_ema9,unknown,14,0.42857142857142855,-1.8582214285714287,-26.0151
buyback_8k_recent_long,mfe_lockin_trail,unknown,14,0.2857142857142857,-0.7743857142857143,-10.8414
buyback_8k_recent_long,multi_tier_partial,unknown,14,0.5,-0.3599642857142856,-5.0394999999999985
buyback_8k_recent_long,next_pivot_target,unknown,14,0.5,-1.8653571428571427,-26.115
buyback_8k_recent_long,r_multiple_2r,unknown,14,0.35714285714285715,-0.18242857142857144,-2.5540000000000003
buyback_8k_recent_long,r_multiple_3r,unknown,14,0.14285714285714285,-2.134514285714286,-29.8832
buyback_8k_recent_long,regime_flip,unknown,14,0.35714285714285715,-3.118521428571429,-43.6593
buyback_8k_recent_long,reverse_signal,unknown,14,0.2857142857142857,-1.1059357142857142,-15.483099999999999
buyback_8k_recent_long,smc_mitigation_zone,unknown,14,0.2857142857142857,-1.0953785714285715,-15.3353
buyback_8k_recent_long,time_stop_10d,unknown,14,0.35714285714285715,-2.9487428571428573,-41.2824
buyback_8k_recent_long,time_stop_20d,unknown,14,0.35714285714285715,-3.118521428571429,-43.6593
buyback_8k_recent_long,trailing_10pct,unknown,14,0.14285714285714285,-5.472757142857143,-76.6186
buyback_8k_recent_long,trailing_15pct,unknown,14,0.35714285714285715,0.30808571428571463,4.313200000000005
buyback_8k_recent_long,trailing_5pct,unknown,14,0.2857142857142857,-1.2017214285714286,-16.8241
cpr_narrow_bullish,atr_trail_1x,unknown,17,0.23529411764705882,-0.4372294117647058,-7.432899999999999
cpr_narrow_bullish,atr_trail_2x,unknown,17,0.29411764705882354,-0.17737647058823544,-3.0154000000000023
cpr_narrow_bullish,atr_trail_mae_conditional,unknown,17,0.23529411764705882,-0.4372294117647058,-7.432899999999999
cpr_narrow_bullish,atr_trail_vix_conditional,unknown,17,0.17647058823529413,-0.8548470588235294,-14.532399999999999
cpr_narrow_bullish,break_even_at_1r,unknown,17,0.058823529411764705,-0.5213117647058824,-8.8623
cpr_narrow_bullish,breakeven_plus_trail,unknown,17,0.11764705882352941,-0.5973411764705883,-10.1548
cpr_narrow_bullish,chandelier_3x,unknown,17,0.29411764705882354,-0.09804705882352935,-1.666799999999999
cpr_narrow_bullish,class_time_stop,unknown,17,0.5882352941176471,2.5227529411764706,42.8868
cpr_narrow_bullish,earnings_blackout,unknown,17,0.6470588235294118,26.98779411764706,458.7925
cpr_narrow_bullish,fixed_4r_2r,unknown,17,0.29411764705882354,-0.8680470588235295,-14.756800000000002
cpr_narrow_bullish,hybrid_50pct_target,unknown,17,0.7058823529411765,2.471611764705882,42.017399999999995
cpr_narrow_bullish,ma_exit_ema9,unknown,17,0.17647058823529413,0.47246470588235295,8.0319
cpr_narrow_bullish,mfe_lockin_trail,unknown,17,0.23529411764705882,-0.7238882352941177,-12.3061
cpr_narrow_bullish,multi_tier_partial,unknown,17,0.29411764705882354,-0.4610411764705883,-7.837700000000001
cpr_narrow_bullish,next_pivot_target,unknown,17,0.7647058823529411,-0.17046470588235288,-2.897899999999999
cpr_narrow_bullish,r_multiple_2r,unknown,17,0.29411764705882354,-0.23672352941176483,-4.024300000000002
cpr_narrow_bullish,r_multiple_3r,unknown,17,0.17647058823529413,-0.7513823529411765,-12.7735
cpr_narrow_bullish,regime_flip,unknown,17,0.5294117647058824,1.3395823529411766,22.7729
cpr_narrow_bullish,reverse_signal,unknown,17,0.23529411764705882,-0.4372294117647058,-7.432899999999999
cpr_narrow_bullish,smc_mitigation_zone,unknown,17,0.23529411764705882,-0.4168647058823529,-7.0866999999999996
cpr_narrow_bullish,time_stop_10d,unknown,17,0.29411764705882354,-0.8293117647058823,-14.098299999999998
cpr_narrow_bullish,time_stop_20d,unknown,17,0.5294117647058824,1.3395823529411766,22.7729
cpr_narrow_bullish,trailing_10pct,unknown,17,0.23529411764705882,-1.7642117647058821,-29.9916
cpr_narrow_bullish,trailing_15pct,unknown,17,0.35294117647058826,0.4136117647058822,7.031399999999997
cpr_narrow_bullish,trailing_5pct,unknown,17,0.23529411764705882,-0.9080705882352941,-15.437199999999999
monthly_bias_momentum_long,atr_trail_1x,unknown,24,0.2916666666666667,-1.0331333333333335,-24.7952
monthly_bias_momentum_long,atr_trail_2x,unknown,24,0.25,-0.693925,-16.6542
monthly_bias_momentum_long,atr_trail_mae_conditional,unknown,24,0.2916666666666667,-1.0331333333333335,-24.7952
monthly_bias_momentum_long,atr_trail_vix_conditional,unknown,24,0.16666666666666666,-1.3692916666666666,-32.863
monthly_bias_momentum_long,break_even_at_1r,unknown,24,0.08333333333333333,-0.5879041666666667,-14.1097
monthly_bias_momentum_long,breakeven_plus_trail,unknown,24,0.125,-0.06141249999999998,-1.4738999999999995
monthly_bias_momentum_long,chandelier_3x,unknown,24,0.2916666666666667,-0.636975,-15.287399999999998
monthly_bias_momentum_long,class_time_stop,unknown,24,0.4583333333333333,0.44776666666666665,10.7464
monthly_bias_momentum_long,earnings_blackout,unknown,24,0.9166666666666666,42.491733333333336,1019.8016
monthly_bias_momentum_long,fixed_4r_2r,unknown,24,0.2916666666666667,-1.3645125,-32.7483
monthly_bias_momentum_long,hybrid_50pct_target,unknown,24,0.7083333333333334,2.0385541666666667,48.9253
monthly_bias_momentum_long,ma_exit_ema9,unknown,24,0.2916666666666667,-1.2430833333333333,-29.834
monthly_bias_momentum_long,mfe_lockin_trail,unknown,24,0.2916666666666667,-0.98575,-23.658
monthly_bias_momentum_long,multi_tier_partial,unknown,24,0.4166666666666667,-0.8157791666666667,-19.5787
monthly_bias_momentum_long,next_pivot_target,unknown,24,0.75,-0.09930416666666668,-2.3833
monthly_bias_momentum_long,r_multiple_2r,unknown,24,0.16666666666666666,-1.35375,-32.49
monthly_bias_momentum_long,r_multiple_3r,unknown,24,0.16666666666666666,-0.9980333333333333,-23.9528
monthly_bias_momentum_long,regime_flip,unknown,24,0.5833333333333334,0.12750833333333336,3.060200000000001
monthly_bias_momentum_long,reverse_signal,unknown,24,0.2916666666666667,-1.0331333333333335,-24.7952
monthly_bias_momentum_long,smc_mitigation_zone,unknown,24,0.3333333333333333,-0.7315083333333333,-17.5562
monthly_bias_momentum_long,time_stop_10d,unknown,24,0.25,-1.5319125,-36.7659
monthly_bias_momentum_long,time_stop_20d,unknown,24,0.5833333333333334,0.12750833333333336,3.060200000000001
monthly_bias_momentum_long,trailing_10pct,unknown,24,0.5833333333333334,5.4809875,131.5437
monthly_bias_momentum_long,trailing_15pct,unknown,24,0.7083333333333334,9.596754166666667,230.3221
monthly_bias_momentum_long,trailing_5pct,unknown,24,0.375,-0.6523583333333333,-15.656599999999997
po3_bullish,atr_trail_1x,unknown,12,0.3333333333333333,0.05929166666666671,0.7115000000000005
po3_bullish,atr_trail_2x,unknown,12,0.5,0.6832666666666665,8.199199999999998
po3_bullish,atr_trail_mae_conditional,unknown,12,0.3333333333333333,0.05929166666666671,0.7115000000000005
po3_bullish,atr_trail_vix_conditional,unknown,12,0.4166666666666667,-0.1341833333333333,-1.6101999999999996
po3_bullish,break_even_at_1r,unknown,12,0.0,-1.0031666666666668,-12.038
po3_bullish,breakeven_plus_trail,unknown,12,0.0,-1.4744083333333335,-17.6929
po3_bullish,chandelier_3x,unknown,12,0.5,0.19069166666666662,2.2882999999999996
po3_bullish,class_time_stop,unknown,12,0.6666666666666666,0.8984,10.7808
po3_bullish,earnings_blackout,unknown,12,0.5,3.9394250000000004,47.27310000000001
po3_bullish,fixed_4r_2r,unknown,12,0.5,2.161208333333333,25.9345
po3_bullish,hybrid_50pct_target,unknown,12,0.8333333333333334,1.2146416666666668,14.575700000000001
po3_bullish,ma_exit_ema9,unknown,12,0.3333333333333333,-0.013124999999999942,-0.1574999999999993
po3_bullish,mfe_lockin_trail,unknown,12,0.3333333333333333,-0.06769999999999994,-0.8123999999999993
po3_bullish,multi_tier_partial,unknown,12,0.5,0.06204166666666666,0.7444999999999999
po3_bullish,next_pivot_target,unknown,12,0.9166666666666666,0.5705916666666667,6.8471
po3_bullish,r_multiple_2r,unknown,12,0.5,0.8108,9.7296
po3_bullish,r_multiple_3r,unknown,12,0.4166666666666667,0.8689750000000002,10.427700000000002
po3_bullish,regime_flip,unknown,12,0.5833333333333334,0.7030333333333333,8.436399999999999
po3_bullish,reverse_signal,unknown,12,0.3333333333333333,0.05929166666666671,0.7115000000000005
po3_bullish,smc_mitigation_zone,unknown,12,0.3333333333333333,0.11504166666666671,1.3805000000000005
po3_bullish,time_stop_10d,unknown,12,0.5833333333333334,-0.5960416666666667,-7.1525
po3_bullish,time_stop_20d,unknown,12,0.5833333333333334,0.7030333333333333,8.436399999999999
po3_bullish,trailing_10pct,unknown,12,0.3333333333333333,1.8066249999999997,21.679499999999997
po3_bullish,trailing_15pct,unknown,12,0.25,-0.5746416666666663,-6.895699999999995
po3_bullish,trailing_5pct,unknown,12,0.5833333333333334,-0.47138333333333327,-5.656599999999999
smc_inverse_fvg,atr_trail_1x,unknown,102,0.27450980392156865,-1.034486274509804,-105.5176
smc_inverse_fvg,atr_trail_2x,unknown,102,0.2647058823529412,-1.9763872549019608,-201.5915
smc_inverse_fvg,atr_trail_mae_conditional,unknown,102,0.27450980392156865,-1.034486274509804,-105.5176
smc_inverse_fvg,atr_trail_vix_conditional,unknown,102,0.19607843137254902,-1.628643137254902,-166.1216
smc_inverse_fvg,break_even_at_1r,unknown,102,0.058823529411764705,-1.19468431372549,-121.8578
smc_inverse_fvg,breakeven_plus_trail,unknown,102,0.14705882352941177,-1.0242725490196078,-104.4758
smc_inverse_fvg,chandelier_3x,unknown,102,0.23529411764705882,-2.3415882352941173,-238.84199999999998
smc_inverse_fvg,class_time_stop,unknown,102,0.49019607843137253,-0.6401735294117648,-65.2977
smc_inverse_fvg,earnings_blackout,unknown,102,0.37254901960784315,-28.17626568627451,-2873.9791
smc_inverse_fvg,fixed_4r_2r,unknown,102,0.21568627450980393,-2.361448039215686,-240.86769999999999
smc_inverse_fvg,hybrid_50pct_target,unknown,102,0.6372549019607843,-11.512025490196079,-1174.2266
smc_inverse_fvg,ma_exit_ema9,unknown,102,0.3431372549019608,-1.4528480392156864,-148.19050000000001
smc_inverse_fvg,mfe_lockin_trail,unknown,102,0.27450980392156865,-0.9808960784313726,-100.0514
smc_inverse_fvg,multi_tier_partial,unknown,102,0.39215686274509803,-0.6219058823529412,-63.434400000000004
smc_inverse_fvg,next_pivot_target,unknown,102,0.7156862745098039,-0.2984107843137254,-30.437899999999996
smc_inverse_fvg,r_multiple_2r,unknown,102,0.29411764705882354,-0.6255725490196079,-63.808400000000006
smc_inverse_fvg,r_multiple_3r,unknown,102,0.16666666666666666,-1.0199715686274509,-104.0371
smc_inverse_fvg,regime_flip,unknown,102,0.45098039215686275,-1.8093754901960784,-184.5563
smc_inverse_fvg,reverse_signal,unknown,102,0.27450980392156865,-1.034486274509804,-105.5176
smc_inverse_fvg,smc_mitigation_zone,unknown,102,0.27450980392156865,-1.0184225490196077,-103.8791
smc_inverse_fvg,time_stop_10d,unknown,102,0.49019607843137253,-0.09493529411764708,-9.683400000000002
smc_inverse_fvg,time_stop_20d,unknown,102,0.45098039215686275,-1.8093754901960784,-184.5563
smc_inverse_fvg,trailing_10pct,unknown,102,0.22549019607843138,-2.3075549019607844,-235.3706
smc_inverse_fvg,trailing_15pct,unknown,102,0.30392156862745096,-2.9906499999999996,-305.0463
smc_inverse_fvg,trailing_5pct,unknown,102,0.29411764705882354,-1.0615705882352942,-108.2802
