strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
inside_bar_breakout,0.0,0.8,inf,0.4
prev_day_low_bounce,0.0,0.9,inf,0.2
prev_day_high_break,0.0,0.9,inf,0.2
orb_stocks_in_play_long,0.0,0.45,6.5702799999999995,0.2
ultimate_oscillator,0.0,0.45,3.1856500000000003,0.2
cmf_flip,0.0,0.45,0.6642,0.2
williams_r_oversold,0.0,0.38573999999999997,2.4789700000000003,0.2
xs_momentum_top_decile,0.0,0.31112000000000006,0.9587,0.4
monthly_bias_momentum_long,0.0,0.30000000000000004,1.4064,0.4
htf_aligned_breakout_long,0.0,0.26664,2.1486400000000003,0.4
hull_rsi,0.0,0.26664,1.8596800000000002,0.4
cpr_narrow_bullish,0.0,0.26469,0.6786,0.2
po3_bullish,0.0,0.225,0.4437,0.2
po3_htf_aligned_long,0.0,0.225,0.3936,0.2
supertrend_macd,0.0,0.2,0.0001,0.4
smc_inverse_fvg,0.0,0.15885,0.1723,0.2
buyback_8k_recent_long,0.0,0.12861,0.022,0.2
smc_fvg_retest_long,0.0,0.0,0.0,0.2
avwap_50_reclaim,0.0,0.0,0.0,0.2
pivot_r1_breakout,0.0,0.0,0.0,0.4
avwap_252_breakout,0.0,0.0,0.0,0.4
bollinger_tight,0.0,0.0,0.0,0.2
stochrsi_oversold,0.0,0.0,0.0,0.4
xs_momentum_bottom_decile_short,0.0,0.0,0.0,0.4
htf_aligned_breakout_short,0.0,0.0,0.0,0.4
