ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,exit_reason,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
HD,news_sentiment_long,2022-01-04,long,414.4475,multi_tier_partial,-1.9424,False,2,406.3974,2022-01-06,multi_tier_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,16.91,0.019423690576007818,q4_ge_10pct,q1_lt_2pct,no,no,no_data,high_gt_20,no,tue,86,unknown,no_data,ge_500M,unknown,no_data
TSLA,news_sentiment_long,2022-01-10,long,351.8979,multi_tier_partial,-1.1103,False,3,347.9908,2022-01-13,multi_tier_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1c,no,19.4,0.0617278477649341,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,80,unknown,no_data,ge_500M,unknown,no_data
HD,news_sentiment_long,2022-02-14,long,356.249,multi_tier_partial,-2.6047,False,2,346.9699,2022-02-16,multi_tier_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,28.33,0.026046669604686608,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,45,unknown,no_data,ge_500M,unknown,no_data
PG,news_sentiment_long,2022-01-04,long,163.5738,multi_tier_partial,-0.9568,False,3,162.0088,2022-01-07,multi_tier_trail_batch227b,neutral,Consumer Staples,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,16.91,0.013589584640082947,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,86,unknown,no_data,ge_500M,unknown,no_data
UNH,news_sentiment_long,2022-05-16,long,494.8779,multi_tier_partial,-2.7927,False,2,481.0572,2022-05-18,multi_tier_trail_batch227b,neutral,Health Care,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,27.47,0.027927494842667253,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,45,unknown,no_data,ge_500M,unknown,no_data
PFE,news_sentiment_long,2022-11-21,long,48.3947,multi_tier_partial,1.8068,True,9,49.2691,2022-11-30,multi_tier_1R_trail_batch227b,neutral,Health Care,HIGH,unknown,mid_15_25,long_ge_11d,win,T1a,no,22.36,0.02256445437206967,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,40,unknown,no_data,ge_500M,unknown,no_data
COST,news_sentiment_long,2023-04-24,long,511.5679,multi_tier_partial,-1.6443,False,1,503.1561,2023-04-25,multi_tier_trail_batch227b,neutral,Consumer Staples,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,16.89,0.01644317401463227,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,67,unknown,no_data,ge_500M,unknown,no_data
HD,news_sentiment_long,2022-01-04,long,414.4475,reverse_signal,-1.9424,False,2,406.3974,2022-01-06,atr_trailing_stop,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,16.91,0.019423690576007818,q4_ge_10pct,q1_lt_2pct,no,no,no_data,high_gt_20,no,tue,86,unknown,no_data,ge_500M,unknown,no_data
TSLA,news_sentiment_long,2022-01-10,long,351.8979,reverse_signal,-1.1103,False,3,347.9908,2022-01-13,atr_trailing_stop,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1c,no,19.4,0.0617278477649341,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,80,unknown,no_data,ge_500M,unknown,no_data
HD,news_sentiment_long,2022-02-14,long,356.249,reverse_signal,-2.6047,False,2,346.9699,2022-02-16,atr_trailing_stop,neutral,Consumer Discretionary,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,28.33,0.026046669604686608,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,45,unknown,no_data,ge_500M,unknown,no_data
PG,news_sentiment_long,2022-01-04,long,163.5738,reverse_signal,-0.9568,False,3,162.0088,2022-01-07,atr_trailing_stop,neutral,Consumer Staples,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,16.91,0.013589584640082947,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,tue,86,unknown,no_data,ge_500M,unknown,no_data
UNH,news_sentiment_long,2022-05-16,long,494.8779,reverse_signal,-2.7927,False,2,481.0572,2022-05-18,atr_trailing_stop,neutral,Health Care,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,27.47,0.027927494842667253,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,45,unknown,no_data,ge_500M,unknown,no_data
PFE,news_sentiment_long,2022-11-21,long,48.3947,reverse_signal,1.5819,True,9,49.1603,2022-11-30,atr_trailing_stop,neutral,Health Care,HIGH,unknown,mid_15_25,long_ge_11d,win,T1a,no,22.36,0.02256445437206967,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,40,unknown,no_data,ge_500M,unknown,no_data
