strategy,exit_method,regime_changed_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_50_reclaim,atr_trail_1x,no,7,0.42857142857142855,-0.5468000000000001,-3.8276000000000003
avwap_50_reclaim,atr_trail_2x,no,7,0.5714285714285714,-1.3620285714285718,-9.534200000000002
avwap_50_reclaim,atr_trail_mae_conditional,no,7,0.42857142857142855,-0.5468000000000001,-3.8276000000000003
avwap_50_reclaim,atr_trail_vix_conditional,no,7,0.42857142857142855,-0.31845714285714294,-2.2292000000000005
avwap_50_reclaim,break_even_at_1r,no,7,0.2857142857142857,-0.6728714285714287,-4.710100000000001
avwap_50_reclaim,breakeven_plus_trail,no,7,0.2857142857142857,-2.971414285714286,-20.7999
avwap_50_reclaim,chandelier_3x,no,7,0.5714285714285714,-3.044771428571429,-21.3134
avwap_50_reclaim,class_time_stop,no,7,0.5714285714285714,1.7545428571428567,12.281799999999997
avwap_50_reclaim,earnings_blackout,no,7,0.2857142857142857,-15.928828571428571,-111.5018
avwap_50_reclaim,fixed_4r_2r,no,7,0.42857142857142855,-1.3551285714285715,-9.4859
avwap_50_reclaim,hybrid_50pct_target,no,7,0.7142857142857143,-7.177528571428572,-50.2427
avwap_50_reclaim,ma_exit_ema9,no,7,0.5714285714285714,-1.6916999999999998,-11.841899999999999
avwap_50_reclaim,mfe_lockin_trail,no,7,0.42857142857142855,-0.06722857142857157,-0.470600000000001
avwap_50_reclaim,multi_tier_partial,no,7,0.42857142857142855,-0.6769285714285714,-4.7385
avwap_50_reclaim,next_pivot_target,no,7,0.5714285714285714,-4.493114285714286,-31.451800000000002
avwap_50_reclaim,r_multiple_2r,no,7,0.5714285714285714,0.5574714285714285,3.9022999999999994
avwap_50_reclaim,r_multiple_3r,no,7,0.5714285714285714,1.4071857142857145,9.8503
avwap_50_reclaim,regime_flip,no,7,0.5714285714285714,-0.9051428571428575,-6.336000000000002
avwap_50_reclaim,reverse_signal,no,7,0.42857142857142855,-0.5468000000000001,-3.8276000000000003
avwap_50_reclaim,smc_mitigation_zone,no,7,0.42857142857142855,-0.6886285714285715,-4.8204
avwap_50_reclaim,time_stop_10d,no,7,0.5714285714285714,-2.4218,-16.9526
avwap_50_reclaim,time_stop_20d,no,7,0.5714285714285714,-0.9051428571428575,-6.336000000000002
avwap_50_reclaim,trailing_10pct,no,7,0.2857142857142857,-2.995828571428571,-20.970799999999997
avwap_50_reclaim,trailing_15pct,no,7,0.14285714285714285,-2.749428571428571,-19.246
avwap_50_reclaim,trailing_5pct,no,7,0.42857142857142855,0.8121428571428572,5.6850000000000005
cpr_narrow_bullish,atr_trail_1x,no,5,0.2,0.05265999999999985,0.26329999999999926
cpr_narrow_bullish,atr_trail_2x,no,5,0.2,-1.2584000000000002,-6.292000000000001
cpr_narrow_bullish,atr_trail_mae_conditional,no,5,0.2,0.05265999999999985,0.26329999999999926
cpr_narrow_bullish,atr_trail_vix_conditional,no,5,0.2,-0.59856,-2.9928
cpr_narrow_bullish,break_even_at_1r,no,5,0.2,0.02189999999999994,0.10949999999999971
cpr_narrow_bullish,breakeven_plus_trail,no,5,0.2,0.30749999999999994,1.5374999999999996
cpr_narrow_bullish,chandelier_3x,no,5,0.0,-2.6875799999999996,-13.437899999999999
cpr_narrow_bullish,class_time_stop,no,5,0.4,-1.68462,-8.4231
cpr_narrow_bullish,earnings_blackout,no,5,0.4,6.673220000000001,33.3661
cpr_narrow_bullish,fixed_4r_2r,no,5,0.0,-8.31032,-41.5516
cpr_narrow_bullish,hybrid_50pct_target,no,5,0.6,-4.40122,-22.006100000000004
cpr_narrow_bullish,ma_exit_ema9,no,5,0.6,0.78786,3.9393
cpr_narrow_bullish,mfe_lockin_trail,no,5,0.2,0.28137999999999985,1.4068999999999994
cpr_narrow_bullish,multi_tier_partial,no,5,0.4,0.43767999999999996,2.1883999999999997
cpr_narrow_bullish,next_pivot_target,no,5,1.0,0.69522,3.4760999999999997
cpr_narrow_bullish,r_multiple_2r,no,5,0.2,-2.1060000000000003,-10.530000000000001
cpr_narrow_bullish,r_multiple_3r,no,5,0.0,-4.15514,-20.7757
cpr_narrow_bullish,regime_flip,no,5,0.2,-1.0608199999999999,-5.304099999999999
cpr_narrow_bullish,reverse_signal,no,5,0.2,0.05265999999999985,0.26329999999999926
cpr_narrow_bullish,smc_mitigation_zone,no,5,0.4,0.40413999999999983,2.0206999999999993
cpr_narrow_bullish,time_stop_10d,no,5,0.6,-1.07576,-5.3788
cpr_narrow_bullish,time_stop_20d,no,5,0.2,-1.0608199999999999,-5.304099999999999
cpr_narrow_bullish,trailing_10pct,no,5,0.2,-2.9073,-14.5365
cpr_narrow_bullish,trailing_15pct,no,5,0.4,5.024180000000001,25.120900000000006
cpr_narrow_bullish,trailing_5pct,no,5,0.2,-0.5723,-2.8615000000000004
cup_and_handle_long,atr_trail_1x,no,12,0.25,-0.6900666666666666,-8.2808
cup_and_handle_long,atr_trail_2x,no,12,0.25,-0.3386499999999999,-4.063799999999999
cup_and_handle_long,atr_trail_mae_conditional,no,12,0.25,-0.6900666666666666,-8.2808
cup_and_handle_long,atr_trail_vix_conditional,no,12,0.16666666666666666,-0.26710833333333334,-3.2053000000000003
cup_and_handle_long,break_even_at_1r,no,12,0.08333333333333333,-0.3199,-3.8388
cup_and_handle_long,breakeven_plus_trail,no,12,0.16666666666666666,-0.8548666666666667,-10.2584
cup_and_handle_long,chandelier_3x,no,12,0.3333333333333333,0.05074999999999996,0.6089999999999995
cup_and_handle_long,class_time_stop,no,12,0.6666666666666666,-0.17821666666666666,-2.1386
cup_and_handle_long,earnings_blackout,no,12,0.5,0.26790833333333347,3.2149000000000014
cup_and_handle_long,fixed_4r_2r,no,12,0.25,-1.2072916666666667,-14.487499999999999
cup_and_handle_long,hybrid_50pct_target,no,12,0.75,0.8427666666666668,10.1132
cup_and_handle_long,ma_exit_ema9,no,12,0.5833333333333334,0.6137916666666666,7.3655
cup_and_handle_long,mfe_lockin_trail,no,12,0.25,-0.6554083333333333,-7.8649
cup_and_handle_long,multi_tier_partial,no,12,0.4166666666666667,-0.3657000000000001,-4.388400000000001
cup_and_handle_long,next_pivot_target,no,12,0.75,0.38880833333333326,4.665699999999999
cup_and_handle_long,r_multiple_2r,no,12,0.4166666666666667,0.3408916666666666,4.090699999999999
cup_and_handle_long,r_multiple_3r,no,12,0.3333333333333333,0.44954999999999995,5.3946
cup_and_handle_long,regime_flip,no,12,0.5833333333333334,-0.8884666666666668,-10.661600000000002
cup_and_handle_long,reverse_signal,no,12,0.25,-0.6900666666666666,-8.2808
cup_and_handle_long,smc_mitigation_zone,no,12,0.25,-0.4624916666666667,-5.5499
cup_and_handle_long,time_stop_10d,no,12,0.5,-0.7484833333333335,-8.981800000000002
cup_and_handle_long,time_stop_20d,no,12,0.5833333333333334,-0.8884666666666668,-10.661600000000002
cup_and_handle_long,trailing_10pct,no,12,0.25,0.15682499999999996,1.8818999999999995
cup_and_handle_long,trailing_15pct,no,12,0.4166666666666667,-1.7644333333333335,-21.1732
cup_and_handle_long,trailing_5pct,no,12,0.3333333333333333,-1.0662666666666667,-12.7952
double_bottom_long,atr_trail_1x,no,12,0.25,-0.9084916666666666,-10.9019
double_bottom_long,atr_trail_2x,no,12,0.3333333333333333,-0.12525,-1.5030000000000001
double_bottom_long,atr_trail_mae_conditional,no,12,0.25,-0.9084916666666666,-10.9019
double_bottom_long,atr_trail_vix_conditional,no,12,0.16666666666666666,-1.5102666666666666,-18.1232
double_bottom_long,break_even_at_1r,no,12,0.08333333333333333,-0.50665,-6.0798000000000005
double_bottom_long,breakeven_plus_trail,no,12,0.25,0.7770583333333332,9.324699999999998
double_bottom_long,chandelier_3x,no,12,0.3333333333333333,1.5546583333333335,18.655900000000003
double_bottom_long,class_time_stop,no,12,0.6666666666666666,1.5664333333333333,18.7972
double_bottom_long,earnings_blackout,no,12,0.8333333333333334,18.938233333333333,227.25879999999998
double_bottom_long,fixed_4r_2r,no,12,0.3333333333333333,-1.1545250000000002,-13.854300000000002
double_bottom_long,hybrid_50pct_target,no,12,0.5,-1.2196083333333334,-14.6353
double_bottom_long,ma_exit_ema9,no,12,0.16666666666666666,0.2381666666666665,2.857999999999998
double_bottom_long,mfe_lockin_trail,no,12,0.25,-0.9084916666666666,-10.9019
double_bottom_long,multi_tier_partial,no,12,0.5,-0.5817916666666667,-6.9815000000000005
double_bottom_long,next_pivot_target,no,12,0.75,0.09859166666666662,1.1830999999999994
double_bottom_long,r_multiple_2r,no,12,0.25,-0.8881416666666667,-10.6577
double_bottom_long,r_multiple_3r,no,12,0.25,-0.4237583333333334,-5.085100000000001
double_bottom_long,regime_flip,no,12,0.5,2.195125,26.3415
double_bottom_long,reverse_signal,no,12,0.25,-0.9084916666666666,-10.9019
double_bottom_long,smc_mitigation_zone,no,12,0.25,-0.8634999999999998,-10.361999999999998
double_bottom_long,time_stop_10d,no,12,0.4166666666666667,-0.07792500000000015,-0.9351000000000017
double_bottom_long,time_stop_20d,no,12,0.5,2.195125,26.3415
double_bottom_long,trailing_10pct,no,12,0.3333333333333333,-0.8922583333333334,-10.7071
double_bottom_long,trailing_15pct,no,12,0.3333333333333333,-2.014466666666667,-24.1736
double_bottom_long,trailing_5pct,no,12,0.4166666666666667,1.0700166666666666,12.8402
halloween_seasonal_long,atr_trail_1x,no,7,0.2857142857142857,-0.3385714285714285,-2.3699999999999997
halloween_seasonal_long,atr_trail_2x,no,7,0.42857142857142855,4.3729,30.6103
halloween_seasonal_long,atr_trail_mae_conditional,no,7,0.2857142857142857,-0.3385714285714285,-2.3699999999999997
halloween_seasonal_long,atr_trail_vix_conditional,no,7,0.14285714285714285,-1.3472285714285714,-9.4306
halloween_seasonal_long,break_even_at_1r,no,7,0.2857142857142857,3.3085714285714287,23.16
halloween_seasonal_long,breakeven_plus_trail,no,7,0.42857142857142855,9.815057142857142,68.7054
halloween_seasonal_long,chandelier_3x,no,7,0.42857142857142855,29.39854285714286,205.7898
halloween_seasonal_long,class_time_stop,no,7,0.5714285714285714,10.887914285714286,76.2154
halloween_seasonal_long,earnings_blackout,no,7,0.7142857142857143,55.144642857142856,386.0125
halloween_seasonal_long,fixed_4r_2r,no,7,0.42857142857142855,5.535185714285714,38.7463
halloween_seasonal_long,hybrid_50pct_target,no,7,0.7142857142857143,6.894128571428572,48.258900000000004
halloween_seasonal_long,ma_exit_ema9,no,7,0.2857142857142857,3.9087428571428573,27.3612
halloween_seasonal_long,mfe_lockin_trail,no,7,0.2857142857142857,-0.2281714285714285,-1.5971999999999995
halloween_seasonal_long,multi_tier_partial,no,7,0.2857142857142857,0.1103428571428571,0.7723999999999998
halloween_seasonal_long,next_pivot_target,no,7,0.8571428571428571,2.026442857142857,14.185099999999998
halloween_seasonal_long,r_multiple_2r,no,7,0.2857142857142857,0.3094857142857142,2.1663999999999994
halloween_seasonal_long,r_multiple_3r,no,7,0.2857142857142857,4.1636428571428565,29.1455
halloween_seasonal_long,regime_flip,no,7,0.5714285714285714,3.6607428571428566,25.625199999999996
halloween_seasonal_long,reverse_signal,no,7,0.2857142857142857,-0.3385714285714285,-2.3699999999999997
