preliminary_tier,confidence_tier,trades,win_rate,upgraded,downgraded
HIGH,HIGH,96,0.3020833333333333,False,False
LOW,LOW,1,0.0,False,False
MEDIUM,MEDIUM,6,0.3333333333333333,False,False
MEDIUM_HIGH,MEDIUM_HIGH,6,0.16666666666666666,False,False
VERY_HIGH,VERY_HIGH,7,0.0,False,False
