exit_a,exit_b,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,a_total_pnl_pct,b_total_pnl_pct,edge,dominates,n_a,n_b
atr_trail_1x,atr_trail_2x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-18.5419,8.878699999999998,True,11,11
atr_trail_1x,atr_trail_mae_conditional,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.6632,0.0,False,11,11
atr_trail_1x,atr_trail_vix_conditional,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.5698,-0.09339999999999904,False,11,11
atr_trail_1x,break_even_at_1r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-10.1453,0.48210000000000086,True,11,11
atr_trail_1x,breakeven_plus_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-20.7908,11.127600000000001,True,11,11
atr_trail_1x,chandelier_3x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-20.7572,11.094000000000001,True,11,11
atr_trail_1x,class_time_stop,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-23.372,13.7088,True,11,11
atr_trail_1x,earnings_blackout,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,55.9637,-65.6269,False,11,11
atr_trail_1x,fixed_4r_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-33.9854,24.3222,True,11,11
atr_trail_1x,hybrid_50pct_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,18.933699999999998,-28.596899999999998,False,11,11
atr_trail_1x,ma_exit_ema9,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-5.877600000000001,-3.7855999999999987,False,11,11
atr_trail_1x,mfe_lockin_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.6632,0.0,False,11,11
atr_trail_1x,multi_tier_partial,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-7.4881,-2.1750999999999996,False,11,11
atr_trail_1x,next_pivot_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-6.1789000000000005,-3.4842999999999993,False,11,11
atr_trail_1x,r_multiple_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-6.4207,-3.2424999999999997,False,11,11
atr_trail_1x,r_multiple_3r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.7391,0.07590000000000074,True,11,11
atr_trail_1x,regime_flip,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-19.9883,10.325099999999999,True,11,11
atr_trail_1x,reverse_signal,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.6632,0.0,False,11,11
atr_trail_1x,smc_mitigation_zone,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.1403,-0.5228999999999999,False,11,11
atr_trail_1x,time_stop_10d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.3992,-0.26399999999999935,False,11,11
atr_trail_1x,time_stop_20d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-19.9883,10.325099999999999,True,11,11
atr_trail_1x,trailing_10pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,34.040400000000005,-43.70360000000001,False,11,11
atr_trail_1x,trailing_15pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,25.398399999999995,-35.0616,False,11,11
atr_trail_1x,trailing_5pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-39.7632,30.099999999999998,True,11,11
atr_trail_2x,atr_trail_mae_conditional,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.6632,-8.878699999999998,False,11,11
atr_trail_2x,atr_trail_vix_conditional,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.5698,-8.972099999999998,False,11,11
atr_trail_2x,break_even_at_1r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-10.1453,-8.396599999999998,False,11,11
atr_trail_2x,breakeven_plus_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-20.7908,2.2489000000000026,True,11,11
atr_trail_2x,chandelier_3x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-20.7572,2.2153000000000027,True,11,11
atr_trail_2x,class_time_stop,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-23.372,4.830100000000002,True,11,11
atr_trail_2x,earnings_blackout,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,55.9637,-74.5056,False,11,11
atr_trail_2x,fixed_4r_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-33.9854,15.4435,True,11,11
atr_trail_2x,hybrid_50pct_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,18.933699999999998,-37.4756,False,11,11
atr_trail_2x,ma_exit_ema9,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-5.877600000000001,-12.664299999999997,False,11,11
atr_trail_2x,mfe_lockin_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.6632,-8.878699999999998,False,11,11
atr_trail_2x,multi_tier_partial,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-7.4881,-11.053799999999999,False,11,11
atr_trail_2x,next_pivot_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-6.1789000000000005,-12.362999999999998,False,11,11
atr_trail_2x,r_multiple_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-6.4207,-12.121199999999998,False,11,11
atr_trail_2x,r_multiple_3r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.7391,-8.802799999999998,False,11,11
atr_trail_2x,regime_flip,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-19.9883,1.4464000000000006,True,11,11
atr_trail_2x,reverse_signal,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.6632,-8.878699999999998,False,11,11
atr_trail_2x,smc_mitigation_zone,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.1403,-9.401599999999998,False,11,11
atr_trail_2x,time_stop_10d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-9.3992,-9.142699999999998,False,11,11
atr_trail_2x,time_stop_20d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-19.9883,1.4464000000000006,True,11,11
atr_trail_2x,trailing_10pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,34.040400000000005,-52.582300000000004,False,11,11
atr_trail_2x,trailing_15pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,25.398399999999995,-43.94029999999999,False,11,11
atr_trail_2x,trailing_5pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-18.5419,-39.7632,21.2213,True,11,11
atr_trail_mae_conditional,atr_trail_vix_conditional,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.5698,-0.09339999999999904,False,11,11
atr_trail_mae_conditional,break_even_at_1r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-10.1453,0.48210000000000086,True,11,11
atr_trail_mae_conditional,breakeven_plus_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-20.7908,11.127600000000001,True,11,11
atr_trail_mae_conditional,chandelier_3x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-20.7572,11.094000000000001,True,11,11
atr_trail_mae_conditional,class_time_stop,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-23.372,13.7088,True,11,11
atr_trail_mae_conditional,earnings_blackout,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,55.9637,-65.6269,False,11,11
atr_trail_mae_conditional,fixed_4r_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-33.9854,24.3222,True,11,11
atr_trail_mae_conditional,hybrid_50pct_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,18.933699999999998,-28.596899999999998,False,11,11
atr_trail_mae_conditional,ma_exit_ema9,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-5.877600000000001,-3.7855999999999987,False,11,11
atr_trail_mae_conditional,mfe_lockin_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.6632,0.0,False,11,11
atr_trail_mae_conditional,multi_tier_partial,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-7.4881,-2.1750999999999996,False,11,11
atr_trail_mae_conditional,next_pivot_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-6.1789000000000005,-3.4842999999999993,False,11,11
atr_trail_mae_conditional,r_multiple_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-6.4207,-3.2424999999999997,False,11,11
atr_trail_mae_conditional,r_multiple_3r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.7391,0.07590000000000074,True,11,11
atr_trail_mae_conditional,regime_flip,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-19.9883,10.325099999999999,True,11,11
atr_trail_mae_conditional,reverse_signal,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.6632,0.0,False,11,11
atr_trail_mae_conditional,smc_mitigation_zone,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.1403,-0.5228999999999999,False,11,11
atr_trail_mae_conditional,time_stop_10d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-9.3992,-0.26399999999999935,False,11,11
atr_trail_mae_conditional,time_stop_20d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-19.9883,10.325099999999999,True,11,11
atr_trail_mae_conditional,trailing_10pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,34.040400000000005,-43.70360000000001,False,11,11
atr_trail_mae_conditional,trailing_15pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,25.398399999999995,-35.0616,False,11,11
atr_trail_mae_conditional,trailing_5pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.6632,-39.7632,30.099999999999998,True,11,11
atr_trail_vix_conditional,break_even_at_1r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-10.1453,0.5754999999999999,True,11,11
atr_trail_vix_conditional,breakeven_plus_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-20.7908,11.221,True,11,11
atr_trail_vix_conditional,chandelier_3x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-20.7572,11.1874,True,11,11
atr_trail_vix_conditional,class_time_stop,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-23.372,13.8022,True,11,11
atr_trail_vix_conditional,earnings_blackout,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,55.9637,-65.5335,False,11,11
atr_trail_vix_conditional,fixed_4r_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-33.9854,24.415599999999998,True,11,11
atr_trail_vix_conditional,hybrid_50pct_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,18.933699999999998,-28.5035,False,11,11
atr_trail_vix_conditional,ma_exit_ema9,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-5.877600000000001,-3.6921999999999997,False,11,11
atr_trail_vix_conditional,mfe_lockin_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-9.6632,0.09339999999999904,True,11,11
atr_trail_vix_conditional,multi_tier_partial,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-7.4881,-2.0817000000000005,False,11,11
atr_trail_vix_conditional,next_pivot_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-6.1789000000000005,-3.3909000000000002,False,11,11
atr_trail_vix_conditional,r_multiple_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-6.4207,-3.1491000000000007,False,11,11
atr_trail_vix_conditional,r_multiple_3r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-9.7391,0.16929999999999978,True,11,11
atr_trail_vix_conditional,regime_flip,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-19.9883,10.418499999999998,True,11,11
atr_trail_vix_conditional,reverse_signal,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-9.6632,0.09339999999999904,True,11,11
atr_trail_vix_conditional,smc_mitigation_zone,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-9.1403,-0.4295000000000009,False,11,11
atr_trail_vix_conditional,time_stop_10d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-9.3992,-0.1706000000000003,False,11,11
atr_trail_vix_conditional,time_stop_20d,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-19.9883,10.418499999999998,True,11,11
atr_trail_vix_conditional,trailing_10pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,34.040400000000005,-43.610200000000006,False,11,11
atr_trail_vix_conditional,trailing_15pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,25.398399999999995,-34.968199999999996,False,11,11
atr_trail_vix_conditional,trailing_5pct,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-9.5698,-39.7632,30.193399999999997,True,11,11
break_even_at_1r,breakeven_plus_trail,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-10.1453,-20.7908,10.6455,True,11,11
break_even_at_1r,chandelier_3x,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-10.1453,-20.7572,10.6119,True,11,11
break_even_at_1r,class_time_stop,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-10.1453,-23.372,13.2267,True,11,11
break_even_at_1r,earnings_blackout,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-10.1453,55.9637,-66.10900000000001,False,11,11
break_even_at_1r,fixed_4r_2r,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-10.1453,-33.9854,23.8401,True,11,11
break_even_at_1r,hybrid_50pct_target,neutral,Consumer Staples,unknown,mid_15_25,long_ge_11d,-10.1453,18.933699999999998,-29.079,False,11,11
