strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
avwap_252_breakout,0.0,0.8,inf,0.4
stochrsi_oversold,0.0,0.8,inf,0.4
cpr_narrow_momentum,0.0,0.8,inf,0.4
monthly_bias_momentum_long,0.0,0.8,inf,0.4
po3_bullish,0.0,0.9,inf,0.2
flag_bull_long,0.0,0.9,inf,0.2
po3_htf_aligned_short,0.0,0.45,0.6192,0.2
smc_choch_reversal,0.0,0.45,0.349,0.2
bollinger_lower,0.0,0.45,0.1004,0.2
halloween_seasonal_long,0.0,0.38573999999999997,2.65726,0.2
cmf_flip,0.0,0.29997,1.96759,0.2
double_bottom_long,0.0,0.29997,0.6505,0.2
bollinger_tight,0.0,0.29997,0.4694,0.2
poc_magnet_long,0.0,0.29997,0.3258,0.2
head_and_shoulders_bottom_long,0.0,0.29997,0.2635,0.2
ultimate_oscillator,0.0,0.29997,0.0523,0.2
po3_bearish,0.0,0.225,0.2966,0.2
cpr_narrow_bullish,0.0,0.18000000000000002,0.2869,0.2
hull_rsi,0.0,0.16000000000000003,0.0916,0.4
cup_and_handle_long,0.0,0.15003,0.1373,0.2
smc_bos_continuation,0.0,0.13842,0.04,0.2
avwap_50_reclaim,0.0,0.12861,0.2492,0.2
news_sentiment_long,0.0,0.12861,0.0103,0.2
rsi_oversold,0.0,0.0,0.0,0.4
totm_long,0.0,0.0,0.0,0.2
smc_liquidity_sweep_reversal,0.0,0.0,0.0,0.2
smc_order_block_bounce,0.0,0.0,0.0,0.2
williams_r_oversold,0.0,0.0,0.0,0.2
po3_htf_aligned_long,0.0,0.0,0.0,0.2
macd_fast_crossover,0.0,0.0,0.0,0.4
r1_break_retest,0.0,0.0,0.0,0.2
