strategy,exit_method,sector,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_50_reclaim,atr_trail_1x,Consumer Discretionary,7,0.0,-4.6156,-32.3092
avwap_50_reclaim,atr_trail_1x,Consumer Staples,3,0.6666666666666666,1.6786999999999999,5.036099999999999
avwap_50_reclaim,atr_trail_1x,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,atr_trail_1x,Health Care,6,0.3333333333333333,-0.7140333333333334,-4.2842
avwap_50_reclaim,atr_trail_1x,Information Technology,3,0.3333333333333333,-1.1004,-3.3012
avwap_50_reclaim,atr_trail_2x,Consumer Discretionary,7,0.2857142857142857,-7.1768857142857145,-50.2382
avwap_50_reclaim,atr_trail_2x,Consumer Staples,3,0.3333333333333333,0.6344000000000001,1.9032000000000002
avwap_50_reclaim,atr_trail_2x,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,atr_trail_2x,Health Care,6,0.6666666666666666,1.7251333333333332,10.3508
avwap_50_reclaim,atr_trail_2x,Information Technology,3,0.0,-3.9745333333333335,-11.9236
avwap_50_reclaim,atr_trail_mae_conditional,Consumer Discretionary,7,0.0,-4.6156,-32.3092
avwap_50_reclaim,atr_trail_mae_conditional,Consumer Staples,3,0.6666666666666666,1.6786999999999999,5.036099999999999
avwap_50_reclaim,atr_trail_mae_conditional,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,atr_trail_mae_conditional,Health Care,6,0.3333333333333333,-0.7140333333333334,-4.2842
avwap_50_reclaim,atr_trail_mae_conditional,Information Technology,3,0.3333333333333333,-1.1004,-3.3012
avwap_50_reclaim,atr_trail_vix_conditional,Consumer Discretionary,7,0.0,-4.154157142857143,-29.0791
avwap_50_reclaim,atr_trail_vix_conditional,Consumer Staples,3,0.6666666666666666,1.8124666666666667,5.4374
avwap_50_reclaim,atr_trail_vix_conditional,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,atr_trail_vix_conditional,Health Care,6,0.3333333333333333,-0.6572166666666666,-3.9432999999999994
avwap_50_reclaim,atr_trail_vix_conditional,Information Technology,3,0.3333333333333333,-0.5611666666666667,-1.6835
avwap_50_reclaim,break_even_at_1r,Consumer Discretionary,7,0.0,-5.064614285714286,-35.4523
avwap_50_reclaim,break_even_at_1r,Consumer Staples,3,0.3333333333333333,-0.4458333333333333,-1.3375
avwap_50_reclaim,break_even_at_1r,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,break_even_at_1r,Health Care,6,0.3333333333333333,1.0594666666666666,6.356799999999999
avwap_50_reclaim,break_even_at_1r,Information Technology,3,0.0,-1.8390333333333333,-5.5171
avwap_50_reclaim,breakeven_plus_trail,Consumer Discretionary,7,0.14285714285714285,-4.546842857142857,-31.8279
avwap_50_reclaim,breakeven_plus_trail,Consumer Staples,3,0.3333333333333333,-0.9808666666666667,-2.9426
avwap_50_reclaim,breakeven_plus_trail,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,breakeven_plus_trail,Health Care,6,0.5,1.8142166666666666,10.885299999999999
avwap_50_reclaim,breakeven_plus_trail,Information Technology,3,0.0,-3.6780666666666666,-11.0342
avwap_50_reclaim,chandelier_3x,Consumer Discretionary,7,0.14285714285714285,-8.377842857142857,-58.6449
avwap_50_reclaim,chandelier_3x,Consumer Staples,3,0.3333333333333333,0.05883333333333344,0.17650000000000032
avwap_50_reclaim,chandelier_3x,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,chandelier_3x,Health Care,6,0.8333333333333334,2.153683333333333,12.922099999999999
avwap_50_reclaim,chandelier_3x,Information Technology,3,0.0,-5.533366666666666,-16.600099999999998
avwap_50_reclaim,class_time_stop,Consumer Discretionary,7,0.2857142857142857,-22.75124285714286,-159.2587
avwap_50_reclaim,class_time_stop,Consumer Staples,3,0.6666666666666666,-1.2623333333333335,-3.7870000000000004
avwap_50_reclaim,class_time_stop,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,class_time_stop,Health Care,6,1.0,3.707433333333333,22.2446
avwap_50_reclaim,class_time_stop,Information Technology,3,0.0,-12.973033333333333,-38.9191
avwap_50_reclaim,earnings_blackout,Consumer Discretionary,7,0.0,-126.0230142857143,-882.1611
avwap_50_reclaim,earnings_blackout,Consumer Staples,3,0.3333333333333333,-9.517466666666666,-28.5524
avwap_50_reclaim,earnings_blackout,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,earnings_blackout,Health Care,6,1.0,11.498583333333334,68.9915
avwap_50_reclaim,earnings_blackout,Information Technology,3,0.0,-76.08746666666667,-228.2624
avwap_50_reclaim,fixed_4r_2r,Consumer Discretionary,7,0.14285714285714285,-8.352185714285714,-58.4653
avwap_50_reclaim,fixed_4r_2r,Consumer Staples,3,0.6666666666666666,1.1764666666666668,3.5294000000000003
avwap_50_reclaim,fixed_4r_2r,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,fixed_4r_2r,Health Care,6,0.5,0.5865833333333336,3.5195000000000016
avwap_50_reclaim,fixed_4r_2r,Information Technology,3,0.0,-5.577133333333333,-16.7314
avwap_50_reclaim,hybrid_50pct_target,Consumer Discretionary,7,0.42857142857142855,-82.8329,-579.8303
avwap_50_reclaim,hybrid_50pct_target,Consumer Staples,3,0.6666666666666666,-6.3040666666666665,-18.9122
avwap_50_reclaim,hybrid_50pct_target,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,hybrid_50pct_target,Health Care,6,1.0,3.9487833333333335,23.692700000000002
avwap_50_reclaim,hybrid_50pct_target,Information Technology,3,0.0,-76.08746666666667,-228.2624
avwap_50_reclaim,ma_exit_ema9,Consumer Discretionary,7,0.14285714285714285,-5.116514285714286,-35.815599999999996
avwap_50_reclaim,ma_exit_ema9,Consumer Staples,3,0.6666666666666666,1.5787000000000002,4.7361
avwap_50_reclaim,ma_exit_ema9,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,ma_exit_ema9,Health Care,6,0.6666666666666666,0.6116333333333334,3.6698
avwap_50_reclaim,ma_exit_ema9,Information Technology,3,0.0,-2.377333333333333,-7.132
avwap_50_reclaim,mfe_lockin_trail,Consumer Discretionary,7,0.0,-4.6156,-32.3092
avwap_50_reclaim,mfe_lockin_trail,Consumer Staples,3,0.6666666666666666,0.8255333333333335,2.4766000000000004
avwap_50_reclaim,mfe_lockin_trail,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,mfe_lockin_trail,Health Care,6,0.3333333333333333,-0.5239333333333333,-3.1435999999999997
avwap_50_reclaim,mfe_lockin_trail,Information Technology,3,0.3333333333333333,-1.1004,-3.3012
avwap_50_reclaim,multi_tier_partial,Consumer Discretionary,7,0.14285714285714285,-3.911342857142857,-27.3794
avwap_50_reclaim,multi_tier_partial,Consumer Staples,3,0.6666666666666666,1.1212333333333333,3.3636999999999997
avwap_50_reclaim,multi_tier_partial,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,multi_tier_partial,Health Care,6,0.5,-0.29585,-1.7751
avwap_50_reclaim,multi_tier_partial,Information Technology,3,0.3333333333333333,-0.8785666666666666,-2.6357
avwap_50_reclaim,next_pivot_target,Consumer Discretionary,7,0.2857142857142857,-8.266214285714286,-57.8635
avwap_50_reclaim,next_pivot_target,Consumer Staples,3,0.6666666666666666,-0.9599333333333333,-2.8798
avwap_50_reclaim,next_pivot_target,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,next_pivot_target,Health Care,6,1.0,1.4080166666666667,8.4481
avwap_50_reclaim,next_pivot_target,Information Technology,3,0.3333333333333333,-4.0841,-12.2523
avwap_50_reclaim,r_multiple_2r,Consumer Discretionary,7,0.14285714285714285,-5.0017571428571435,-35.0123
avwap_50_reclaim,r_multiple_2r,Consumer Staples,3,0.6666666666666666,1.3016666666666667,3.9050000000000002
avwap_50_reclaim,r_multiple_2r,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,r_multiple_2r,Health Care,6,0.5,1.442116666666667,8.652700000000001
avwap_50_reclaim,r_multiple_2r,Information Technology,3,0.0,-2.7885666666666666,-8.3657
avwap_50_reclaim,r_multiple_3r,Consumer Discretionary,7,0.14285714285714285,-4.7847,-33.4929
avwap_50_reclaim,r_multiple_3r,Consumer Staples,3,0.3333333333333333,0.09243333333333337,0.2773000000000001
avwap_50_reclaim,r_multiple_3r,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,r_multiple_3r,Health Care,6,0.5,0.9144500000000001,5.486700000000001
avwap_50_reclaim,r_multiple_3r,Information Technology,3,0.0,-2.7885666666666666,-8.3657
avwap_50_reclaim,regime_flip,Consumer Discretionary,7,0.2857142857142857,-22.03912857142857,-154.2739
avwap_50_reclaim,regime_flip,Consumer Staples,3,0.6666666666666666,0.7456333333333331,2.2368999999999994
avwap_50_reclaim,regime_flip,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,regime_flip,Health Care,6,1.0,3.1283,18.7698
avwap_50_reclaim,regime_flip,Information Technology,3,0.3333333333333333,-8.022466666666666,-24.0674
avwap_50_reclaim,reverse_signal,Consumer Discretionary,7,0.0,-4.6156,-32.3092
avwap_50_reclaim,reverse_signal,Consumer Staples,3,0.6666666666666666,1.6786999999999999,5.036099999999999
avwap_50_reclaim,reverse_signal,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,reverse_signal,Health Care,6,0.3333333333333333,-0.7140333333333334,-4.2842
avwap_50_reclaim,reverse_signal,Information Technology,3,0.3333333333333333,-1.1004,-3.3012
avwap_50_reclaim,smc_mitigation_zone,Consumer Discretionary,7,0.0,-3.8669857142857142,-27.0689
avwap_50_reclaim,smc_mitigation_zone,Consumer Staples,3,0.6666666666666666,1.6786999999999999,5.036099999999999
avwap_50_reclaim,smc_mitigation_zone,Energy,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,smc_mitigation_zone,Health Care,6,0.3333333333333333,-0.7140333333333334,-4.2842
avwap_50_reclaim,smc_mitigation_zone,Information Technology,3,0.3333333333333333,-1.1004,-3.3012
avwap_50_reclaim,time_stop_10d,Consumer Discretionary,7,0.2857142857142857,-9.238042857142856,-64.66629999999999
avwap_50_reclaim,time_stop_10d,Consumer Staples,3,0.3333333333333333,1.5955666666666664,4.786699999999999
avwap_50_reclaim,time_stop_10d,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,time_stop_10d,Health Care,6,0.6666666666666666,0.35434999999999994,2.1260999999999997
avwap_50_reclaim,time_stop_10d,Information Technology,3,0.0,-4.832133333333333,-14.4964
avwap_50_reclaim,time_stop_20d,Consumer Discretionary,7,0.2857142857142857,-22.03912857142857,-154.2739
avwap_50_reclaim,time_stop_20d,Consumer Staples,3,0.6666666666666666,0.7456333333333331,2.2368999999999994
avwap_50_reclaim,time_stop_20d,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,time_stop_20d,Health Care,6,1.0,3.1283,18.7698
avwap_50_reclaim,time_stop_20d,Information Technology,3,0.3333333333333333,-8.022466666666666,-24.0674
avwap_50_reclaim,trailing_10pct,Consumer Discretionary,7,0.0,-7.211399999999999,-50.4798
avwap_50_reclaim,trailing_10pct,Consumer Staples,3,0.6666666666666666,-2.543433333333333,-7.6303
avwap_50_reclaim,trailing_10pct,Energy,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,trailing_10pct,Health Care,6,0.6666666666666666,2.5465166666666668,15.2791
avwap_50_reclaim,trailing_10pct,Information Technology,3,0.0,-8.271933333333333,-24.8158
