strategy,exit_method,circuit_breaker_active_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
stochrsi_oversold,time_stop_10d,no_data,12,0.6666666666666666,0.5329416666666668,6.395300000000001
stochrsi_oversold,time_stop_20d,no_data,12,0.5833333333333334,-0.7790416666666665,-9.348499999999998
stochrsi_oversold,trailing_10pct,no_data,12,0.5,2.1689416666666665,26.0273
stochrsi_oversold,trailing_15pct,no_data,12,0.5833333333333334,3.004733333333333,36.056799999999996
stochrsi_oversold,trailing_5pct,no_data,12,0.5,-0.08843333333333332,-1.0612
totm_long,atr_trail_1x,no_data,27,0.2962962962962963,0.3500888888888889,9.4524
totm_long,atr_trail_2x,no_data,27,0.48148148148148145,5.309896296296296,143.3672
totm_long,atr_trail_mae_conditional,no_data,27,0.2962962962962963,0.3500888888888889,9.4524
totm_long,atr_trail_vix_conditional,no_data,27,0.2962962962962963,-0.2515037037037037,-6.790599999999999
totm_long,break_even_at_1r,no_data,27,0.18518518518518517,4.775296296296296,128.933
totm_long,breakeven_plus_trail,no_data,27,0.4444444444444444,12.404248148148147,334.9147
totm_long,chandelier_3x,no_data,27,0.3333333333333333,6.863118518518519,185.3042
totm_long,class_time_stop,no_data,27,0.6666666666666666,5.855,158.085
totm_long,earnings_blackout,no_data,27,0.7037037037037037,68.09159629629629,1838.4731
totm_long,fixed_4r_2r,no_data,27,0.5185185185185185,3.8014222222222225,102.6384
totm_long,hybrid_50pct_target,no_data,27,0.6666666666666666,6.747325925925925,182.1778
totm_long,ma_exit_ema9,no_data,27,0.4074074074074074,1.4070740740740741,37.991
totm_long,mfe_lockin_trail,no_data,27,0.2962962962962963,0.19584814814814813,5.2879
totm_long,multi_tier_partial,no_data,27,0.48148148148148145,0.21088888888888896,5.694000000000002
totm_long,next_pivot_target,no_data,27,0.7407407407407407,0.500737037037037,13.5199
totm_long,r_multiple_2r,no_data,27,0.37037037037037035,0.04315185185185189,1.1651000000000011
totm_long,r_multiple_3r,no_data,27,0.3333333333333333,0.8505481481481482,22.9648
totm_long,regime_flip,no_data,27,0.6296296296296297,4.273825925925926,115.3933
totm_long,reverse_signal,no_data,27,0.2962962962962963,0.3500888888888889,9.4524
totm_long,smc_mitigation_zone,no_data,27,0.2962962962962963,0.06018888888888886,1.6250999999999993
totm_long,time_stop_10d,no_data,27,0.7037037037037037,2.069240740740741,55.8695
totm_long,time_stop_20d,no_data,27,0.6296296296296297,4.273825925925926,115.3933
totm_long,trailing_10pct,no_data,27,0.5555555555555556,10.548555555555554,284.811
totm_long,trailing_15pct,no_data,27,0.5555555555555556,21.08418888888889,569.2731
totm_long,trailing_5pct,no_data,27,0.3333333333333333,1.7370148148148146,46.89939999999999
ultimate_oscillator,atr_trail_1x,no_data,14,0.14285714285714285,-1.05165,-14.7231
ultimate_oscillator,atr_trail_2x,no_data,14,0.14285714285714285,-1.8762071428571427,-26.2669
ultimate_oscillator,atr_trail_mae_conditional,no_data,14,0.14285714285714285,-1.05165,-14.7231
ultimate_oscillator,atr_trail_vix_conditional,no_data,14,0.21428571428571427,-0.9085785714285715,-12.7201
ultimate_oscillator,break_even_at_1r,no_data,14,0.07142857142857142,-1.090892857142857,-15.2725
ultimate_oscillator,breakeven_plus_trail,no_data,14,0.21428571428571427,0.6507714285714288,9.110800000000003
ultimate_oscillator,chandelier_3x,no_data,14,0.0,-0.47794285714285717,-6.6912
ultimate_oscillator,class_time_stop,no_data,14,0.35714285714285715,-1.0936357142857145,-15.310900000000002
ultimate_oscillator,earnings_blackout,no_data,14,0.2857142857142857,10.231471428571426,143.24059999999997
ultimate_oscillator,fixed_4r_2r,no_data,14,0.21428571428571427,0.001457142857143002,0.020400000000002028
ultimate_oscillator,hybrid_50pct_target,no_data,14,0.5714285714285714,0.6448857142857143,9.0284
ultimate_oscillator,ma_exit_ema9,no_data,14,0.42857142857142855,-0.07374999999999998,-1.0324999999999998
ultimate_oscillator,mfe_lockin_trail,no_data,14,0.14285714285714285,-0.9843142857142857,-13.7804
ultimate_oscillator,multi_tier_partial,no_data,14,0.35714285714285715,-0.4897571428571429,-6.8566
ultimate_oscillator,next_pivot_target,no_data,14,0.8571428571428571,1.3881714285714286,19.4344
ultimate_oscillator,r_multiple_2r,no_data,14,0.2857142857142857,-0.2651714285714286,-3.7124000000000006
ultimate_oscillator,r_multiple_3r,no_data,14,0.21428571428571427,-0.3615642857142857,-5.0619000000000005
ultimate_oscillator,regime_flip,no_data,14,0.2857142857142857,-1.1428571428571428,-16.0
ultimate_oscillator,reverse_signal,no_data,14,0.14285714285714285,-1.05165,-14.7231
ultimate_oscillator,smc_mitigation_zone,no_data,14,0.35714285714285715,-0.2375857142857143,-3.3262
ultimate_oscillator,time_stop_10d,no_data,14,0.5714285714285714,0.5372285714285714,7.521199999999999
ultimate_oscillator,time_stop_20d,no_data,14,0.2857142857142857,-1.1428571428571428,-16.0
ultimate_oscillator,trailing_10pct,no_data,14,0.21428571428571427,-1.7306857142857142,-24.229599999999998
ultimate_oscillator,trailing_15pct,no_data,14,0.2857142857142857,-0.3790785714285714,-5.307099999999999
ultimate_oscillator,trailing_5pct,no_data,14,0.14285714285714285,-1.4169857142857143,-19.8378
williams_r_oversold,atr_trail_1x,no_data,18,0.5555555555555556,1.4455222222222224,26.0194
williams_r_oversold,atr_trail_2x,no_data,18,0.6111111111111112,6.063811111111111,109.1486
williams_r_oversold,atr_trail_mae_conditional,no_data,18,0.5555555555555556,1.4455222222222224,26.0194
williams_r_oversold,atr_trail_vix_conditional,no_data,18,0.6111111111111112,2.633961111111111,47.411300000000004
williams_r_oversold,break_even_at_1r,no_data,18,0.2222222222222222,2.246522222222222,40.4374
williams_r_oversold,breakeven_plus_trail,no_data,18,0.4444444444444444,13.737505555555556,247.2751
williams_r_oversold,chandelier_3x,no_data,18,0.1111111111111111,-0.09967777777777778,-1.7942
williams_r_oversold,class_time_stop,no_data,18,0.6666666666666666,7.967822222222223,143.4208
williams_r_oversold,earnings_blackout,no_data,18,0.7222222222222222,24.09871111111111,433.7768
williams_r_oversold,fixed_4r_2r,no_data,18,0.6111111111111112,6.555905555555556,118.00630000000001
williams_r_oversold,hybrid_50pct_target,no_data,18,0.8888888888888888,6.625111111111111,119.252
williams_r_oversold,ma_exit_ema9,no_data,18,0.6666666666666666,0.38952777777777775,7.0115
williams_r_oversold,mfe_lockin_trail,no_data,18,0.5555555555555556,1.5910944444444444,28.639699999999998
williams_r_oversold,multi_tier_partial,no_data,18,0.6111111111111112,1.360088888888889,24.4816
williams_r_oversold,next_pivot_target,no_data,18,0.9444444444444444,2.4545666666666666,44.182199999999995
williams_r_oversold,r_multiple_2r,no_data,18,0.6666666666666666,3.1526111111111113,56.747
williams_r_oversold,r_multiple_3r,no_data,18,0.6111111111111112,4.548772222222222,81.8779
williams_r_oversold,regime_flip,no_data,18,0.6666666666666666,5.583283333333333,100.4991
williams_r_oversold,reverse_signal,no_data,18,0.5555555555555556,1.4455222222222224,26.0194
williams_r_oversold,smc_mitigation_zone,no_data,18,0.5555555555555556,0.14730555555555558,2.6515000000000004
williams_r_oversold,time_stop_10d,no_data,18,0.8888888888888888,4.80255,86.44590000000001
williams_r_oversold,time_stop_20d,no_data,18,0.6666666666666666,5.583283333333333,100.4991
williams_r_oversold,trailing_10pct,no_data,18,0.6666666666666666,6.280583333333333,113.0505
williams_r_oversold,trailing_15pct,no_data,18,0.6666666666666666,14.115038888888888,254.0707
williams_r_oversold,trailing_5pct,no_data,18,0.5555555555555556,4.296394444444444,77.3351
