strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
cmf_flip,0.0,0.9,inf,0.2
lead_lag_sector_rotation,0.0,0.9,inf,0.2
naked_poc_retest_long,0.0,0.675,42.19057,0.2
williams_r_oversold,0.0,0.60003,5.49586,0.2
head_and_shoulders_bottom_long,0.0,0.50004,2.84302,0.2
halloween_seasonal_long,0.0,0.46953000000000006,3.52135,0.2
po3_bullish,0.0,0.45,6.3676,0.2
xs_momentum_top_decile,0.0,0.4,2.37728,0.4
po3_htf_aligned_long,0.0,0.45,2.5383699999999996,0.2
poc_magnet_long,0.0,0.36000000000000004,9.46423,0.2
hull_rsi,0.0,0.32000000000000006,0.4388,0.4
cup_and_handle_long,0.0,0.34290000000000004,1.86391,0.2
totm_long,0.0,0.33336,2.1263500000000004,0.2
double_bottom_long,0.0,0.29997,1.70344,0.2
bollinger_tight,0.0,0.29997,0.9011,0.2
pivot_r1_breakout,0.0,0.26664,0.5481,0.4
monthly_bias_momentum_long,0.0,0.26664,0.3964,0.4
stochrsi_oversold,0.0,0.2,0.6119,0.4
avwap_50_reclaim,0.0,0.225,0.225,0.2
cpr_narrow_bullish,0.0,0.216,0.4964,0.2
cpr_narrow_momentum,0.0,0.16000000000000003,0.6633,0.4
ultimate_oscillator,0.0,0.12861,0.113,0.2
r1_break_retest,0.0,0.0,0.0,0.2
supertrend_macd,0.0,0.0,0.0,0.4
buyback_8k_recent_long,0.0,0.0,0.0,0.2
flag_bull_long,0.0,0.0,0.0,0.2
macd_fast_crossover,0.0,0.0,0.0,0.4
smc_inverse_fvg,0.0,0.0,0.0,0.2
prev_day_low_bounce,0.0,0.0,0.0,0.2
bollinger_lower,0.0,0.0,0.0,0.2
avwap_252_breakout,0.0,0.0,0.0,0.4
pre_holiday_long,0.0,0.0,0.0,0.2
