strategy,exit_method,vix_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_50_reclaim,atr_trail_1x,12.74,1,0.0,-2.1459,-2.1459
avwap_50_reclaim,atr_trail_1x,13.75,1,0.0,-2.0923,-2.0923
avwap_50_reclaim,atr_trail_1x,13.92,1,0.0,-0.6109,-0.6109
avwap_50_reclaim,atr_trail_1x,14.18,1,1.0,1.0644,1.0644
avwap_50_reclaim,atr_trail_1x,14.5,1,0.0,-1.937,-1.937
avwap_50_reclaim,atr_trail_1x,14.97,1,1.0,1.392,1.392
avwap_50_reclaim,atr_trail_1x,17.4,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,atr_trail_1x,17.54,1,1.0,5.2492,5.2492
avwap_50_reclaim,atr_trail_1x,17.61,2,0.0,-0.8365499999999999,-1.6730999999999998
avwap_50_reclaim,atr_trail_1x,18.21,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,atr_trail_1x,19.26,1,0.0,-2.7998,-2.7998
avwap_50_reclaim,atr_trail_1x,19.43,1,0.0,-1.7642,-1.7642
avwap_50_reclaim,atr_trail_1x,19.75,1,0.0,-8.8233,-8.8233
avwap_50_reclaim,atr_trail_1x,19.81,1,1.0,1.3552,1.3552
avwap_50_reclaim,atr_trail_1x,20.17,1,0.0,-1.6051,-1.6051
avwap_50_reclaim,atr_trail_1x,20.95,1,0.0,-1.3402,-1.3402
avwap_50_reclaim,atr_trail_1x,22.9,3,0.3333333333333333,-3.6701333333333337,-11.0104
avwap_50_reclaim,atr_trail_2x,12.74,1,0.0,-8.4908,-8.4908
avwap_50_reclaim,atr_trail_2x,13.75,1,0.0,-7.0821,-7.0821
avwap_50_reclaim,atr_trail_2x,13.92,1,1.0,1.747,1.747
avwap_50_reclaim,atr_trail_2x,14.18,1,1.0,2.4871,2.4871
avwap_50_reclaim,atr_trail_2x,14.5,1,0.0,-3.881,-3.881
avwap_50_reclaim,atr_trail_2x,14.97,1,0.0,-0.1358,-0.1358
