strategy,point_sharpe,ci_low,ci_high,n_trades,method
avwap_252_breakout,-32.24841078362747,,,3,insufficient_sample
avwap_50_reclaim,-9.712762873617567,,,20,insufficient_sample
bollinger_lower,-9.054664043778846,,,4,insufficient_sample
bollinger_tight,-0.6460151433902033,,,3,insufficient_sample
buyback_8k_recent_long,-18.338273690541357,,,3,insufficient_sample
cmf_flip,0.0,,,1,insufficient_sample
cpr_narrow_bullish,-4.777224354080585,,,25,insufficient_sample
cpr_narrow_momentum,-2.468374676456419,,,5,insufficient_sample
cup_and_handle_long,3.5559058189341775,,,21,insufficient_sample
double_bottom_long,3.185671158313252,,,21,insufficient_sample
flag_bull_long,-14.707509110743601,,,2,insufficient_sample
halloween_seasonal_long,6.338000585260903,,,23,insufficient_sample
head_and_shoulders_bottom_long,6.600939351288596,,,9,insufficient_sample
hull_rsi,-4.948146067527198,,,5,insufficient_sample
lead_lag_sector_rotation,150.95495888229505,,,2,insufficient_sample
macd_fast_crossover,-29.313312659861875,,,6,insufficient_sample
monthly_bias_momentum_long,-6.2037368709233975,,,12,insufficient_sample
naked_poc_retest_long,18.252915655655116,,,4,insufficient_sample
pivot_r1_breakout,-3.7700332403607804,,,3,insufficient_sample
po3_bullish,8.40603323176256,,,2,insufficient_sample
po3_htf_aligned_long,5.172558739774589,,,2,insufficient_sample
poc_magnet_long,9.833681709081015,,,5,insufficient_sample
pre_holiday_long,0.0,,,1,insufficient_sample
prev_day_low_bounce,0.0,,,1,insufficient_sample
r1_break_retest,0.0,,,1,insufficient_sample
smc_inverse_fvg,-16.820611822443627,,,2,insufficient_sample
stochrsi_oversold,-2.884788040484025,,,12,insufficient_sample
supertrend_macd,0.0,,,1,insufficient_sample
totm_long,3.3987187557343033,,,27,insufficient_sample
ultimate_oscillator,-11.917575894716304,,,14,insufficient_sample
williams_r_oversold,8.446797299392136,,,18,insufficient_sample
xs_momentum_top_decile,5.192688895306384,,,2,insufficient_sample
