strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
cmf_flip,Consumer Staples,low_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,1.6783,999.0,1.6783,0.0,0.0,1.6783,,0.0,999.0,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.8924,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",60.0,1.6783,1.6783,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
lead_lag_sector_rotation,Consumer Staples,low_volatility,2L/0S,2,1.0,0.3424,1.0,True,inf,36.572,999.0,36.572,0.0,0.0,73.144,9.509,42.692,999.0,,,insufficient_sample,100,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,9.509,9.496,9.483,9.457,0.3547,2,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",283.5,39.2915,33.8525,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_34.2pct_may_be_random']",rotation,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
naked_poc_retest_long,Financials,medium_volatility,4L/0S,4,0.75,0.3006,0.9544,True,46.7673,9.4531,15.5891,12.8795,-0.8262,0.0,37.8123,2.562,12.706,25.496,,,insufficient_sample,100,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,2.562,2.549,2.535,2.508,0.1267,3,False,ok,0.0,"{'full_kelly_pct': 73.4, 'quarter_kelly_pct': 18.35, 'note': 'tier_may_be_undersizing'}",50.8,18.1911,-0.8262,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_75.0pct_exceeds_audit_threshold', 'profit_factor_46.77_exceeds_audit_threshold', 'ci_lower_30.1pct_may_be_random']",volume_profile,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_r_oversold,Consumer Discretionary,medium_volatility,18L/0S,18,0.6667,0.4375,0.8372,True,5.9954,4.0007,2.9977,7.2024,-2.4027,-8.5946,72.0133,1.48,14.943,3.161,,,insufficient_sample,300,False,72.22,16.67,5.56,50.0,0.6154,0.8,-0.1846,ok,,,,insufficient_sample,,,,insufficient_sample,1.48,1.462,1.443,1.406,0.5007,12,True,ok,3.603,"{'full_kelly_pct': 55.55, 'quarter_kelly_pct': 13.89, 'note': 'tier_may_be_undersizing'}",32.6,25.5181,-8.5946,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_66.7pct_exceeds_audit_threshold', 'profit_factor_6.00_exceeds_audit_threshold', 'ci_lower_43.8pct_may_be_random']",momentum,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
head_and_shoulders_bottom_long,Consumer Discretionary,medium_volatility,9L/0S,9,0.5556,0.2666,0.8112,True,3.0478,3.8658,2.4382,10.3565,-4.2475,-16.0877,34.7924,0.906,15.033,2.569,,,insufficient_sample,100,False,66.67,0.0,11.11,55.56,0.3333,1.0,-0.6667,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.906,0.894,0.882,0.859,0.3709,5,False,ok,1.14,"{'full_kelly_pct': 37.33, 'quarter_kelly_pct': 9.33, 'note': 'tier_may_be_undersizing'}",53.1,18.6202,-8.7298,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_3.05_exceeds_audit_threshold', 'ci_lower_26.7pct_may_be_random']",chart_pattern,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
halloween_seasonal_long,Information Technology,high_volatility,23L/0S,23,0.5217,0.3296,0.7076,True,3.8015,7.8757,3.4847,20.4832,-5.8781,-23.0468,181.1401,0.728,12.741,2.982,,,insufficient_sample,60,False,65.22,26.09,30.43,8.7,0.4667,0.625,-0.1583,ok,-0.4718,0.8974,False,non_stationary_edge_may_erode,4.5853,0.0237,True,structural_break_detected,0.728,0.723,0.718,0.709,0.4839,12,False,ok,1.135,"{'full_kelly_pct': 38.45, 'quarter_kelly_pct': 9.61, 'note': 'tier_may_be_undersizing'}",75.9,60.8307,-11.8103,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_3.80_exceeds_audit_threshold', 'ci_lower_33.0pct_may_be_random']",calendar,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_bullish,Information Technology,high_volatility,2L/0S,2,0.5,0.0945,0.9055,True,6.964,3.4267,6.964,8.0025,-1.1491,0.0,6.8533,1.183,15.816,6.661,,,insufficient_sample,100,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.183,1.166,1.148,1.114,0.0565,1,False,ok,0.0,"{'full_kelly_pct': 42.82, 'quarter_kelly_pct': 10.71, 'note': 'tier_may_be_undersizing'}",50.5,8.0025,-1.1491,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_6.96_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",po3,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
xs_momentum_top_decile,Communication Services,high_volatility,2L/0S,2,0.5,0.0945,0.9055,True,2.7216,0.5282,2.7216,1.67,-0.6136,0.0,1.0564,1.413,6.083,3.719,,,insufficient_sample,100,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.413,1.279,1.146,0.878,0.7612,1,True,ok,0.0,"{'full_kelly_pct': 31.63, 'quarter_kelly_pct': 7.91, 'note': 'reasonable'}",13.5,1.67,-0.6136,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.72_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",factor,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_htf_aligned_long,Consumer Discretionary,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,2.7093,8.1157,2.7093,25.7276,-9.4962,0.0,16.2314,1.408,7.848,3.692,,,insufficient_sample,100,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.408,1.399,1.39,1.373,0.4282,1,False,ok,0.0,"{'full_kelly_pct': 31.54, 'quarter_kelly_pct': 7.89, 'note': 'reasonable'}",13.5,25.7276,-9.4962,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.71_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",po3,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
poc_magnet_long,Financials,medium_volatility,5L/0S,5,0.4,0.1176,0.7693,True,10.4047,1.8671,15.6071,5.164,-0.3309,-0.4728,9.3353,1.967,17.437,25.892,,,insufficient_sample,100,False,20.0,0.0,20.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,1.967,1.914,1.861,1.756,0.3635,2,False,ok,39.805,"{'full_kelly_pct': 36.16, 'quarter_kelly_pct': 9.04, 'note': 'tier_may_be_undersizing'}",25.0,5.1652,-0.5195,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_10.40_exceeds_audit_threshold', 'ci_lower_11.8pct_may_be_random']",volume_profile,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
