strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,earnings_blackout,35,0.6286,14.3339,142.857,4999.9949,-95.6896,982.2,55.14,True
cpr_narrow_bullish,earnings_blackout,78,0.6282,2.7995,34.1476,2663.516,-344.2041,868.4,55.13,True
stochrsi_oversold,next_pivot_target,29,0.8276,1.9254,1.7179,49.8191,-22.5855,11.6,60.87,True
bollinger_lower,earnings_blackout,25,0.76,11.3297,120.4717,3011.792,-152.3732,897.6,60.4,True
macd_crossover,next_pivot_target,8,0.875,6.4821,3.0228,24.1828,-4.4112,10.8,88.38,True
cmf_flip,earnings_blackout,5,1.0,999.0,52.7027,263.5133,0.0,1335.4,100.0,True
williams_r_oversold,regime_flip,11,0.8182,34.2203,8.373,92.1034,-2.5285,28.8,88.94,True
pivot_r1_breakout,earnings_blackout,17,0.5882,2.7387,24.2581,412.3884,-85.9125,670.4,53.53,True
hull_rsi,next_pivot_target,11,0.9091,16.7669,9.7247,106.9718,-6.7846,112.0,86.19,True
pivot_r2_continuation,r_multiple_2r,5,0.6,6.002,3.3003,16.5017,-1.7712,3.2,81.34,True
