tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
VERY_HIGH,1,1.0,6.7914,inf,6.7914,HIGH
HIGH,240,0.3042,-1.8323,0.6665,-439.7445,MEDIUM
