date,bullish,neutral,bearish,bull_bear_spread
2021-03-18,0.489437,0.274648,0.235915,0.253522
2021-03-25,0.509494,0.28481,0.205696,0.303798
2021-04-01,0.458333,0.309524,0.232143,0.22619
2021-04-08,0.569079,0.226974,0.203947,0.365132
2021-04-15,0.538206,0.215947,0.245847,0.2923589999999999
2021-04-22,0.526814,0.268139,0.205047,0.321767
2021-04-29,0.425676,0.317568,0.256757,0.16891899999999999
2021-05-06,0.443137,0.32549,0.231373,0.211764
2021-05-13,0.365188,0.365188,0.269625,0.09556300000000001
2021-05-20,0.370253,0.367089,0.262658,0.107595
2021-05-27,0.364286,0.371429,0.264286,0.09999999999999998
2021-06-03,0.440729,0.361702,0.197568,0.243161
2021-06-10,0.402256,0.390977,0.206767,0.195489
2021-06-17,0.411215,0.327103,0.261682,0.14953299999999997
2021-06-24,0.404167,0.3625,0.233333,0.17083399999999999
2021-07-01,0.486486,0.291892,0.221622,0.264864
2021-07-08,0.401961,0.352941,0.245098,0.156863
2021-07-15,0.361702,0.370213,0.268085,0.093617
2021-07-22,0.306452,0.387097,0.306452,0.0
2021-07-29,0.361607,0.397321,0.241071,0.120536
2021-08-05,0.360656,0.322404,0.31694,0.04371599999999998
2021-08-12,0.369748,0.315126,0.315126,0.054622000000000004
2021-08-19,0.331731,0.317308,0.350962,-0.019230999999999998
2021-08-26,0.395604,0.274725,0.32967,0.06593399999999999
2021-09-02,0.434343,0.232323,0.333333,0.10100999999999999
2021-09-09,0.388889,0.338889,0.272222,0.11666699999999997
2021-09-16,0.22449,0.382653,0.392857,-0.16836700000000002
2021-09-23,0.298969,0.309278,0.391753,-0.09278400000000003
2021-09-30,0.281437,0.311377,0.407186,-0.125749
2021-10-07,0.254717,0.377358,0.367925,-0.11320799999999998
2021-10-14,0.379147,0.303318,0.317536,0.06161100000000003
2021-10-21,0.4689,0.253589,0.277512,0.191388
2021-10-27,0.398268,0.307359,0.294372,0.10389599999999999
2021-11-04,0.415,0.325,0.26,0.15499999999999997
2021-11-11,0.48,0.28,0.24,0.24
2021-11-18,0.388393,0.339286,0.272321,0.11607200000000001
2021-11-24,0.338095,0.304762,0.357143,-0.01904800000000001
2021-12-02,0.266667,0.309524,0.42381,-0.15714300000000003
2021-12-09,0.297189,0.39759,0.305221,-0.008032000000000039
2021-12-16,0.252427,0.354369,0.393204,-0.14077699999999999
2021-12-23,0.295699,0.365591,0.33871,-0.04301100000000002
2021-12-30,0.376569,0.317992,0.305439,0.07112999999999997
2022-01-06,0.327586,0.33908,0.333333,-0.005747000000000002
2022-01-13,0.249071,0.36803,0.3829,-0.13382900000000003
2022-01-20,0.209607,0.323144,0.467249,-0.25764200000000004
2022-01-27,0.231373,0.239216,0.529412,-0.298039
2022-02-03,0.264925,0.298507,0.436567,-0.17164199999999996
2022-02-10,0.24359,0.401709,0.354701,-0.11111099999999999
2022-02-17,0.192488,0.375587,0.431925,-0.239437
2022-02-24,0.233945,0.229358,0.536697,-0.302752
2022-03-03,0.303867,0.281768,0.414365,-0.11049799999999999
2022-03-10,0.24,0.302222,0.457778,-0.21777800000000003
2022-03-17,0.22467,0.277533,0.497797,-0.273127
2022-03-24,0.328042,0.31746,0.354497,-0.026455000000000006
2022-03-31,0.318841,0.405797,0.275362,0.04347899999999999
2022-04-07,0.247126,0.33908,0.413793,-0.166667
2022-04-14,0.158371,0.357466,0.484163,-0.32579199999999997
2022-04-21,0.188679,0.372642,0.438679,-0.24999999999999997
2022-04-28,0.164384,0.242009,0.593607,-0.429223
2022-05-05,0.268722,0.202643,0.528634,-0.25991200000000003
2022-05-12,0.243243,0.266409,0.490347,-0.247104
2022-05-19,0.25969,0.236434,0.503876,-0.24418600000000001
2022-05-26,0.198488,0.266541,0.534972,-0.336484
2022-06-02,0.320175,0.309211,0.370614,-0.05043900000000001
2022-06-09,0.210227,0.321023,0.46875,-0.258523
2022-06-16,0.194444,0.222222,0.583333,-0.388889
2022-06-23,0.182033,0.224586,0.593381,-0.41134800000000005
2022-06-30,0.22779,0.305239,0.46697,-0.23918
2022-07-07,0.19382,0.27809,0.52809,-0.33426999999999996
2022-07-14,0.268882,0.265861,0.465257,-0.19637499999999997
2022-07-21,0.29589,0.282192,0.421918,-0.12602800000000003
2022-07-28,0.277228,0.321782,0.40099,-0.12376200000000004
2022-08-04,0.305556,0.305556,0.388889,-0.08333299999999999
2022-08-11,0.321543,0.311897,0.366559,-0.045016
2022-08-18,0.333333,0.295139,0.371528,-0.038195000000000034
2022-08-25,0.277008,0.299169,0.423823,-0.14681500000000003
2022-09-01,0.219178,0.276712,0.50411,-0.28493199999999996
2022-09-08,0.180685,0.286604,0.53271,-0.35202500000000003
2022-09-15,0.261324,0.278746,0.45993,-0.198606
2022-09-22,0.177258,0.214047,0.608696,-0.431438
2022-09-29,0.199525,0.192399,0.608076,-0.40855099999999994
2022-10-06,0.239193,0.213256,0.54755,-0.308357
2022-10-13,0.203647,0.237082,0.559271,-0.35562399999999994
2022-10-20,0.225989,0.211864,0.562147,-0.33615799999999996
2022-10-27,0.265896,0.277457,0.456647,-0.190751
2022-11-03,0.305648,0.365449,0.328904,-0.023256
2022-11-10,0.250871,0.278746,0.470383,-0.21951199999999998
2022-11-17,0.33452,0.263345,0.402135,-0.06761500000000004
2022-11-24,0.28863,0.309038,0.402332,-0.11370200000000003
2022-12-01,0.244681,0.351064,0.404255,-0.15957399999999997
2022-12-08,0.247273,0.334545,0.418182,-0.170909
2022-12-15,0.243028,0.310757,0.446215,-0.20318699999999998
2022-12-22,0.203077,0.273846,0.523077,-0.32
2022-12-29,0.264881,0.258929,0.47619,-0.21130900000000002
2023-01-05,0.205128,0.375,0.419872,-0.21474400000000002
2023-01-12,0.240283,0.360424,0.399293,-0.15901
2023-01-19,0.309711,0.35958,0.330709,-0.02099799999999996
2023-01-26,0.283668,0.34957,0.366762,-0.083094
2023-02-02,0.299003,0.355482,0.345515,-0.046512
2023-02-09,0.375,0.375,0.25,0.125
2023-02-16,0.341176,0.370588,0.288235,0.05294099999999996
2023-02-23,0.216471,0.397647,0.385882,-0.169411
2023-03-02,0.233766,0.318182,0.448052,-0.214286
2023-03-09,0.248276,0.334483,0.417241,-0.16896499999999998
2023-03-16,0.192171,0.323843,0.483986,-0.29181500000000005
2023-03-23,0.209497,0.301676,0.488827,-0.27933
2023-03-30,0.2251,0.3187,0.4561,-0.231
2023-04-06,0.3333,0.3165,0.3502,-0.016900000000000026
2023-04-13,0.2605,0.3946,0.3448,-0.08429999999999999
2023-04-20,0.272152,0.376582,0.351266,-0.07911400000000002
2023-04-27,0.241379,0.373563,0.385057,-0.14367799999999997
2023-05-04,0.240816,0.310204,0.44898,-0.208164
2023-05-11,0.293893,0.293893,0.412214,-0.11832100000000001
2023-05-18,0.228956,0.373737,0.397306,-0.16835
2023-05-25,0.273846,0.329231,0.396923,-0.12307700000000005
2023-06-01,0.290541,0.341216,0.368243,-0.077702
2023-06-08,0.445483,0.311526,0.242991,0.202492
2023-06-15,0.45182,0.321199,0.226981,0.224839
2023-06-22,0.428571,0.293878,0.277551,0.15102
2023-06-29,0.419277,0.306024,0.274699,0.14457799999999998
2023-07-06,0.463918,0.291237,0.244845,0.219073
2023-07-13,0.409984,0.331395,0.258721,0.15126300000000004
2023-07-20,0.513575,0.271493,0.214932,0.298643
2023-07-27,0.449064,0.309771,0.241164,0.20790000000000003
2023-08-03,0.489848,0.296954,0.213198,0.27665
2023-08-10,0.446991,0.297994,0.255014,0.191977
2023-08-17,0.358904,0.339726,0.30137,0.057533999999999974
2023-08-24,0.322654,0.318078,0.359268,-0.03661399999999998
2023-08-31,0.330935,0.323741,0.345324,-0.01438900000000004
2023-09-07,0.421918,0.282192,0.29589,0.12602800000000003
2023-09-14,0.344156,0.363636,0.292208,0.051947999999999994
2023-09-21,0.312977,0.340967,0.346056,-0.03307899999999997
2023-09-28,0.277916,0.312655,0.409429,-0.131513
2023-10-05,0.30102,0.283163,0.415816,-0.11479600000000001
2023-10-12,0.4,0.235135,0.364865,0.03513500000000003
2023-10-19,0.340659,0.313187,0.346154,-0.005495000000000028
2023-10-26,0.292804,0.275434,0.431762,-0.13895799999999997
2023-11-02,0.243094,0.254144,0.502762,-0.259668
2023-11-09,0.426036,0.301775,0.272189,0.153847
2023-11-16,0.437838,0.281081,0.281081,0.15675699999999998
2023-11-23,0.452991,0.310541,0.236467,0.21652399999999997
2023-11-30,0.487578,0.31677,0.195652,0.291926
2023-12-07,0.473118,0.252688,0.274194,0.198924
2023-12-14,0.512968,0.293948,0.193084,0.31988399999999995
2023-12-21,0.529248,0.261838,0.208914,0.32033400000000006
2023-12-28,0.463291,0.286076,0.250633,0.212658
2024-01-04,0.48564,0.279373,0.234987,0.250653
2024-01-11,0.485861,0.272494,0.241645,0.244216
2024-01-18,0.403756,0.328638,0.267606,0.13615
2024-01-25,0.392683,0.346341,0.260976,0.13170700000000002
2024-02-01,0.490667,0.264,0.245333,0.24533400000000002
2024-02-08,0.490251,0.284123,0.225627,0.26462399999999997
2024-02-15,0.421717,0.310606,0.267677,0.15404
2024-02-22,0.442771,0.295181,0.262048,0.18072300000000002
2024-02-29,0.464968,0.321656,0.213376,0.251592
2024-03-07,0.51735,0.264984,0.217666,0.29968399999999995
2024-03-14,0.458967,0.322188,0.218845,0.240122
2024-03-21,0.432024,0.296073,0.271903,0.160121
2024-03-28,0.5,0.27551,0.22449,0.27551000000000003
2024-04-04,0.472868,0.30491,0.222222,0.25064600000000004
2024-04-11,0.434426,0.325137,0.240437,0.19398899999999997
2024-04-18,0.382749,0.277628,0.339623,0.043126
2024-04-25,0.321337,0.339332,0.339332,-0.01799500000000004
2024-05-02,0.384858,0.290221,0.324921,0.05993699999999996
2024-05-09,0.408163,0.353741,0.238095,0.170068
2024-05-16,0.408638,0.358804,0.232558,0.17608000000000001
2024-05-23,0.470395,0.266447,0.263158,0.207237
2024-05-30,0.390411,0.342466,0.267123,0.12328800000000001
2024-06-06,0.389706,0.290441,0.319853,0.069853
2024-06-13,0.445946,0.297297,0.256757,0.189189
2024-06-20,0.44373,0.33119,0.22508,0.21865
2024-06-27,0.444882,0.271654,0.283465,0.16141699999999998
2024-07-04,0.417391,0.321739,0.26087,0.15652100000000002
2024-07-11,0.491803,0.290984,0.217213,0.27459
2024-07-18,0.527473,0.238095,0.234432,0.293041
2024-07-25,0.431734,0.250923,0.317343,0.11439100000000002
2024-08-01,0.448819,0.299213,0.251969,0.19685000000000002
2024-08-08,0.405405,0.220077,0.374517,0.030888000000000027
2024-08-15,0.425397,0.285714,0.288889,0.13650800000000002
2024-08-22,0.516129,0.247312,0.236559,0.27957
2024-08-29,0.511628,0.218605,0.269767,0.241861
2024-09-05,0.453287,0.297578,0.249135,0.204152
2024-09-12,0.397959,0.292517,0.309524,0.08843499999999999
2024-09-19,0.508251,0.227723,0.264026,0.24422500000000003
2024-09-26,0.496241,0.266917,0.236842,0.259399
2024-10-03,0.454545,0.272727,0.272727,0.18181799999999998
2024-10-10,0.490119,0.304348,0.205534,0.28458500000000003
2024-10-17,0.454545,0.291667,0.253788,0.20075699999999996
2024-10-24,0.377049,0.32377,0.29918,0.07786900000000002
2024-10-31,0.39485,0.296137,0.309013,0.085837
2024-11-07,0.415441,0.308824,0.275735,0.139706
2024-11-14,0.498442,0.218069,0.283489,0.214953
2024-11-21,0.412903,0.254839,0.332258,0.08064500000000002
2024-11-28,0.370518,0.243028,0.386454,-0.015936000000000006
2024-12-05,0.483333,0.21,0.306667,0.176666
2024-12-12,0.433333,0.25,0.316667,0.11666600000000005
2024-12-19,0.407143,0.278571,0.314286,0.09285699999999997
2024-12-26,0.378049,0.280488,0.341463,0.03658600000000001
2025-01-02,0.35443,0.303797,0.341772,0.012658000000000003
2025-01-09,0.346674,0.27957,0.373656,-0.026982000000000006
2025-01-16,0.254286,0.34,0.405714,-0.151428
2025-01-23,0.434286,0.271429,0.294286,0.14
2025-01-30,0.409639,0.25,0.340361,0.06927799999999995
2025-02-06,0.333333,0.238095,0.428571,-0.09523799999999999
2025-02-13,0.284153,0.243169,0.472678,-0.188525
2025-02-20,0.291908,0.303468,0.404624,-0.11271599999999998
2025-02-27,0.193846,0.2,0.606154,-0.412308
2025-03-06,0.193333,0.235556,0.571111,-0.37777800000000006
2025-03-13,0.191083,0.216561,0.592357,-0.401274
2025-03-20,0.215812,0.202991,0.581197,-0.36538499999999996
2025-03-27,0.274194,0.204301,0.521505,-0.247311
2025-04-03,0.217617,0.163212,0.619171,-0.401554
2025-04-10,0.285171,0.125475,0.589354,-0.30418300000000004
2025-04-17,0.254364,0.177057,0.568579,-0.31421499999999997
2025-04-24,0.219373,0.225071,0.555556,-0.336183
2025-05-01,0.20944,0.19764,0.59292,-0.38348000000000004
2025-05-08,0.294479,0.190184,0.515337,-0.22085800000000005
2025-05-15,0.359322,0.19661,0.444068,-0.08474600000000004
2025-05-22,0.377049,0.255738,0.367213,0.009836000000000011
2025-05-29,0.328904,0.252492,0.418605,-0.08970100000000003
2025-06-05,0.326599,0.259259,0.414141,-0.08754200000000001
2025-06-12,0.366667,0.297436,0.335897,0.03077000000000002
2025-06-19,0.33209,0.253731,0.414179,-0.08208900000000002
2025-06-26,0.350694,0.246528,0.402778,-0.05208400000000002
2025-07-03,0.450161,0.21865,0.33119,0.118971
2025-07-10,0.413793,0.229885,0.356322,0.057470999999999994
2025-07-17,0.392655,0.217514,0.389831,0.002823999999999993
2025-07-24,0.367781,0.291793,0.340426,0.027355000000000018
2025-07-31,0.403333,0.266667,0.33,0.07333299999999998
2025-08-07,0.348703,0.21902,0.432277,-0.08357400000000004
2025-08-14,0.298817,0.239645,0.461538,-0.162721
2025-08-21,0.308442,0.243506,0.448052,-0.13961
2025-08-28,0.346021,0.259516,0.394464,-0.04844299999999996
2025-09-04,0.326861,0.239482,0.433657,-0.106796
2025-09-11,0.280277,0.224913,0.49481,-0.21453300000000003
2025-09-18,0.416667,0.159722,0.423611,-0.006944000000000006
2025-09-25,0.417266,0.190647,0.392086,0.025180000000000036
2025-10-02,0.429167,0.179167,0.391667,0.03750000000000003
2025-10-09,0.458746,0.184818,0.356436,0.10231000000000001
2025-10-16,0.336601,0.202614,0.460784,-0.12418300000000004
2025-10-23,0.368601,0.204778,0.426621,-0.05801999999999996
2025-10-30,0.440273,0.191126,0.368601,0.07167200000000001
2025-11-06,0.379661,0.257627,0.362712,0.016949000000000047
2025-11-13,0.316151,0.19244,0.491409,-0.17525799999999997
2025-11-20,0.325758,0.238636,0.435606,-0.109848
2025-11-27,0.320285,0.252669,0.427046,-0.106761
2025-12-04,0.442907,0.249135,0.307958,0.13494899999999999
2025-12-11,0.44586,0.248408,0.305732,0.14012799999999997
2025-12-18,0.441406,0.226563,0.332031,0.109375
2025-12-25,0.374449,0.277533,0.348018,0.026430999999999982
2026-01-01,0.420354,0.309735,0.269912,0.15044200000000002
2026-01-08,0.42492,0.27476,0.300319,0.12460100000000002
2026-01-15,0.495017,0.222591,0.282392,0.212625
2026-01-22,0.431655,0.241007,0.327338,0.104317
2026-01-29,0.444,0.248,0.308,0.136
2026-02-05,0.39667,0.313333,0.29,0.10667000000000004
2026-02-12,0.385214,0.233463,0.381323,0.003890999999999978
2026-02-19,0.345382,0.285141,0.369478,-0.02409599999999995
2026-02-26,0.331967,0.270492,0.397541,-0.06557399999999997
2026-03-05,0.330579,0.31405,0.355372,-0.02479300000000001
2026-03-12,0.319392,0.21673,0.463878,-0.144486
2026-03-19,0.304,0.176,0.52,-0.21600000000000003
2026-03-26,0.320988,0.18107,0.497942,-0.176954
