exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,n,win_rate,avg_pnl_pct,total_pnl_pct,sharpe_proxy
atr_trail_1x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.5555555555555556,-0.6548666666666666,-5.8938,-0.7808704298187399
atr_trail_1x,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.3333333333333333,-0.65415,-3.9249,-0.47884295802304455
atr_trail_1x,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.4,-0.44272,-2.2136,-0.9580265311850867
atr_trail_1x,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.2,-1.25942,-6.2971,-1.627492756784962
atr_trail_1x,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.0,-1.7743583333333335,-21.2923,-4.736811190752717
atr_trail_2x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.2222222222222222,0.9585555555555554,8.626999999999999,0.45487645736206056
atr_trail_2x,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.5,0.07308333333333324,0.43849999999999945,0.026318362399389797
atr_trail_2x,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.2,-0.96006,-4.8003,-1.3432836194248798
atr_trail_2x,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.4,1.4385400000000002,7.1927,0.5330984253704366
atr_trail_2x,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.16666666666666666,-0.034883333333333454,-0.4186000000000014,-0.013625335654839404
atr_trail_mae_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.5555555555555556,-0.6548666666666666,-5.8938,-0.7808704298187399
atr_trail_mae_conditional,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.3333333333333333,-0.65415,-3.9249,-0.47884295802304455
atr_trail_mae_conditional,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.4,-0.44272,-2.2136,-0.9580265311850867
atr_trail_mae_conditional,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.2,-1.25942,-6.2971,-1.627492756784962
atr_trail_mae_conditional,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.0,-1.7743583333333335,-21.2923,-4.736811190752717
atr_trail_vix_conditional,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.4444444444444444,-0.05993333333333322,-0.539399999999999,-0.08098573643044106
atr_trail_vix_conditional,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.5,0.18741666666666665,1.1244999999999998,0.09039740850431577
atr_trail_vix_conditional,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.0,-0.5962799999999999,-2.9814,-3.223850282816752
atr_trail_vix_conditional,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.4,0.19754,0.9877,0.36192578052408053
atr_trail_vix_conditional,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.08333333333333333,-1.8819833333333333,-22.5838,-3.9038904377365284
break_even_at_1r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.0,-1.0987888888888888,-9.8891,-1.9740122109685792
break_even_at_1r,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.16666666666666666,-1.3972166666666668,-8.3833,-1.4367651856249075
break_even_at_1r,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.0,-0.7271000000000001,-3.6355000000000004,-2.4395855051352906
break_even_at_1r,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.0,-1.40702,-7.0351,-2.0714845624750384
break_even_at_1r,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.0,-2.000666666666667,-24.008000000000003,-4.44042438173586
breakeven_plus_trail,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.2222222222222222,1.9563555555555554,17.6072,0.9597373215221672
breakeven_plus_trail,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.3333333333333333,-1.9802333333333335,-11.881400000000001,-1.1172955835669083
breakeven_plus_trail,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.0,-0.9723199999999999,-4.861599999999999,-1.6264625683484888
breakeven_plus_trail,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.4,2.0308599999999997,10.1543,0.9239557723391346
breakeven_plus_trail,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.16666666666666666,-0.31417500000000026,-3.770100000000003,-0.11164935171551524
chandelier_3x,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.2222222222222222,1.0207000000000002,9.186300000000001,0.5189304876482685
chandelier_3x,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.3333333333333333,0.08605000000000018,0.5163000000000011,0.03596058799410268
chandelier_3x,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.2,-1.4578200000000001,-7.2891,-1.7235444343443764
chandelier_3x,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.4,-1.07004,-5.3502,-1.18044318409713
chandelier_3x,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.16666666666666666,-0.06855833333333343,-0.8227000000000011,-0.02530721260637126
class_time_stop,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.4444444444444444,0.24283333333333346,2.185500000000001,0.07740500330005756
class_time_stop,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.5,0.5494333333333333,3.2965999999999998,0.13077872718831532
class_time_stop,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.4,-0.22623999999999994,-1.1311999999999998,-0.16216727978332324
class_time_stop,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.8,3.17546,15.8773,1.2785699377393556
class_time_stop,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.5,-1.8459,-22.1508,-0.4365546519504727
earnings_blackout,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.4444444444444444,-2.6774444444444447,-24.097,-0.43307227650682745
earnings_blackout,neutral,Consumer Staples,unknown,high_25_40,long_ge_11d,6,0.6666666666666666,-6.383966666666666,-38.303799999999995,-0.5706468641397053
earnings_blackout,neutral,Consumer Staples,unknown,low_lt_15,long_ge_11d,5,0.2,-2.19556,-10.9778,-1.3032563341678123
earnings_blackout,neutral,Health Care,unknown,mid_15_25,long_ge_11d,5,0.6,16.624879999999997,83.1244,1.4496618466151383
earnings_blackout,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,12,0.6666666666666666,-12.853458333333334,-154.2415,-0.6100112726934269
fixed_4r_2r,neutral,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,9,0.3333333333333333,0.8658111111111111,7.7923,0.2796395289248478
