ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,exit_reason,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
HD,cpr_narrow_bullish,2022-01-04,long,414.4475,multi_tier_partial,-1.9424,False,2,406.3974,2022-01-06,multi_tier_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,16.91,0.019423690576007818,q4_ge_10pct,q1_lt_2pct,no,no,no_data,high_gt_20,no,tue,86,unknown,no_data,ge_500M,unknown,no_data
XOM,cpr_narrow_bullish,2022-03-01,long,80.8101,multi_tier_partial,1.1851,True,3,81.7678,2022-03-04,multi_tier_1R_trail_batch227b,neutral,Energy,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,33.32,0.029616347461517804,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,tue,30,unknown,no_data,ge_500M,unknown,no_data
NVDA,cpr_narrow_bullish,2022-03-01,short,23.6921,multi_tier_partial,4.6332,True,6,22.5944,2022-03-07,multi_tier_1R_trail_batch227b,neutral,Information Technology,HIGH,unknown,high_25_40,long_ge_11d,win,T1c,no,33.32,0.06512297348061168,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,tue,30,unknown,no_data,ge_500M,unknown,no_data
NVDA,cpr_narrow_bullish,2022-03-21,long,26.7678,multi_tier_partial,0.2875,True,3,26.8448,2022-03-24,multi_tier_1R_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,23.53,0.05359050799841601,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,10,unknown,no_data,ge_500M,unknown,no_data
AMZN,cpr_narrow_bullish,2022-03-21,long,162.0797,multi_tier_partial,2.0856,True,10,165.4601,2022-03-31,multi_tier_1R_trail_batch227b,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,23.53,0.03584162606421409,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,10,unknown,no_data,ge_500M,unknown,no_data
MSFT,cpr_narrow_bullish,2022-03-28,long,314.4854,multi_tier_partial,-2.3446,False,4,307.112,2022-04-01,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,19.63,0.026759906819203687,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,3,unknown,no_data,ge_500M,unknown,no_data
PFE,cpr_narrow_bullish,2022-03-17,long,54.4375,multi_tier_partial,-2.77,False,5,52.9296,2022-03-22,multi_tier_trail_batch227b,neutral,Health Care,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,25.67,0.029435591274397245,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,14,unknown,no_data,ge_500M,unknown,no_data
COST,cpr_narrow_bullish,2022-03-17,long,553.4194,multi_tier_partial,3.8091,True,20,574.4999,2022-04-06,multi_tier_1R_2R_trail_batch227b,neutral,Consumer Staples,HIGH,unknown,high_25_40,long_ge_11d,loss,T1c,no,25.67,0.02657893814347672,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,14,unknown,no_data,ge_500M,unknown,no_data
NVDA,cpr_narrow_bullish,2022-04-11,short,22.4394,multi_tier_partial,-0.7807,False,3,22.6146,2022-04-14,multi_tier_trail_batch227b,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,win,T1c,no,24.37,0.0602868169380643,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,80,unknown,no_data,ge_500M,unknown,no_data
UNH,cpr_narrow_bullish,2022-03-02,long,486.4509,multi_tier_partial,-0.0193,False,2,486.3571,2022-03-04,multi_tier_1R_trail_batch227b,neutral,Health Care,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,30.74,0.023107162511159917,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,wed,29,unknown,no_data,ge_500M,unknown,no_data
