tier,trades,win_rate,avg_pnl,profit_factor,total_roi,tier_3_consolidated
HIGH,9,0.2222,-1.6406,0.5693,-14.7654,MEDIUM
MEDIUM_HIGH,3,0.6667,4.091,3.7482,12.273,MEDIUM
MEDIUM,2,0.0,-9.3127,0.0,-18.6255,LOW
LOW,30,0.3667,-2.2745,0.5257,-68.2364,LOW
