strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
bollinger_tight,earnings_blackout,71,0.4507,2.0609,9.1695,651.0349,-191.5008,157.8,0.8028,48.03,True
po3_bullish,earnings_blackout,324,0.5247,1.8224,6.2741,2032.7955,-408.2421,135.4,0.7747,45.66,True
ichimoku_cloud_breakout,time_stop_10d,72,0.4861,1.286,1.4269,102.7336,-142.222,14.5,1.0,28.02,True
adx_initiation,breakeven_plus_trail,186,0.4409,1.6307,3.5726,664.5022,-199.4847,34.1,0.9624,36.56,True
parabolic_sar_flip,breakeven_plus_trail,51,0.3725,1.8146,3.3654,171.6369,-58.0314,33.4,0.9804,39.34,True
stochrsi_oversold,earnings_blackout,230,0.4913,1.9344,7.9707,1833.2548,-255.8201,126.2,0.8652,47.68,True
institutional_cluster_long,next_pivot_target,49,0.7959,2.0165,2.095,102.6528,-25.9231,6.1,1.0,61.84,True
awesome_oscillator,breakeven_plus_trail,42,0.4048,2.5593,5.8161,244.2778,-40.8455,35.7,1.0,46.19,True
hull_rsi_short,next_pivot_target,54,0.7222,0.8886,-0.3285,-17.7381,-67.6026,8.1,1.0,28.89,True
cmf_flip,earnings_blackout,124,0.5081,2.3583,9.2307,1144.6071,-270.6014,125.3,0.9032,50.32,True
lead_lag_sector_rotation,breakeven_plus_trail,78,0.2436,1.8687,1.7374,135.5161,-62.5999,20.2,1.0,35.8,True
ichimoku_tk_cross,r_multiple_2r,16,0.5625,3.4516,4.067,65.0713,-9.3716,5.2,1.0,68.44,True
squeeze_breakout,breakeven_plus_trail,41,0.439,1.7117,2.7255,111.7453,-46.1305,45.9,0.9512,38.91,True
supertrend_macd,earnings_blackout,90,0.4556,1.6015,4.8789,439.1003,-199.4884,85.5,0.8889,36.27,True
r1_break_retest,class_time_stop,17,0.4706,2.024,2.023,34.3908,-14.7441,9.0,1.0,56.71,True
cpr_narrow_bullish,breakeven_plus_trail,458,0.4367,1.781,3.0824,1411.7221,-217.3393,32.0,0.9716,40.9,True
break_retest_volume,next_pivot_target,70,0.8143,1.2291,0.5053,35.3687,-61.0329,7.6,1.0,39.45,True
pead_long,breakeven_plus_trail,106,0.4245,3.0377,7.4219,786.7168,-59.6811,36.5,0.9906,46.98,True
macd_fast_crossover,earnings_blackout,46,0.4565,2.2835,5.7574,264.8415,-49.3632,102.9,0.913,48.26,True
force_index_breakout,breakeven_plus_trail,129,0.3566,1.5863,2.4208,312.2886,-105.0918,26.9,0.9535,31.85,True
rsi_oversold,fixed_4r_2r,6,0.5,2.516,10.4452,62.6714,-32.5401,49.3,1.0,50.0,True
golden_cross_9_21,next_pivot_target,38,0.7632,1.577,1.4346,54.5135,-26.7495,9.5,0.9737,47.84,True
break_retest_confluence,trailing_15pct,20,0.4,1.4041,2.4242,48.4836,-47.8042,65.1,0.95,28.12,True
po3_htf_aligned_short,hybrid_50pct_target,34,0.8529,1.0151,0.1764,5.9967,-217.4835,203.4,0.8235,34.57,True
three_white_soldiers,breakeven_plus_trail,60,0.4,2.1211,4.2502,255.0098,-85.0191,29.4,1.0,46.0,True
tema_dema,breakeven_plus_trail,85,0.4471,1.7403,3.9029,331.7499,-87.1158,33.8,0.9765,40.09,True
pivot_s1_bounce,ma_exit_ema9,12,0.1667,1.1009,0.0973,1.1672,-4.8515,4.4,1.0,32.42,True
macd_crossover,next_pivot_target,18,0.8889,4.1002,3.4447,62.0048,-10.0,9.5,0.9444,80.56,True
avwap_252_breakout,time_stop_20d,33,0.6364,1.9927,3.4813,114.8819,-57.4014,28.8,1.0,55.24,True
double_bottom_long,time_stop_20d,11,0.6364,1.5596,1.5748,17.3227,-16.0605,28.7,1.0,48.15,True
prev_day_high_break,class_time_stop,15,0.7333,1.8453,1.918,28.7703,-19.9286,9.8,1.0,54.8,True
avwap_50_reclaim,next_pivot_target,257,0.642,0.51,-2.0113,-516.8984,-538.861,12.1,0.9922,25.68,True
cpr_narrow_momentum,breakeven_plus_trail,48,0.5208,1.9477,3.5821,171.9409,-47.7323,31.7,1.0,49.26,True
morning_star,class_time_stop,38,0.7632,5.7532,4.3336,164.677,-17.8958,9.8,1.0,63.68,True
ultimate_oscillator,time_stop_10d,101,0.5743,1.2917,0.9318,94.115,-104.901,14.3,1.0,31.72,True
stochrsi_overbought_short,hybrid_50pct_target,58,0.7931,0.5716,-6.3067,-365.7879,-476.217,212.9,0.8103,31.72,True
bollinger_lower,earnings_blackout,21,0.4762,1.842,5.9728,125.4279,-95.8391,87.6,0.9524,44.31,True
ppo_crossover,class_time_stop,58,0.6207,2.2505,5.7062,330.9607,-67.2728,36.2,1.0,54.83,True
buyback_8k_recent_long,breakeven_plus_trail,46,0.3696,3.1844,8.189,376.6934,-61.1745,35.6,0.9783,44.78,True
roc_burst,ma_exit_ema9,19,0.6316,4.2081,7.5644,143.7241,-20.0,11.8,1.0,55.26,True
halloween_seasonal_long,next_pivot_target,5,1.0,999.0,1.9037,9.5187,0.0,1.8,1.0,100.0,True
pairs_mean_reversion_long,hybrid_50pct_target,220,0.6,1.5691,2.1757,478.6637,-120.8932,84.2,0.9318,41.07,True
po3_bearish,next_pivot_target,367,0.6948,0.6199,-1.2046,-442.1031,-534.794,7.3,0.9946,27.79,True
bullish_engulfing_support,ma_exit_ema9,8,0.625,2.9988,3.1886,25.5088,-7.7812,11.6,1.0,73.33,True
camarilla_r3_breakout,time_stop_10d,45,0.5556,2.8898,6.2153,279.6871,-39.582,14.5,1.0,52.22,True
prev_day_low_bounce,multi_tier_partial,13,0.3846,0.5366,-0.5081,-6.6048,-8.0444,6.4,1.0,33.32,True
risk_off_bond_equity_short,next_pivot_target,28,0.5357,0.4766,-2.3757,-66.5187,-78.2717,9.1,1.0,21.43,True
williams_r_oversold,breakeven_plus_trail,191,0.4503,2.0307,4.2279,807.5234,-118.283,34.3,0.9058,48.01,True
orb_stocks_in_play_short,next_pivot_target,40,0.55,1.3028,2.2606,90.4244,-171.8826,41.5,0.9,31.08,True
pivot_r1_breakout,earnings_blackout,12,0.5,2.3208,7.5438,90.5256,-52.6507,46.0,1.0,50.0,True
hull_rsi,next_pivot_target,70,0.7714,0.9848,-0.0319,-2.2307,-72.0887,5.8,0.9857,30.86,True
