strategy,exit_method,cap_band,n,win_rate,avg_pnl_pct,total_pnl_pct
adx_initiation,atr_trail_1x,unknown,186,0.23118279569892472,-2.734405376344086,-508.5994
adx_initiation,atr_trail_2x,unknown,186,0.3172043010752688,-1.412870430107527,-262.7939
adx_initiation,atr_trail_mae_conditional,unknown,186,0.23118279569892472,-2.734405376344086,-508.5994
adx_initiation,atr_trail_vix_conditional,unknown,186,0.22580645161290322,-2.8529333333333335,-530.6456000000001
adx_initiation,break_even_at_1r,unknown,186,0.16666666666666666,-2.386409677419355,-443.87219999999996
adx_initiation,breakeven_plus_trail,unknown,186,0.44086021505376344,3.57259247311828,664.5022
adx_initiation,chandelier_3x,unknown,186,0.07526881720430108,-1.059684946236559,-197.10139999999998
adx_initiation,class_time_stop,unknown,186,0.510752688172043,2.1610698924731184,401.95900000000006
adx_initiation,earnings_blackout,unknown,186,0.4946236559139785,3.7026731182795696,688.6972
adx_initiation,fixed_4r_2r,unknown,186,0.3225806451612903,-0.60772688172043,-113.03719999999997
adx_initiation,hybrid_50pct_target,unknown,186,0.4731182795698925,-7.30360430107527,-1358.4704000000002
adx_initiation,ma_exit_ema9,unknown,186,0.3602150537634409,0.27901021505376344,51.8959
adx_initiation,mfe_lockin_trail,unknown,186,0.23118279569892472,-3.0364075268817206,-564.7718
adx_initiation,multi_tier_partial,unknown,186,0.3709677419354839,-2.183765053763441,-406.1803
adx_initiation,next_pivot_target,unknown,186,0.7150537634408602,0.4743333333333333,88.22599999999998
adx_initiation,r_multiple_2r,unknown,186,0.2903225806451613,-1.3950586021505378,-259.4809
adx_initiation,r_multiple_3r,unknown,186,0.23118279569892472,-1.27267311827957,-236.71720000000002
adx_initiation,regime_flip,unknown,186,0.489247311827957,-0.4059075268817204,-75.49879999999999
adx_initiation,reverse_signal,unknown,186,0.23118279569892472,-2.734405376344086,-508.5994
adx_initiation,smc_mitigation_zone,unknown,186,0.23118279569892472,-2.734405376344086,-508.5994
adx_initiation,time_stop_10d,unknown,186,0.44086021505376344,-1.2868397849462365,-239.3522
adx_initiation,time_stop_20d,unknown,186,0.489247311827957,-0.4059075268817204,-75.49879999999999
adx_initiation,trailing_10pct,unknown,186,0.25806451612903225,-1.9560204301075268,-363.8198
adx_initiation,trailing_15pct,unknown,186,0.26881720430107525,-1.8701150537634406,-347.84139999999996
adx_initiation,trailing_5pct,unknown,186,0.1989247311827957,-1.9518806451612905,-363.0498
avwap_252_breakout,atr_trail_1x,unknown,33,0.18181818181818182,-2.1727454545454545,-71.7006
avwap_252_breakout,atr_trail_2x,unknown,33,0.42424242424242425,1.2313848484848489,40.635700000000014
avwap_252_breakout,atr_trail_mae_conditional,unknown,33,0.18181818181818182,-2.1727454545454545,-71.7006
avwap_252_breakout,atr_trail_vix_conditional,unknown,33,0.21212121212121213,-1.6779242424242427,-55.371500000000005
avwap_252_breakout,break_even_at_1r,unknown,33,0.09090909090909091,-3.104893939393939,-102.4615
avwap_252_breakout,breakeven_plus_trail,unknown,33,0.5454545454545454,5.348918181818181,176.5143
avwap_252_breakout,chandelier_3x,unknown,33,0.15151515151515152,-0.215251515151515,-7.103299999999995
avwap_252_breakout,class_time_stop,unknown,33,0.48484848484848486,3.0414151515151513,100.3667
avwap_252_breakout,earnings_blackout,unknown,33,0.5757575757575758,0.6091333333333335,20.101400000000005
avwap_252_breakout,fixed_4r_2r,unknown,33,0.3333333333333333,-0.48573636363636385,-16.029300000000006
avwap_252_breakout,hybrid_50pct_target,unknown,33,0.8484848484848485,5.2756878787878785,174.0977
avwap_252_breakout,ma_exit_ema9,unknown,33,0.3939393939393939,1.322987878787879,43.65860000000001
avwap_252_breakout,mfe_lockin_trail,unknown,33,0.18181818181818182,-2.213175757575758,-73.0348
avwap_252_breakout,multi_tier_partial,unknown,33,0.42424242424242425,-1.5084030303030302,-49.7773
avwap_252_breakout,next_pivot_target,unknown,33,0.7272727272727273,1.0182696969696972,33.602900000000005
avwap_252_breakout,r_multiple_2r,unknown,33,0.3333333333333333,-0.24959999999999974,-8.236799999999992
avwap_252_breakout,r_multiple_3r,unknown,33,0.2727272727272727,0.7146030303030304,23.581900000000005
avwap_252_breakout,regime_flip,unknown,33,0.6363636363636364,3.4812696969696972,114.8819
avwap_252_breakout,reverse_signal,unknown,33,0.18181818181818182,-2.1727454545454545,-71.7006
avwap_252_breakout,smc_mitigation_zone,unknown,33,0.18181818181818182,-2.1727454545454545,-71.7006
avwap_252_breakout,time_stop_10d,unknown,33,0.45454545454545453,-0.8960575757575758,-29.569900000000004
avwap_252_breakout,time_stop_20d,unknown,33,0.6363636363636364,3.4812696969696972,114.8819
avwap_252_breakout,trailing_10pct,unknown,33,0.3939393939393939,-0.49751515151515147,-16.418
avwap_252_breakout,trailing_15pct,unknown,33,0.48484848484848486,0.8205575757575762,27.078400000000013
avwap_252_breakout,trailing_5pct,unknown,33,0.12121212121212122,-2.0600939393939393,-67.9831
avwap_50_reclaim,atr_trail_1x,unknown,257,0.23735408560311283,-2.331160700389105,-599.1083
avwap_50_reclaim,atr_trail_2x,unknown,257,0.29961089494163423,-1.9767914396887158,-508.0354
avwap_50_reclaim,atr_trail_mae_conditional,unknown,257,0.23735408560311283,-2.331160700389105,-599.1083
avwap_50_reclaim,atr_trail_vix_conditional,unknown,257,0.23346303501945526,-2.326020233463035,-597.7872
avwap_50_reclaim,break_even_at_1r,unknown,257,0.09727626459143969,-2.5465155642023345,-654.4544999999999
avwap_50_reclaim,breakeven_plus_trail,unknown,257,0.33073929961089493,0.34432373540856026,88.49119999999999
avwap_50_reclaim,chandelier_3x,unknown,257,0.27626459143968873,-2.740639688715953,-704.3444
avwap_50_reclaim,class_time_stop,unknown,257,0.45525291828793774,-3.250825291828794,-835.4621000000001
avwap_50_reclaim,earnings_blackout,unknown,257,0.4085603112840467,-5.792185992217899,-1488.5918
avwap_50_reclaim,fixed_4r_2r,unknown,257,0.23735408560311283,-3.295449027237354,-846.9304
avwap_50_reclaim,hybrid_50pct_target,unknown,257,0.669260700389105,-17.200658365758756,-4420.5692
avwap_50_reclaim,ma_exit_ema9,unknown,257,0.25680933852140075,-1.9427019455252919,-499.2744
avwap_50_reclaim,mfe_lockin_trail,unknown,257,0.23735408560311283,-2.207612840466926,-567.3565
avwap_50_reclaim,multi_tier_partial,unknown,257,0.32684824902723736,-1.9565498054474708,-502.8333
