strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,criterion_evaluable,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
bollinger_upper_short,Health Care,high_volatility,0L/1S,1,1.0,0.2065,1.0,True,inf,7.4137,999.0,7.4137,0.0,0.0,7.4137,,0.0,999.0,,,insufficient_sample,300,False,100.0,100.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.6865,1,True,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",120.0,7.4137,7.4137,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 1, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=1<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",mean_reversion,71.49,-64.0763,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
inside_bar_breakout,Energy,high_volatility,8L/0S,8,0.5,0.2152,0.7848,True,3.0585,7.8767,3.0585,23.4065,-7.653,-17.5066,63.0138,0.644,10.703,3.197,,,insufficient_sample,300,False,75.0,12.5,50.0,12.5,0.5,0.5,0.0,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.644,0.64,0.636,0.628,0.5021,4,True,ok,1.413,"{'full_kelly_pct': 33.65, 'quarter_kelly_pct': 8.41, 'note': 'tier_may_be_undersizing'}",80.2,43.768,-10.9458,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 8, 'n_without_signal': 0, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=8<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 3, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=3<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_3.06_exceeds_audit_threshold', 'ci_lower_21.5pct_may_be_random']",breakout,71.49,-8.4762,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stoch_oversold,Financials,medium_volatility,2L/2S,4,0.5,0.15,0.85,True,1.4009,2.0937,1.4009,14.6314,-10.4439,-10.6022,8.3749,0.217,1.77,14.019,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.217,0.211,0.206,0.196,0.5203,2,True,ok,0.443,"{'full_kelly_pct': 14.31, 'quarter_kelly_pct': 3.58, 'note': 'reasonable'}",112.2,14.8835,-10.6022,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 3, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=3<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 3, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=3<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_15.0pct_may_be_random'],mean_reversion,71.49,-63.1151,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_stoch_dual,Information Technology,high_volatility,15L/12S,27,0.4815,0.3074,0.6601,True,1.2654,1.152,1.3628,11.4067,-8.3702,-45.5299,31.1048,0.133,1.417,0.441,,,insufficient_sample,300,False,62.96,7.41,33.33,22.22,0.4706,0.5,-0.0294,ok,-1.775,0.3929,False,non_stationary_edge_may_erode,18.5946,0.0,True,structural_break_detected,0.133,0.128,0.122,0.11,0.6519,13,True,ok,0.057,"{'full_kelly_pct': 10.1, 'quarter_kelly_pct': 2.52, 'note': 'reasonable'}",111.7,40.4597,-14.4336,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 18, 'n_without_signal': 9, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=18<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 6, 'n_unfavorable': 14, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=6<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_30.7pct_may_be_random'],confluence,71.49,-40.3852,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ichimoku_tk_cross,Consumer Discretionary,medium_volatility,11L/5S,16,0.4375,0.231,0.6682,True,4.1092,9.1397,5.2833,27.6097,-5.2259,-21.9287,146.2353,0.649,5.825,3.133,,,insufficient_sample,300,False,25.0,6.25,12.5,6.25,0.75,0.3333,0.4167,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.649,0.645,0.642,0.635,0.5183,7,True,ok,1.068,"{'full_kelly_pct': 33.1, 'quarter_kelly_pct': 8.28, 'note': 'tier_may_be_undersizing'}",98.3,61.5173,-11.0734,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 8, 'n_without_signal': 8, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=8<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 9, 'n_unfavorable': 3, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=9<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_4.11_exceeds_audit_threshold', 'ci_lower_23.1pct_may_be_random']",trend,71.49,74.7453,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
roc_burst,Financials,medium_volatility,13L/6S,19,0.4211,0.2314,0.6372,True,1.501,2.5143,2.0639,17.8902,-8.6682,-43.968,47.7715,0.258,1.57,2.339,,,insufficient_sample,300,False,52.63,5.26,21.05,26.32,0.2,0.6667,-0.4667,ok,,,,insufficient_sample,,,,insufficient_sample,0.258,0.253,0.248,0.238,0.7655,8,True,ok,0.473,"{'full_kelly_pct': 14.05, 'quarter_kelly_pct': 3.51, 'note': 'reasonable'}",30.5,114.3006,-10.3921,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 18, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=18<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 11, 'n_unfavorable': 4, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=11<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.50_exceeds_audit_threshold', 'ci_lower_23.1pct_may_be_random']",momentum,71.49,-23.7185,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ppo_crossover,Industrials,medium_volatility,36L/22S,58,0.3966,0.2809,0.5251,True,2.4186,7.0542,3.6805,30.3286,-8.2404,-40.9762,409.1425,0.458,5.956,2.562,0.2573,1.0,ok,300,False,36.21,12.07,6.9,17.24,0.2381,0.4865,-0.2484,ok,0.2169,0.9732,False,non_stationary_edge_may_erode,3.4838,0.0378,True,structural_break_detected,0.458,0.455,0.451,0.445,0.492,23,False,ok,0.772,"{'full_kelly_pct': 23.26, 'quarter_kelly_pct': 5.81, 'note': 'reasonable'}",56.2,181.0689,-31.36,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 41, 'n_without_signal': 17, 'min_required_each': 30, 'blocked_reason': 'smart_money_score<2 sample n=17<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 23, 'n_unfavorable': 9, 'min_required_each': 20, 'blocked_reason': 'macro_score<0 sample n=9<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.42_exceeds_audit_threshold', 'ci_lower_28.1pct_may_be_random']",momentum,71.49,337.6525,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
avwap_252_breakout,Energy,high_volatility,4L/29S,33,0.3939,0.2468,0.5632,True,1.0128,0.0688,1.5582,13.8089,-8.8623,-58.3464,2.2708,0.012,0.069,0.045,0.012,0.5273,low_confidence,100,False,42.42,12.12,15.15,15.15,0.2143,0.5263,-0.312,ok,-3.0504,0.0304,True,ok,14.1274,0.0001,True,structural_break_detected,0.012,0.003,-0.006,-0.024,0.5739,13,True,ok,0.008,"{'full_kelly_pct': 0.5, 'quarter_kelly_pct': 0.12, 'note': 'tiny_edge'}",37.5,40.6806,-19.6425,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 23, 'n_without_signal': 10, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=23<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 19, 'n_unfavorable': 8, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=19<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_24.7pct_may_be_random'],vwap,71.49,-69.2192,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pre_fomc_long_sleeve,Energy,high_volatility,51L/0S,51,0.3922,0.2703,0.5292,True,1.6649,3.662,2.5806,23.383,-9.0611,-58.3212,186.7644,0.361,2.798,2.6,0.3354,1.0,ok,60,False,92.16,78.43,13.73,0.0,0.4043,0.25,0.1543,small_subgroup,0.3088,0.9777,False,non_stationary_edge_may_erode,7.8889,0.0011,True,structural_break_detected,0.361,0.356,0.352,0.342,0.5562,20,True,ok,0.318,"{'full_kelly_pct': 15.66, 'quarter_kelly_pct': 3.92, 'note': 'reasonable'}",49.7,104.0821,-12.672,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 39, 'n_without_signal': 12, 'min_required_each': 30, 'blocked_reason': 'smart_money_score<2 sample n=12<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 27, 'n_unfavorable': 19, 'min_required_each': 20, 'blocked_reason': 'macro_score<0 sample n=19<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_1.66_exceeds_audit_threshold', 'ci_lower_27.0pct_may_be_random']",event_driven,71.49,115.2744,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
po3_bullish,Information Technology,high_volatility,324L/0S,324,0.3735,0.3226,0.4273,True,0.7917,-0.9284,1.3282,9.4484,-7.1135,-99.4071,-300.7855,-0.349,-1.211,-0.891,-0.3294,0.0,low_confidence,100,True,49.69,10.19,17.28,22.22,0.3913,0.3558,0.0355,ok,-3.4616,0.009,True,ok,48.0203,0.0,True,structural_break_detected,-0.349,-0.368,-0.386,-0.424,0.4514,121,False,ok,-0.157,"{'full_kelly_pct': -9.83, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",15.0,64.197,-15.6769,-0.0988,-0.0866,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 222, 'n_without_signal': 102, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 191, 'n_unfavorable': 61, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_32.3pct_may_be_random'],po3,71.49,-372.2755,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
