exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,total_pnl_pct,runner_up_method,runner_up_metric,edge_over_runner_up,n,n_exits_in_cell,rank_in_cell
atr_trail_2x,bull,Consumer Staples,unknown,low_lt_15,long_ge_11d,37.2397,breakeven_plus_trail,33.9384,3.3012999999999977,19,25,1.0
atr_trail_vix_conditional,bear,Information Technology,unknown,mid_15_25,medium_4_10d,-89.8087,chandelier_3x,-92.442,2.6332999999999913,46,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,mid_15_25,long_ge_11d,2573.3437,regime_flip,1514.3635,1058.9802,293,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,mid_15_25,medium_4_10d,-27.59829999999998,ma_exit_ema9,-283.1311,255.5328,125,25,1.0
breakeven_plus_trail,bull,Consumer Discretionary,unknown,mid_15_25,long_ge_11d,1254.4953,trailing_15pct,1014.8693000000001,239.62599999999998,177,25,1.0
breakeven_plus_trail,bull,Information Technology,unknown,mid_15_25,long_ge_11d,1500.1778,time_stop_10d,1284.059,216.11879999999996,281,25,1.0
breakeven_plus_trail,bear,Industrials,unknown,mid_15_25,long_ge_11d,510.55240000000003,regime_flip,294.6288,215.92360000000002,73,25,1.0
breakeven_plus_trail,bull,Consumer Discretionary,unknown,low_lt_15,long_ge_11d,419.2785,trailing_15pct,227.22570000000002,192.0528,95,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,mid_15_25,medium_4_10d,50.161199999999994,ma_exit_ema9,-104.4145,154.57569999999998,51,25,1.0
breakeven_plus_trail,neutral,Industrials,unknown,mid_15_25,long_ge_11d,245.2929,hybrid_50pct_target,96.82469999999999,148.46820000000002,52,25,1.0
breakeven_plus_trail,bull,Information Technology,unknown,low_lt_15,long_ge_11d,664.1084,regime_flip,534.3973,129.7111,123,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,high_25_40,medium_4_10d,53.40429999999999,earnings_blackout,-58.40640000000001,111.8107,51,25,1.0
breakeven_plus_trail,bull,Industrials,unknown,mid_15_25,long_ge_11d,960.4013,trailing_15pct,849.6661,110.73519999999996,173,25,1.0
breakeven_plus_trail,bear,Consumer Discretionary,unknown,high_25_40,long_ge_11d,504.4106,trailing_15pct,396.67159999999996,107.73900000000003,97,25,1.0
breakeven_plus_trail,bull,Financials,unknown,mid_15_25,long_ge_11d,294.3326,time_stop_10d,194.12380000000002,100.2088,105,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,high_25_40,long_ge_11d,760.2696,hybrid_50pct_target,665.1772,95.0924,98,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,low_lt_15,short_le_3d,-88.1362,trailing_5pct,-171.9896,83.8534,35,25,1.0
breakeven_plus_trail,bear,Financials,unknown,high_25_40,long_ge_11d,263.14799999999997,trailing_15pct,181.81500000000003,81.33299999999994,51,25,1.0
breakeven_plus_trail,bull,Utilities,unknown,mid_15_25,long_ge_11d,294.3732,regime_flip,216.1176,78.25559999999999,39,25,1.0
breakeven_plus_trail,bear,Information Technology,unknown,mid_15_25,long_ge_11d,647.348,regime_flip,572.9587,74.38929999999993,83,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,mid_15_25,short_le_3d,-14.142800000000001,chandelier_3x,-67.5308,53.388,28,25,1.0
breakeven_plus_trail,bear,Unknown,unknown,mid_15_25,long_ge_11d,221.5327,fixed_4r_2r,175.62959999999998,45.90310000000002,27,25,1.0
chandelier_3x,bull,Information Technology,unknown,low_lt_15,medium_4_10d,-55.352,r_multiple_3r,-103.8244,48.4724,34,25,1.0
chandelier_3x,bear,Consumer Discretionary,unknown,high_25_40,medium_4_10d,-3.4078000000000017,next_pivot_target,-42.2419,38.8341,29,25,1.0
chandelier_3x,neutral,Consumer Discretionary,unknown,mid_15_25,short_le_3d,41.1892,ma_exit_ema9,33.3193,7.869900000000001,10,25,1.0
chandelier_3x,neutral,Materials,unknown,mid_15_25,short_le_3d,-44.4336,trailing_5pct,-51.6207,7.187100000000001,10,25,1.0
chandelier_3x,bear,Consumer Discretionary,unknown,mid_15_25,short_le_3d,-30.725399999999997,earnings_blackout,-36.31229999999999,5.586899999999996,16,25,1.0
chandelier_3x,bear,Consumer Discretionary,unknown,mid_15_25,medium_4_10d,-51.1364,multi_tier_partial,-56.1005,4.964099999999995,23,25,1.0
class_time_stop,bear,Industrials,unknown,mid_15_25,short_le_3d,129.5679,earnings_blackout,82.48349999999999,47.08440000000002,16,25,1.0
class_time_stop,bear,Information Technology,unknown,high_25_40,short_le_3d,-85.0235,trailing_5pct,-116.0824,31.05890000000001,27,25,1.0
class_time_stop,bull,Industrials,unknown,low_lt_15,short_le_3d,24.236400000000003,hybrid_50pct_target,10.464699999999997,13.771700000000006,13,25,1.0
class_time_stop,bear,Real Estate,unknown,mid_15_25,long_ge_11d,34.831100000000006,regime_flip,28.6902,6.140900000000006,15,25,1.0
earnings_blackout,bull,Information Technology,unknown,low_lt_15,short_le_3d,660.7451000000001,trailing_5pct,-106.0094,766.7545000000001,23,25,1.0
earnings_blackout,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,1079.9064,breakeven_plus_trail,338.0331,741.8733000000001,60,25,1.0
earnings_blackout,bull,Communication Services,unknown,mid_15_25,long_ge_11d,1109.6037,breakeven_plus_trail,472.5622,637.0414999999998,53,25,1.0
earnings_blackout,neutral,Energy,unknown,mid_15_25,long_ge_11d,708.9721000000001,trailing_15pct,252.9436,456.02850000000007,28,25,1.0
earnings_blackout,bull,Health Care,unknown,low_lt_15,long_ge_11d,1886.1717,breakeven_plus_trail,1511.6489,374.5228000000002,165,25,1.0
