strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_lower,earnings_blackout,56,0.5893,4.1268,47.9134,2683.1492,-200.5648,845.7,53.57,True
bollinger_lower,breakeven_plus_trail,56,0.3571,5.2641,5.6963,318.9933,-14.244,78.0,52.92,False
bollinger_lower,time_stop_20d,56,0.6429,1.8885,2.2761,127.4596,-41.9937,29.1,52.37,False
bollinger_lower,regime_flip,56,0.6429,1.8885,2.2761,127.4596,-41.9937,29.1,52.37,False
bollinger_lower,next_pivot_target,56,0.8214,1.5868,1.139,63.7834,-21.6711,20.9,50.46,False
bollinger_lower,trailing_15pct,56,0.5,4.5759,13.4155,751.2659,-67.1452,253.8,50.0,False
bollinger_lower,trailing_10pct,56,0.4643,2.1431,4.2785,239.5978,-56.121,112.0,48.57,False
bollinger_lower,time_stop_10d,56,0.5179,1.6128,1.1735,65.7184,-26.6194,14.6,39.1,False
bollinger_lower,fixed_4r_2r,56,0.4286,1.6687,2.0373,114.0882,-37.7966,27.9,37.2,False
bollinger_lower,class_time_stop,56,0.5,1.4929,1.78,99.6819,-64.7007,36.3,34.79,False
bollinger_lower,hybrid_50pct_target,56,0.7143,0.9152,-0.7036,-39.402,-200.1161,150.1,28.57,False
bollinger_lower,r_multiple_3r,56,0.2857,1.2649,0.5489,30.7368,-26.6015,9.9,19.38,False
bollinger_lower,ma_exit_ema9,56,0.4464,0.939,-0.0656,-3.672,-42.0821,2.0,17.86,False
bollinger_lower,r_multiple_2r,56,0.3571,1.1161,0.211,11.818,-27.12,6.8,17.77,False
bollinger_lower,atr_trail_2x,56,0.3571,0.8798,-0.2703,-15.1345,-71.9302,18.4,14.28,False
bollinger_lower,trailing_5pct,56,0.3214,0.8627,-0.3237,-18.1244,-54.3393,20.3,12.86,False
bollinger_lower,atr_trail_1x,56,0.1429,0.2466,-1.2597,-70.5422,-63.9969,3.8,5.72,False
bollinger_lower,break_even_at_1r,56,0.0893,0.7572,-0.405,-22.6809,-49.5522,10.8,3.57,False
bollinger_tight,next_pivot_target,48,0.8333,1.6946,0.9758,46.8408,-23.6627,18.2,54.17,True
bollinger_tight,breakeven_plus_trail,48,0.25,4.3592,3.7863,181.7401,-10.9592,46.3,53.56,False
bollinger_tight,regime_flip,48,0.5833,2.0573,1.588,76.2226,-36.9035,28.8,53.33,False
bollinger_tight,time_stop_20d,48,0.5833,2.0573,1.588,76.2226,-36.9035,28.8,53.33,False
bollinger_tight,earnings_blackout,48,0.5208,5.4355,95.355,4577.0384,-479.4522,796.2,50.83,False
bollinger_tight,trailing_15pct,48,0.375,2.1603,6.0972,292.665,-78.3012,182.8,45.0,False
bollinger_tight,class_time_stop,48,0.5,1.631,1.6544,79.4107,-39.2537,35.7,38.93,False
bollinger_tight,time_stop_10d,48,0.5208,1.3389,0.4271,20.5028,-19.6497,14.5,31.52,False
bollinger_tight,trailing_10pct,48,0.3333,1.455,1.8747,89.9875,-46.3139,91.1,26.98,False
bollinger_tight,hybrid_50pct_target,48,0.6458,0.4768,-6.205,-297.8398,-338.111,198.2,25.83,False
bollinger_tight,ma_exit_ema9,48,0.375,0.5941,-0.3489,-16.7463,-18.1279,1.6,17.81,False
bollinger_tight,fixed_4r_2r,48,0.3333,1.0155,0.0574,2.7539,-73.4513,27.8,13.8,False
bollinger_tight,atr_trail_2x,48,0.3333,1.0009,0.0018,0.0857,-30.4373,19.2,13.36,False
bollinger_tight,trailing_5pct,48,0.3333,0.8005,-0.4309,-20.6827,-43.7504,22.8,13.33,False
bollinger_tight,r_multiple_2r,48,0.3125,1.0026,0.0045,0.2182,-20.4452,9.4,12.58,False
bollinger_tight,r_multiple_3r,48,0.2292,1.0459,0.0898,4.3114,-34.0777,13.0,10.55,False
bollinger_tight,atr_trail_1x,48,0.1458,0.2127,-1.1689,-56.1076,-52.1323,5.0,5.83,False
bollinger_tight,break_even_at_1r,48,0.0833,0.7952,-0.2602,-12.4891,-39.0416,14.4,3.33,False
cpr_narrow_bullish,next_pivot_target,42,0.7143,0.7619,-0.3807,-15.9908,-41.468,9.6,28.57,True
cpr_narrow_bullish,time_stop_10d,42,0.5,1.1009,0.2115,8.8829,-33.0978,14.4,23.03,False
cpr_narrow_bullish,earnings_blackout,42,0.5476,0.7847,-5.7135,-239.9665,-735.1312,568.6,21.9,False
cpr_narrow_bullish,class_time_stop,42,0.5,0.9767,-0.0949,-3.9849,-63.3166,36.1,20.0,False
cpr_narrow_bullish,hybrid_50pct_target,42,0.4762,0.177,-20.4099,-857.215,-928.6887,219.1,19.05,False
cpr_narrow_bullish,regime_flip,42,0.4286,1.0169,0.056,2.3522,-31.26,28.9,17.65,False
cpr_narrow_bullish,time_stop_20d,42,0.4286,1.0169,0.056,2.3522,-31.26,28.9,17.65,False
cpr_narrow_bullish,breakeven_plus_trail,42,0.2619,1.1773,0.4415,18.5422,-36.0469,40.3,15.8,False
cpr_narrow_bullish,trailing_15pct,42,0.381,0.9325,-0.45,-18.9015,-142.0287,122.5,15.24,False
cpr_narrow_bullish,trailing_10pct,42,0.3333,0.6601,-1.7318,-72.7376,-115.801,62.0,13.33,False
cpr_narrow_bullish,ma_exit_ema9,42,0.3333,0.8856,-0.2146,-9.0143,-28.7063,11.6,13.33,False
cpr_narrow_bullish,atr_trail_2x,42,0.3095,0.8541,-0.3471,-14.5778,-41.3469,18.0,12.38,False
cpr_narrow_bullish,r_multiple_2r,42,0.3095,0.817,-0.3522,-14.7928,-25.6605,6.1,12.38,False
cpr_narrow_bullish,trailing_5pct,42,0.2857,0.6039,-1.119,-46.9985,-73.2466,18.1,11.43,False
cpr_narrow_bullish,r_multiple_3r,42,0.2381,0.9053,-0.1978,-8.307,-19.3921,9.7,10.44,False
cpr_narrow_bullish,fixed_4r_2r,42,0.2381,0.5831,-1.6301,-68.4654,-84.5073,29.0,9.52,False
cpr_narrow_bullish,atr_trail_1x,42,0.2381,0.2616,-1.2096,-50.8037,-53.5554,4.6,9.52,False
cpr_narrow_bullish,break_even_at_1r,42,0.0952,0.477,-0.8157,-34.2581,-32.2077,17.4,3.81,False
williams_r_oversold,hybrid_50pct_target,13,0.6923,1.8318,2.0848,27.1025,-10.0,88.8,67.65,True
williams_r_oversold,earnings_blackout,13,0.6154,3.4628,12.1735,158.2559,-61.6766,644.9,54.62,False
williams_r_oversold,next_pivot_target,13,0.7692,1.1344,0.2334,3.0344,-10.0,26.4,49.8,False
williams_r_oversold,time_stop_10d,13,0.4615,1.0291,0.0497,0.6455,-5.8639,14.5,40.54,False
williams_r_oversold,ma_exit_ema9,13,0.3846,0.3754,-0.4425,-5.7526,-4.486,1.3,38.66,False
williams_r_oversold,fixed_4r_2r,13,0.3077,1.2469,0.638,8.2945,-10.0851,31.1,34.59,False
williams_r_oversold,trailing_10pct,13,0.3846,1.2852,1.0493,13.6413,-26.4927,91.5,23.94,False
williams_r_oversold,class_time_stop,13,0.4615,0.9959,-0.0126,-0.1638,-18.8571,36.2,20.17,False
williams_r_oversold,time_stop_20d,13,0.3846,0.7568,-0.873,-11.3495,-21.2957,28.7,15.38,False
williams_r_oversold,trailing_15pct,13,0.3846,0.8459,-0.8067,-10.4869,-39.184,225.1,15.38,False
williams_r_oversold,regime_flip,13,0.3846,0.7568,-0.873,-11.3495,-21.2957,28.7,15.38,False
williams_r_oversold,atr_trail_2x,13,0.2308,0.3039,-1.7183,-22.3376,-15.9382,14.8,15.32,False
williams_r_oversold,r_multiple_2r,13,0.1538,0.3498,-1.1982,-15.576,-16.3858,6.8,11.57,False
williams_r_oversold,breakeven_plus_trail,13,0.1538,0.6808,-0.6834,-8.884,-17.6544,27.8,9.67,False
williams_r_oversold,trailing_5pct,13,0.2308,0.8407,-0.498,-6.4739,-22.4053,29.7,9.23,False
williams_r_oversold,atr_trail_1x,13,0.0769,0.0305,-1.5301,-19.8912,-16.7377,2.6,7.97,False
williams_r_oversold,break_even_at_1r,13,0.0,0.0,-1.4228,-18.4963,-15.3428,4.8,6.99,False
williams_r_oversold,r_multiple_3r,13,0.0769,0.3954,-1.1565,-15.0348,-19.1221,7.7,4.39,False
stochrsi_oversold,next_pivot_target,21,0.9048,1.8485,0.8546,17.9468,-11.1521,17.0,74.92,True
stochrsi_oversold,ma_exit_ema9,21,0.619,1.3821,0.2058,4.3212,-5.6519,1.2,57.75,False
stochrsi_oversold,hybrid_50pct_target,21,0.6667,0.43,-6.1535,-129.2241,-119.2241,221.2,26.67,False
stochrsi_oversold,earnings_blackout,21,0.4762,1.0889,2.143,45.0029,-269.7008,646.6,21.72,False
stochrsi_oversold,breakeven_plus_trail,21,0.1429,1.4561,1.2736,26.7448,-26.3185,41.1,19.4,False
stochrsi_oversold,class_time_stop,21,0.381,0.4828,-2.816,-59.1354,-66.7081,36.0,15.24,False
stochrsi_oversold,time_stop_10d,21,0.381,0.3247,-2.0081,-42.1696,-34.4978,14.8,15.24,False
stochrsi_oversold,trailing_10pct,21,0.2857,0.3759,-3.1616,-66.3941,-66.7812,100.4,11.43,False
stochrsi_oversold,trailing_15pct,21,0.2857,0.6521,-2.4865,-52.2174,-62.0738,157.0,11.43,False
stochrsi_oversold,break_even_at_1r,21,0.0476,0.6558,-0.3796,-7.9709,-13.6651,14.4,11.41,False
stochrsi_oversold,r_multiple_2r,21,0.2381,0.5889,-0.8455,-17.755,-24.0227,10.9,9.52,False
stochrsi_oversold,regime_flip,21,0.2381,0.3647,-3.2351,-67.9376,-70.7973,28.9,9.52,False
stochrsi_oversold,time_stop_20d,21,0.2381,0.3647,-3.2351,-67.9376,-70.7973,28.9,9.52,False
stochrsi_oversold,atr_trail_2x,21,0.1429,0.3904,-1.8417,-38.6749,-39.6244,17.2,5.72,False
stochrsi_oversold,fixed_4r_2r,21,0.1429,0.3832,-2.8088,-58.9852,-50.9589,22.7,5.72,False
stochrsi_oversold,atr_trail_1x,21,0.1429,0.0647,-1.0417,-21.8759,-22.4065,6.5,5.72,False
stochrsi_oversold,r_multiple_3r,21,0.0952,0.3152,-1.625,-34.125,-34.5396,14.6,3.81,False
stochrsi_oversold,trailing_5pct,21,0.0476,0.3182,-2.202,-46.2422,-44.0199,25.0,1.9,False
ichimoku_cloud_breakout,earnings_blackout,5,0.4,2.1771,11.983,59.9148,-50.9012,661.8,46.0,True
