# T3 Tier 3 Universe_Momentum Top-100_Jun 2022 to May 2026.csv — DEC-496 Pass 53 SCREENER-FIRST output
# Built: 2026-05-05 via Polygon /v2/aggs/grouped/locale/us/market/stocks/{date}
# Methodology: J-T 12-1 (lookback 252d, skip 21d, risk-adj OFF, tie-breakers vol-asc → ADV-desc)
# Window: 2020-01-01 to 2026-05-05 (77 monthly snapshots)
# Liquidity floor: $5M min daily dollar volume on D-21
# T1 exclusion: T1a + T1c PIT membership at each snapshot
# SCHEMA: Symbol, Company, Sector, added_date (first month rank ≤100), removed_date (first month rank >100), MomentumScore, MarketCapB (blank — not from grouped endpoint), LastPrice
# PIT FILTER: (added_date IS NULL OR added_date <= as_of) AND (removed_date IS NULL OR removed_date > as_of)
Symbol,Company,Sector,added_date,removed_date,MomentumScore,MarketCapB,LastPrice
BTU,,Energy,2022-06-01,2022-09-01,2.139905,,39.5
BTU,,Energy,2022-10-03,2023-04-03,2.139905,,39.5
BTU,,Energy,2026-05-01,,2.139905,,39.5
BUR,,Financials,2023-11-01,2023-12-01,1.172702,,15.6
BUR,,Financials,2024-04-01,2024-05-01,1.172702,,15.6
BVH,,Unknown,2024-01-01,2024-03-01,1.4149,,75.2
BVS,,Health Care,2024-10-01,2024-12-02,2.537994,,11.64
BW,,Industrials,2026-01-01,2026-03-02,3.229008,,5.54
BWMX,,Consumer Discretionary,2023-10-02,2023-11-01,1.183588,,15.7
BXC,,Industrials,2022-07-01,2022-09-01,0.747914,,69.13
BYRN,,Industrials,2024-11-01,2024-12-02,1.146252,,23.48
BYRN,,Industrials,2025-01-01,2025-04-01,1.146252,,23.48
BYRN,,Industrials,2025-06-02,2025-10-01,1.146252,,23.48
BZH,,Industrials,2023-09-01,2024-04-01,1.174983,,31.82
CABA,,Health Care,2023-03-01,2023-05-01,2.122016,,23.54
CABA,,Health Care,2023-12-01,2024-05-01,2.122016,,23.54
CADL,,Health Care,2024-07-01,2024-08-01,4.444805,,8.38
CADL,,Health Care,2025-04-01,2025-05-01,4.444805,,8.38
CAL,,Materials,2024-06-03,2024-07-01,1.107263,,37.72
CALM,,Consumer Staples,2022-11-01,2022-12-01,0.674875,,60.53
CALX,,Communication Services,2023-02-01,2023-03-01,0.638119,,66.18
CAMT,,Information Technology,2023-10-02,2024-09-02,1.611546,,123.5
CAPR,,Health Care,2024-11-01,2024-12-02,1.551487,,11.15
CAPR,,Health Care,2025-01-01,2025-09-01,1.551487,,11.15
CAR,,Consumer Discretionary,2022-06-01,2022-10-03,1.389147,,206.04
CAR,,Consumer Discretionary,2025-09-01,2025-10-01,1.389147,,206.04
CATX,,Health Care,2024-06-03,2024-08-01,3.692671,,11.91
CATX,,Health Care,2024-09-02,2025-01-01,3.692671,,11.91
CAVA,,Consumer Discretionary,2024-10-01,2025-04-01,1.170314,,122.97
CBAY,,Unknown,2023-02-01,2023-07-03,2.659864,,32.28
CBAY,,Unknown,2023-08-01,2024-05-01,2.659864,,32.28
CCB,,Financials,2025-03-03,2025-07-01,1.006845,,87.96
CCCC,,Health Care,2024-04-01,2024-06-03,2.552486,,6.43
CCCC,,Health Care,2024-09-02,2024-11-01,2.552486,,6.43
CCJ,,Energy,2023-12-01,2024-02-01,0.99167,,45.43
CCRD,,Unknown,2025-08-01,2025-09-01,1.2544,,28.18
CCRN,,Industrials,2022-11-01,2022-12-01,0.414162,,27.76
CCXI,,Information Technology,2022-06-01,2022-09-01,0.582593,,51.64
CCXI,,Information Technology,2022-10-03,2022-12-01,0.582593,,51.64
CD,,Financials,2023-02-01,2023-03-01,0.792363,,7.51
CDE,,Materials,2024-08-01,2025-01-01,2.021164,,17.13
CDE,,Materials,2025-03-03,2025-04-01,2.021164,,17.13
CDE,,Materials,2025-11-03,,2.021164,,17.13
CDIO,,Health Care,2024-01-01,2024-02-01,1.237624,,67.8
CDLX,,Information Technology,2023-12-01,2024-01-01,1.333333,,12.95
CDLX,,Information Technology,2024-04-01,2024-07-01,1.333333,,12.95
CDNA,,Health Care,2024-09-02,2025-01-01,1.427249,,18.35
CDNA,,Health Care,2025-02-03,2025-06-02,1.427249,,18.35
CDR,,Unknown,2022-06-01,2022-07-01,0.67106,,29.16
CDR,,Unknown,2022-08-01,2022-10-03,0.67106,,29.16
CDTX,,Unknown,2023-03-01,2023-04-03,4.103624,,99.98
CDTX,,Unknown,2025-08-01,2025-10-01,4.103624,,99.98
CDTX,,Unknown,2025-12-01,2026-01-01,4.103624,,99.98
CDXC,,Unknown,2025-01-01,2025-02-03,4.162162,,7.64
CECO,,Industrials,2024-06-03,2024-10-01,2.058204,,60.95
CECO,,Industrials,2026-05-01,,2.058204,,60.95
CEIX,,Unknown,2022-06-01,2023-05-01,0.490361,,54.89
CELC,,Health Care,2024-09-02,2024-10-01,4.939464,,77.51
CELC,,Health Care,2025-09-01,2026-01-01,4.939464,,77.51
CELH,,Consumer Staples,2023-02-01,2023-06-01,1.689841,,83.43
CELH,,Consumer Staples,2023-07-03,2023-09-01,1.689841,,83.43
CELH,,Consumer Staples,2023-10-02,2023-12-01,1.689841,,83.43
CELH,,Consumer Staples,2024-04-01,2024-06-03,1.689841,,83.43
CENX,,Materials,2024-06-03,2024-07-01,1.957117,,49.65
CENX,,Materials,2024-09-02,2025-01-01,1.957117,,49.65
CENX,,Materials,2026-05-01,,1.957117,,49.65
CEP,,Unknown,2025-09-01,2025-10-01,1.823177,,28.26
CERE,,Unknown,2022-06-01,2022-08-01,1.102623,,27.25
CGAU,,Materials,2026-03-02,2026-05-01,1.9922,,19.18
CGEM,,Health Care,2024-06-03,2024-08-01,1.111111,,24.13
CGON,,Health Care,2026-05-01,,1.88869,,64.62
CHK,,Unknown,2022-06-01,2022-08-01,0.489388,,98.24
CHK,,Unknown,2022-09-01,2022-12-01,0.489388,,98.24
CHK,,Unknown,2023-01-02,2023-02-01,0.489388,,98.24
CHWY,,Consumer Discretionary,2025-03-03,2025-07-01,1.196334,,37.14
CHX,,Unknown,2023-10-02,2023-11-01,0.996676,,36.04
CIEN,,Information Technology,2025-12-01,2026-01-01,1.985634,,239.0
CIEN,,Information Technology,2026-02-02,2026-03-02,1.985634,,239.0
CIFR,,Financials,2024-05-01,2024-06-03,3.462662,,13.74
CIFR,,Financials,2025-12-01,2026-04-01,3.462662,,13.74
CIFR,,Financials,2026-05-01,,3.462662,,13.74
CIR,,Unknown,2023-08-01,2023-12-01,1.884635,,55.76
CLBT,,Information Technology,2024-01-01,2024-02-01,0.796549,,19.78
CLBT,,Information Technology,2024-10-01,2024-12-02,0.796549,,19.78
CLBT,,Information Technology,2025-01-01,2025-03-03,0.796549,,19.78
CLBT,,Information Technology,2025-06-02,2025-07-01,0.796549,,19.78
CLFD,,Information Technology,2022-07-01,2023-01-02,0.902569,,92.56
CLFD,,Information Technology,2023-02-01,2023-03-01,0.902569,,92.56
CLMB,,Health Care,2025-02-03,2025-03-03,1.201391,,31.64
CLMT,,Energy,2026-05-01,,2.05916,,32.06
CLPT,,Health Care,2025-03-03,2025-05-01,1.488095,,16.72
CLR,,Unknown,2022-06-01,2022-10-03,0.625963,,73.9
CLR,,Unknown,2022-11-01,2023-01-02,0.625963,,73.9
CLRB,,Health Care,2024-03-01,2024-04-01,1.383607,,109.05
CLRB,,Health Care,2024-05-01,2024-06-03,1.383607,,109.05
CLS,,Information Technology,2023-09-01,2024-11-01,2.146771,,280.22
CLS,,Information Technology,2024-12-02,2025-06-02,2.146771,,280.22
CLS,,Information Technology,2025-07-01,2026-03-02,2.146771,,280.22
CLS,,Information Technology,2026-04-01,,2.146771,,280.22
CLSK,,Financials,2024-01-01,2024-04-01,2.1,,11.47
CLSK,,Financials,2024-05-01,2024-11-01,2.1,,11.47
CLYM,,Health Care,2026-04-01,2026-05-01,4.582677,,7.09
CMCL,,Materials,2025-12-01,2026-02-02,2.086022,,31.57
CMCL,,Materials,2026-03-02,2026-04-01,2.086022,,31.57
CMP,,Materials,2025-09-01,2025-10-01,1.257459,,20.43
CMPO,,Unknown,2024-12-02,2025-05-01,1.121069,,13.49
CMPO,,Unknown,2025-07-01,2025-08-01,1.121069,,13.49
CMPR,,Communication Services,2023-09-01,2024-03-01,1.18848,,93.47
CMPR,,Communication Services,2024-04-01,2024-05-01,1.18848,,93.47
CMPX,,Health Care,2026-01-01,2026-02-02,2.691781,,5.39
CNCE,,Unknown,2023-03-01,2023-05-01,1.24,,8.4
CNK,,Communication Services,2023-11-01,2023-12-01,1.223259,,30.97
CNK,,Communication Services,2025-01-01,2025-03-03,1.223259,,30.97
CNM,,Materials,2024-02-01,2024-03-01,1.110294,,57.4
CNM,,Materials,2024-06-03,2024-07-01,1.110294,,57.4
CNQ,,Energy,2022-06-01,2022-11-01,0.611729,,29.0
CNX,,Energy,2022-09-01,2022-10-03,0.586799,,17.55
COCO,,Consumer Staples,2023-05-01,2023-06-01,0.98526,,25.59
COCO,,Consumer Staples,2023-07-03,2023-09-01,0.98526,,25.59
COCO,,Consumer Staples,2023-10-02,2024-03-01,0.98526,,25.59
COEP,,Health Care,2026-01-01,2026-02-02,4.159166,,18.8
COGT,,Health Care,2022-10-03,2023-01-02,4.416309,,37.86
COGT,,Health Care,2023-03-01,2023-05-01,4.416309,,37.86
COGT,,Health Care,2026-01-01,2026-04-01,4.416309,,37.86
COHR,,Industrials,2024-10-01,2025-02-03,1.18902,,98.09
COIN,,Financials,2023-12-01,2024-12-02,1.701752,,191.23
COKE,,Consumer Staples,2024-02-01,2024-03-01,0.875942,,93.3
COMM,,Unknown,2024-11-01,2025-01-01,2.869936,,18.15
COMM,,Unknown,2025-02-03,2025-03-03,2.869936,,18.15
COMM,,Unknown,2025-05-01,2025-06-02,2.869936,,18.15
COMM,,Unknown,2025-07-01,2025-09-01,2.869936,,18.15
COMM,,Unknown,2025-10-01,2025-11-03,2.869936,,18.15
COMM,,Unknown,2025-12-01,2026-03-02,2.869936,,18.15
COMP,,Real Estate,2024-11-01,2025-01-01,0.854271,,7.38
COMP,,Real Estate,2025-04-01,2025-07-01,0.854271,,7.38
CORT,,Health Care,2022-11-01,2022-12-01,1.056742,,73.22
CORT,,Health Care,2025-02-03,2025-09-01,1.056742,,73.22
CORZ,,Financials,2025-02-03,2025-06-02,1.264368,,7.88
COTY,,Materials,2023-06-01,2023-07-03,0.658192,,11.74
CPG,,Unknown,2022-06-01,2022-11-01,0.769575,,7.91
CPG,,Unknown,2022-12-01,2023-01-02,0.769575,,7.91
CPK,,Utilities,2022-09-01,2022-10-03,3.694976,,117.75
CPK,,Utilities,2022-12-01,2023-02-01,3.694976,,117.75
CPK,,Utilities,2023-10-02,2023-11-01,3.694976,,117.75
CPK,,Utilities,2024-02-01,2024-03-01,3.694976,,117.75
CPK,,Utilities,2024-05-01,2024-08-01,3.694976,,117.75
CPK,,Utilities,2024-09-02,2024-10-01,3.694976,,117.75
CPRX,,Health Care,2022-09-01,2023-07-03,1.150068,,15.76
CPS,,Consumer Discretionary,2025-10-01,2026-01-01,1.619247,,37.56
CRBP,,Health Care,2024-04-01,2024-06-03,2.927885,,16.34
CRBP,,Health Care,2024-07-01,2024-08-01,2.927885,,16.34
CRBP,,Health Care,2024-11-01,2025-01-01,2.927885,,16.34
CRCT,,Industrials,2023-08-01,2023-09-01,1.078488,,14.3
CRDF,,Health Care,2024-05-01,2024-06-03,2.807947,,5.75
CRDO,,Information Technology,2024-03-01,2024-06-03,1.488392,,144.7
CRDO,,Information Technology,2024-08-01,2024-09-02,1.488392,,144.7
CRDO,,Information Technology,2024-10-01,2024-11-01,1.488392,,144.7
CRDO,,Information Technology,2025-01-01,2026-01-01,1.488392,,144.7
CRDO,,Information Technology,2026-02-02,2026-03-02,1.488392,,144.7
CRK,,Energy,2022-06-01,2023-03-01,1.765385,,28.76
CRK,,Energy,2025-02-03,2025-06-02,1.765385,,28.76
CRK,,Energy,2025-07-01,2025-09-01,1.765385,,28.76
CRMD,,Health Care,2024-11-01,2025-05-01,1.753304,,12.5
CRMD,,Health Care,2025-07-01,2025-09-01,1.753304,,12.5
CRML,,Materials,2026-05-01,,3.512821,,7.04
CRNC,,Information Technology,2025-06-02,2025-12-01,2.637462,,12.04
CRNX,,Health Care,2023-12-01,2024-02-01,2.284504,,54.26
CRNX,,Health Care,2024-03-01,2024-06-03,2.284504,,54.26
CRNX,,Health Care,2024-07-01,2024-10-01,2.284504,,54.26
CROX,,Materials,2023-04-03,2023-08-01,1.11492,,106.74
CRS,,Materials,2023-11-01,2024-02-01,1.246654,,238.37
CRS,,Materials,2024-07-01,2024-10-01,1.246654,,238.37
CRS,,Materials,2024-11-01,2025-06-02,1.246654,,238.37
CRS,,Materials,2025-07-01,2025-08-01,1.246654,,238.37
CRT,,Financials,2022-10-03,2022-11-01,0.645033,,24.84
CRVS,,Health Care,2024-12-02,2025-01-01,2.859504,,14.01
CRVS,,Health Care,2026-03-02,,2.859504,,14.01
CSPI,,Information Technology,2024-04-01,2024-05-01,3.112879,,27.14
CTGO,,Materials,2026-03-02,2026-04-01,2.208502,,31.7
CTIC,,Unknown,2022-06-01,2022-12-01,1.590517,,6.01
CTIC,,Unknown,2023-01-02,2023-04-03,1.590517,,6.01
CUBI,,Financials,2024-02-01,2024-03-01,1.835925,,52.89
CUBI,,Financials,2024-04-01,2024-06-03,1.835925,,52.89
CURI,,Communication Services,2025-08-01,2025-09-01,3.732143,,5.3
CUTR,,Unknown,2022-06-01,2022-07-01,0.648839,,63.2
CVBF,,Financials,2022-11-01,2022-12-01,0.332306,,25.94
CVE,,Energy,2022-06-01,2022-11-01,0.578692,,19.56
CVE,,Energy,2022-12-01,2023-02-01,0.578692,,19.56
CVI,,Energy,2022-07-01,2023-02-01,0.827882,,34.09
CVI,,Energy,2023-03-01,2023-04-03,0.827882,,34.09
CVLT,,Information Technology,2024-10-01,2024-11-01,1.224703,,151.48
CVNA,,Consumer Discretionary,2023-11-01,2024-01-01,1.403161,,319.26
CVNA,,Consumer Discretionary,2024-03-01,2024-04-01,1.403161,,319.26
CVNA,,Consumer Discretionary,2024-07-01,2024-12-02,1.403161,,319.26
CVNA,,Consumer Discretionary,2025-01-01,2025-09-01,1.403161,,319.26
CVRX,,Health Care,2024-02-01,2024-04-01,1.502757,,27.23
CWCO,,Utilities,2024-01-01,2024-02-01,1.499669,,37.77
CXM,,Information Technology,2023-12-01,2024-02-01,1.039113,,15.64
CXW,,Financials,2022-06-01,2022-07-01,0.672346,,12.76
CYBE,,Unknown,2022-11-01,2022-12-01,0.3823,,53.73
CYD,,Consumer Discretionary,2025-04-01,2025-05-01,2.190605,,35.32
CYD,,Consumer Discretionary,2025-06-02,2025-07-01,2.190605,,35.32
CYD,,Consumer Discretionary,2025-10-01,2026-02-02,2.190605,,35.32
CYH,,Health Care,2024-11-01,2024-12-02,1.875598,,6.01
CYTK,,Health Care,2022-06-01,2022-09-01,1.258433,,79.0
CYTK,,Health Care,2022-11-01,2022-12-01,1.258433,,79.0
CYTK,,Health Care,2024-02-01,2024-05-01,1.258433,,79.0
DAKT,,Consumer Discretionary,2023-11-01,2023-12-01,1.162404,,16.91
DAKT,,Consumer Discretionary,2024-01-01,2024-02-01,1.162404,,16.91
DAKT,,Consumer Discretionary,2024-08-01,2024-09-02,1.162404,,16.91
DAKT,,Consumer Discretionary,2025-02-03,2025-03-03,1.162404,,16.91
DAVE,,Financials,2024-08-01,2024-10-01,1.913301,,256.05
DAVE,,Financials,2025-02-03,2025-07-01,1.913301,,256.05
DAVE,,Financials,2025-09-01,2026-01-01,1.913301,,256.05
DAWN,,Health Care,2023-03-01,2023-05-01,1.115385,,12.1
DAWN,,Health Care,2023-06-01,2023-07-03,1.115385,,12.1
DBVT,,Health Care,2026-02-02,2026-04-01,4.578049,,22.87
DC,,Materials,2026-02-02,2026-03-02,1.566372,,5.8
DCPH,,Unknown,2022-12-01,2023-05-01,0.554011,,14.53
DCTH,,Health Care,2024-10-01,2024-11-01,1.528302,,13.4
DCTH,,Health Care,2025-01-01,2025-02-03,1.528302,,13.4
DCTH,,Health Care,2025-03-03,2025-06-02,1.528302,,13.4
DDS,,Consumer Discretionary,2022-06-01,2022-08-01,0.648781,,302.37
DECK,,Materials,2023-05-01,2023-07-03,0.918516,,127.97
DECK,,Materials,2023-08-01,2023-09-01,0.918516,,127.97
DECK,,Materials,2024-03-01,2024-04-01,0.918516,,127.97
DELL,,Industrials,2023-11-01,2023-12-01,0.968142,,111.2
DELL,,Industrials,2024-01-01,2024-10-01,0.968142,,111.2
DESP,,Unknown,2024-05-01,2024-06-03,1.225694,,19.23
DESP,,Unknown,2024-07-01,2024-08-01,1.225694,,19.23
DESP,,Unknown,2025-03-03,2025-04-01,1.225694,,19.23
DFH,,Industrials,2023-08-01,2023-10-02,1.045708,,36.7
DFH,,Industrials,2023-11-01,2024-03-01,1.045708,,36.7
DFH,,Industrials,2024-04-01,2024-07-01,1.045708,,36.7
DGII,,Industrials,2022-11-01,2023-06-01,0.702172,,32.92
DHT,,Energy,2022-12-01,2023-03-01,0.983607,,10.89
DHT,,Energy,2023-04-03,2023-06-01,0.983607,,10.89
DICE,,Unknown,2023-02-01,2023-05-01,1.688215,,46.99
DICE,,Unknown,2023-06-01,2023-10-02,1.688215,,46.99
DK,,Energy,2022-08-01,2022-11-01,2.617849,,47.43
DK,,Energy,2022-12-01,2023-03-01,2.617849,,47.43
DK,,Energy,2026-05-01,,2.617849,,47.43
DKNG,,Communication Services,2023-08-01,2023-10-02,1.291312,,40.35
DKNG,,Communication Services,2023-11-01,2024-05-01,1.291312,,40.35
DKS,,Consumer Discretionary,2023-06-01,2023-07-03,1.225257,,236.3
DKS,,Consumer Discretionary,2024-10-01,2024-11-01,1.225257,,236.3
DMLP,,Energy,2022-09-01,2022-10-03,0.62575,,29.8
DMLP,,Energy,2022-12-01,2023-01-02,0.62575,,29.8
DMRC,,Information Technology,2023-07-03,2023-08-01,1.034274,,30.27
DNOW,,Industrials,2022-10-03,2022-11-01,0.661146,,13.04
DNTH,,Health Care,2024-10-01,2024-11-01,2.743886,,81.13
DNTH,,Health Care,2026-05-01,,2.743886,,81.13
DO,,Unknown,2023-08-01,2023-11-01,1.227061,,14.32
DOCS,,Information Technology,2025-04-01,2025-07-01,1.169389,,61.09
DOCS,,Information Technology,2025-08-01,2025-09-01,1.169389,,61.09
DOGZ,,Consumer Discretionary,2022-06-01,2022-07-01,4.162651,,25.71
DOGZ,,Consumer Discretionary,2025-03-03,2025-05-01,4.162651,,25.71
DOMH,,Financials,2025-04-01,2025-05-01,2.96,,9.9
DOMO,,Information Technology,2025-10-01,2025-11-03,1.520803,,17.57
DPRO,,Information Technology,2025-11-03,2026-01-01,2.340249,,8.05
DPRO,,Information Technology,2026-03-02,2026-04-01,2.340249,,8.05
DRCT,,Industrials,2024-01-01,2024-03-01,4.531034,,3528.8
DRCT,,Industrials,2024-05-01,2024-06-03,4.531034,,3528.8
DRTS,,Health Care,2026-04-01,2026-05-01,2.165414,,8.42
DRUG,,Health Care,2026-02-02,2026-03-02,1.578218,,78.12
DUOL,,Information Technology,2023-11-01,2024-04-01,1.373384,,411.26
DUOL,,Information Technology,2025-06-02,2025-09-01,1.373384,,411.26
DWAC,,Unknown,2024-03-01,2024-05-01,2.54048,,47.23
DXPE,,Materials,2025-01-01,2025-04-01,1.467814,,121.91
DXPE,,Materials,2025-10-01,2025-12-01,1.467814,,121.91
DXYZ,,Financials,2025-04-01,2025-11-03,1.740812,,28.34
DY,,Consumer Discretionary,2022-10-03,2022-11-01,0.595912,,113.98
DYN,,Health Care,2024-04-01,2025-02-03,1.365502,,31.13
EAT,,Consumer Discretionary,2024-08-01,2024-11-01,1.197455,,157.14
EAT,,Consumer Discretionary,2024-12-02,2025-10-01,1.197455,,157.14
EBS,,Health Care,2024-09-02,2025-05-01,1.783784,,7.21
ECG,,Industrials,2026-04-01,,1.871726,,117.31
ECOR,,Health Care,2025-04-01,2025-05-01,1.642249,,15.51
EE,,Utilities,2025-03-03,2025-04-01,1.083921,,29.55
EFXT,,Energy,2026-05-01,,2.235736,,21.55
EGO,,Materials,2026-03-02,2026-04-01,2.406648,,48.17
EGY,,Energy,2022-06-01,2022-09-01,1.950192,,7.7
ELEV,,Unknown,2023-07-03,2023-08-01,2.391892,,5.02
ELF,,Materials,2023-01-02,2024-05-01,0.880283,,218.0
ELF,,Materials,2024-08-01,2024-09-02,0.880283,,218.0
ELVA,,Industrials,2026-03-02,2026-04-01,3.376451,,10.37
ELVN,,Health Care,2024-12-02,2025-01-01,1.479239,,28.66
EME,,Consumer Discretionary,2023-10-02,2023-11-01,1.349228,,507.95
EME,,Consumer Discretionary,2024-06-03,2024-08-01,1.349228,,507.95
EME,,Consumer Discretionary,2025-01-01,2025-02-03,1.349228,,507.95
EMX,,Unknown,2025-11-03,2025-12-01,1.680851,,5.04
ENLC,,Unknown,2022-06-01,2022-08-01,0.657107,,13.29
ENLC,,Unknown,2022-09-01,2022-10-03,0.657107,,13.29
ENLC,,Unknown,2022-12-01,2023-02-01,0.657107,,13.29
ENLC,,Unknown,2023-03-01,2023-04-03,0.657107,,13.29
ENLT,,Utilities,2026-03-02,,3.086068,,65.99
ENTA,,Health Care,2026-02-02,2026-03-02,2.208984,,16.43
EOSE,,Industrials,2025-02-03,2025-04-01,2.958435,,16.19
EOSE,,Industrials,2025-07-01,2025-08-01,2.958435,,16.19
EOSE,,Industrials,2025-09-01,2026-02-02,2.958435,,16.19
EOSE,,Industrials,2026-03-02,2026-04-01,2.958435,,16.19
EQT,,Energy,2022-06-01,2022-10-03,1.295918,,42.75
EQX,,Materials,2026-01-01,2026-02-02,1.631579,,13.5
ERF,,Unknown,2022-06-01,2023-02-01,0.696462,,18.22
ESAB,,Industrials,2023-10-02,2023-12-01,0.899485,,70.11
ESLT,,Industrials,2025-05-01,2025-11-03,1.487242,,486.43
ESQ,,Financials,2025-06-02,2025-07-01,0.803085,,84.15
ESTC,,Information Technology,2024-02-01,2024-05-01,1.363899,,130.7
ESTE,,Unknown,2022-07-01,2022-08-01,0.606244,,15.95
ESTE,,Unknown,2022-09-01,2022-11-01,0.606244,,15.95
ESTE,,Unknown,2022-12-01,2023-01-02,0.606244,,15.95
ETNB,,Unknown,2023-02-01,2023-05-01,2.123162,,16.99
ETNB,,Unknown,2023-06-01,2023-11-01,2.123162,,16.99
ETON,,Health Care,2025-03-03,2025-05-01,1.632319,,22.48
ETON,,Health Care,2025-06-02,2025-10-01,1.632319,,22.48
ETON,,Health Care,2025-11-03,2025-12-01,1.632319,,22.48
ETRN,,Unknown,2024-05-01,2024-06-03,1.439122,,12.22
EURN,,Unknown,2022-09-01,2023-03-01,0.858149,,18.47
EURN,,Unknown,2023-04-03,2023-05-01,0.858149,,18.47
EVA,,Unknown,2022-06-01,2022-07-01,0.744234,,85.45
EVER,,Information Technology,2024-05-01,2024-06-03,2.398836,,23.35
EVER,,Information Technology,2024-07-01,2024-11-01,2.398836,,23.35
EVGO,,Consumer Discretionary,2024-12-02,2025-01-01,1.927835,,8.52
EVLV,,Industrials,2023-07-03,2023-09-01,2.347458,,7.9
EVLV,,Industrials,2025-07-01,2025-08-01,2.347458,,7.9
EVLV,,Industrials,2025-11-03,2025-12-01,2.347458,,7.9
EVOP,,Unknown,2022-11-01,2023-01-02,0.594272,,33.4
EVRI,,Unknown,2025-06-02,2025-07-01,1.067164,,13.85
EWTX,,Health Care,2024-04-01,2024-05-01,1.8,,32.2
EWTX,,Health Care,2024-07-01,2025-02-03,1.8,,32.2
EXAS,,Health Care,2023-07-03,2023-12-01,0.99291,,67.46
EXEL,,Health Care,2025-06-02,2025-07-01,0.889872,,38.44
EXK,,Materials,2024-12-02,2025-01-01,2.790761,,13.95
EXK,,Materials,2026-02-02,2026-04-01,2.790761,,13.95
EXTR,,Industrials,2023-04-03,2023-05-01,1.018356,,25.29
EXTR,,Industrials,2023-06-01,2023-11-01,1.018356,,25.29
EYE,,Health Care,2025-09-01,2025-10-01,1.74456,,29.01
EYE,,Health Care,2025-11-03,2025-12-01,1.74456,,29.01
EYE,,Health Care,2026-01-01,2026-02-02,1.74456,,29.01
EYPT,,Health Care,2024-02-01,2024-03-01,2.005076,,17.76
EYPT,,Health Care,2024-05-01,2024-07-01,2.005076,,17.76
EYPT,,Health Care,2026-04-01,2026-05-01,2.005076,,17.76
EZGO,,Consumer Discretionary,2023-10-02,2023-11-01,3.934783,,2270.0
FARO,,Unknown,2025-07-01,2025-09-01,1.554588,,43.99
FATE,,Health Care,2024-09-02,2024-10-01,0.99631,,5.41
FBRX,,Health Care,2026-03-02,,2.802111,,25.5
FCNCA,,Financials,2023-07-03,2023-08-01,1.014955,,1490.18
FCNCA,,Financials,2023-11-01,2024-04-01,1.014955,,1490.18
FDMT,,Health Care,2023-06-01,2023-09-01,1.793413,,9.33
FDMT,,Health Care,2026-05-01,,1.793413,,9.33
FEIM,,Industrials,2025-07-01,2025-08-01,2.419048,,53.85
FEIM,,Industrials,2025-10-01,2026-01-01,2.419048,,53.85
FEIM,,Industrials,2026-02-02,2026-05-01,2.419048,,53.85
FET,,Industrials,2026-05-01,,3.150134,,61.92
FG,,Financials,2024-03-01,2024-04-01,1.215407,,46.59
FGEN,,Unknown,2023-04-03,2023-07-03,0.662687,,417.75
FHN,,Financials,2022-11-01,2022-12-01,0.503971,,24.62
FHN,,Financials,2023-01-02,2023-02-01,0.503971,,24.62
FIG,,Information Technology,2025-10-01,2026-01-01,1.349186,,53.14
FIGS,,Consumer Discretionary,2026-05-01,,2.638614,,14.7
FIP,,Industrials,2024-06-03,2025-01-01,1.42623,,8.88
FIVE,,Consumer Discretionary,2026-05-01,,1.940974,,221.72
FIX,,Consumer Discretionary,2023-04-03,2023-07-03,1.357115,,486.65
FIX,,Consumer Discretionary,2024-06-03,2024-09-02,1.357115,,486.65
FIX,,Consumer Discretionary,2025-01-01,2025-02-03,1.357115,,486.65
FLNC,,Industrials,2023-03-01,2023-04-03,2.385167,,14.15
FLNC,,Industrials,2023-05-01,2023-09-01,2.385167,,14.15
FLNC,,Industrials,2026-03-02,,2.385167,,14.15
FLNG,,Energy,2022-06-01,2022-12-01,0.624662,,36.1
FLNG,,Energy,2023-01-02,2023-02-01,0.624662,,36.1
FLR,,Consumer Discretionary,2022-09-01,2022-11-01,0.770554,,37.04
FLR,,Consumer Discretionary,2023-02-01,2023-04-03,0.770554,,37.04
FN,,Information Technology,2024-08-01,2024-09-02,1.981559,,615.99
FN,,Information Technology,2026-04-01,2026-05-01,1.981559,,615.99
FNKO,,Consumer Discretionary,2025-04-01,2025-05-01,1.052632,,12.87
FOA,,Financials,2025-02-03,2025-03-03,1.990933,,23.09
FOA,,Financials,2025-08-01,2025-09-01,1.990933,,23.09
FOR,,Real Estate,2023-09-01,2023-10-02,1.274763,,33.53
FOR,,Real Estate,2024-01-01,2024-05-01,1.274763,,33.53
FORD,,Unknown,2025-12-01,2026-01-01,3.169533,,16.97
FORG,,Unknown,2023-02-01,2023-03-01,0.623116,,22.61
FORM,,Information Technology,2026-04-01,,2.45554,,97.93
FOUR,,Industrials,2023-08-01,2023-09-01,0.78466,,61.66
FRBN,,Unknown,2023-12-01,2024-01-01,1.785504,,28.44
FRGE,,Unknown,2026-01-01,2026-05-01,3.195653,,44.69
FRHC,,Financials,2023-06-01,2023-08-01,0.883766,,145.86
FRHC,,Financials,2025-04-01,2025-07-01,0.883766,,145.86
FRO,,Energy,2022-12-01,2023-03-01,1.136976,,28.55
FRO,,Energy,2023-04-03,2023-06-01,1.136976,,28.55
FRO,,Energy,2023-12-01,2024-01-01,1.136976,,28.55
FRO,,Energy,2024-07-01,2024-08-01,1.136976,,28.55
FROG,,Information Technology,2024-04-01,2024-06-03,1.294671,,43.92
