# T3 momentum_watchlist.csv — DEC-496 Pass 53 SCREENER-FIRST output
# Built: 2026-05-05 via Polygon /v2/aggs/grouped/locale/us/market/stocks/{date}
# Methodology: J-T 12-1 (lookback 252d, skip 21d, risk-adj OFF, tie-breakers vol-asc → ADV-desc)
# Window: 2020-01-01 to 2026-05-05 (77 monthly snapshots)
# Liquidity floor: $5M min daily dollar volume on D-21
# T1 exclusion: T1a + T1c PIT membership at each snapshot
# SCHEMA: Symbol, Company, Sector, added_date (first month rank ≤100), removed_date (first month rank >100), MomentumScore, MarketCapB (blank — not from grouped endpoint), LastPrice
# PIT FILTER: (added_date IS NULL OR added_date <= as_of) AND (removed_date IS NULL OR removed_date > as_of)
Symbol,Company,Sector,added_date,removed_date,MomentumScore,MarketCapB,LastPrice
HNRG,,,2025-09-01,2025-10-01,1.583717,,16.82
HNST,,,2025-01-01,2025-03-03,1.429577,,6.9
HOLO,,,2023-10-02,2023-11-01,4.005102,,78480.0
HOOD,,,2024-10-01,2025-10-01,3.998596,,106.77
HOUS,,,2025-11-03,2025-12-01,2.746736,,14.35
HOUS,,,2026-01-01,2026-03-02,2.746736,,14.35
HOV,,,2023-07-03,2023-11-01,2.1088,,206.3
HOV,,,2024-02-01,2024-04-01,2.1088,,206.3
HOV,,,2024-09-02,2024-12-02,2.1088,,206.3
HP,,,2022-09-01,2022-10-03,0.714957,,47.47
HP,,,2022-12-01,2023-03-01,0.714957,,47.47
HPK,,,2022-06-01,2022-09-01,2.186813,,29.0
HPK,,,2022-10-03,2022-11-01,2.186813,,29.0
HRB,,,2022-10-03,2022-12-01,0.683341,,36.68
HRB,,,2023-01-02,2023-03-01,0.683341,,36.68
HRMY,,,2022-08-01,2022-09-01,1.029595,,52.12
HROW,,,2023-05-01,2023-10-02,1.646724,,27.87
HROW,,,2024-10-01,2025-06-02,1.646724,,27.87
HRTG,,,2024-01-01,2024-02-01,2.023226,,23.43
HRTG,,,2024-11-01,2024-12-02,2.023226,,23.43
HRTG,,,2025-06-02,2025-09-01,2.023226,,23.43
HSAI,,,2025-02-03,2025-11-03,2.478134,,23.86
HSAI,,,2025-12-01,2026-01-01,2.478134,,23.86
HUMA,,,2024-07-01,2024-08-01,1.776119,,5.58
HUMA,,,2024-09-02,2024-12-02,1.776119,,5.58
HURN,,,2023-04-03,2023-05-01,0.535137,,70.34
HUSA,,,2022-06-01,2022-09-01,1.204444,,49.6
HUSA,,,2022-10-03,2022-11-01,1.204444,,49.6
HUT,,,2023-12-01,2024-02-01,2.537687,,47.41
HUT,,,2025-02-03,2025-03-03,2.537687,,47.41
HUT,,,2026-03-02,,2.537687,,47.41
HY,,,2024-03-01,2024-04-01,1.146985,,68.36
HYMC,,,2025-11-03,2026-02-02,3.981043,,10.51
HZNP,,,2023-11-01,2023-12-01,0.829538,,115.7
IAG,,,2024-10-01,2024-11-01,2.575428,,22.99
IAG,,,2026-01-01,2026-05-01,2.575428,,22.99
IAS,,,2023-09-01,2023-10-02,1.427718,,20.32
IBKR,,,2025-01-01,2025-02-03,1.300782,,47.83
IBP,,,2024-06-03,2024-07-01,1.278719,,243.39
IBRX,,,2024-06-03,2024-10-01,2.331288,,5.43
IDCC,,,2024-01-01,2024-02-01,1.135339,,215.05
IDCC,,,2025-05-01,2025-06-02,1.135339,,215.05
IDR,,,2025-12-01,2026-04-01,2.444908,,41.27
IDYA,,,2023-06-01,2023-07-03,1.333513,,43.31
IDYA,,,2023-09-01,2023-11-01,1.333513,,43.31
IDYA,,,2024-02-01,2024-06-03,1.333513,,43.31
IE,,,2026-03-02,2026-04-01,2.226962,,18.91
IEO,,,2022-09-01,2022-10-03,0.602861,,99.73
IEO,,,2023-01-02,2023-02-01,0.602861,,99.73
IESC,,,2024-02-01,2024-03-01,1.403167,,203.38
IESC,,,2024-04-01,2024-09-02,1.403167,,203.38
IESC,,,2024-10-01,2025-03-03,1.403167,,203.38
IGMS,,,2024-11-01,2024-12-02,3.126214,,17.0
IIVI,,,2023-04-03,2023-05-01,1.522019,,187.84
IMCR,,,2023-01-02,2023-05-01,1.052007,,58.79
IMCR,,,2023-06-01,2023-07-03,1.052007,,58.79
IMGN,,,2023-07-03,2024-02-01,2.551648,,16.16
IMGO,,,2023-02-01,2023-03-01,1.113529,,35.93
IMMX,,,2026-02-02,2026-03-02,3.358289,,8.15
IMMX,,,2026-04-01,,3.358289,,8.15
IMNM,,,2024-03-01,2024-08-01,1.509554,,15.76
IMNM,,,2024-09-02,2024-10-01,1.509554,,15.76
IMO,,,2022-07-01,2022-11-01,0.688716,,52.08
IMRX,,,2025-11-03,2026-01-01,2.46875,,6.66
IMRX,,,2026-02-02,2026-03-02,2.46875,,6.66
IMTE,,,2022-07-01,2022-08-01,1.008929,,90.0
IMVT,,,2023-01-02,2024-01-01,1.46129,,38.15
IMVT,,,2024-02-01,2024-05-01,1.46129,,38.15
IMXI,,,2022-12-01,2023-01-02,0.770764,,26.65
INBX,,,2023-07-03,2023-08-01,3.762643,,58.39
INBX,,,2025-12-01,2026-02-02,3.762643,,58.39
INBX,,,2026-03-02,,3.762643,,58.39
INDO,,,2022-06-01,2022-08-01,0.997817,,9.15
INDO,,,2022-10-03,2022-11-01,0.997817,,9.15
INDV,,,2025-10-01,2025-12-01,2.431633,,33.63
INDV,,,2026-01-01,2026-05-01,2.431633,,33.63
INFA,,,2024-05-01,2024-06-03,1.311849,,35.51
INKT,,,2025-09-01,2025-10-01,1.282821,,18.71
INOD,,,2023-07-03,2023-09-01,2.502768,,75.94
INOD,,,2023-10-02,2023-11-01,2.502768,,75.94
INOD,,,2024-01-01,2024-02-01,2.502768,,75.94
INOD,,,2024-10-01,2024-11-01,2.502768,,75.94
INOD,,,2024-12-02,2025-04-01,2.502768,,75.94
INOD,,,2025-06-02,2025-12-01,2.502768,,75.94
INSM,,,2024-08-01,2025-06-02,2.132661,,77.69
INSW,,,2022-10-03,2023-06-01,1.092638,,42.92
INTA,,,2023-04-03,2023-10-02,1.747911,,39.46
INTR,,,2024-03-01,2024-04-01,2.441176,,5.85
INTR,,,2024-05-01,2024-06-03,2.441176,,5.85
INTT,,,2023-06-01,2023-09-01,2.380653,,26.91
INTW,,,2026-05-01,,1.99639,,49.8
IONQ,,,2023-07-03,2024-05-01,2.83871,,64.26
IONQ,,,2025-01-01,2025-07-01,2.83871,,64.26
IONQ,,,2025-08-01,2025-12-01,2.83871,,64.26
IOT,,,2023-08-01,2023-09-01,1.461483,,33.87
IOT,,,2023-10-02,2024-03-01,1.461483,,33.87
IOVA,,,2024-04-01,2024-06-03,1.745714,,9.61
IOVA,,,2024-10-01,2024-12-02,1.745714,,9.61
IPAR,,,2023-05-01,2023-07-03,1.085293,,154.27
IPI,,,2022-06-01,2022-09-01,0.693625,,53.4
IPI,,,2022-10-03,2022-11-01,0.693625,,53.4
IPX,,,2025-02-03,2025-03-03,2.170976,,38.02
IQ,,,2023-04-03,2023-06-01,1.071429,,6.67
IREN,,,2024-02-01,2024-03-01,4.365443,,35.09
IREN,,,2024-04-01,2024-05-01,4.365443,,35.09
IREN,,,2024-11-01,2025-01-01,4.365443,,35.09
IREN,,,2025-02-03,2025-03-03,4.365443,,35.09
IREN,,,2025-10-01,2025-12-01,4.365443,,35.09
IREN,,,2026-01-01,2026-04-01,4.365443,,35.09
IREN,,,2026-05-01,,4.365443,,35.09
IRON,,,2024-02-01,2024-05-01,1.935089,,64.66
IRTC,,,2022-06-01,2022-12-01,1.370376,,169.79
IRTC,,,2025-10-01,2025-11-03,1.370376,,169.79
ISEE,,,2022-06-01,2022-08-01,2.655904,,39.63
ISEE,,,2023-02-01,2023-03-01,2.655904,,39.63
ISEE,,,2023-05-01,2023-09-01,2.655904,,39.63
ISSC,,,2025-08-01,2025-09-01,2.204173,,21.5
ISSC,,,2026-04-01,,2.204173,,21.5
ITCI,,,2022-08-01,2022-10-03,0.724785,,54.21
JAKK,,,2022-09-01,2022-10-03,0.662614,,21.88
JAKK,,,2023-06-01,2023-07-03,0.662614,,21.88
JANX,,,2024-05-01,2024-11-01,4.731441,,52.5
JANX,,,2024-12-02,2025-03-03,4.731441,,52.5
JBL,,,2023-12-01,2024-01-01,0.735098,,122.55
JDST,,,2022-11-01,2022-12-01,0.795878,,3660.0
JFIN,,,2025-05-01,2025-06-02,1.231579,,14.84
JG,,,2025-03-03,2025-04-01,4.027682,,14.53
JMIA,,,2024-09-02,2024-10-01,2.58547,,8.39
JMIA,,,2025-12-01,2026-05-01,2.58547,,8.39
JNUG,,,2025-11-03,2026-03-02,4.197016,,320.5
JNUG,,,2026-04-01,2026-05-01,4.197016,,320.5
JOBY,,,2025-09-01,2025-12-01,2.193613,,16.0
JSPR,,,2024-12-02,2025-01-01,2.388214,,22.02
JXN,,,2024-06-03,2024-11-01,1.285525,,86.37
KC,,,2023-05-01,2023-06-01,4.201365,,15.24
KC,,,2023-09-01,2023-11-01,4.201365,,15.24
KC,,,2025-02-03,2025-04-01,4.201365,,15.24
KC,,,2025-05-01,2025-12-01,4.201365,,15.24
KD,,,2024-07-01,2024-09-02,0.970499,,26.05
KDNY,,,2022-10-03,2022-12-01,1.001037,,38.58
KDNY,,,2023-02-01,2023-04-03,1.001037,,38.58
KDNY,,,2023-08-01,2023-09-01,1.001037,,38.58
KEP,,,2026-01-01,2026-02-02,1.631124,,18.26
KGC,,,2026-01-01,2026-02-02,2.506481,,37.87
KGC,,,2026-03-02,2026-04-01,2.506481,,37.87
KINS,,,2025-04-01,2025-06-02,1.344564,,15.31
KINS,,,2025-07-01,2025-09-01,1.344564,,15.31
KLXE,,,2023-01-02,2023-02-01,3.717949,,14.72
KNSL,,,2022-11-01,2022-12-01,0.503001,,245.38
KOD,,,2025-09-01,2025-10-01,3.103989,,28.81
KOD,,,2025-11-03,2026-01-01,3.103989,,28.81
KOD,,,2026-02-02,2026-03-02,3.103989,,28.81
KOLD,,,2023-05-01,2024-02-01,1.43227,,77.03
KOLD,,,2024-05-01,2024-06-03,1.43227,,77.03
KOLD,,,2024-09-02,2024-11-01,1.43227,,77.03
KORU,,,2025-12-01,2026-03-02,3.638293,,190.17
KOS,,,2022-06-01,2022-11-01,0.707424,,7.82
KOS,,,2022-12-01,2023-02-01,0.707424,,7.82
KOS,,,2023-03-01,2023-04-03,0.707424,,7.82
KRMN,,,2026-03-02,2026-04-01,2.623667,,108.71
KRTX,,,2022-10-03,2023-05-01,0.785508,,191.96
KRTX,,,2023-06-01,2023-07-03,0.785508,,191.96
KRUS,,,2022-10-03,2022-12-01,0.737078,,65.87
KRUS,,,2023-06-01,2023-07-03,0.737078,,65.87
KRYS,,,2022-12-01,2023-01-02,0.899523,,75.62
KTOS,,,2023-12-01,2024-02-01,3.433294,,111.32
KTOS,,,2025-09-01,2026-02-02,3.433294,,111.32
KTOS,,,2026-03-02,2026-04-01,3.433294,,111.32
KULR,,,2025-01-01,2025-02-03,1.865288,,5.93
KULR,,,2025-04-01,2025-10-01,1.865288,,5.93
KURA,,,2024-08-01,2024-10-01,1.057199,,20.86
KYMR,,,2023-06-01,2023-07-03,1.438152,,49.08
KYMR,,,2024-09-02,2025-01-01,1.438152,,49.08
KYTX,,,2026-02-02,2026-03-02,2.714286,,7.8
KYTX,,,2026-05-01,,2.714286,,7.8
KZR,,,2022-06-01,2022-07-01,1.105802,,123.4
LABD,,,2022-06-01,2022-08-01,1.868217,,518.0
LAC,,,2022-06-01,2022-09-01,0.691735,,22.72
LAES,,,2025-02-03,2025-03-03,3.708791,,8.57
LANC,,,2023-06-01,2023-07-03,0.703106,,210.01
LAND,,,2022-06-01,2022-07-01,0.622108,,37.86
LAR,,,2026-03-02,,1.948113,,6.25
LASR,,,2025-10-01,2025-11-03,3.465164,,43.58
LASR,,,2025-12-01,2026-04-01,3.465164,,43.58
LB,,,2025-08-01,2025-09-01,1.242947,,67.58
LBPH,,,2024-03-01,2024-07-01,4.882353,,32.0
LBPH,,,2024-08-01,2024-10-01,4.882353,,32.0
LBPH,,,2024-11-01,2024-12-02,4.882353,,32.0
LBRT,,,2022-12-01,2023-01-02,0.749462,,16.27
LEU,,,2025-04-01,2025-05-01,2.158135,,249.24
LEU,,,2025-07-01,2025-09-01,2.158135,,249.24
LEU,,,2025-10-01,2026-03-02,2.158135,,249.24
LFMD,,,2024-02-01,2024-03-01,1.130435,,7.84
LFMD,,,2024-06-03,2024-08-01,1.130435,,7.84
LFVN,,,2025-03-03,2025-04-01,2.131004,,21.51
LGVN,,,2022-06-01,2022-07-01,0.636226,,108.4
LI,,,2023-11-01,2024-02-01,1.141855,,39.71
LITE,,,2025-11-03,2025-12-01,3.722972,,332.45
LITE,,,2026-01-01,2026-04-01,3.722972,,332.45
LLYVA,,,2025-06-02,2025-07-01,0.894036,,71.14
LLYVK,,,2025-06-02,2025-07-01,0.859335,,72.7
LMB,,,2023-08-01,2023-09-01,1.18651,,139.39
LMB,,,2023-10-02,2023-12-01,1.18651,,139.39
LMB,,,2024-04-01,2024-08-01,1.18651,,139.39
LMB,,,2025-07-01,2025-09-01,1.18651,,139.39
LMND,,,2025-01-01,2025-02-03,2.008854,,54.37
LMND,,,2025-10-01,2025-12-01,2.008854,,54.37
LNG,,,2022-06-01,2022-07-01,0.641908,,170.43
LNG,,,2022-09-01,2022-12-01,0.641908,,170.43
LNG,,,2023-01-02,2023-02-01,0.641908,,170.43
LNSR,,,2025-08-01,2025-09-01,1.345588,,12.76
LNTH,,,2022-06-01,2023-03-01,1.008237,,48.76
LOAR,,,2025-06-02,2025-07-01,0.856311,,95.6
LPG,,,2023-04-03,2023-05-01,1.376073,,44.29
LPG,,,2023-12-01,2024-03-01,1.376073,,44.29
LPI,,,2022-09-01,2022-10-03,0.60602,,84.3
LPTH,,,2025-11-03,2026-01-01,3.333333,,9.49
LPTH,,,2026-02-02,,3.333333,,9.49
LQDA,,,2022-10-03,2022-11-01,1.741573,,31.72
LQDA,,,2023-07-03,2023-08-01,1.741573,,31.72
LQDA,,,2025-10-01,2025-11-03,1.741573,,31.72
LQDA,,,2026-01-01,2026-02-02,1.741573,,31.72
LRN,,,2025-04-01,2025-05-01,1.236332,,153.39
LRN,,,2025-06-02,2025-08-01,1.236332,,153.39
LSCC,,,2023-05-01,2023-06-01,0.914074,,90.44
LTBR,,,2024-12-02,2025-01-01,1.856874,,15.17
LTBR,,,2025-04-01,2025-11-03,1.856874,,15.17
LTBR,,,2025-12-01,2026-02-02,1.856874,,15.17
LTH,,,2025-03-03,2025-04-01,0.996803,,31.23
LTH,,,2025-05-01,2025-07-01,0.996803,,31.23
LTHM,,,2022-07-01,2022-08-01,0.915047,,34.49
LUMN,,,2024-10-01,2025-03-03,3.153846,,5.4
LUNR,,,2024-11-01,2025-05-01,1.629098,,12.83
LUNR,,,2025-07-01,2025-10-01,1.629098,,12.83
LWAY,,,2024-06-03,2024-07-01,2.335,,20.01
LX,,,2025-02-03,2025-05-01,2.04878,,6.25
LX,,,2025-06-02,2025-11-03,2.04878,,6.25
LXU,,,2022-06-01,2022-12-01,1.884956,,16.3
LXU,,,2026-05-01,,1.884956,,16.3
LYRA,,,2024-04-01,2024-06-03,1.654472,,326.5
LYTS,,,2023-04-03,2023-05-01,1.507365,,15.32
MANU,,,2023-02-01,2023-04-03,1.129547,,24.0
MANU,,,2023-08-01,2023-09-01,1.129547,,24.0
MARA,,,2024-01-01,2024-05-01,3.054167,,29.19
MAX,,,2024-06-03,2024-07-01,1.172254,,18.79
MAXN,,,2023-03-01,2023-04-03,1.308099,,2622.0
MAXN,,,2023-05-01,2023-09-01,1.308099,,2622.0
MAXR,,,2023-02-01,2023-04-03,0.717172,,52.7
MAXR,,,2023-06-01,2023-07-03,0.717172,,52.7
MAZE,,,2026-03-02,,2.700365,,30.38
MBC,,,2024-05-01,2024-06-03,1.40613,,18.84
MBX,,,2026-02-02,,2.107961,,28.5
MCRB,,,2023-06-01,2023-07-03,0.667712,,106.4
MCY,,,2024-09-02,2024-11-01,1.283706,,63.35
MDB,,,2023-12-01,2024-01-01,1.269442,,335.31
MDGL,,,2023-02-01,2024-01-01,0.793001,,120.4
MDXG,,,2023-09-01,2023-10-02,1.405405,,8.9
MDXG,,,2023-11-01,2024-03-01,1.405405,,8.9
MESO,,,2025-04-01,2025-05-01,3.598854,,16.05
METC,,,2022-06-01,2022-09-01,1.775985,,33.97
METC,,,2024-06-03,2024-07-01,1.775985,,33.97
METC,,,2025-11-03,2026-01-01,1.775985,,33.97
MGI,,,2022-11-01,2023-01-02,0.80446,,10.52
MGNX,,,2024-03-01,2024-05-01,2.173448,,14.82
MGNX,,,2024-06-03,2024-07-01,2.173448,,14.82
MGPI,,,2022-09-01,2022-12-01,0.605892,,100.85
MGY,,,2022-06-01,2022-08-01,0.740284,,28.21
MHO,,,2023-09-01,2024-04-01,1.331674,,131.18
MIND,,,2025-09-01,2025-10-01,1.880519,,11.09
MIND,,,2025-12-01,2026-01-01,1.880519,,11.09
MIRM,,,2022-11-01,2022-12-01,0.472878,,23.08
MKSI,,,2026-05-01,,2.012689,,223.18
ML,,,2024-02-01,2024-03-01,1.397288,,47.73
ML,,,2024-06-03,2024-07-01,1.397288,,47.73
ML,,,2024-08-01,2024-11-01,1.397288,,47.73
MLCO,,,2023-05-01,2023-07-03,0.936345,,9.43
MLCO,,,2023-08-01,2023-10-02,0.936345,,9.43
MLCO,,,2023-11-01,2023-12-01,0.936345,,9.43
MLTX,,,2023-07-03,2023-08-01,1.385273,,50.21
MLTX,,,2023-12-01,2024-04-01,1.385273,,50.21
MLTX,,,2024-05-01,2024-06-03,1.385273,,50.21
MLYS,,,2025-11-03,2026-04-01,2.771689,,33.04
MMYT,,,2024-04-01,2024-11-01,1.428906,,114.11
MMYT,,,2024-12-02,2025-02-03,1.428906,,114.11
MNKD,,,2023-03-01,2023-04-03,0.821306,,5.3
MNMD,,,2024-05-01,2024-08-01,1.345361,,9.1
MNMD,,,2024-09-02,2024-10-01,1.345361,,9.1
MNPR,,,2024-11-01,2024-12-02,2.561353,,87.36
MNPR,,,2025-12-01,2026-02-02,2.561353,,87.36
MNRL,,,2023-01-02,2023-02-01,0.609893,,34.5
MNSO,,,2023-03-01,2023-07-03,1.07256,,24.85
MNSO,,,2023-08-01,2024-02-01,1.07256,,24.85
MNTK,,,2022-08-01,2022-09-01,0.762201,,16.97
MNTK,,,2022-11-01,2023-01-02,0.762201,,16.97
MNTN,,,2025-09-01,2025-10-01,1.473498,,28.0
MOB,,,2025-10-01,2025-11-03,3.143564,,8.37
MOB,,,2026-03-02,2026-04-01,3.143564,,8.37
MOD,,,2023-02-01,2025-01-01,1.645539,,131.06
MODN,,,2023-03-01,2023-04-03,0.677719,,41.49
MOMO,,,2023-05-01,2023-06-01,0.984906,,10.52
MOMO,,,2023-08-01,2023-10-02,0.984906,,10.52
MOR,,,2024-02-01,2024-07-01,1.660536,,17.36
MORF,,,2023-06-01,2023-11-01,1.043267,,54.78
MP,,,2025-08-01,2026-02-02,2.654313,,60.15
MPTI,,,2025-08-01,2025-09-01,1.44719,,41.59
MRUS,,,2024-04-01,2024-10-01,1.552218,,55.23
MRX,,,2025-06-02,2025-08-01,1.395325,,46.11
MSTR,,,2023-12-01,2024-03-01,4.047542,,255.34
MSTR,,,2024-04-01,2024-05-01,4.047542,,255.34
MSTR,,,2024-06-03,2025-01-01,4.047542,,255.34
MTA,,,2026-02-02,2026-03-02,1.79927,,7.67
MTDR,,,2022-06-01,2022-07-01,0.682672,,64.48
MTDR,,,2022-09-01,2022-11-01,0.682672,,64.48
MTDR,,,2022-12-01,2023-02-01,0.682672,,64.48
MTTR,,,2025-03-03,2025-05-01,1.769231,,5.4
MUFG,,,2023-11-01,2023-12-01,0.849257,,8.71
MULL,,,2025-12-01,2026-02-02,3.071287,,61.68
MUR,,,2022-06-01,2022-08-01,0.709495,,45.37
MUR,,,2022-10-03,2022-11-01,0.709495,,45.37
MUR,,,2022-12-01,2023-02-01,0.709495,,45.37
MUSA,,,2022-06-01,2023-01-02,0.705116,,304.96
MUU,,,2025-12-01,2026-02-02,3.212603,,71.53
MUX,,,2026-03-02,2026-05-01,2.365217,,27.09
MYOV,,,2023-01-02,2023-05-01,0.882682,,26.96
NA,,,2025-09-01,2025-10-01,1.322666,,7.04
NAIL,,,2023-07-03,2023-12-01,3.088135,,167.45
NAIL,,,2024-01-01,2024-07-01,3.088135,,167.45
NAIL,,,2024-09-02,2024-12-02,3.088135,,167.45
NATI,,,2023-06-01,2023-07-03,0.660286,,58.11
NB,,,2025-11-03,2026-04-01,2.229665,,6.75
NBIS,,,2025-11-03,2026-03-02,3.118464,,100.82
NBIS,,,2026-04-01,,3.118464,,100.82
NBR,,,2022-12-01,2023-02-01,2.003688,,89.6
NBR,,,2026-05-01,,2.003688,,89.6
NBY,,,2026-03-02,2026-04-01,4.0,,15.75
NEGG,,,2025-09-01,2026-01-01,4.510967,,66.33
NEO,,,2023-07-03,2023-08-01,1.093509,,19.03
NEO,,,2024-01-01,2024-02-01,1.093509,,19.03
NEON,,,2025-06-02,2025-07-01,1.40829,,23.24
NEON,,,2025-09-01,2025-11-03,1.40829,,23.24
NESR,,,2026-04-01,,2.360937,,21.51
NET,,,2025-08-01,2025-12-01,1.441689,,218.58
NEWP,,,2026-04-01,2026-05-01,3.293651,,5.41
NEWR,,,2023-12-01,2024-01-01,0.647282,,86.68
NEX,,,2022-06-01,2023-02-01,1.664865,,9.86
NEXT,,,2022-06-01,2022-08-01,1.367983,,11.39
NEXT,,,2022-09-01,2022-11-01,1.367983,,11.39
NEXT,,,2025-09-01,2025-10-01,1.367983,,11.39
NFE,,,2022-10-03,2023-03-01,1.021032,,40.36
NG,,,2026-01-01,2026-05-01,2.822581,,11.85
NGD,,,2026-01-01,2026-05-01,2.367403,,12.19
NGLPB,,,2024-01-01,2024-02-01,1.826135,,25.52
NGVC,,,2025-01-01,2025-02-03,1.224026,,47.95
NGVC,,,2025-04-01,2025-05-01,1.224026,,47.95
NGVC,,,2025-06-02,2025-08-01,1.224026,,47.95
NHC,,,2024-09-02,2024-10-01,1.024066,,135.41
NINE,,,2022-12-01,2023-01-02,1.243902,,5.52
NINE,,,2023-04-03,2023-06-01,1.243902,,5.52
NISN,,,2024-09-02,2024-10-01,3.68231,,12.97
NKTR,,,2025-11-03,2026-03-02,4.905475,,68.66
NKTR,,,2026-05-01,,4.905475,,68.66
NKTX,,,2024-03-01,2024-04-01,1.725581,,5.86
NKTX,,,2024-05-01,2024-06-03,1.725581,,5.86
NKTX,,,2024-08-01,2024-09-02,1.725581,,5.86
NLSN,,,2022-11-01,2022-12-01,0.430999,,27.79
NMM,,,2024-07-01,2024-09-02,1.8346,,63.41
NMM,,,2024-10-01,2024-12-02,1.8346,,63.41
NMRK,,,2024-11-01,2024-12-02,1.860294,,15.56
NN,,,2024-05-01,2024-08-01,1.407307,,17.79
NN,,,2024-12-02,2025-04-01,1.407307,,17.79
NN,,,2025-10-01,2025-11-03,1.407307,,17.79
NNE,,,2025-06-02,2025-07-01,2.533582,,37.88
NNE,,,2025-09-01,2025-10-01,2.533582,,37.88
NOA,,,2023-09-01,2023-10-02,1.116129,,24.6
NOG,,,2022-08-01,2022-10-03,0.672771,,34.71
NOG,,,2023-01-02,2023-02-01,0.672771,,34.71
NOV,,,2022-12-01,2023-02-01,0.594436,,21.78
NPTN,,,2022-08-01,2022-10-03,0.674443,,15.79
NR,,,2023-11-01,2023-12-01,1.014245,,7.07
NRDS,,,2023-04-03,2023-06-01,0.892895,,17.85
NRGU,,,2022-06-01,2023-04-03,2.691524,,50.74
NRGU,,,2024-06-03,2024-07-01,2.691524,,50.74
NRGU,,,2026-05-01,,2.691524,,50.74
NRGV,,,2026-03-02,2026-04-01,2.814815,,5.15
NRIX,,,2024-08-01,2025-01-01,1.332916,,18.64
NRIX,,,2025-02-03,2025-03-03,1.332916,,18.64
NRP,,,2023-11-01,2023-12-01,0.862867,,78.11
NSSC,,,2023-05-01,2023-06-01,1.224898,,54.51
NSSC,,,2024-09-02,2024-10-01,1.224898,,54.51
NTES,,,2023-12-01,2024-01-01,0.627,,106.78
NTNX,,,2023-07-03,2023-08-01,0.896239,,56.47
NTNX,,,2024-04-01,2024-09-02,0.896239,,56.47
NTR,,,2022-06-01,2022-07-01,0.640805,,101.09
NTRA,,,2024-07-01,2024-09-02,1.402273,,158.55
NTRA,,,2024-10-01,2024-12-02,1.402273,,158.55
NTRA,,,2025-01-01,2025-03-03,1.402273,,158.55
NU,,,2023-08-01,2023-09-01,1.366337,,11.95
NU,,,2023-12-01,2024-02-01,1.366337,,11.95
NU,,,2024-04-01,2024-06-03,1.366337,,11.95
NUGT,,,2025-11-03,2026-05-01,3.694987,,288.46
NUKK,,,2025-02-03,2025-04-01,4.0,,8.0
NUKK,,,2025-07-01,2025-08-01,4.0,,8.0
NUKK,,,2025-12-01,2026-01-01,4.0,,8.0
NUTX,,,2025-09-01,2026-03-02,3.297266,,183.88
NUVB,,,2026-01-01,2026-03-02,2.697959,,9.06
NUVL,,,2023-03-01,2023-04-03,2.326037,,86.61
NUVL,,,2023-06-01,2023-12-01,2.326037,,86.61
NUVL,,,2024-01-01,2024-05-01,2.326037,,86.61
NVA,,,2025-12-01,2026-02-02,2.235808,,7.41
NVA,,,2026-03-02,2026-05-01,2.235808,,7.41
NVAX,,,2024-07-01,2024-08-01,0.978313,,16.42
NVAX,,,2024-09-02,2024-10-01,0.978313,,16.42
NVDL,,,2024-01-01,2025-03-03,2.222612,,69.63
NVDU,,,2024-10-01,2025-03-03,1.491121,,98.2
NVDX,,,2024-12-02,2025-03-03,1.826587,,14.73
NVFY,,,2025-11-03,2025-12-01,3.660441,,5.49
NVMI,,,2024-08-01,2024-09-02,0.911951,,235.17
NVNI,,,2025-03-03,2025-04-01,1.327957,,43.3
NVTS,,,2023-07-03,2023-08-01,3.039024,,8.28
NVTS,,,2024-01-01,2024-02-01,3.039024,,8.28
NVTS,,,2025-09-01,2026-01-01,3.039024,,8.28
NVTS,,,2026-03-02,,3.039024,,8.28
NWLI,,,2023-09-01,2023-10-02,1.135752,,419.12
NXE,,,2024-06-03,2024-07-01,1.253333,,8.45
NXRT,,,2022-06-01,2022-07-01,0.797831,,92.84
OCUL,,,2024-09-02,2025-01-01,3.965066,,11.37
OEC,,,2023-04-03,2023-05-01,0.556377,,25.26
OI,,,2023-04-03,2023-06-01,0.716996,,21.72
OII,,,2023-09-01,2023-12-01,1.078746,,27.19
OILU,,,2022-12-01,2023-02-01,2.020356,,59.35
OILU,,,2026-05-01,,2.020356,,59.35
OIS,,,2026-05-01,,2.306233,,12.2
OKLO,,,2025-06-02,2025-07-01,2.894644,,88.72
OKLO,,,2025-11-03,2025-12-01,2.894644,,88.72
OKLO,,,2026-01-01,2026-02-02,2.894644,,88.72
OLMA,,,2023-11-01,2024-02-01,4.738095,,24.1
OLMA,,,2024-03-01,2024-06-03,4.738095,,24.1
OLMA,,,2026-01-01,2026-05-01,4.738095,,24.1
OMER,,,2025-01-01,2025-03-03,1.831746,,8.92
OMER,,,2025-04-01,2025-06-02,1.831746,,8.92
ONDS,,,2026-01-01,2026-03-02,3.674033,,8.46
ONEM,,,2023-02-01,2023-03-01,0.732365,,16.7
ONTO,,,2023-11-01,2023-12-01,1.067027,,233.14
ONTO,,,2024-01-01,2024-02-01,1.067027,,233.14
ONTO,,,2024-03-01,2024-04-01,1.067027,,233.14
ONTO,,,2024-05-01,2024-06-03,1.067027,,233.14
ONTO,,,2024-07-01,2024-08-01,1.067027,,233.14
OPEN,,,2025-11-03,2026-04-01,3.071017,,5.87
OPFI,,,2025-03-03,2025-10-01,1.358531,,10.92
OPOF,,,2025-08-01,2025-09-01,1.214642,,39.93
