# T3 momentum_watchlist.csv — DEC-496 Pass 53 SCREENER-FIRST output
# Built: 2026-05-05 via Polygon /v2/aggs/grouped/locale/us/market/stocks/{date}
# Methodology: J-T 12-1 (lookback 252d, skip 21d, risk-adj OFF, tie-breakers vol-asc → ADV-desc)
# Window: 2020-01-01 to 2026-05-05 (77 monthly snapshots)
# Liquidity floor: $5M min daily dollar volume on D-21
# T1 exclusion: T1a + T1c PIT membership at each snapshot
# SCHEMA: Symbol, Company, Sector, added_date (first month rank ≤100), removed_date (first month rank >100), MomentumScore, MarketCapB (blank — not from grouped endpoint), LastPrice
# PIT FILTER: (added_date IS NULL OR added_date <= as_of) AND (removed_date IS NULL OR removed_date > as_of)
Symbol,Company,Sector,added_date,removed_date,MomentumScore,MarketCapB,LastPrice
CDNA,,,2025-05-01,2025-06-02,1.427249,,18.35
CDR,,,2022-06-01,2022-07-01,0.67106,,29.16
CDR,,,2022-08-01,2022-10-03,0.67106,,29.16
CDTX,,,2023-03-01,2023-04-03,4.103624,,99.98
CDTX,,,2025-08-01,2025-10-01,4.103624,,99.98
CDTX,,,2025-12-01,2026-01-01,4.103624,,99.98
CDXC,,,2025-01-01,2025-02-03,4.162162,,7.64
CECO,,,2024-06-03,2024-07-01,2.058204,,60.95
CECO,,,2024-08-01,2024-10-01,2.058204,,60.95
CECO,,,2026-05-01,,2.058204,,60.95
CEIX,,,2022-06-01,2023-04-03,1.082688,,59.19
CELC,,,2025-10-01,2026-01-01,4.939464,,77.51
CELH,,,2023-02-01,2023-06-01,1.689841,,83.43
CELH,,,2023-07-03,2023-08-01,1.689841,,83.43
CELH,,,2023-10-02,2023-12-01,1.689841,,83.43
CELH,,,2024-05-01,2024-06-03,1.689841,,83.43
CENX,,,2024-06-03,2024-07-01,1.957117,,49.65
CENX,,,2024-09-02,2024-12-02,1.957117,,49.65
CENX,,,2026-05-01,,1.957117,,49.65
CEP,,,2025-09-01,2025-10-01,1.823177,,28.26
CERE,,,2022-06-01,2022-08-01,1.102623,,27.25
CGEM,,,2024-06-03,2024-08-01,1.111111,,24.13
CGON,,,2026-05-01,,1.88869,,64.62
CHK,,,2022-07-01,2022-08-01,0.671014,,103.77
CHK,,,2022-09-01,2022-11-01,0.671014,,103.77
CHKEZ,,,2022-07-01,2022-08-01,2.163298,,79.81
CHWY,,,2025-03-03,2025-07-01,1.196334,,37.14
CIEN,,,2026-02-02,2026-03-02,1.985634,,239.0
CIFR,,,2025-12-01,2026-04-01,3.462662,,13.74
CIFR,,,2026-05-01,,3.462662,,13.74
CIR,,,2023-08-01,2023-12-01,1.884635,,55.76
CLBT,,,2024-01-01,2024-02-01,1.352564,,22.02
CLBT,,,2024-10-01,2024-12-02,1.352564,,22.02
CLBT,,,2025-01-01,2025-03-03,1.352564,,22.02
CLFD,,,2022-09-01,2023-01-02,0.902569,,92.56
CLFD,,,2023-02-01,2023-03-01,0.902569,,92.56
CLMT,,,2026-05-01,,2.05916,,32.06
CLPT,,,2025-04-01,2025-05-01,1.488095,,16.72
CLR,,,2022-06-01,2022-10-03,0.750195,,67.26
CLRB,,,2024-03-01,2024-04-01,1.383607,,109.05
CLRB,,,2024-05-01,2024-06-03,1.383607,,109.05
CLS,,,2023-09-01,2024-10-01,2.146771,,280.22
CLS,,,2024-12-02,2025-03-03,2.146771,,280.22
CLS,,,2025-04-01,2025-05-01,2.146771,,280.22
CLS,,,2025-07-01,2026-03-02,2.146771,,280.22
CLS,,,2026-04-01,,2.146771,,280.22
CLSK,,,2024-01-01,2024-04-01,2.1,,11.47
CLSK,,,2024-05-01,2024-11-01,2.1,,11.47
CLYM,,,2026-04-01,2026-05-01,4.582677,,7.09
CMCL,,,2025-12-01,2026-02-02,2.275161,,30.59
CMP,,,2025-09-01,2025-10-01,1.257459,,20.43
CMPO,,,2024-12-02,2025-05-01,1.210375,,15.34
CMPR,,,2023-10-02,2024-03-01,1.557921,,81.7
CMPX,,,2026-01-01,2026-02-02,2.691781,,5.39
CNCE,,,2023-03-01,2023-05-01,1.24,,8.4
CNK,,,2025-01-01,2025-02-03,1.429282,,34.18
CNM,,,2024-06-03,2024-07-01,1.110294,,57.4
CNQ,,,2022-06-01,2022-10-03,0.585663,,26.66
CNX,,,2022-09-01,2022-10-03,0.586799,,17.55
COCO,,,2023-05-01,2023-06-01,1.153405,,30.04
COCO,,,2023-07-03,2023-09-01,1.153405,,30.04
COCO,,,2023-10-02,2024-02-01,1.153405,,30.04
COEP,,,2026-01-01,2026-02-02,4.159166,,18.8
COGT,,,2022-10-03,2022-12-01,4.416309,,37.86
COGT,,,2023-03-01,2023-05-01,4.416309,,37.86
COGT,,,2026-01-01,2026-04-01,4.416309,,37.86
COHR,,,2024-10-01,2025-01-01,1.670546,,96.38
COIN,,,2023-12-01,2024-12-02,1.701752,,191.23
COMM,,,2024-12-02,2025-01-01,2.869936,,18.15
COMM,,,2025-05-01,2025-06-02,2.869936,,18.15
COMM,,,2025-07-01,2025-09-01,2.869936,,18.15
COMM,,,2025-10-01,2025-11-03,2.869936,,18.15
COMM,,,2025-12-01,2026-03-02,2.869936,,18.15
COMP,,,2024-11-01,2025-01-01,0.854271,,7.38
COMP,,,2025-04-01,2025-07-01,0.854271,,7.38
CONL,,,2024-01-01,2024-05-01,2.125,,28.75
CONL,,,2024-06-03,2024-12-02,2.125,,28.75
CORT,,,2025-02-03,2025-08-01,1.430696,,76.81
CORZ,,,2025-02-03,2025-06-02,1.264368,,7.88
CPG,,,2022-06-01,2022-11-01,0.769575,,7.91
CPG,,,2022-12-01,2023-01-02,0.769575,,7.91
CPK,,,2022-09-01,2022-10-03,3.694976,,117.75
CPK,,,2022-12-01,2023-02-01,3.694976,,117.75
CPK,,,2023-10-02,2023-11-01,3.694976,,117.75
CPK,,,2024-02-01,2024-03-01,3.694976,,117.75
CPK,,,2024-05-01,2024-08-01,3.694976,,117.75
CPK,,,2024-09-02,2024-10-01,3.694976,,117.75
CPRX,,,2022-09-01,2023-07-03,1.150068,,15.76
CPS,,,2025-10-01,2026-01-01,1.619247,,37.56
CRBP,,,2024-04-01,2024-06-03,2.927885,,16.34
CRBP,,,2024-07-01,2024-08-01,2.927885,,16.34
CRBP,,,2024-11-01,2025-01-01,2.927885,,16.34
CRCT,,,2023-08-01,2023-09-01,1.078488,,14.3
CRDF,,,2024-05-01,2024-06-03,2.807947,,5.75
CRDO,,,2024-03-01,2024-06-03,2.320334,,154.96
CRDO,,,2024-10-01,2024-11-01,2.320334,,154.96
CRDO,,,2025-01-01,2025-07-01,2.320334,,154.96
CRDO,,,2025-08-01,2026-01-01,2.320334,,154.96
CRK,,,2022-06-01,2023-03-01,1.765385,,28.76
CRK,,,2025-02-03,2025-04-01,1.765385,,28.76
CRK,,,2025-07-01,2025-09-01,1.765385,,28.76
CRMD,,,2024-11-01,2025-05-01,1.753304,,12.5
CRMD,,,2025-07-01,2025-09-01,1.753304,,12.5
CRML,,,2026-05-01,,3.512821,,7.04
CRNC,,,2025-06-02,2025-12-01,2.637462,,12.04
CRNX,,,2024-04-01,2024-06-03,2.284504,,54.26
CRNX,,,2024-07-01,2024-10-01,2.284504,,54.26
CROX,,,2023-05-01,2023-08-01,1.11492,,106.74
CRS,,,2023-11-01,2023-12-01,1.246654,,238.37
CRS,,,2024-07-01,2024-08-01,1.246654,,238.37
CRS,,,2024-09-02,2024-10-01,1.246654,,238.37
CRS,,,2025-01-01,2025-06-02,1.246654,,238.37
CRS,,,2025-07-01,2025-08-01,1.246654,,238.37
CRVS,,,2024-12-02,2025-01-01,2.859504,,14.01
CRVS,,,2026-03-02,,2.859504,,14.01
CSPI,,,2024-04-01,2024-05-01,3.112879,,27.14
CTIC,,,2022-06-01,2022-12-01,1.590517,,6.01
CTIC,,,2023-01-02,2023-04-03,1.590517,,6.01
CUBI,,,2024-02-01,2024-03-01,1.835925,,52.89
CUBI,,,2024-04-01,2024-06-03,1.835925,,52.89
CURI,,,2025-08-01,2025-09-01,3.732143,,5.3
CUTR,,,2022-06-01,2022-07-01,0.648839,,63.2
CVE,,,2022-06-01,2022-11-01,1.005045,,19.87
CVI,,,2022-07-01,2023-02-01,0.827882,,34.09
CVI,,,2023-03-01,2023-04-03,0.827882,,34.09
CVLT,,,2024-10-01,2024-11-01,1.224703,,151.48
CVNA,,,2023-11-01,2024-01-01,1.403161,,319.26
CVNA,,,2024-03-01,2024-04-01,1.403161,,319.26
CVNA,,,2024-07-01,2024-12-02,1.403161,,319.26
CVNA,,,2025-01-01,2025-09-01,1.403161,,319.26
CVRX,,,2024-02-01,2024-04-01,1.502757,,27.23
CWCO,,,2024-01-01,2024-02-01,1.499669,,37.77
CX,,,2023-10-02,2023-12-01,0.855524,,6.55
CXM,,,2024-01-01,2024-02-01,1.039113,,15.64
CXW,,,2022-06-01,2022-07-01,0.672346,,12.76
CYD,,,2025-04-01,2025-05-01,2.190605,,35.32
CYD,,,2025-06-02,2025-07-01,2.190605,,35.32
CYD,,,2025-10-01,2026-02-02,2.190605,,35.32
CYH,,,2024-11-01,2024-12-02,1.875598,,6.01
CYTK,,,2022-07-01,2022-09-01,0.740306,,48.92
DAKT,,,2023-11-01,2023-12-01,0.918803,,13.47
DAKT,,,2024-01-01,2024-02-01,0.918803,,13.47
DAKT,,,2024-08-01,2024-09-02,0.918803,,13.47
DAPP,,,2024-02-01,2024-03-01,1.563043,,11.79
DAVE,,,2024-08-01,2024-10-01,1.913301,,256.05
DAVE,,,2025-02-03,2025-07-01,1.913301,,256.05
DAVE,,,2025-09-01,2026-01-01,1.913301,,256.05
DAWN,,,2023-04-03,2023-05-01,1.115385,,12.1
DAWN,,,2023-06-01,2023-07-03,1.115385,,12.1
DBVT,,,2026-02-02,2026-04-01,4.578049,,22.87
DCPH,,,2022-12-01,2023-01-02,0.554011,,14.53
DCPH,,,2023-02-01,2023-05-01,0.554011,,14.53
DCTH,,,2024-10-01,2024-11-01,1.528302,,13.4
DCTH,,,2025-01-01,2025-02-03,1.528302,,13.4
DCTH,,,2025-03-03,2025-06-02,1.528302,,13.4
DDS,,,2022-06-01,2022-07-01,1.21538,,295.0
DECK,,,2023-05-01,2023-07-03,0.748576,,79.22
DELL,,,2023-11-01,2023-12-01,0.968142,,111.2
DELL,,,2024-03-01,2024-10-01,0.968142,,111.2
DESP,,,2024-05-01,2024-06-03,1.225694,,19.23
DESP,,,2024-07-01,2024-08-01,1.225694,,19.23
DESP,,,2025-03-03,2025-04-01,1.225694,,19.23
DFH,,,2023-09-01,2023-10-02,1.819342,,41.98
DFH,,,2023-11-01,2024-03-01,1.819342,,41.98
DFH,,,2024-04-01,2024-06-03,1.819342,,41.98
DGII,,,2022-11-01,2023-05-01,0.540214,,33.13
DHC,,,2026-05-01,,1.960352,,6.72
DHT,,,2023-01-02,2023-03-01,0.983607,,10.89
DHT,,,2023-04-03,2023-06-01,0.983607,,10.89
DICE,,,2023-02-01,2023-05-01,1.688215,,46.99
DICE,,,2023-06-01,2023-10-02,1.688215,,46.99
DIG,,,2022-06-01,2022-09-01,1.318023,,44.79
DIG,,,2022-10-03,2022-11-01,1.318023,,44.79
DIG,,,2022-12-01,2023-01-02,1.318023,,44.79
DK,,,2022-10-03,2022-11-01,2.617849,,47.43
DK,,,2022-12-01,2023-03-01,2.617849,,47.43
DK,,,2026-05-01,,2.617849,,47.43
DKNG,,,2023-08-01,2023-10-02,1.291312,,40.35
DKNG,,,2023-11-01,2024-05-01,1.291312,,40.35
DKS,,,2023-06-01,2023-07-03,1.225257,,236.3
DKS,,,2024-10-01,2024-11-01,1.225257,,236.3
DMLP,,,2022-09-01,2022-10-03,0.871385,,30.41
DMRC,,,2023-07-03,2023-08-01,1.034274,,30.27
DNOW,,,2022-10-03,2022-11-01,0.661146,,13.04
DNTH,,,2026-05-01,,2.743886,,81.13
DO,,,2023-08-01,2023-11-01,1.227061,,14.32
DOCS,,,2025-04-01,2025-07-01,0.975261,,56.69
DOGZ,,,2022-06-01,2022-07-01,4.162651,,25.71
DOGZ,,,2025-03-03,2025-05-01,4.162651,,25.71
DOMH,,,2025-04-01,2025-05-01,2.96,,9.9
DOMO,,,2025-10-01,2025-11-03,1.520803,,17.57
DPRO,,,2025-11-03,2026-01-01,2.340249,,8.05
DPRO,,,2026-03-02,2026-04-01,2.340249,,8.05
DRCT,,,2024-01-01,2024-03-01,4.531034,,3528.8
DRCT,,,2024-05-01,2024-06-03,4.531034,,3528.8
DRD,,,2026-01-01,2026-04-01,2.275286,,37.24
DRTS,,,2026-04-01,2026-05-01,2.165414,,8.42
DRV,,,2022-11-01,2022-12-01,0.594207,,53.39
DRV,,,2023-01-02,2023-02-01,0.594207,,53.39
DUOL,,,2023-11-01,2024-04-01,1.373384,,411.26
DUOL,,,2025-06-02,2025-09-01,1.373384,,411.26
DUST,,,2022-11-01,2022-12-01,0.588701,,3009.0
DWAC,,,2024-03-01,2024-05-01,2.54048,,47.23
DXPE,,,2025-02-03,2025-04-01,1.467814,,121.91
DXPE,,,2025-10-01,2025-12-01,1.467814,,121.91
DXYZ,,,2025-04-01,2025-11-03,1.740812,,28.34
DYN,,,2024-05-01,2024-06-03,1.365502,,31.13
DYN,,,2024-07-01,2025-02-03,1.365502,,31.13
DZZ,,,2025-12-01,2026-01-01,4.119163,,8.42
EAT,,,2024-08-01,2024-11-01,1.808454,,180.05
EAT,,,2024-12-02,2025-09-01,1.808454,,180.05
EBS,,,2024-09-02,2025-05-01,1.783784,,7.21
ECG,,,2026-04-01,,1.871726,,117.31
ECOR,,,2025-04-01,2025-05-01,1.642249,,15.51
EDU,,,2023-02-01,2023-08-01,1.194348,,82.31
EDU,,,2023-09-01,2024-01-01,1.194348,,82.31
EDU,,,2024-03-01,2024-05-01,1.194348,,82.31
EDU,,,2024-06-03,2024-07-01,1.194348,,82.31
EDZ,,,2022-06-01,2022-08-01,1.005911,,203.6
EDZ,,,2022-11-01,2023-01-02,1.005911,,203.6
EFXT,,,2026-05-01,,2.235736,,21.55
EGO,,,2026-03-02,2026-04-01,2.406648,,48.17
EGY,,,2022-06-01,2022-09-01,1.950192,,7.7
EH,,,2023-09-01,2024-02-01,1.912711,,19.02
ELEV,,,2023-07-03,2023-08-01,2.391892,,5.02
ELF,,,2023-01-02,2024-05-01,1.504203,,199.61
ELVA,,,2026-03-02,2026-04-01,3.376451,,10.37
ELVN,,,2024-12-02,2025-01-01,1.479239,,28.66
EME,,,2024-06-03,2024-08-01,1.349228,,507.95
EME,,,2025-01-01,2025-02-03,1.349228,,507.95
EMX,,,2025-11-03,2025-12-01,1.680851,,5.04
ENLC,,,2022-06-01,2022-08-01,0.842262,,12.38
ENLC,,,2022-09-01,2022-10-03,0.842262,,12.38
ENLC,,,2023-01-02,2023-02-01,0.842262,,12.38
ENLT,,,2026-03-02,,3.086068,,65.99
ENTA,,,2026-02-02,2026-03-02,2.208984,,16.43
EOSE,,,2025-02-03,2025-04-01,2.958435,,16.19
EOSE,,,2025-07-01,2025-08-01,2.958435,,16.19
EOSE,,,2025-09-01,2026-02-02,2.958435,,16.19
EOSE,,,2026-03-02,2026-04-01,2.958435,,16.19
EPV,,,2022-11-01,2022-12-01,0.794872,,101.5
EQNR,,,2022-06-01,2022-10-03,0.711326,,37.17
EQT,,,2022-06-01,2022-10-03,1.295918,,42.75
EQX,,,2026-01-01,2026-02-02,1.631579,,13.5
ERF,,,2022-06-01,2022-11-01,0.696462,,18.22
ERF,,,2022-12-01,2023-02-01,0.696462,,18.22
ERJ,,,2024-10-01,2024-11-01,1.468401,,33.2
ERX,,,2022-06-01,2022-11-01,1.288169,,69.24
ERX,,,2022-12-01,2023-02-01,1.288169,,69.24
ESAB,,,2023-10-02,2023-12-01,0.899485,,70.11
ESLT,,,2025-06-02,2025-11-03,1.487242,,486.43
ESTC,,,2024-03-01,2024-05-01,1.363899,,130.7
ESTE,,,2022-10-03,2022-11-01,0.842746,,16.64
ETNB,,,2023-02-01,2023-05-01,2.123162,,16.99
ETNB,,,2023-06-01,2023-11-01,2.123162,,16.99
ETON,,,2025-03-03,2025-05-01,1.632319,,22.48
ETON,,,2025-06-02,2025-10-01,1.632319,,22.48
ETON,,,2025-11-03,2025-12-01,1.632319,,22.48
ETRN,,,2024-05-01,2024-06-03,1.439122,,12.22
EUO,,,2022-11-01,2022-12-01,0.462344,,36.31
EURN,,,2022-09-01,2023-03-01,0.858149,,18.47
EURN,,,2023-04-03,2023-05-01,0.858149,,18.47
EVA,,,2022-06-01,2022-07-01,0.744234,,85.45
EVER,,,2024-05-01,2024-06-03,2.398836,,23.35
EVER,,,2024-07-01,2024-11-01,2.398836,,23.35
EVGO,,,2024-12-02,2025-01-01,1.927835,,8.52
EVLV,,,2023-07-03,2023-09-01,2.347458,,7.9
EVLV,,,2025-07-01,2025-08-01,2.347458,,7.9
EVLV,,,2025-11-03,2025-12-01,2.347458,,7.9
EVOP,,,2022-11-01,2022-12-01,0.540778,,33.25
EVRI,,,2025-06-02,2025-07-01,1.067164,,13.85
EWTX,,,2024-04-01,2024-05-01,1.8,,32.2
EWTX,,,2024-07-01,2025-02-03,1.8,,32.2
EXAS,,,2023-07-03,2023-12-01,0.99291,,67.46
EXEL,,,2025-06-02,2025-07-01,0.889872,,38.44
EXK,,,2026-03-02,2026-04-01,2.790761,,13.95
EXTR,,,2023-06-01,2023-11-01,1.018356,,25.29
EYE,,,2025-09-01,2025-10-01,1.74456,,29.01
EYE,,,2025-11-03,2025-12-01,1.74456,,29.01
EYE,,,2026-01-01,2026-02-02,1.74456,,29.01
EYPT,,,2024-02-01,2024-03-01,2.018836,,17.63
EYPT,,,2024-05-01,2024-07-01,2.018836,,17.63
EZGO,,,2023-10-02,2023-11-01,3.934783,,2270.0
FARO,,,2025-07-01,2025-09-01,1.554588,,43.99
FAS,,,2024-11-01,2024-12-02,1.608775,,128.43
FATE,,,2024-09-02,2024-10-01,0.99631,,5.41
FAZ,,,2022-11-01,2022-12-01,0.575886,,298.0
FBRX,,,2026-03-02,,2.802111,,25.5
FCG,,,2022-06-01,2022-10-03,0.73452,,24.37
FCNCA,,,2023-07-03,2023-08-01,1.014955,,1490.18
FCNCA,,,2023-12-01,2024-01-01,1.014955,,1490.18
FCNCA,,,2024-03-01,2024-04-01,1.014955,,1490.18
FDIG,,,2024-02-01,2024-03-01,1.001911,,31.43
FDMT,,,2023-06-01,2023-08-01,1.480282,,17.61
FEIM,,,2025-07-01,2025-08-01,2.419048,,53.85
FEIM,,,2025-10-01,2026-01-01,2.419048,,53.85
FEIM,,,2026-02-02,2026-05-01,2.419048,,53.85
FENY,,,2023-01-02,2023-02-01,0.595316,,24.52
FET,,,2026-05-01,,3.150134,,61.92
FG,,,2024-03-01,2024-04-01,1.215407,,46.59
FGEN,,,2023-04-03,2023-07-03,0.662687,,417.75
FIG,,,2025-10-01,2025-12-01,1.513026,,53.15
FIGS,,,2026-05-01,,2.638614,,14.7
FINV,,,2025-05-01,2025-06-02,1.139059,,10.46
FIP,,,2024-06-03,2025-01-01,1.42623,,8.88
FIVE,,,2026-05-01,,1.940974,,221.72
FIX,,,2023-04-03,2023-05-01,1.357115,,486.65
FIX,,,2024-07-01,2024-08-01,1.357115,,486.65
FIX,,,2025-01-01,2025-02-03,1.357115,,486.65
FLNC,,,2023-03-01,2023-04-03,2.385167,,14.15
FLNC,,,2023-05-01,2023-09-01,2.385167,,14.15
FLNC,,,2026-03-02,,2.385167,,14.15
FLNG,,,2022-06-01,2022-12-01,0.624662,,36.1
FLNG,,,2023-01-02,2023-02-01,0.624662,,36.1
FLR,,,2023-02-01,2023-04-03,0.770554,,37.04
FN,,,2024-08-01,2024-09-02,0.981839,,246.62
FNGD,,,2022-11-01,2023-01-02,0.927926,,7249.0
FNGU,,,2023-09-01,2024-06-03,2.02549,,404.75
FNGU,,,2024-07-01,2024-12-02,2.02549,,404.75
FNKO,,,2025-04-01,2025-05-01,1.052632,,12.87
FOA,,,2025-02-03,2025-03-03,1.990933,,23.09
FOA,,,2025-08-01,2025-09-01,1.990933,,23.09
FOR,,,2023-09-01,2023-10-02,1.33238,,32.63
FOR,,,2024-01-01,2024-04-01,1.33238,,32.63
FORD,,,2025-12-01,2026-01-01,3.169533,,16.97
FORM,,,2026-04-01,,2.45554,,97.93
FRBN,,,2023-12-01,2024-01-01,1.785504,,28.44
FRGE,,,2026-01-01,2026-05-01,3.195653,,44.69
FRHC,,,2023-06-01,2023-08-01,0.883766,,145.86
FRHC,,,2025-04-01,2025-07-01,0.883766,,145.86
FRO,,,2022-12-01,2023-03-01,1.136976,,28.55
FRO,,,2023-04-03,2023-06-01,1.136976,,28.55
FRO,,,2023-12-01,2024-01-01,1.136976,,28.55
FRO,,,2024-07-01,2024-08-01,1.136976,,28.55
FROG,,,2024-04-01,2024-06-03,1.294671,,43.92
FRPT,,,2024-07-01,2024-08-01,1.082046,,130.69
FSLY,,,2023-10-02,2024-02-01,3.672913,,27.43
FSLY,,,2026-05-01,,3.672913,,27.43
FSS,,,2023-04-03,2023-05-01,0.519137,,52.79
FSTX,,,2023-02-01,2023-03-01,1.017647,,6.86
FTAI,,,2023-10-02,2024-04-01,1.337059,,126.5
FTAI,,,2024-05-01,2025-03-03,1.337059,,126.5
FTI,,,2022-12-01,2023-06-01,0.785124,,21.6
FTI,,,2023-07-03,2024-01-01,0.785124,,21.6
FTK,,,2025-07-01,2025-09-01,1.963039,,14.43
FTK,,,2025-11-03,2025-12-01,1.963039,,14.43
FUBO,,,2025-04-01,2025-09-01,1.401408,,40.92
FUBO,,,2025-10-01,2025-11-03,1.401408,,40.92
FULC,,,2026-02-02,2026-03-02,1.960494,,11.99
FUSN,,,2024-02-01,2024-08-01,3.90411,,21.48
FUTU,,,2025-09-01,2025-10-01,1.644181,,162.67
GATO,,,2024-07-01,2024-08-01,1.298063,,15.42
GATO,,,2024-11-01,2025-02-03,1.298063,,15.42
GBT,,,2022-10-03,2022-12-01,1.079927,,68.18
GCI,,,2024-10-01,2024-11-01,1.984536,,5.79
GCI,,,2024-12-02,2025-01-01,1.984536,,5.79
GCT,,,2023-11-01,2023-12-01,2.122372,,41.59
GCT,,,2024-02-01,2024-04-01,2.122372,,41.59
GCT,,,2024-05-01,2024-10-01,2.122372,,41.59
GCT,,,2024-11-01,2025-01-01,2.122372,,41.59
GCT,,,2026-05-01,,2.122372,,41.59
GDMN,,,2026-01-01,2026-05-01,2.144937,,133.44
GDS,,,2025-02-03,2025-04-01,1.770432,,30.17
GDS,,,2025-05-01,2025-09-01,1.770432,,30.17
GDXD,,,2022-11-01,2022-12-01,0.625205,,59320.0
GDXU,,,2025-11-03,2026-01-01,2.939184,,141.85
GENI,,,2023-07-03,2023-08-01,1.063098,,10.79
GENI,,,2025-05-01,2025-07-01,1.063098,,10.79
GEO,,,2023-03-01,2023-04-03,1.181295,,30.32
GEO,,,2024-09-02,2024-10-01,1.181295,,30.32
GEO,,,2025-01-01,2025-04-01,1.181295,,30.32
GEO,,,2025-05-01,2025-07-01,1.181295,,30.32
GFF,,,2023-03-01,2023-06-01,1.118899,,67.72
GFF,,,2024-05-01,2024-07-01,1.118899,,67.72
GFI,,,2026-01-01,2026-03-02,1.660159,,43.6
GGAL,,,2023-08-01,2023-09-01,0.882673,,62.26
GGAL,,,2023-10-02,2023-11-01,0.882673,,62.26
GGAL,,,2024-05-01,2024-07-01,0.882673,,62.26
GGAL,,,2024-10-01,2025-05-01,0.882673,,62.26
GGAL,,,2025-06-02,2025-07-01,0.882673,,62.26
GH,,,2025-03-03,2025-06-02,2.541064,,107.79
GH,,,2025-10-01,2025-12-01,2.541064,,107.79
GH,,,2026-01-01,2026-02-02,2.541064,,107.79
GIII,,,2024-01-01,2024-03-01,1.082619,,34.03
GILT,,,2025-12-01,2026-01-01,1.677122,,14.51
GLBE,,,2023-12-01,2024-01-01,0.615768,,32.38
GLNG,,,2022-06-01,2023-02-01,0.958904,,24.31
GLOP,,,2023-03-01,2023-04-03,1.040816,,8.0
GLUE,,,2024-12-02,2025-01-01,2.039526,,15.38
GLUE,,,2026-02-02,,2.039526,,15.38
GLYC,,,2023-02-01,2023-04-03,1.767857,,310.0
GNE,,,2024-02-01,2024-03-01,1.767977,,28.87
GNW,,,2023-04-03,2023-05-01,0.608247,,6.24
GO,,,2022-09-01,2022-12-01,0.547774,,33.37
GOGO,,,2022-07-01,2022-09-01,0.646712,,16.78
GOTU,,,2024-06-03,2024-08-01,1.069767,,6.23
GPCR,,,2026-03-02,2026-05-01,2.33651,,66.53
GPRE,,,2026-05-01,,3.717877,,16.89
GPS,,,2024-05-01,2024-10-01,1.003604,,22.24
GRAL,,,2025-07-01,2026-03-02,2.25,,87.88
GRBK,,,2023-05-01,2023-06-01,0.852,,41.67
GRBK,,,2023-07-03,2023-12-01,0.852,,41.67
GRCL,,,2024-02-01,2024-03-01,3.597222,,9.93
GRIN,,,2022-06-01,2022-09-01,0.783598,,25.88
GRIN,,,2022-12-01,2023-01-02,0.783598,,25.88
GRND,,,2024-08-01,2024-09-02,1.316415,,21.45
GRND,,,2025-06-02,2025-07-01,1.316415,,21.45
GRPN,,,2024-04-01,2024-08-01,1.576055,,26.25
GRPN,,,2025-09-01,2025-11-03,1.576055,,26.25
GRRR,,,2025-02-03,2025-03-03,2.412955,,16.86
GRRR,,,2025-04-01,2025-07-01,2.412955,,16.86
GRRR,,,2025-10-01,2026-01-01,2.412955,,16.86
GSAT,,,2026-05-01,,2.2718,,64.16
GSHD,,,2023-11-01,2024-03-01,1.174414,,120.68
GSHD,,,2025-05-01,2025-06-02,1.174414,,120.68
GSIT,,,2025-12-01,2026-01-01,2.547945,,7.77
GSIT,,,2026-04-01,2026-05-01,2.547945,,7.77
GTE,,,2022-06-01,2022-09-01,0.812396,,13.1
GTE,,,2022-10-03,2022-11-01,0.812396,,13.1
GTE,,,2022-12-01,2023-01-02,0.812396,,13.1
GTHX,,,2024-10-01,2024-11-01,4.442748,,7.13
GUSH,,,2022-06-01,2022-11-01,0.901556,,43.99
GUSH,,,2022-12-01,2023-02-01,0.901556,,43.99
HA,,,2024-10-01,2024-11-01,1.761453,,17.48
HAE,,,2023-02-01,2023-03-01,0.76605,,77.3
HALO,,,2023-02-01,2023-03-01,0.774789,,56.74
HARP,,,2024-03-01,2024-05-01,2.422388,,22.93
HBM,,,2026-03-02,2026-05-01,2.46375,,27.71
HCC,,,2022-06-01,2022-09-01,1.159915,,70.91
HCC,,,2022-12-01,2023-01-02,1.159915,,70.91
HCC,,,2024-06-03,2024-07-01,1.159915,,70.91
HCI,,,2024-01-01,2024-02-01,1.151231,,114.51
HCI,,,2024-06-03,2024-07-01,1.151231,,114.51
HDSN,,,2022-07-01,2022-09-01,1.479452,,10.86
HDSN,,,2022-10-03,2022-11-01,1.479452,,10.86
HDSN,,,2023-01-02,2023-02-01,1.479452,,10.86
HEES,,,2025-06-02,2025-08-01,1.180697,,95.46
HIBB,,,2023-04-03,2023-05-01,0.90623,,87.21
HIBB,,,2024-06-03,2024-09-02,0.90623,,87.21
HIMS,,,2023-04-03,2023-08-01,1.658273,,59.12
HIMS,,,2024-08-01,2025-06-02,1.658273,,59.12
HIMS,,,2025-07-01,2025-12-01,1.658273,,59.12
HIPO,,,2025-02-03,2025-03-03,1.764092,,26.48
HL,,,2026-01-01,,2.064957,,17.93
HLIT,,,2023-07-03,2023-08-01,0.986047,,17.08
HLX,,,2022-12-01,2023-06-01,0.837283,,11.63
HLX,,,2023-07-03,2023-12-01,0.837283,,11.63
HMY,,,2024-03-01,2024-04-01,1.641753,,10.25
HMY,,,2024-07-01,2024-11-01,1.641753,,10.25
HNRG,,,2023-10-02,2023-12-01,1.583717,,16.82
HNRG,,,2025-05-01,2025-08-01,1.583717,,16.82
