strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
pead_long,hybrid_50pct_target,97,0.5876,1.9423,3.8856,376.9031,-86.6954,47.3,0.9897,51.77,True
stochrsi_oversold,breakeven_plus_trail,214,0.4346,1.9931,3.6064,771.7608,-88.4487,29.0,0.9766,47.18,True
cmf_flip,hybrid_50pct_target,114,0.614,2.073,4.2186,480.9207,-72.3283,83.3,0.9035,54.56,True
adx_initiation,breakeven_plus_trail,173,0.4971,1.9301,5.4464,942.22,-147.5735,35.1,0.9769,47.79,True
po3_bullish,earnings_blackout,281,0.4733,1.4325,3.7891,1064.7289,-451.0984,164.2,0.7722,31.91,True
break_retest_volume,earnings_blackout,50,0.42,2.8076,14.7953,739.7658,-170.7869,175.3,0.8,46.8,True
ichimoku_tk_cross,ma_exit_ema9,15,0.4,3.2172,3.97,59.5496,-7.397,8.7,1.0,64.9,True
ppo_crossover,earnings_blackout,51,0.5686,2.0498,6.0155,306.7914,-81.2361,108.2,0.902,52.74,True
macd_crossover,breakeven_plus_trail,27,0.3333,2.3025,4.2537,114.8512,-36.4979,28.1,1.0,43.33,True
bollinger_tight,breakeven_plus_trail,70,0.3429,2.1313,3.8171,267.1998,-71.2038,32.4,0.9857,43.72,True
awesome_oscillator,next_pivot_target,33,0.6667,0.985,-0.0417,-1.3752,-21.6192,10.8,1.0,26.67,True
tema_dema,breakeven_plus_trail,89,0.427,2.5194,4.4283,394.1169,-46.5648,35.4,0.9551,47.08,True
bollinger_lower,ma_exit_ema9,18,0.5,2.4008,1.0864,19.5543,-8.4315,1.3,1.0,67.35,True
pivot_s1_bounce,next_pivot_target,22,0.6818,0.4781,-1.3264,-29.1801,-30.3727,13.6,1.0,27.27,True
avwap_50_reclaim,next_pivot_target,230,0.6217,0.5652,-1.778,-408.9411,-412.2427,12.1,0.9913,24.87,True
pairs_mean_reversion_long,breakeven_plus_trail,225,0.3244,2.5914,3.9524,889.2905,-64.3021,48.1,0.9733,42.98,True
