strategy,point_sharpe,ci_low,ci_high,n_trades,method
52wh_break_retest,0.0,,,1,insufficient_sample
adx_initiation,-0.09740981830272277,-3.0556558012678683,1.893761545396604,173,bootstrap
avwap_252_breakout,-0.20035709369881927,-9.804952025639356,4.3253072246464015,31,bootstrap
avwap_50_reclaim,-3.3083079358401695,-5.546093533099864,-1.271922897634737,230,bootstrap
awesome_oscillator,-3.0177918009975806,-12.464398557742598,2.0970691363439897,33,bootstrap
bollinger_lower,-0.14051743844062844,,,18,insufficient_sample
bollinger_tight,-2.6556378905572458,-9.73057750877562,0.9564735696151927,70,bootstrap
break_retest_confluence,-18.0702582756468,,,28,insufficient_sample
break_retest_volume,-0.9586766652663627,-10.121963058357546,2.773954001938268,50,bootstrap
bullish_engulfing_support,-16.07891069060051,,,8,insufficient_sample
buyback_8k_recent_long,1.6734895992071488,-4.364361730525642,4.952479333268341,46,bootstrap
camarilla_r3_breakout,-0.12969018073772867,-9.691685402579038,3.3515442603465826,51,bootstrap
camarilla_s3_bounce,-13.310414311435341,,,4,insufficient_sample
cmf_flip,0.08686980510044917,-4.349978121504034,2.4117731609706974,114,bootstrap
cpr_narrow_bullish,-0.15045704376745372,-2.1161839673065064,1.1884265778745915,407,bootstrap
cpr_narrow_momentum,-3.3595028188300473,-10.136782611640582,1.406048150407092,44,bootstrap
cpr_narrow_momentum_short,-11.78669968136603,,,22,insufficient_sample
dc20_break_retest,0.0,,,1,insufficient_sample
donchian_10_breakout,0.0,,,1,insufficient_sample
double_bottom_long,-25.78302017157633,,,10,insufficient_sample
force_index_breakout,-2.956541085631221,-5.774033352475974,-0.06866772027576559,112,bootstrap
golden_cross_20_50,0.0,,,1,insufficient_sample
golden_cross_9_21,-7.713318600511763,,,17,insufficient_sample
halloween_seasonal_long,-1779.6982466774089,,,2,insufficient_sample
head_and_shoulders_bottom_long,-11.26766018138371,,,2,insufficient_sample
htf_aligned_breakout_long,-2.0921062759187663,,,28,insufficient_sample
htf_aligned_breakout_short,-7.393489989972296,-16.707580911670988,-2.872139335837756,63,bootstrap
hull_rsi,3.407612067530974,-0.3030198718767526,6.702378818905751,67,bootstrap
hull_rsi_short,-3.4532288729102514,-10.977456075127169,0.5565411930220053,58,bootstrap
ichimoku_cloud_breakout,-9.82101556103894,-17.403937165712872,-5.184065672844288,76,bootstrap
ichimoku_tk_cross,-0.6755514604417118,,,15,insufficient_sample
inside_bar_breakout,-5.550437651360743,,,5,insufficient_sample
insider_cluster_long,-6.038748233498483,,,13,insufficient_sample
institutional_buy_momentum_long,-1.2203331314230819,,,25,insufficient_sample
institutional_cluster_long,-1.5575329349028562,-7.752745209844789,2.009867996902393,62,bootstrap
institutional_persistent_holders_long,-2.8231222497319224,,,4,insufficient_sample
lead_lag_sector_rotation,-3.61999312455709,-10.155215971475092,0.14646568444083702,78,bootstrap
macd_crossover,2.62416962726442,,,27,insufficient_sample
macd_fast_crossover,-0.1740897589316633,-5.763310532119212,3.6529905421790345,52,bootstrap
monthly_bias_momentum_long,1.22505095747856,-0.7218209060918835,2.784528854878282,259,bootstrap
morning_star,1.2414910369111545,-5.300873729937972,4.894765473260473,45,bootstrap
naked_poc_retest_long,0.0,,,1,insufficient_sample
news_sentiment_long,37.58049356398114,,,2,insufficient_sample
news_sentiment_shift_long,0.0,,,1,insufficient_sample
orb_stocks_in_play_long,-5.451162889483807,-22.775564670693687,0.29104415893949576,34,bootstrap
orb_stocks_in_play_short,-9.331260466237904,-24.148150535191057,-3.242370571286967,44,bootstrap
pairs_mean_reversion_long,1.1898774250664033,-0.972085811977751,2.8166402762679588,225,bootstrap
pairs_mean_reversion_short,-14.453687265591,,,25,insufficient_sample
parabolic_sar_flip,-1.794785181273602,-8.577574346376352,1.8426102666535888,62,bootstrap
pead_long,0.48987309194575246,-4.168291988179537,2.9233074665964676,97,bootstrap
pead_short,0.2638353119812278,-3.9217756407643654,3.2005602882332878,85,bootstrap
pead_with_insider_confirmation_long,0.0,,,1,insufficient_sample
pivot_r1_breakout,-1.9208072258724393,,,20,insufficient_sample
pivot_s1_bounce,-2.0085025498091857,,,22,insufficient_sample
pivot_s2_bounce,-31.50007812490312,,,2,insufficient_sample
