strategy,regime,trades,win_rate,avg_pnl,total_roi
cpr_narrow_momentum_short,bull,17,0.1176,-6.2493,-106.2373
double_bottom_long,bear,3,0.3333,-6.3915,-19.1745
double_bottom_long,bull,3,0.0,-10.5183,-31.555
double_bottom_long,neutral,4,0.0,-6.9926,-27.9705
force_index_breakout,bear,30,0.3667,-2.7521,-82.5618
force_index_breakout,bull,61,0.2295,-4.2573,-259.695
force_index_breakout,neutral,21,0.4286,0.7454,15.6534
golden_cross_9_21,bull,10,0.2,-4.5928,-45.9283
golden_cross_9_21,neutral,5,0.0,-8.3951,-41.9754
htf_aligned_breakout_long,bear,5,0.0,-7.8192,-39.0958
htf_aligned_breakout_long,bull,23,0.3478,-0.2181,-5.016
htf_aligned_breakout_short,bear,24,0.125,-6.5626,-157.5026
htf_aligned_breakout_short,bull,38,0.2105,-4.3373,-164.8171
hull_rsi,bear,23,0.3913,5.1355,118.1174
hull_rsi,bull,33,0.303,1.0019,33.0639
hull_rsi,neutral,11,0.6364,12.1222,133.3439
hull_rsi_short,bear,19,0.2105,-6.2449,-118.6525
hull_rsi_short,bull,37,0.3514,-1.1085,-41.0148
ichimoku_cloud_breakout,bear,23,0.0435,-8.7261,-200.7013
ichimoku_cloud_breakout,bull,35,0.2,-5.5081,-192.7818
ichimoku_cloud_breakout,neutral,18,0.3333,-3.7433,-67.3788
ichimoku_tk_cross,bear,3,0.3333,-2.9732,-8.9197
ichimoku_tk_cross,bull,6,0.3333,0.7046,4.2275
ichimoku_tk_cross,neutral,6,0.1667,-0.9494,-5.6963
inside_bar_breakout,bull,3,0.0,-19.114,-57.342
insider_cluster_long,bear,3,0.6667,8.7534,26.2601
insider_cluster_long,bull,10,0.1,-8.421,-84.2104
institutional_buy_momentum_long,bear,15,0.1333,-2.2593,-33.8895
institutional_buy_momentum_long,bull,10,0.2,-0.678,-6.7795
institutional_cluster_long,bear,14,0.2143,0.0358,0.5019
institutional_cluster_long,bull,25,0.24,-1.7261,-43.1521
institutional_cluster_long,neutral,23,0.2174,-2.0361,-46.8307
institutional_persistent_holders_long,neutral,3,0.0,-10.3156,-30.9469
lead_lag_sector_rotation,bear,33,0.2121,-4.4014,-145.2467
lead_lag_sector_rotation,bull,36,0.1944,-2.0283,-73.0187
lead_lag_sector_rotation,neutral,9,0.1111,-2.6429,-23.7861
macd_crossover,bear,5,0.8,41.8961,209.4806
macd_crossover,bull,16,0.375,-2.1453,-34.3253
macd_crossover,neutral,6,0.0,-10.4641,-62.7844
macd_fast_crossover,bear,21,0.3333,0.3132,6.5779
macd_fast_crossover,bull,25,0.32,1.1499,28.7466
macd_fast_crossover,neutral,6,0.0,-7.3012,-43.8075
monthly_bias_momentum_long,bear,37,0.2973,-0.5295,-19.5901
monthly_bias_momentum_long,bull,205,0.2976,0.6892,141.2948
monthly_bias_momentum_long,neutral,17,0.5294,16.4822,280.1968
morning_star,bear,15,0.3333,-1.074,-16.1099
morning_star,bull,26,0.2308,1.7766,46.1921
morning_star,neutral,4,0.25,9.8743,39.4973
orb_stocks_in_play_long,bear,5,0.0,-7.6267,-38.1335
orb_stocks_in_play_long,bull,29,0.2414,-3.5188,-102.0441
orb_stocks_in_play_short,bear,18,0.1111,-4.7453,-85.4146
orb_stocks_in_play_short,bull,23,0.1739,-5.3517,-123.0893
orb_stocks_in_play_short,neutral,3,0.0,-7.5214,-22.5643
pairs_mean_reversion_long,bear,90,0.4111,5.4571,491.1392
pairs_mean_reversion_long,bull,121,0.2645,-0.7556,-91.4307
pairs_mean_reversion_long,neutral,14,0.2143,-2.511,-35.1545
pairs_mean_reversion_short,bear,12,0.0,-9.003,-108.0365
pairs_mean_reversion_short,bull,12,0.3333,-3.5972,-43.1665
parabolic_sar_flip,bear,22,0.3636,2.8445,62.5798
parabolic_sar_flip,bull,32,0.2188,-5.1303,-164.1699
parabolic_sar_flip,neutral,8,0.25,-1.0066,-8.0527
pead_long,bear,26,0.1538,1.0645,27.6768
pead_long,bull,60,0.2333,2.3616,141.6958
pead_long,neutral,11,0.0,-9.2113,-101.3238
pead_short,bear,31,0.3226,-4.6102,-142.9152
pead_short,bull,49,0.4286,3.8786,190.0516
pead_short,neutral,5,0.0,-5.2929,-26.4643
pivot_r1_breakout,bear,9,0.3333,2.8481,25.6329
pivot_r1_breakout,bull,7,0.1429,-5.1531,-36.0716
pivot_r1_breakout,neutral,4,0.0,-8.1707,-32.6827
pivot_s1_bounce,bear,3,0.3333,3.3391,10.0174
pivot_s1_bounce,bull,13,0.1538,-0.9955,-12.9416
pivot_s1_bounce,neutral,6,0.0,-7.1903,-43.1415
pivot_s3_capitulation,bear,3,0.3333,-1.815,-5.4451
po3_bearish,bear,153,0.2614,-1.5791,-241.6053
po3_bearish,bull,164,0.3171,-0.8654,-141.9226
po3_bearish,neutral,24,0.125,-2.6761,-64.2259
po3_bullish,bear,42,0.381,-1.0878,-45.6884
po3_bullish,bull,177,0.4068,-0.0525,-9.2847
po3_bullish,neutral,62,0.2742,-3.6531,-226.4901
po3_htf_aligned_long,bear,8,0.125,-4.9244,-39.3948
po3_htf_aligned_long,bull,22,0.4545,8.1612,179.5462
po3_htf_aligned_long,neutral,4,0.0,-6.8072,-27.2287
po3_htf_aligned_short,bear,11,0.3636,0.3687,4.0561
po3_htf_aligned_short,bull,13,0.6154,3.857,50.1416
po3_htf_aligned_short,neutral,21,0.5238,4.4766,94.0096
ppo_crossover,bear,25,0.2,1.2893,32.2335
ppo_crossover,bull,21,0.1905,-0.0567,-1.1912
ppo_crossover,neutral,5,0.2,-8.2337,-41.1685
pre_fomc_long_sleeve,bear,7,0.2857,-0.9075,-6.3524
pre_fomc_long_sleeve,bull,24,0.2083,-4.5146,-108.3494
pre_fomc_long_sleeve,neutral,5,0.6,13.9953,69.9766
prev_day_high_break,bear,4,0.25,17.971,71.884
prev_day_high_break,bull,7,0.1429,-3.8681,-27.0769
prev_day_high_break,neutral,4,0.25,-7.0832,-28.3327
prev_day_low_bounce,bear,5,0.2,-4.6419,-23.2093
prev_day_low_bounce,bull,3,0.3333,5.3134,15.9402
r1_break_retest,bear,5,0.2,-4.9068,-24.5341
r1_break_retest,bull,4,0.25,13.9129,55.6517
r1_break_retest,neutral,4,0.25,-5.0033,-20.0132
risk_off_bond_equity_short,bear,23,0.2609,-5.655,-130.0647
risk_off_bond_equity_short,bull,16,0.25,-2.8588,-45.7414
risk_off_bond_equity_short,neutral,7,0.0,-8.9644,-62.751
roc_burst,bear,6,0.5,2.5591,15.3545
roc_burst,bull,4,0.0,-16.3045,-65.2179
squeeze_breakout,bear,17,0.0588,-7.6693,-130.378
squeeze_breakout,bull,35,0.2571,-0.9612,-33.6406
squeeze_breakout,neutral,11,0.2727,-5.0244,-55.2689
stoch_oversold,bear,3,0.6667,5.2869,15.8607
stoch_oversold,bull,3,0.0,-9.4277,-28.283
stochrsi_overbought_short,bear,19,0.2105,-4.7016,-89.331
stochrsi_overbought_short,bull,38,0.4737,2.9094,110.5565
stochrsi_overbought_short,neutral,11,0.2727,-5.1468,-56.6147
stochrsi_oversold,bear,61,0.1475,-1.7117,-104.4163
stochrsi_oversold,bull,124,0.2661,-0.4522,-56.0774
stochrsi_oversold,neutral,29,0.3793,0.5237,15.1862
supertrend_macd,bear,32,0.2188,-2.419,-77.409
supertrend_macd,bull,60,0.2333,0.886,53.1579
supertrend_macd,neutral,5,0.2,-6.2603,-31.3013
tema_dema,bear,38,0.3158,0.5318,20.2095
tema_dema,bull,43,0.2326,-0.3812,-16.3899
tema_dema,neutral,8,0.375,2.937,23.4957
three_white_soldiers,bear,31,0.1613,-2.0215,-62.668
three_white_soldiers,bull,40,0.3,-0.937,-37.4814
three_white_soldiers,neutral,12,0.3333,-0.6738,-8.0856
ultimate_oscillator,bear,14,0.1429,-0.2711,-3.7952
ultimate_oscillator,bull,66,0.2727,-0.1697,-11.1991
ultimate_oscillator,neutral,4,0.5,3.6524,14.6094
vix_backwardation_long,bear,4,0.25,-6.4528,-25.8114
williams_r_oversold,bear,35,0.3143,-1.0093,-35.3247
williams_r_oversold,bull,81,0.3827,4.8415,392.1607
williams_r_oversold,neutral,22,0.4545,3.6194,79.6268
williams_stoch_dual,bear,7,0.2857,-0.4016,-2.8115
williams_stoch_dual,bull,20,0.2,-6.1198,-122.3956
xs_low_beta_long,bear,89,0.1798,1.042,92.7336
xs_low_beta_long,bull,116,0.2931,-0.1592,-18.4647
xs_low_beta_long,neutral,8,0.0,-6.6063,-52.8501
xs_momentum_bottom_decile_short,bear,168,0.2262,-4.0227,-675.8077
xs_momentum_bottom_decile_short,bull,239,0.3013,-2.2871,-546.6144
xs_momentum_bottom_decile_short,neutral,18,0.1667,-5.1263,-92.2731
xs_momentum_top_decile,bear,26,0.1154,-5.8255,-151.462
xs_momentum_top_decile,bull,42,0.2619,-1.5194,-63.8129
xs_momentum_top_decile,neutral,3,0.6667,6.8554,20.5661
xs_quality_top_quintile_long,bear,23,0.2174,0.7176,16.5043
xs_quality_top_quintile_long,bull,100,0.28,3.5872,358.7155
