strategy,regime,trades,win_rate,avg_pnl,total_roi
adx_initiation,bear,60,0.2833,-0.1564,-9.3831
adx_initiation,bull,96,0.3021,0.9002,86.4179
adx_initiation,neutral,17,0.1176,-5.7352,-97.4987
avwap_252_breakout,bear,12,0.4167,3.5601,42.7209
avwap_252_breakout,bull,15,0.0667,-4.4867,-67.3007
avwap_252_breakout,neutral,4,0.25,4.5574,18.2295
avwap_50_reclaim,bear,123,0.3171,-2.8539,-351.0357
avwap_50_reclaim,bull,98,0.4592,-1.1305,-110.7899
avwap_50_reclaim,neutral,9,0.3333,-2.7483,-24.7344
awesome_oscillator,bear,8,0.5,2.2418,17.9347
awesome_oscillator,bull,14,0.3571,-0.9336,-13.0698
awesome_oscillator,neutral,11,0.0909,-7.4061,-81.4671
bollinger_lower,bear,7,0.1429,-1.2083,-8.4578
bollinger_lower,bull,7,0.4286,2.6255,18.3783
bollinger_lower,neutral,4,0.0,-2.7408,-10.9631
bollinger_tight,bear,19,0.1579,-4.6562,-88.4671
bollinger_tight,bull,42,0.2619,-0.1943,-8.1618
bollinger_tight,neutral,9,0.0,-9.6093,-86.4836
break_retest_confluence,bear,19,0.1053,-7.5348,-143.1607
break_retest_confluence,bull,7,0.0,-9.5723,-67.0064
break_retest_volume,bear,19,0.2105,-0.1847,-3.509
break_retest_volume,bull,21,0.0952,-6.4774,-136.0245
break_retest_volume,neutral,10,0.5,8.3152,83.1523
bullish_engulfing_support,bull,5,0.0,-9.6928,-48.4639
buyback_8k_recent_long,bear,5,0.0,-5.5048,-27.5238
buyback_8k_recent_long,bull,30,0.2667,5.4864,164.5928
buyback_8k_recent_long,neutral,11,0.1818,-0.6999,-7.6991
camarilla_r3_breakout,bear,22,0.2273,-2.7068,-59.5502
camarilla_r3_breakout,bull,24,0.2917,0.342,8.2083
camarilla_r3_breakout,neutral,5,0.2,8.6514,43.2569
cmf_flip,bear,48,0.3333,1.1443,54.9244
cmf_flip,bull,52,0.2885,-0.7048,-36.6506
cmf_flip,neutral,14,0.3571,-0.4905,-6.8676
cpr_narrow_bullish,bear,144,0.2708,-2.6872,-386.9525
cpr_narrow_bullish,bull,217,0.3318,0.7383,160.2052
cpr_narrow_bullish,neutral,46,0.5435,3.4904,160.5564
cpr_narrow_momentum,bear,22,0.3182,-2.1193,-46.6255
cpr_narrow_momentum,bull,15,0.4,0.6275,9.4129
cpr_narrow_momentum,neutral,7,0.0,-9.1929,-64.3505
cpr_narrow_momentum_short,bear,4,0.25,-6.467,-25.8682
