strategy,sharpe_adj,win_rate_adj,profit_factor_adj,haircut_pct_applied
news_sentiment_long,0.0,0.9,inf,0.2
golden_cross_20_50,0.0,0.9,inf,0.2
pead_with_insider_confirmation_long,0.0,0.9,inf,0.2
po3_htf_aligned_short,0.0,0.45999,1.7353,0.2
post_inclusion_reversal_short,0.0,0.45,7.3493200000000005,0.2
inside_bar_breakout,0.0,0.32000000000000006,0.3204,0.4
hull_rsi,0.0,0.31048000000000003,1.6441599999999998,0.4
avwap_50_reclaim,0.0,0.34047000000000005,0.6316,0.2
williams_r_oversold,0.0,0.33912000000000003,1.56439,0.2
po3_bullish,0.0,0.33632999999999996,0.7923,0.2
macd_crossover,0.0,0.29632000000000003,1.5423200000000001,0.4
stochrsi_overbought_short,0.0,0.29408,0.9078,0.4
pead_short,0.0,0.32823,1.04149,0.2
cpr_narrow_bullish,0.0,0.30078,0.9673,0.2
stoch_oversold,0.0,0.29997,0.679,0.2
po3_htf_aligned_long,0.0,0.29115,1.5724,0.2
pairs_mean_reversion_long,0.0,0.256,1.25168,0.4
cmf_flip,0.0,0.28422000000000003,1.01665,0.2
monthly_bias_momentum_long,0.0,0.25016,1.22288,0.4
hull_rsi_short,0.0,0.24824000000000002,0.581,0.4
force_index_breakout,0.0,0.24287999999999998,0.5667,0.4
awesome_oscillator,0.0,0.2727,0.6269,0.2
roc_burst,0.0,0.27,0.4767,0.2
cpr_narrow_momentum,0.0,0.2364,0.6225,0.4
macd_fast_crossover,0.0,0.2308,0.9707,0.4
htf_aligned_breakout_long,0.0,0.22856,0.6722,0.4
tema_dema,0.0,0.25281,1.04833,0.2
xs_quality_top_quintile_long,0.0,0.25200000000000006,1.5283,0.2
po3_bearish,0.0,0.25074,0.5616,0.2
pre_fomc_long_sleeve,0.0,0.25002,0.8138,0.2
adx_initiation,0.0,0.24975000000000003,0.9809,0.2
parabolic_sar_flip,0.0,0.24678,0.7256,0.2
morning_star,0.0,0.24003,1.25983,0.2
ichimoku_tk_cross,0.0,0.24003,0.891,0.2
xs_momentum_bottom_decile_short,0.0,0.21272000000000002,0.5177,0.4
ultimate_oscillator,0.0,0.23571000000000003,0.9992,0.2
camarilla_r3_breakout,0.0,0.20392000000000002,0.9714,0.4
three_white_soldiers,0.0,0.2277,0.7758,0.2
institutional_persistent_holders_long,0.0,0.2,0.6502,0.4
bullish_engulfing_support,0.0,0.225,0.0491,0.2
pivot_s3_capitulation,0.0,0.225,0.0162,0.2
stochrsi_oversold,0.0,0.19816,0.7647,0.4
xs_low_beta_long,0.0,0.21123,1.01647,0.2
r1_break_retest,0.0,0.20772000000000002,1.1179000000000001,0.2
insider_cluster_long,0.0,0.20772000000000002,0.3905,0.2
supertrend_macd,0.0,0.18144000000000002,0.9214,0.4
avwap_252_breakout,0.0,0.18064000000000002,0.9638,0.4
institutional_cluster_long,0.0,0.20322,0.7629,0.2
xs_momentum_top_decile,0.0,0.18032,0.516,0.4
bollinger_lower,0.0,0.19998000000000002,0.978,0.2
break_retest_volume,0.0,0.198,0.8234,0.2
buyback_8k_recent_long,0.0,0.19566,1.43047,0.2
risk_off_bond_equity_short,0.0,0.19566,0.2738,0.2
williams_stoch_dual,0.0,0.18621000000000001,0.3537,0.2
squeeze_breakout,0.0,0.16504000000000002,0.4909,0.4
orb_stocks_in_play_long,0.0,0.18531,0.4065,0.2
prev_day_high_break,0.0,0.18000000000000002,1.20016,0.2
pivot_r1_breakout,0.0,0.16000000000000003,0.6915,0.4
bollinger_tight,0.0,0.18000000000000002,0.6266,0.2
prev_day_low_bounce,0.0,0.18000000000000002,0.3718,0.2
pairs_mean_reversion_short,0.0,0.16000000000000003,0.1404,0.4
vix_backwardation_long,0.0,0.18000000000000002,0.0157,0.2
ppo_crossover,0.0,0.17649,0.9706,0.2
lead_lag_sector_rotation,0.0,0.17307,0.523,0.2
pead_long,0.0,0.16704,1.11223,0.2
ichimoku_cloud_breakout,0.0,0.14736000000000002,0.2551,0.4
cpr_narrow_momentum_short,0.0,0.14543999999999999,0.2038,0.4
golden_cross_9_21,0.0,0.15885,0.3302,0.2
htf_aligned_breakout_short,0.0,0.13968,0.3285,0.4
institutional_buy_momentum_long,0.0,0.128,0.7982,0.4
pivot_s1_bounce,0.0,0.12276,0.7063,0.2
orb_stocks_in_play_short,0.0,0.12276,0.2702,0.2
break_retest_confluence,0.0,0.09639,0.1095,0.2
double_bottom_long,0.0,0.09000000000000001,0.0233,0.2
rsi_oversold,0.0,0.0,0.0,0.4
totm_long,0.0,0.0,0.0,0.2
halloween_seasonal_long,0.0,0.0,0.0,0.2
rsi_volume_200ema,0.0,0.0,0.0,0.4
news_sentiment_shift_long,0.0,0.0,0.0,0.2
head_and_shoulders_bottom_long,0.0,0.0,0.0,0.2
camarilla_s3_bounce,0.0,0.0,0.0,0.2
naked_poc_retest_long,0.0,0.0,0.0,0.2
donchian_10_breakout,0.0,0.0,0.0,0.4
pivot_s2_bounce,0.0,0.0,0.0,0.2
pre_rebalance_long,0.0,0.0,0.0,0.2
52wh_break_retest,0.0,0.0,0.0,0.2
dc20_break_retest,0.0,0.0,0.0,0.2
