exit_method,regime_at_entry,sector,cap_band,vol_band,hold_duration_band,total_pnl_pct,runner_up_method,runner_up_metric,edge_over_runner_up,n,n_exits_in_cell,rank_in_cell
atr_trail_1x,bear,Unknown,unknown,mid_15_25,medium_4_10d,-19.6256,break_even_at_1r,-22.229299999999995,2.6036999999999964,11,25,1.0
atr_trail_mae_conditional,bear,Unknown,unknown,mid_15_25,medium_4_10d,-19.6256,break_even_at_1r,-22.229299999999995,2.6036999999999964,11,25,1.0
break_even_at_1r,bear,Energy,unknown,mid_15_25,medium_4_10d,-8.8566,r_multiple_3r,-11.631900000000002,2.7753000000000014,11,25,1.0
break_even_at_1r,bull,Real Estate,unknown,mid_15_25,long_ge_11d,2.336300000000001,r_multiple_2r,2.1179,0.21840000000000082,21,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,mid_15_25,long_ge_11d,2176.7197,hybrid_50pct_target,1228.9771,947.7426,244,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,low_lt_15,long_ge_11d,1506.8927,trailing_15pct,934.1574999999999,572.7352000000002,143,25,1.0
breakeven_plus_trail,bull,Information Technology,unknown,mid_15_25,long_ge_11d,2209.4066,time_stop_10d,1790.9714999999999,418.4350999999999,326,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,mid_15_25,medium_4_10d,20.25770000000002,reverse_signal,-229.232,249.48970000000003,100,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,high_25_40,medium_4_10d,144.3396,atr_trail_vix_conditional,-92.8126,237.1522,43,25,1.0
breakeven_plus_trail,neutral,Information Technology,unknown,mid_15_25,long_ge_11d,544.4299,chandelier_3x,331.985,212.44489999999996,59,25,1.0
breakeven_plus_trail,bull,Industrials,unknown,mid_15_25,long_ge_11d,857.0746,class_time_stop,645.0256,212.04899999999998,128,25,1.0
breakeven_plus_trail,bear,Information Technology,unknown,mid_15_25,long_ge_11d,520.7565999999999,fixed_4r_2r,321.6266,199.12999999999994,113,25,1.0
breakeven_plus_trail,bull,Materials,unknown,mid_15_25,long_ge_11d,520.6506,hybrid_50pct_target,365.2255,155.42510000000004,90,25,1.0
breakeven_plus_trail,bull,Communication Services,unknown,mid_15_25,long_ge_11d,342.419,hybrid_50pct_target,244.35629999999998,98.0627,62,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,mid_15_25,long_ge_11d,611.6676,earnings_blackout,515.5886,96.07899999999995,74,25,1.0
breakeven_plus_trail,bull,Energy,unknown,low_lt_15,long_ge_11d,542.3147,trailing_15pct,450.8563,91.45840000000004,79,25,1.0
breakeven_plus_trail,bear,Information Technology,unknown,high_25_40,long_ge_11d,642.7325999999999,regime_flip,551.5749,91.15769999999998,93,25,1.0
breakeven_plus_trail,bear,Information Technology,unknown,mid_15_25,short_le_3d,24.450800000000008,earnings_blackout,-55.262299999999996,79.7131,26,25,1.0
breakeven_plus_trail,bull,Energy,unknown,mid_15_25,short_le_3d,-27.507199999999997,trailing_5pct,-98.5244,71.0172,27,25,1.0
breakeven_plus_trail,bear,Health Care,unknown,high_25_40,long_ge_11d,912.3533,fixed_4r_2r,843.0939999999999,69.25930000000005,99,25,1.0
breakeven_plus_trail,bull,Financials,unknown,low_lt_15,long_ge_11d,384.8887,trailing_15pct,315.7609,69.12779999999998,46,25,1.0
breakeven_plus_trail,bull,Health Care,unknown,mid_15_25,short_le_3d,-228.9374,trailing_5pct,-287.6693,58.731900000000024,61,25,1.0
breakeven_plus_trail,bear,Materials,unknown,high_25_40,long_ge_11d,200.0668,time_stop_10d,154.7636,45.303200000000004,32,25,1.0
breakeven_plus_trail,bull,Information Technology,unknown,low_lt_15,long_ge_11d,837.7727,earnings_blackout,792.8441,44.92859999999996,172,25,1.0
chandelier_3x,bear,Energy,unknown,high_25_40,short_le_3d,-70.7849,fixed_4r_2r,-86.1262,15.341300000000004,19,25,1.0
chandelier_3x,bear,Unknown,unknown,high_25_40,medium_4_10d,-26.412300000000002,class_time_stop,-36.451999999999984,10.039699999999982,18,25,1.0
class_time_stop,bull,Unknown,unknown,mid_15_25,long_ge_11d,142.0498,r_multiple_2r,80.001,62.0488,36,25,1.0
class_time_stop,bull,Information Technology,unknown,low_lt_15,short_le_3d,-20.188600000000008,earnings_blackout,-38.512,18.323399999999992,23,25,1.0
class_time_stop,bull,Industrials,unknown,low_lt_15,long_ge_11d,344.5646,earnings_blackout,326.6788,17.88579999999996,62,25,1.0
class_time_stop,bear,Communication Services,unknown,high_25_40,long_ge_11d,150.00060000000002,time_stop_10d,145.5018,4.498800000000017,36,25,1.0
class_time_stop,bull,Industrials,unknown,low_lt_15,medium_4_10d,-11.9312,r_multiple_2r,-12.5831,0.6518999999999995,10,25,1.0
earnings_blackout,bear,Materials,unknown,mid_15_25,long_ge_11d,1603.4594,breakeven_plus_trail,83.1914,1520.268,23,25,1.0
earnings_blackout,bull,Materials,unknown,low_lt_15,long_ge_11d,766.6218,breakeven_plus_trail,188.7284,577.8934,38,25,1.0
earnings_blackout,bear,Communication Services,unknown,mid_15_25,medium_4_10d,282.2971,hybrid_50pct_target,0.9248999999999974,281.3722,14,25,1.0
earnings_blackout,bear,Communication Services,unknown,mid_15_25,long_ge_11d,231.7719,breakeven_plus_trail,73.70669999999998,158.0652,28,25,1.0
earnings_blackout,neutral,Unknown,unknown,mid_15_25,long_ge_11d,208.46439999999998,class_time_stop,80.4478,128.01659999999998,12,25,1.0
earnings_blackout,neutral,Health Care,unknown,mid_15_25,long_ge_11d,149.9119,breakeven_plus_trail,64.50829999999999,85.40360000000001,59,25,1.0
earnings_blackout,bull,Energy,unknown,mid_15_25,medium_4_10d,126.6489,class_time_stop,62.1727,64.4762,31,25,1.0
earnings_blackout,neutral,Communication Services,unknown,mid_15_25,long_ge_11d,188.9284,r_multiple_3r,128.1723,60.7561,25,25,1.0
earnings_blackout,bull,Materials,unknown,mid_15_25,medium_4_10d,154.93810000000002,breakeven_plus_trail,109.53809999999999,45.400000000000034,18,25,1.0
earnings_blackout,bull,Consumer Staples,unknown,mid_15_25,medium_4_10d,20.7256,class_time_stop,-12.112499999999997,32.8381,11,25,1.0
earnings_blackout,bear,Unknown,unknown,mid_15_25,long_ge_11d,220.5998,class_time_stop,194.9632,25.636599999999987,22,25,1.0
earnings_blackout,bear,Information Technology,unknown,high_25_40,medium_4_10d,-56.16790000000006,next_pivot_target,-78.1868,22.018899999999945,50,25,1.0
